orf	hap a | mutation frequency (CanR) | ultraviolet light [50 J/m2] | Lis ET~Romesberg FE, 2008	hap a | mutation frequency (CanR) | standard [standard] | Lis ET~Romesberg FE, 2008
YJR032W	0.0400571118893327	0.06786281364849207
YJR043C	0.54935467733942	6.00277433454389
YJR050W	0.08125871268978921	0.08513698439538096
YJR056C	3.6509196264848955	1.0364502448133333
YJR074W	0.0461610527486596	0.07711683369146825
YJR075W	3.315202879221917	0.6477814030083333
YJR102C	0.3891262297820891	0.4571485901230238
YJR105W	1.5259852148317223	1.3325788861885715
YJR139C	0.00027658482018824964	0.05552412025785714
YKL011C	2.502615752324024	0.6786281364849207
YKL016C	7.324729031192266	8.883859241257143
YKL054C	0.08965163137136367	0.16040301407825397
YKL113C	6.065791228956096	16.842316478216667
YKL130C	3.9294119281916844	2.344351744220635
YKL139W	2.941336501588144	0.6971361765708731
YKL143W	6.523586793405613	5.231605997629207
YKL166C	3.097749986108396	1.5423366738293651
YKL176C	3.0901200600342373	1.0487889382039681
YKR077W	5.073900839315476	1.017942204727381
YLL002W	3.1587893947016648	
YLL030C	3.967561558562478	1.2400386857588097
YLL044W	4.425357123011994	0.75266029682873
YLL049W	5.7987438163605445	1.1598371787196828
YLR027C	2.845962425661162	0.925402004297619
YLR032W	1.5259852148317223	9.870954712507936
YLR322W	0.08965163137136367	0.01850804008595238
YLR343W	3.814963037079306	1.4436271267042855
YLR358C	0.028268876104757652	0.05552412025785714
YLR368W	0.031778642098870616	0.061693466953174604
YLR369W	7.057681618596715	13.264095394932541
YLR393W	4.883152687461511	1.9186668222437302
YLR399C	0.04768703796349132	0.07094748699615079
YLR436C	2.4606511589161517	0.4361728113589445
YLR448W	2.4835409371386277	1.233869339063492
YLR451W	3.2617933967028065	0.8020150703912698
YML009W-B	0.015946545494991495	0.11906839121962698
YML014W	0.02544580345731897	0.061693466953174604
YML032C	27.39143460622941	
YML035C	5.4935467733942005	1.233869339063492
YML081C-A	3.769183480634354	1.1598371787196828
YML112W	4.425357123011994	1.3695949663604763
YML115C	0.03929411928191685	0.042691879131596826
YMR032W	0.03391502139963503	0.1850804008595238
YMR062C	6.485437163034819	3.7139467105811113
YMR088C	3.8531126674500986	1.0241115514226984
YMR091C	0.0461610527486596	0.07649989902193652
YMR116C	2.19741870935768	0.17891105416420633
YMR125W	0.02678104052029673	0.06786281364849207
YMR190C	3.532655772335436	2.035884409454762
YMR198W	1.7339007003525444	1.2215306456728572
YMR304W	3.631844811299499	0.8020150703912698
YNL021W	3.6547345895219743	1.2030226055869049
YNL056W	4.501656383753581	1.3017321527119843
YNL059C	0.036318448112994985	0.05552412025785714
YNL064C	1.6862136623890531	0.5564750719176349
YNL107W	3.326647768333155	1.1289904452430952
YNL133C	0.0762992607415861	1.2647160725400795
YNL136W	2.8383324995870036	1.1228210985477778
YNL138W	0.08812564615653194	0.0610148388166897
YNL197C	0.034678014007050895	0.006169346695317461
YNL225C	5.188349730427856	1.9186668222437302
YNL241C	2.597989828251007	1.3942723531417462
YNL250W	0.6790634206001165	7.279829100474603
YNL264C	0.02773478127956655	0.061693466953174604
YNR010W	0.03097749986108396	0.1166006525415
YNR052C	4.234608971158029	0.9192326576023016
YOL004W	0.043490578622704085	0.04441929620628572
YOL023W	4.501656383753581	1.9865296358922226
YOL076W	6.180240120068475	7.403216034380952
YOL148C	4.577955644495166	5.78067785351246
YOL159C	4.043860819304064	0.8205231104772223
YOR022C	3.578435328780388	0.616934669531746
YOR026W	4.043860819304064	0.8020150703912698
YOR065W	3.0519704296634447	0.9007246175163491
YOR096W	1.6480640320182602	0.9870954712507937
YOR147W	2.57891501306561	0.0549071855883254
YOR163W	5.455397143023407	1.5423366738293651
YOR178C	6.447287532664026	1.2955628060166666
YOR198C	0.023462022678037733	0.061693466953174604
YOR221C	3.7043291090040054	0.43185426867222226
YOR258W	0.05264648991169441	0.03701608017190476
YOR295W	0.029337065755139863	0.061693466953174604
YOR312C	0.0412016008004565	0.1850804008595238
YOR323C	0.44253571230119937	
YOR346W	0.21783438941722835	0.6971361765708731
YOR369C	0.10452998721597297	0.06786281364849207
YPL024W	7.629926074158612	1.9803602891969052
YPL042C	0.02090599744319459	0.0789676377000635
YPL049C	0.6714334945259578	0.07403216034380952
YPL059W	6.981382357855129	18.07618581728016
YPL079W	0.04921302317832304	0.06601200963989683
YPL084W	0.7935123117124956	0.043185426867222224
YPL090C	1.625174253795784	1.0672969782899207
YPL097W	2.742958423660021	1.4189497399230158
YPL129W	0.10185951309001744	0.08020150703912698
YPL144W	0.019799658162441596	0.061693466953174604
YPL167C	0.14725757323126118	0.41951557528158734
YPL178W	0.07172130509709095	0.05552412025785714
YPL271W	7.553626813417025	14.066110465323812
YPR087W	0.08965163137136367	0.09870954712507937
YPR126C	2.781108054030814	0.77733768361
YPR131C	2.3957967872858035	18.322959685092858
YPR133W-A	4.883152687461511	2.3937065177831744
YPR135W	4.501656383753581	2.4430612913457144
YPR139C	0.05455397143023408	0.2591125612033333
YPR141C	3.3495375465556307	0.6416120563130159
YPR148C	5.112050469686269	0.764998990219365
YPR159W	0.02990931021070176	0.1542336673829365
