orf	hap a | mutation frequency (CanR) | ultraviolet light [50 J/m2] | Lis ET~Romesberg FE, 2008	hap a | mutation frequency (CanR) | standard [standard] | Lis ET~Romesberg FE, 2008
YJL179W	0.015166666666666667	0.06243902439024391
YJL180C	0.625	4.160975609756098
YJL184W	0.02266666666666667	1.302439024390244
YJL188C	1.175	5.8048780487804885
YJL189W	1.4250000000000003	4.634146341463414
YJR032W	0.008749999999999999	0.05365853658536586
YJR043C	0.12000000000000002	4.746341463414635
YJR050W	0.017750000000000002	0.06731707317073171
YJR056C	0.7975000000000001	0.8195121951219512
YJR074W	0.010083333333333335	0.06097560975609756
YJR075W	0.7241666666666668	0.5121951219512195
YJR102C	0.08499999999999999	0.36146341463414633
YJR105W	0.33333333333333337	1.053658536585366
YJR139C	6.041666666666667e-05	0.04390243902439024
YKL011C	0.5466666666666666	0.5365853658536586
YKL016C	1.6	7.024390243902439
YKL054C	0.019583333333333335	0.12682926829268293
YKL113C	1.3250000000000002	13.317073170731708
YKL130C	0.8583333333333334	1.853658536585366
YKL139W	0.6425	0.551219512195122
YKL143W	1.4250000000000003	4.136585365853659
YKL166C	0.6766666666666667	1.2195121951219512
YKL176C	0.675	0.8292682926829268
YKR077W	1.1083333333333334	0.8048780487804879
YLL002W	0.6900000000000001	
YLL030C	0.8666666666666668	0.9804878048780489
YLL044W	0.9666666666666667	0.5951219512195121
YLL049W	1.2666666666666668	0.9170731707317075
YLR027C	0.6216666666666667	0.7317073170731707
YLR032W	0.33333333333333337	7.804878048780488
YLR322W	0.019583333333333335	0.014634146341463415
YLR343W	0.8333333333333335	1.1414634146341462
YLR358C	0.006175	0.04390243902439024
YLR368W	0.006941666666666667	0.04878048780487805
YLR369W	1.5416666666666667	10.487804878048781
YLR393W	1.0666666666666667	1.5170731707317073
YLR399C	0.010416666666666668	0.05609756097560975
YLR436C	0.5375	0.34487804878048783
YLR448W	0.5425	0.975609756097561
YLR451W	0.7125000000000001	0.6341463414634146
YML009W-B	0.003483333333333333	0.09414634146341463
YML014W	0.005558333333333334	0.04878048780487805
YML032C	5.983333333333333	
YML035C	1.2000000000000002	0.975609756097561
YML081C-A	0.8233333333333335	0.9170731707317075
YML112W	0.9666666666666667	1.0829268292682928
YML115C	0.008583333333333335	0.03375609756097561
YMR032W	0.0074083333333333345	0.14634146341463414
YMR062C	1.4166666666666667	2.9365853658536585
YMR088C	0.8416666666666668	0.8097560975609757
YMR091C	0.010083333333333335	0.060487804878048786
YMR116C	0.4800000000000001	0.14146341463414633
YMR125W	0.005850000000000001	0.05365853658536586
YMR190C	0.7716666666666666	1.6097560975609757
YMR198W	0.37875000000000003	0.9658536585365853
YMR304W	0.7933333333333334	0.6341463414634146
YNL021W	0.7983333333333333	0.951219512195122
YNL056W	0.9833333333333334	1.0292682926829269
YNL059C	0.007933333333333334	0.04390243902439024
YNL064C	0.3683333333333334	0.44
YNL107W	0.7266666666666668	0.8926829268292683
YNL133C	0.016666666666666666	1.0
YNL136W	0.6200000000000001	0.8878048780487805
YNL138W	0.01925	0.0482439024390244
YNL197C	0.007575000000000002	0.004878048780487805
YNL225C	1.1333333333333335	1.5170731707317073
YNL241C	0.5675	1.102439024390244
YNL250W	0.14833333333333337	5.7560975609756095
YNL264C	0.006058333333333334	0.04878048780487805
YNR010W	0.006766666666666667	0.09219512195121951
YNR052C	0.9250000000000002	0.7268292682926829
YOL004W	0.009500000000000001	0.0351219512195122
YOL023W	0.9833333333333334	1.5707317073170735
YOL076W	1.35	5.853658536585366
YOL148C	1.0	4.570731707317073
YOL159C	0.8833333333333334	0.6487804878048781
YOR022C	0.7816666666666666	0.4878048780487805
YOR026W	0.8833333333333334	0.6341463414634146
YOR065W	0.6666666666666667	0.7121951219512195
YOR096W	0.3600000000000001	0.7804878048780488
YOR147W	0.5633333333333334	0.04341463414634147
YOR163W	1.1916666666666669	1.2195121951219512
YOR178C	1.4083333333333334	1.024390243902439
YOR198C	0.005125000000000001	0.04878048780487805
YOR221C	0.8091666666666667	0.34146341463414637
YOR258W	0.0115	0.02926829268292683
YOR295W	0.0064083333333333345	0.04878048780487805
YOR312C	0.009000000000000001	0.14634146341463414
YOR323C	0.09666666666666666	
YOR346W	0.04758333333333334	0.551219512195122
YOR369C	0.022833333333333334	0.05365853658536586
YPL024W	1.666666666666667	1.5658536585365856
YPL042C	0.004566666666666667	0.06243902439024391
YPL049C	0.1466666666666667	0.05853658536585366
YPL059W	1.5250000000000001	14.292682926829269
YPL079W	0.010750000000000001	0.05219512195121951
YPL084W	0.17333333333333337	0.03414634146341464
YPL090C	0.35500000000000004	0.8439024390243902
YPL097W	0.5991666666666668	1.121951219512195
YPL129W	0.02225	0.06341463414634146
YPL144W	0.004325000000000001	0.04878048780487805
YPL167C	0.03216666666666667	0.33170731707317075
YPL178W	0.01566666666666667	0.04390243902439024
YPL271W	1.6500000000000001	11.121951219512196
YPR087W	0.019583333333333335	0.07804878048780488
YPR126C	0.6075000000000002	0.6146341463414634
YPR131C	0.5233333333333333	14.487804878048781
YPR133W-A	1.0666666666666667	1.8926829268292682
YPR135W	0.9833333333333334	1.9317073170731707
YPR139C	0.01191666666666667	0.2048780487804878
YPR141C	0.7316666666666668	0.5073170731707317
YPR148C	1.1166666666666667	0.6048780487804878
YPR159W	0.006533333333333335	0.12195121951219512
