ORF	hap a | growth (colony size) | streptomycin [40 mg/ml] | Alamgir M~Golshani A, 2010	hap a | growth (colony size) | neomycin [5.5 mg/ml] | Alamgir M~Golshani A, 2010	hap a | growth (colony size) | amitrole [22 mg/ml] | Alamgir M~Golshani A, 2010	hap a | growth (colony size) | cycloheximide [45 ng/ml] | Alamgir M~Golshani A, 2010
YHR125W	13.572	0.080	-23.767	-2.435
YHL037C	10.617	5.686	22.901	-8.653
YHR126C	20.994	-45.444	-15.559	-6.464
YHL036W	11.360	3.383	20.574	-9.378
YHR129C	21.115	-23.607	10.767	5.831
YHL035C	8.644	21.340	15.009	-4.296
YHR130C	10.271	27.226	18.890	-19.658
YHL034C	9.283	5.542	-10.289	-31.801
YHR132C	12.253	12.082	-4.562	-8.244
YHL033C	-1.629	-40.278	-1.327	-10.397
YHR133C	15.307	23.765	-1.391	4.407
YHL032C	9.070	11.168	-7.607	-19.882
YHR134W	2.201	11.589	0.146	-14.145
YHL031C	-8.849	5.369	-43.261	-12.283
YHR135C	-12.282	3.004	7.629	23.309
YHL030W	13.321	-5.553	-16.582	8.627
YHR136C	21.792	5.184	-17.348	16.818
YHL029C	-1.603	-0.000	-68.434	-26.153
YHR137W	15.828	-0.606	-14.328	13.171
YHL028W	15.759	-8.277	-20.114	16.295
YGR084C	-10.743	-3.331	-14.816	-7.171
YGL208W	40.644	-19.954	-3.611	-21.675
YGR085C	-3.545	-0.000	-24.702	-24.110
YGL209W	9.528	-8.477	39.832	-20.533
YGR087C	9.429	-4.038	21.235	-4.501
YGL210W	31.371	-46.195	0.051	-29.698
YGR088W	23.568	-21.082	17.054	7.047
YGL211W	12.885	-38.786	-18.315	-42.858
YGR096W	27.918	-47.346	9.578	7.252
YGL212W	-15.547	-8.651	-17.890	-36.301
YGR097W	0.708	-57.988	8.280	-11.658
YGL213C	-2.381	2.449	21.513	-21.537
YGR100W	7.252	-16.236	4.613	-14.683
YGL215W	-14.216	3.466	6.455	1.988
YGR101W	9.831	-4.477	3.233	12.951
YGL216W	-22.417	4.140	27.695	-7.971
YGR102C	-0.961	-0.000	-0.000	-0.000
YGL220W	-5.814	-0.000	-0.000	-0.000
YGR104C	5.240	-5.402	-13.250	-56.450
YGL221C	-9.124	-0.000	-16.549	-26.012
YGR105W	-16.396	-0.000	-15.476	-0.000
YGL222C	15.562	10.144	-20.667	16.995
YGR107W	-9.344	3.054	3.204	1.132
YGL223C	-3.055	-6.035	-10.769	-10.182
YLR087C	-22.456	-13.701	4.611	45.262
YLL006W	-11.187	-40.766	-7.499	9.493
YLR089C	-11.221	-16.037	-17.940	6.192
YLL009C	-5.331	-6.676	-14.512	7.727
YLR090W	18.079	-1.613	-24.092	-9.870
YLL010C	11.851	0.222	13.586	-9.012
YLR091W	4.302	15.214	-0.803	17.909
YLL012W	27.586	41.069	-1.228	4.554
YLR092W	-13.550	-6.784	-15.752	7.840
YLL013C	9.567	24.783	-34.454	0.132
YLR093C	26.192	49.731	7.685	16.103
YLL014W	-13.646	46.720	-23.821	-29.974
YLR094C	21.745	72.424	-2.823	6.679
YLL015W	17.313	31.461	5.491	-1.552
YLR095C	2.436	19.297	3.489	-21.595
YLL016W	-3.296	44.051	-9.125	-19.566
YLR096W	-6.210	48.966	11.154	-2.862
YLL017W	-4.893	45.956	13.809	4.956
YLR097C	3.237	23.527	13.599	-9.401
YLL019C	-10.377	34.246	5.283	-22.588
YLR098C	-17.080	41.171	8.427	-7.375
YLL020C	-31.200	9.778	4.209	-18.955
YLR099C	-24.526	11.904	8.061	8.294
YLL021W	-2.616	-8.192	-10.928	15.786
YKL148C	-5.998	-8.303	14.777	-3.619
YKL015W	-49.235	5.462	-0.198	-19.534
YKL149C	-11.682	-25.847	31.725	17.409
YKL016C	16.560	13.813	23.443	28.112
YKL150W	19.984	-15.269	12.280	26.950
YKL017C	2.228	0.831	-13.041	2.728
YKL151C	10.415	-7.884	11.738	7.883
YKL020C	-12.215	9.857	0.867	30.427
YKL155C	3.236	-0.000	-0.000	-0.000
YKL023W	22.325	12.842	9.325	-3.091
YKL156W	4.451	-11.439	30.469	13.500
YKL025C	-12.205	-0.768	15.850	11.091
YKL157W	-28.462	10.930	1.116	-11.139
YKL026C	-10.017	19.107	19.871	22.114
YKL158W	-16.161	35.391	36.764	-4.869
YKL027W	-9.738	31.238	40.081	1.629
YKL159C	-37.258	37.078	-2.701	8.515
YKL029C	-18.856	30.119	29.519	13.292
YKL160W	-14.481	37.057	5.094	11.884
YKL031W	-20.725	47.082	22.147	24.365
YKL161C	-23.771	45.218	13.225	22.579
YKL032C	-26.185	-22.488	18.810	-4.349
YKL162C	-33.300	0.131	9.148	25.039
YKL034W	-19.723	3.795	-4.861	-6.318
YLR070C	-1.155	-7.720	5.957	8.209
YKR055W	-7.859	-10.841	3.679	9.862
YLR072W	-18.050	-26.586	-17.744	14.094
YKR056W	26.212	-7.289	16.052	13.195
YLR073C	14.688	-10.866	18.249	24.411
YKR057W	7.698	-22.839	13.099	18.238
YLR074C	20.089	3.523	-3.762	-30.087
YKR058W	7.308	5.972	7.343	-2.255
YLR077W	15.383	14.665	8.826	19.770
YKR059W	0.253	-12.939	5.914	1.670
YLR079W	-7.312	0.973	9.876	-39.482
YKR060W	-15.791	33.219	-6.177	-12.308
YLR080W	-19.711	19.747	-16.833	-10.721
YKR061W	-8.412	29.806	13.526	-7.346
YLR081W	-13.325	26.329	1.865	-1.309
YKR064W	-13.770	20.256	10.589	-26.977
YLR082C	-15.723	15.393	17.794	-21.940
YKR065C	-25.480	19.225	30.161	10.834
YLR083C	-27.481	22.773	-4.490	6.698
YLL001W	-7.587	36.531	13.573	-0.333
YLR084C	-6.787	24.877	17.208	12.313
YLL002W	-22.288	45.552	-0.832	-20.132
YLR085C	-28.443	-31.819	-17.627	5.079
YLL005C	-26.699	1.824	-8.812	-6.508
YKL132C	-7.988	-13.840	-7.822	2.045
YJL131C	9.548	-11.708	6.531	2.403
YKL133C	8.867	-1.170	-4.105	1.471
YJL130C	35.563	-14.275	-7.300	-6.488
YKL134C	12.352	6.872	-1.344	10.010
YJL129C	-10.213	4.346	12.417	-7.370
YKL135C	-5.155	-17.922	6.523	-7.477
YKL001C	0.716	-12.852	29.012	0.418
YKL136W	-3.097	-21.673	10.120	34.404
YKL002W	7.199	-2.398	9.533	12.516
YKL137W	12.227	4.687	7.806	25.848
YKL003C	14.330	16.751	5.895	11.273
YKL138C	1.067	-3.310	22.384	-13.356
YKL006W	-12.050	3.630	22.451	-26.136
YKL140W	-13.021	2.829	4.278	-13.607
YKL007W	-7.453	21.313	7.324	-27.631
YKL142W	-25.369	-3.646	-49.426	-45.346
YKL008C	-16.593	21.753	4.241	-32.314
YKL143W	-6.757	-51.016	17.208	-28.008
YKL009W	-13.061	20.994	2.773	21.600
YKL146W	-14.305	18.890	17.064	27.150
YKL010C	-7.602	23.202	-3.794	2.501
YKL147C	-8.910	35.093	26.490	9.785
YKL011C	-21.266	13.260	-21.372	-23.344
YLR056W	-7.879	-21.349	-10.189	-45.761
YKR035C	2.367	-29.092	-7.845	10.282
YLR057W	28.896	-37.466	-19.102	0.514
YKR042W	22.205	-31.275	-54.026	-31.798
YLR058C	17.722	-17.306	-37.391	0.759
YKR043C	17.597	-8.597	-21.902	6.422
YLR059C	-3.544	-9.045	-20.567	-3.685
YKR044W	16.199	2.177	8.450	34.886
YLR061W	6.569	-15.171	-2.429	6.349
YKR045C	-13.915	-5.673	-7.978	3.718
YLR062C	-7.175	-19.571	3.641	1.382
YKR047W	-4.912	21.747	14.413	4.357
YLR063W	-10.691	13.291	1.849	20.808
YKR048C	8.116	16.031	-4.003	-9.606
YLR064W	-20.901	39.154	4.397	-8.480
YKR049C	-9.686	46.869	13.311	8.428
YLR065C	-10.278	-6.080	30.846	12.008
YKR050W	-11.530	24.030	10.336	11.744
YLR067C	1.720	-0.000	-0.000	-0.000
YKR051W	-27.648	20.521	14.361	11.446
YLR068W	-9.391	16.409	5.305	-37.240
YKR052C	-1.865	42.883	8.603	22.636
YLR069C	-4.930	13.834	3.526	0.329
YKR054C	-31.327	16.255	-29.921	5.924
YKL118W	-3.960	-9.844	5.693	9.903
YJL148W	-1.471	-0.000	-50.665	-23.104
YKL119C	2.417	-15.629	-24.201	-9.467
YJL147C	17.526	-26.775	-14.139	10.173
YKL120W	0.633	5.408	1.821	25.099
YJL146W	0.660	-9.780	-11.255	7.779
YKL121W	-3.496	-15.039	-11.567	19.160
YJL145W	3.500	-11.478	-5.339	7.229
YKL123W	22.605	-3.605	0.975	-9.189
YJL144W	13.694	-12.416	-21.090	-12.825
YKL124W	-24.189	17.220	-1.705	0.443
YJL142C	5.779	15.836	-0.860	2.493
YKL126W	-70.689	-12.296	-27.963	-40.247
YJL140W	4.680	-7.201	1.377	0.327
YKL127W	-9.966	27.413	6.842	10.641
YJL139C	6.738	14.184	-2.131	-19.027
YKL128C	-0.223	-6.701	3.384	0.523
YJL138C	-29.170	26.272	10.525	-15.994
YKL129C	-4.127	26.141	-1.236	2.658
YJL135W	-21.667	28.036	5.931	-22.550
YKL130C	3.301	30.848	12.718	9.590
YJL134W	-17.455	7.734	21.380	18.008
YKL131W	-16.134	60.733	-17.358	11.305
YJL133W	-17.280	6.078	-10.172	13.949
YLR027C	2.588	-16.661	-7.146	16.284
YKR015C	-4.265	-37.347	20.597	-2.072
YLR028C	29.402	12.142	6.987	1.599
YKR016W	5.720	0.389	10.890	-0.851
YLR042C	-8.736	-15.781	34.650	-4.818
YKR017C	-4.018	-3.776	22.117	-2.166
YLR043C	22.043	-1.973	-6.981	-1.795
YKR018C	-5.011	11.062	0.634	14.300
YLR044C	10.509	-6.736	0.252	-3.255
YKR020W	17.749	6.287	7.817	-15.669
YLR046C	6.667	-7.200	-4.248	8.389
YKR021W	10.639	3.501	2.252	-5.652
YLR047C	1.227	13.355	5.127	-15.204
YKR024C	0.190	-63.149	5.013	-26.543
YLR048W	-39.015	-15.024	6.311	-25.080
YKR026C	-3.578	7.967	14.762	6.596
YLR049C	-15.192	5.231	22.286	-3.224
YKR030W	0.862	0.441	-11.890	-5.240
YLR053C	-6.778	-1.176	-6.011	-26.428
YKR031C	-17.096	35.327	-7.669	7.790
YLR054C	-0.246	46.759	0.354	18.548
YKR032W	-3.389	-0.000	-39.026	-12.751
YLR055C	-3.337	-19.138	-13.504	-20.239
YKR033C	-26.288	28.374	-37.347	-8.779
YKL101W	9.855	-8.702	-0.954	16.397
YJL162C	-6.831	3.810	-1.817	12.149
YKL102C	16.606	5.937	-5.394	12.356
YJL161W	2.812	6.817	10.185	8.799
YKL103C	-9.940	-14.474	14.885	7.250
YJL159W	8.609	-1.706	-2.851	24.443
YKL105C	30.258	-7.599	11.788	44.783
YJL158C	-11.127	0.789	2.988	4.534
YKL106W	9.411	-6.823	7.604	-4.810
YJL157C	-15.315	-11.252	12.046	14.903
YKL107W	-9.714	0.523	6.067	-10.477
YJL155C	-10.525	10.834	4.053	-2.225
YKL109W	3.371	-19.034	-1.820	-37.448
YJL154C	-27.033	-12.393	-11.115	-52.014
YKL110C	4.538	-16.870	14.514	-33.859
YJL153C	-5.290	-13.684	1.622	-37.359
YKL113C	13.406	14.490	-2.025	4.138
YJL152W	0.683	-5.852	-1.087	0.903
YKL114C	0.230	-11.949	-0.423	6.480
YJL151C	-4.062	7.491	-4.000	-6.270
YKL116C	0.592	29.680	12.696	13.083
YJL150W	-8.641	16.056	-13.305	3.278
YKL117W	-14.587	17.112	-7.447	12.364
YJL149W	-13.180	-0.014	-17.559	-2.366
YLR013W	-3.266	-13.533	-5.883	10.920
YKL221W	7.993	-4.504	2.907	0.332
YLR014C	14.178	-4.126	-11.704	-6.682
YKL222C	-0.441	-12.114	-3.121	7.767
YLR015W	11.635	-3.578	-16.377	19.095
YKR001C	-16.288	-22.657	-21.752	-10.310
YLR016C	-32.864	-13.537	-22.028	-2.233
YKR003W	2.039	-0.259	-15.727	-20.393
YLR017W	-9.505	-6.765	2.216	-0.108
YKR005C	8.631	-1.636	-8.807	16.853
YLR018C	18.043	-6.067	-1.161	-10.934
YKR006C	4.121	-3.394	1.822	-4.358
YLR019W	6.785	-2.222	41.287	-7.127
YKR007W	-29.633	-5.586	-16.240	-17.167
YLR020C	8.591	5.833	20.460	-14.628
YKR009C	8.079	3.215	-7.078	-5.613
YLR021W	-18.225	-17.467	-9.055	-7.964
YKR011C	-8.887	-13.599	-18.889	16.762
YLR023C	6.842	-25.599	9.785	8.949
YKR012C	-3.941	0.903	10.293	-4.541
YLR024C	-4.363	-5.738	0.091	-20.620
YKR013W	-11.245	-20.899	5.949	12.964
YLR025W	2.118	42.414	-13.649	11.924
YKR014C	-15.193	23.804	-11.912	-1.062
YKL084W	10.249	-18.139	-33.397	1.734
YJL179W	-15.849	-31.494	3.273	0.320
YKL085W	-16.502	-17.370	5.790	-1.870
YJL178C	6.275	-21.828	-20.129	2.884
YKL086W	7.480	-11.838	4.871	18.669
YJL176C	-5.054	-1.343	0.467	12.254
YKL090W	-12.546	-6.115	15.413	6.441
YJL172W	12.525	4.947	-17.549	23.390
YKL091C	1.584	-14.321	-6.327	-10.290
YJL171C	11.603	2.694	7.014	11.133
YKL092C	-12.695	2.073	-9.931	4.228
YJL170C	26.238	0.066	-5.629	-14.163
YKL093W	22.227	-3.085	2.265	-10.792
YJL169W	-9.946	-13.533	-2.004	-19.996
YKL094W	15.321	3.878	26.423	-5.015
YJL168C	-0.582	-2.899	17.763	-40.781
YKL096W	8.669	5.782	2.597	12.420
YJL166W	14.654	4.534	-2.635	-8.334
YKL097C	6.190	-7.128	11.011	11.944
YJL165C	-25.766	-14.733	-5.242	-19.804
YKL098W	-14.447	9.036	-26.884	-3.749
YJL164C	-17.376	2.101	-4.087	-23.492
YKL100C	-14.067	32.083	-14.145	7.958
YJL163C	-11.928	11.646	-13.548	8.764
YLL057C	10.305	-15.690	-30.959	-38.933
YKL200C	7.215	-4.826	-5.397	-2.794
YLL058W	8.734	-7.227	-6.831	5.186
YKL205W	18.613	-14.655	5.684	-12.664
YLL060C	17.056	-2.698	3.587	16.361
YKL206C	22.930	-6.854	7.908	21.414
YLL061W	7.329	-5.691	-10.947	12.682
YKL207W	28.543	7.588	5.903	10.382
YLL062C	2.285	-10.558	-11.141	-2.746
YKL208W	32.201	6.067	26.368	18.901
YLL063C	3.261	-13.028	-1.833	8.215
YKL211C	-17.115	-17.934	-20.118	-44.301
YLR001C	-6.057	-2.936	11.148	-1.761
YKL212W	20.449	2.263	13.666	18.331
YLR003C	-4.304	14.804	4.019	-0.726
YKL213C	3.911	4.696	-20.130	-10.414
YLR004C	5.445	4.321	2.899	-5.939
YKL214C	-13.131	-12.587	0.008	-15.690
YLR006C	-4.400	14.995	-39.378	-17.999
YKL216W	3.511	9.786	-19.364	0.173
YLR011W	-1.407	-7.151	-0.733	0.097
YKL217W	-13.967	-0.982	-17.147	-0.486
YLR012C	-0.796	27.812	-5.698	15.867
YKL218C	-19.877	11.373	-25.113	-13.403
YKL069W	-10.791	14.134	-24.665	7.873
YJL192C	9.406	-18.652	-8.177	-9.323
YKL070W	22.775	0.458	-3.804	21.639
YJL191W	19.342	-3.828	-4.493	10.591
YKL071W	17.000	-3.773	12.569	4.234
YJL190C	18.616	-12.186	25.763	-0.584
YKL072W	26.462	-0.921	6.404	-3.071
YJL189W	-0.105	-15.153	2.924	4.686
YKL073W	-1.465	-53.185	-9.778	-32.299
YJL188C	10.596	-15.005	-1.206	-13.019
YKL074C	22.360	-5.164	-20.935	8.571
YJL187C	0.770	-15.243	-39.571	-15.379
YKL075C	10.881	8.913	-2.537	-17.931
YJL186W	21.573	-0.810	-7.516	-11.124
YKL076C	3.888	-4.347	12.919	-6.210
YJL185C	-2.261	6.827	-37.546	-40.508
YKL077W	18.496	1.665	-12.372	-10.735
YJL183W	6.886	-14.285	-17.350	-24.579
YKL079W	0.396	-15.593	-27.923	-1.181
YJL181W	20.016	-3.964	27.445	12.777
YKL080W	-8.906	-2.416	14.688	-24.286
YJL182C	-0.668	1.022	-4.909	-2.146
YKL081W	7.823	-34.735	-12.322	-11.141
YJL180C	12.927	3.582	4.001	8.234
YLL041C	15.477	-8.311	-12.068	10.782
YKL178C	20.494	-5.036	-6.236	0.149
YLL042C	16.998	-18.574	0.475	4.809
YKL179C	12.989	-4.433	-0.403	2.657
YLL043W	21.056	-12.069	-5.056	3.294
YKL183W	8.307	-6.490	-1.851	7.726
YLL045C	2.082	-10.503	-6.418	22.027
YKL184W	14.221	-17.331	-7.984	4.187
YLL046C	7.497	0.640	-8.545	-10.997
YKL185W	10.571	-12.093	-15.442	-19.724
YLL047W	8.757	-3.322	-15.299	-6.906
YKL187C	9.862	-5.773	-6.879	-10.439
YLL051C	25.869	3.115	2.903	-30.128
YKL188C	-14.843	-3.073	-11.792	-0.855
YLL052C	7.841	-15.218	-21.315	-32.022
YKL190W	2.807	-52.688	-10.340	12.793
YLL053C	1.031	3.843	4.354	-26.866
YKL191W	16.380	14.616	8.553	-15.499
YLL054C	5.934	2.834	-2.431	12.889
YKL197C	-31.301	-4.144	-20.265	-6.938
YLL055W	26.252	-3.002	-5.234	5.035
YKL198C	0.678	-5.140	1.956	7.716
YLL056C	9.782	-3.877	2.679	12.774
YKL199C	-20.059	-2.349	-15.574	-18.004
YKL053W	-7.722	-14.694	-21.127	-5.500
YJL208C	-52.382	-35.944	-0.897	-2.817
YKL054C	-21.678	-20.217	-13.683	9.891
YJL207C	23.725	-3.235	-13.721	-11.959
YKL055C	22.296	-4.948	-0.850	-6.476
YJL206C	7.794	3.472	-6.862	5.964
YKL056C	12.409	-20.016	-10.084	-28.476
YJL206C-A	3.327	-28.229	-23.230	-12.974
YKL061W	3.761	-6.502	-9.342	-16.747
YJL204C	16.165	-9.445	-19.150	-13.160
YKL062W	26.098	-18.295	-17.469	-24.602
YJL201W	-26.124	5.426	3.194	-28.955
YKL063C	20.909	-21.852	-19.205	-49.986
YJL200C	4.121	8.224	1.735	-6.744
YKL064W	-42.985	8.149	-38.808	-31.552
YJL199C	17.008	4.145	-7.662	-22.594
YKL065C	21.383	17.298	9.807	4.250
YJL198W	9.661	-0.265	-13.775	-30.595
YKL066W	-8.278	1.770	-11.759	3.518
YJL197W	14.620	-8.415	-0.662	-5.642
YKL067W	0.727	4.353	9.730	-6.261
YJL196C	6.461	-1.478	-0.677	-5.335
YKL068W	-4.382	1.229	5.176	-6.572
YJL193W	1.622	7.560	-22.360	-8.855
YLL023C	-3.440	-5.570	-3.754	0.348
YKL163W	1.014	-31.609	-14.232	32.056
YLL024C	-14.845	-33.398	-8.332	14.196
YKL164C	21.125	-13.124	-1.867	5.166
YLL025W	12.197	-27.515	-5.584	12.874
YKL166C	-6.442	-20.306	-2.464	7.558
YLL026W	-18.689	-31.847	-12.710	4.575
YKL167C	12.612	-6.649	2.758	10.527
YLL027W	4.079	-3.254	1.764	-1.420
YKL168C	0.472	-18.200	-5.640	-9.190
YLL028W	-9.474	-18.394	-3.338	2.977
YKL169C	-12.809	-10.737	-7.062	-9.774
YLL029W	-10.458	-26.276	-13.749	-24.432
YKL170W	9.157	-7.782	-5.351	2.071
YLL032C	9.984	-1.200	-2.337	-16.884
YKL171W	-2.401	-4.765	-1.377	-29.331
YLL033W	-1.108	-6.419	-5.063	-7.591
YKL174C	-3.262	-2.567	-11.526	-9.459
YLL038C	-10.045	-6.768	-18.544	-17.122
YKL175W	1.445	-2.580	-7.631	13.737
YLL039C	-33.128	-10.254	-23.586	-22.082
YKL176C	-17.065	4.193	-17.870	-19.428
YLL040C	6.191	-20.927	1.127	7.240
YKL177W	-6.290	-18.259	-23.660	-10.230
YKL037W	12.391	-20.223	-2.831	6.241
YIL095W	47.871	-38.216	40.598	14.196
YKL038W	-35.751	-38.007	-7.677	3.147
YIL096C	7.703	-29.176	18.889	1.306
YKL039W	20.815	-45.031	2.868	9.833
YIL097W	13.568	-33.836	21.930	11.149
YKL040C	-23.300	-32.021	-2.487	16.739
YJL218W	-31.367	-41.724	17.570	-15.928
YKL041W	-13.900	-30.491	-13.430	-10.607
YJL217W	-14.078	-27.711	-10.231	16.370
YKL043W	-27.815	-45.405	15.515	18.588
YJL216C	-15.004	-20.035	5.666	-21.269
YKL044W	1.016	-28.604	-10.793	3.974
YJL215C	-49.908	-16.324	-19.396	-13.162
YKL046C	-4.819	-2.408	26.088	-11.583
YJL214W	-22.088	2.078	8.009	-3.582
YKL047W	10.882	-4.594	40.716	26.655
YJL212C	11.389	-2.582	24.161	10.529
YKL048C	-31.925	-23.132	15.115	-40.567
YJL210W	4.205	-5.806	-17.872	8.358
YKL050C	-5.655	-25.225	8.481	6.078
YJL211C	12.064	-12.528	-10.511	37.766
YKL051W	1.908	-8.486	31.579	-14.465
YJL209W	1.327	3.594	6.205	18.609
YMR231W	-7.790	6.902	2.356	23.790
YMR016C	-4.236	6.750	-18.528	15.442
YMR232W	6.231	-9.620	-1.023	18.424
YMR017W	-17.523	-29.052	-17.022	13.221
YMR233W	2.081	-12.075	-3.870	-1.436
YMR018W	1.504	14.502	30.177	-15.467
YMR234W	2.451	-21.080	14.869	-4.743
YMR019W	-25.741	25.165	15.877	-2.796
YMR237W	-15.085	24.543	4.048	-3.215
YMR020W	-0.000	-0.000	0.610	16.849
YMR238W	-16.250	9.939	-18.585	11.197
YMR021C	10.678	48.812	-8.046	24.273
YMR241W	-4.471	30.683	14.832	31.398
YMR022W	5.124	46.826	-14.966	13.415
YMR242C	-7.866	-30.911	8.711	-11.941
YMR023C	-0.342	49.384	28.904	19.357
YMR243C	-13.994	30.166	-8.966	19.475
YMR024W	7.723	-0.000	-0.000	-0.000
YMR244W	-7.934	23.461	-10.363	9.731
YMR025W	-13.498	41.519	3.808	13.148
YMR245W	-13.414	31.340	7.992	19.016
YMR026C	-19.152	37.331	-7.736	4.760
YMR244C-A	-23.523	32.541	-8.515	40.970
YMR027W	-5.832	10.483	-14.375	22.448
YLR352W	9.981	4.703	16.728	2.628
YLR221C	-7.649	-15.096	9.888	0.568
YLR353W	-9.662	11.343	8.318	20.539
YLR224W	-5.739	-6.453	-24.239	20.824
YLR354C	9.899	9.677	10.213	38.109
YLR225C	-5.748	4.033	-13.925	1.495
YLR356W	-8.356	-4.551	7.536	23.742
YLR227C	-3.059	5.771	5.289	-6.235
YLR357W	6.130	51.377	14.114	2.287
YLR228C	-11.309	29.813	2.603	-15.864
YLR360W	-3.680	4.822	0.051	-32.837
YLR231C	-7.430	57.393	-14.027	-4.218
YLR362W	-19.470	41.120	3.493	3.269
YLR232W	-5.230	19.161	6.581	-22.613
YLR363C	-6.835	37.692	23.122	-7.152
YLR233C	-16.653	30.501	-9.638	-23.428
YLR364W	-15.805	18.772	-4.480	-0.170
YLR234W	-20.629	6.077	-24.760	-27.860
YLR365W	-4.500	40.268	31.453	-6.135
YLR235C	-15.431	16.495	16.199	-23.234
YLR366W	-3.389	-8.099	-8.803	-7.579
YLR236C	-9.631	29.048	-12.807	-10.629
YLR367W	-26.612	-16.304	-19.928	5.459
YMR266W	-12.019	-5.835	-13.317	6.160
YMR214W	-4.372	2.014	-5.416	4.393
YML001W	-21.098	6.637	-24.312	0.846
YMR215W	-1.786	3.007	-10.589	1.296
YMR002W	-2.058	15.622	14.110	11.201
YMR216C	6.747	32.172	1.045	12.879
YMR003W	1.147	19.708	11.342	17.233
YMR219W	1.303	12.626	5.621	33.130
YMR006C	16.401	3.827	17.691	17.653
YMR221C	6.532	31.774	8.872	18.867
YMR007W	-21.436	-5.493	31.398	-6.570
YMR222C	12.118	34.965	17.103	0.021
YMR008C	9.983	11.309	15.467	-19.616
YMR223W	0.045	32.153	18.122	-3.559
YMR009W	6.147	18.154	-0.595	-35.667
YMR224C	-18.282	15.700	-3.755	-23.000
YMR010W	-8.950	32.382	-6.062	-20.656
YMR225C	-7.940	24.616	3.128	-6.962
YMR011W	-14.276	10.743	14.814	-10.790
YMR226C	-12.032	21.853	-10.683	-13.726
YMR012W	-24.000	24.539	-8.918	4.849
YMR228W	0.324	-0.000	-0.414	31.370
YMR014W	-28.870	2.524	-25.315	-23.214
YMR230W	-15.091	-39.876	-7.611	-5.583
YMR015C	-15.060	-18.205	-50.845	-36.370
YLR333C	1.012	-3.692	12.140	23.752
YLR206W	8.916	2.430	-14.049	17.562
YLR335W	-10.684	22.264	20.144	12.512
YLR207W	3.774	13.715	-0.070	14.433
YLR337C	-0.000	-0.000	-18.518	-45.952
YLR209C	10.820	-9.204	5.079	22.197
YLR338W	-27.824	-6.354	-12.427	-28.772
YLR210W	18.636	6.191	9.689	39.874
YLR341W	14.883	46.601	27.232	17.831
YLR211C	7.736	17.357	20.591	-1.926
YLR342W	9.951	26.381	11.637	-5.817
YLR213C	-3.291	9.329	1.203	6.298
YLR344W	9.965	43.783	6.858	-8.059
YLR214W	-1.960	9.979	-11.470	-33.608
YLR345W	6.261	32.660	9.150	-3.368
YLR216C	3.323	-6.521	-11.138	-7.360
YLR348C	-0.047	26.156	7.143	-40.098
YLR217W	-4.611	8.718	4.217	4.547
YLR349W	-0.799	24.369	-9.300	-26.999
YLR218C	-2.293	18.894	0.140	-4.032
YLR350W	-0.000	-0.000	-7.529	-56.040
YLR219W	-21.075	8.076	-13.247	-41.578
YLR351C	-19.434	21.935	3.682	21.718
YLR220W	-9.362	13.173	-3.122	-4.691
YMR193C-A	-6.243	2.308	-5.619	-2.633
YML013C-A	-21.865	-2.022	-0.971	-25.285
YMR195W	9.335	9.609	5.316	13.507
YML012W	-0.751	-22.008	16.699	-4.542
YMR196W	9.222	23.336	7.045	-17.633
YML011C	-0.107	20.433	2.810	-42.472
YMR198W	-2.156	16.589	-12.247	-26.136
YML010W-A	8.344	19.221	6.712	-7.952
YMR199W	10.925	-36.289	-28.667	-47.703
YML009C	11.476	8.158	15.834	24.193
YMR201C	9.374	-0.347	-8.805	-18.675
YML008C	-0.000	-0.000	-26.874	-95.913
YMR202W	-3.721	7.626	-37.516	-80.171
YML007W	11.249	4.114	-2.131	-15.388
YMR204C	-6.115	11.763	-12.382	-0.736
YML006C	-7.993	19.366	-19.027	-45.028
YMR205C	3.936	3.951	-26.387	-2.375
YML005W	7.117	-11.833	-4.082	-37.971
YMR206W	-7.196	9.644	4.689	-6.176
YML004C	-10.067	0.455	-4.882	3.438
YMR207C	-28.774	0.507	-34.274	-46.594
YML003W	-10.022	7.976	-16.301	-8.314
YMR210W	5.358	32.592	-5.092	5.570
YML002W	-7.269	12.124	1.132	-2.053
YLR319C	-1.327	-17.896	-30.585	0.923
YLR189C	1.993	1.828	-16.231	-13.491
YLR320W	-0.000	-0.000	5.440	12.112
YLR190W	-3.017	6.288	-0.851	17.711
YLR322W	-15.056	-33.007	-44.254	-90.480
YLR191W	2.929	-14.569	-3.978	16.381
YLR324W	-0.611	6.060	5.389	13.538
YLR193C	14.877	11.079	2.195	-20.224
YLR325C	12.946	-4.454	3.529	19.276
YLR194C	10.747	15.076	-2.574	0.308
YLR326W	4.848	40.589	-6.873	-23.722
YLR199C	9.435	5.179	25.184	-6.912
YLR327C	19.950	1.033	18.341	28.253
YLR200W	7.680	1.275	-13.702	-19.842
YLR328W	2.585	40.538	1.017	12.649
YLR201C	-0.000	-0.000	-0.000	-0.000
YLR329W	1.994	36.651	-0.381	-15.156
YLR202C	13.130	-0.000	-0.000	-0.000
YLR330W	-30.806	-11.922	-24.240	-30.461
YLR203C	7.579	-0.000	-0.000	-0.000
YLR331C	14.241	-3.517	12.189	4.467
YLR204W	16.856	-0.000	-0.000	-0.000
YLR332W	-23.429	21.260	-29.449	-33.076
YLR205C	-8.306	-3.514	-13.236	2.800
YMR182C	3.080	-4.450	-26.925	15.960
YML030W	-13.333	6.942	1.173	18.947
