ORF	hap a | growth (colony size) | streptomycin [40 mg/ml] | Alamgir M~Golshani A, 2010	hap a | growth (colony size) | neomycin [5.5 mg/ml] | Alamgir M~Golshani A, 2010	hap a | growth (colony size) | amitrole [22 mg/ml] | Alamgir M~Golshani A, 2010	hap a | growth (colony size) | cycloheximide [45 ng/ml] | Alamgir M~Golshani A, 2010
YOR127W	-1.151	9.114	-13.516	1.352
YOR008C	-16.567	2.089	1.473	23.068
YOR129C	10.683	-6.814	11.956	-1.855
YOR009W	11.542	-12.779	-25.274	17.494
YOR130C	1.286	2.157	4.182	32.634
YOR010C	5.229	20.384	-4.092	12.130
YOR131C	7.490	15.580	8.895	-0.504
YOR011W	-7.412	-12.665	7.841	23.714
YOR132W	-3.025	-27.458	-8.580	-13.485
YOR012W	3.049	-21.432	-4.787	12.644
YOR133W	-22.150	-21.367	-5.038	-8.416
YOR013W	-1.222	4.941	-8.334	23.035
YOR134W	-14.016	-11.052	-3.221	-10.398
YOR014W	-20.901	-66.412	6.926	-50.280
YOR135C	-25.098	-8.292	0.210	4.743
YOR015W	-8.233	-11.961	-17.119	-15.028
YOR136W	-8.033	19.540	1.062	12.594
YOR016C	-4.380	4.346	-3.539	-14.265
YOR137C	-25.866	-2.147	-3.867	20.416
YOR017W	-3.032	-0.586	-17.715	-8.770
YOR138C	-5.533	6.490	-7.530	32.132
YOR018W	-13.760	5.083	7.188	20.283
YOR139C	-18.624	-18.806	-12.568	36.926
YOR019W	-9.626	-2.831	-15.325	3.229
YNL280C	-2.434	-13.103	-0.143	7.036
YMR246W	-23.818	-46.003	-5.647	15.321
YNL278W	-25.337	-16.008	11.988	-16.206
YMR247C	-15.054	2.467	13.961	12.218
YNL277W	4.144	-2.091	8.268	-8.431
YMR250W	-15.885	-19.529	-3.055	40.366
YNL276C	-3.786	4.206	19.425	-0.816
YMR251W	-10.831	-17.441	-10.919	14.697
YNL275W	-12.388	-1.818	-0.297	8.246
YMR251W-A	-4.956	-7.191	-13.253	6.289
YNL273W	-11.000	-0.186	-7.377	1.520
YMR252C	-2.825	-19.016	26.329	10.361
YNL271C	-7.869	13.818	-4.288	-5.734
YMR253C	-1.231	-0.000	-45.901	-4.364
YNL270C	14.021	12.456	16.705	9.908
YMR254C	-25.480	-15.442	15.437	20.728
YNL269W	-0.572	2.379	8.287	-16.378
YMR255W	-17.285	1.098	-18.181	22.391
YNL268W	-8.206	-17.752	-3.237	-23.473
YMR256C	3.833	3.923	-2.781	36.118
YNL266W	-5.288	15.430	-1.063	-18.069
YMR257C	-0.000	-0.000	-7.721	3.667
YNL265C	-11.519	2.075	16.780	21.588
YMR258C	-7.321	-12.488	-5.825	-4.905
YPR018W	1.482	-2.728	-12.397	-9.955
YPL107W	-3.965	3.584	-49.759	3.348
YPR020W	-3.897	-0.137	-14.566	22.931
YPL106C	25.029	3.566	-14.764	3.928
YPR027C	13.743	6.050	2.639	21.098
YPL105C	-15.473	-6.955	10.435	-29.809
YPR028W	6.913	20.238	10.794	2.330
YPL104W	-7.850	-0.000	-0.000	-0.000
YPR029C	-6.227	11.798	-1.666	2.551
YPL103C	-12.842	-4.557	-10.750	0.595
YPR030W	5.495	0.451	-7.697	15.163
YPL101W	4.433	3.846	-22.253	-18.837
YPR032W	-35.222	-21.953	-39.548	-32.927
YPL102C	-24.810	-10.671	-18.345	-37.441
YPR036W	-6.534	-0.000	-11.354	-0.000
YPL100W	0.940	27.056	-30.559	7.534
YPR038W	-14.721	8.820	-34.069	-0.949
YPL099C	-12.414	-2.528	-8.174	23.691
YPR039W	-11.856	5.956	-1.548	4.210
YPL098C	-0.474	6.385	1.882	-5.721
YPR040W	-10.630	11.703	-20.150	0.724
YPL097W	-4.336	-0.000	-12.866	-0.000
YPR042C	-31.730	27.238	-4.245	12.519
YPL096W	4.495	-6.709	-9.923	4.355
YPL234C	-22.870	-12.567	-20.450	0.713
YOL007C	9.837	-13.807	-3.426	25.620
YPL232W	-4.004	30.854	-0.979	10.817
YOL008W	6.665	2.632	18.127	3.890
YPL230W	-45.489	9.481	-3.036	-5.811
YOL009C	-9.221	-0.000	-25.572	-0.000
YPL229W	-7.762	11.528	-6.712	-18.227
YOL011W	-16.373	16.088	-8.591	9.703
YPL227C	-20.527	-9.283	-27.554	-0.340
YOL012C	-19.102	13.226	-16.787	-32.854
YPL226W	-37.557	15.762	-3.230	-0.055
YOL013C	-1.487	17.929	-0.044	-13.594
YPL225W	10.756	12.815	8.282	-4.743
YOL014W	-13.574	11.514	-24.575	-3.184
YPL223C	-5.219	8.623	5.135	0.431
YOL015W	-9.713	20.150	10.582	-20.849
YPL222W	-10.352	35.144	-1.447	-7.941
YOL017W	-14.766	24.876	4.470	-32.912
YPL221W	0.929	4.010	10.692	7.462
YOL018C	-35.166	-10.672	-42.695	-34.248
YPL220W	-16.623	4.833	28.700	5.734
YOL019W	-19.239	1.148	23.189	-9.884
YPL219W	-19.549	8.612	11.714	25.998
YOL020W	-7.040	13.950	-3.778	7.625
YPL001W	-15.722	8.671	-5.872	3.829
YPL120W	2.803	-49.253	-0.277	-22.728
YPR001W	21.347	26.529	-9.198	29.655
YPL119C	-4.958	-6.969	-19.196	-6.565
YPR002W	2.615	20.151	2.528	13.342
YPL118W	-0.853	-0.000	-0.000	-0.000
YPR003C	-3.009	14.991	16.561	-5.571
YPL116W	-14.892	10.544	-3.497	-22.865
YPR004C	-5.881	6.710	-5.903	-8.481
YPL115C	-11.363	7.728	-23.692	-39.290
YPR005C	-7.644	-2.067	18.534	7.976
YPL114W	2.845	15.650	0.116	-31.018
YPR006C	0.452	-4.257	-7.425	5.867
YPL113C	-12.168	1.203	26.111	-5.239
YPR009W	-2.936	0.934	1.376	5.086
YPL112C	-4.649	11.507	5.776	0.166
YPR012W	7.684	11.375	-1.766	-5.855
YPL111W	-9.745	15.351	5.854	-23.194
YPR014C	1.218	7.077	20.918	7.812
YPL110C	-11.724	-17.931	13.854	-24.690
YPR015C	4.021	0.868	-16.713	7.069
YPL109C	-2.285	12.788	-0.492	1.880
YPR017C	-1.699	2.012	-8.015	9.043
YPL108W	-7.103	1.587	-16.815	-10.860
YPL253C	-10.286	4.200	-35.945	-1.284
YOR380W	-9.658	12.625	11.956	22.663
YPL250C	11.653	10.694	-0.063	10.859
YOR381W	-9.694	20.921	11.897	10.488
YPL249C	7.255	23.572	7.507	15.081
YOR382W	-0.598	-4.333	-2.750	8.459
YPL248C	-1.039	2.709	40.908	7.716
YOR383C	5.207	1.556	-4.457	10.763
YPL247C	-1.040	26.500	6.795	11.537
YOR384W	-1.147	3.626	11.369	-8.301
YPL246C	4.849	23.455	-1.818	9.094
YOR385W	-6.574	18.591	1.711	4.665
YPL245W	-5.723	8.460	3.646	-25.046
YOR386W	-13.359	7.480	-7.989	-6.151
YPL244C	-9.619	10.031	29.594	-17.054
YOL001W	-0.000	-0.000	-0.000	-0.000
YPL241C	-6.792	-12.004	13.107	-34.883
YOL002C	1.980	25.723	-5.400	-10.144
YPL240C	-4.785	8.373	34.174	2.135
YOL003C	-7.007	9.529	-7.712	-4.450
YPL239W	-40.994	-32.538	-31.253	-5.788
YOL004W	-13.115	-3.490	-12.294	-82.715
YPL236C	-43.806	-12.736	-23.617	12.550
YOL006C	-8.901	-0.066	-4.413	11.749
YPL021W	-6.706	7.366	-18.271	-2.530
YPL140C	5.546	10.021	5.058	5.637
YPL019C	12.759	21.316	0.353	11.570
YPL139C	13.636	-19.397	8.131	-12.773
YPL018W	6.186	8.554	-0.475	11.722
YPL138C	-4.824	13.094	4.356	8.672
YPL017C	2.474	6.707	9.039	8.120
YPL136W	8.932	5.582	8.495	-7.052
YPL014W	-6.141	-5.225	5.311	4.151
YPL135W	-0.811	13.071	23.332	10.543
YPL013C	-4.006	5.927	2.898	4.382
YPL133C	-1.253	-10.243	-4.936	-32.688
YPL009C	-13.162	-19.009	9.812	-25.877
YPL130W	3.965	10.960	8.559	-7.569
YPL008W	-9.879	-9.935	6.001	3.260
YPL129W	-0.000	-0.000	-0.000	-0.000
YPL006W	-11.586	-23.829	13.687	-12.340
YPL127C	-3.427	4.238	8.622	-13.843
YPL005W	-2.187	-0.000	-0.000	-0.000
YPL125W	-2.147	11.217	-6.148	-18.478
YPL003W	-3.582	9.475	18.078	0.653
YPL123C	-19.182	7.130	-19.719	-10.339
YPL002C	-31.442	-15.237	-48.045	-28.358
YPL121C	-12.109	-8.041	-35.613	-13.473
YPL267W	-12.788	-6.060	-14.516	-41.028
YOR360C	2.785	4.304	-17.378	-7.303
YPL265W	18.966	-7.615	9.000	10.678
YOR363C	-5.031	12.253	-6.976	-14.684
YPL264C	2.757	5.246	-23.921	-11.874
YOR365C	14.012	28.300	0.256	-19.933
YPL263C	2.178	-0.680	4.542	13.466
YOR367W	-0.306	10.096	19.133	15.430
YPL262W	-0.000	-0.000	-0.000	-0.000
YOR368W	-0.803	-5.494	10.885	-29.566
YPL260W	-9.897	13.149	16.920	12.297
YOR369C	-1.506	4.913	-15.231	-8.864
YPL261C	-18.360	-0.000	-10.748	2.761
YOR371C	4.637	10.204	-6.142	10.096
YPL259C	-8.255	13.684	-5.804	1.407
YOR374W	-4.732	5.677	5.603	0.218
YPL258C	3.006	18.415	5.972	4.699
YOR375C	-10.715	13.336	33.797	0.869
YPL257W	-1.027	24.347	11.354	-0.494
YOR376W	-5.627	2.794	8.719	-10.156
YPL256C	2.303	-2.801	-13.065	-14.851
YOR377W	-15.606	22.210	-18.236	-5.085
YPL254W	-0.000	-0.000	-0.000	-0.000
YOR378W	-25.280	-6.909	30.329	15.074
YPL037C	-4.572	0.966	-26.092	-10.117
YPL159C	-5.391	3.103	-4.569	14.946
YPL036W	6.838	11.815	-14.081	14.678
YPL157W	4.235	10.802	16.867	17.906
YPL033C	9.959	-28.355	-9.689	24.014
YPL156C	2.712	17.996	6.005	6.357
YPL032C	4.515	5.389	4.513	14.802
YPL155C	9.863	-8.455	10.249	4.516
YPL031C	0.941	-0.000	-0.000	-0.000
YPL154C	-0.594	-3.308	-30.348	-33.255
YPL030W	6.846	-16.162	19.652	8.133
YPL152W	-1.426	16.793	13.305	-2.668
YPL029W	-0.384	-0.000	-0.000	-0.000
YPL150W	33.302	-4.651	14.484	-11.010
YPL026C	5.896	13.216	-4.224	10.638
YPL149W	-10.288	-3.654	5.241	-6.332
YPL025C	-2.580	11.894	-1.662	7.964
YPL147W	-4.942	-4.361	-9.439	-6.557
YPL024W	-5.957	-7.644	22.470	-15.644
YPL145C	-52.690	-12.518	-8.012	-24.168
YPL023C	-7.667	5.433	10.138	-3.067
YPL144W	-32.972	0.615	16.385	-38.982
YPL022W	-31.527	-7.882	-11.773	-13.329
YPL141C	-24.885	-5.294	-15.231	11.092
YOL080C	22.357	2.475	-7.651	-2.766
YOR347C	-1.021	4.428	-7.479	-19.802
YOL081W	-6.651	-0.000	-46.059	-40.134
YOR348C	4.269	15.494	5.587	7.639
YOL082W	17.337	-7.903	-1.425	11.446
YOR349W	-24.792	11.278	-15.716	6.168
YOL083W	6.714	-1.495	7.308	38.997
YOR350C	0.708	0.965	-0.122	1.369
YOL084W	6.270	8.344	6.377	-3.821
YOR351C	-4.593	5.471	8.061	-2.415
YOL085C	-3.950	6.810	11.401	-6.552
YOR352W	-5.057	15.023	2.146	10.754
YPL274W	-4.416	15.986	28.898	-14.465
YOR354C	-0.657	9.539	7.797	9.737
YPL273W	7.358	5.870	8.605	0.251
YOR355W	-10.256	10.616	20.407	-11.575
YPL272C	-3.448	0.038	2.553	-31.702
YOR356W	7.301	7.199	-12.559	-8.005
YPL271W	-0.000	-0.000	-0.000	-0.000
YOR357C	-15.335	-8.781	30.777	-22.190
YPL270W	-7.473	13.519	10.440	4.863
YOR358W	-14.404	15.995	7.890	-18.146
YPL269W	-30.515	13.489	1.833	-37.492
YOR359W	-32.816	-1.752	-1.969	-17.995
YPL051W	-11.827	-17.517	-2.039	1.110
YPL173W	-4.128	-0.000	-0.000	-0.000
YPL050C	-0.000	-0.000	-0.000	-0.000
YPL172C	1.164	-0.000	-0.000	-0.000
YPL049C	-4.408	-37.233	-12.243	0.092
YPL171C	-2.228	-6.282	21.848	-23.763
YPL048W	3.298	6.123	-3.655	6.598
YPL170W	10.305	7.147	0.165	-25.311
YPL047W	9.200	21.473	-5.844	-24.750
YPL168W	-5.568	4.331	-8.289	-24.245
YPL046C	-10.920	5.847	-6.467	6.534
YPL167C	5.671	3.956	-1.390	-30.591
YPL045W	-4.131	-0.000	-0.000	-0.000
YPL166W	-1.510	-8.886	1.084	-8.018
YPL042C	-12.790	-32.141	-5.077	-56.795
YPL165C	-3.333	2.706	2.512	-15.681
YPL041C	-3.087	0.905	9.301	3.370
YPL164C	-2.425	-8.389	35.658	7.323
YPL040C	-0.000	-0.000	-0.000	-0.000
YPL163C	-8.141	0.019	3.249	-7.731
YPL039W	-32.490	-4.798	13.659	-10.072
YPL162C	-26.049	-0.132	0.777	-34.972
YPL038W	-34.719	11.498	24.332	2.752
YPL161C	-20.980	-3.323	-19.202	0.153
YOL062C	-6.300	-3.516	2.884	1.861
YOR327C	-0.708	0.916	-12.394	-16.920
YOL063C	4.287	-8.433	-17.981	0.499
YOR328W	9.063	5.381	-12.182	15.274
YOL064C	3.351	-8.606	-5.831	-23.226
YOR330C	-1.727	-0.000	-0.000	-0.000
YOL065C	9.981	15.213	10.468	8.558
YOR332W	10.965	-0.000	-27.302	-0.000
YOL067C	8.628	0.570	-19.445	2.584
YOR334W	7.741	-3.206	14.703	16.221
YOL068C	-0.394	11.367	-4.341	-6.628
YOR337W	11.335	5.690	-5.111	-16.717
YOL070C	11.308	11.679	1.823	1.311
YOR338W	-15.040	6.102	-1.959	-8.024
YOL071W	4.828	-0.257	-36.499	-38.145
YOR339C	6.289	9.317	4.426	-2.562
YOL072W	-13.275	3.288	-4.914	-8.615
YOR342C	0.598	4.490	2.347	-14.431
YOL075C	-3.205	-9.532	-3.180	9.254
YOR343C	-0.735	8.778	23.703	-19.474
YOL076W	-44.896	18.818	-16.414	-75.222
YOR344C	-8.793	-6.465	2.592	10.488
YOL079W	-29.834	17.675	29.535	-0.548
YOR346W	-10.518	-1.542	-14.620	-14.047
YPL064C	20.579	-11.962	-11.695	5.493
YPL187W	7.094	1.721	-13.556	2.226
YPL062W	23.788	23.539	3.194	17.049
YPL185W	43.024	21.055	-8.977	3.736
YPL061W	18.745	11.554	7.013	0.705
YPL186C	24.133	2.588	-11.610	-9.845
YPL060W	4.214	11.380	-6.138	20.549
YPL184C	0.282	7.192	0.414	-9.593
YPL059W	-9.338	-0.000	-18.023	-0.000
YPL181W	10.530	-18.347	17.327	-38.786
YPL058C	16.204	-3.079	4.795	-11.022
YPL182C	12.298	-8.490	14.284	-30.193
YPL057C	4.438	-35.631	-2.078	16.580
YPL180W	-12.605	-0.000	-30.062	6.526
YPL056C	10.744	-18.666	-10.300	-15.812
YPL179W	10.535	-0.563	-1.264	-8.220
YPL055C	-5.101	5.733	2.958	-16.434
YPL178W	-6.443	-5.992	-9.844	-12.191
YPL054W	3.634	-5.084	-4.147	-9.786
YPL177C	-24.584	4.574	11.592	2.266
YPL053C	-14.595	21.534	23.405	2.170
YPL176C	-37.673	-5.361	25.709	6.004
YPL052W	-27.012	-6.642	-8.708	0.174
YPL174C	-8.705	-0.184	-3.583	-11.009
YOL051W	-8.817	0.388	-45.461	-22.385
YOR311C	-2.539	22.919	27.224	15.870
YOL052C	16.325	2.781	7.879	17.392
YOR312C	0.074	-79.922	-10.417	-19.650
YOL053C-A	30.859	-10.679	-7.539	-13.447
YOR313C	8.571	-1.346	-20.869	-0.069
YOL053W	13.739	-12.986	0.601	1.588
YOR314W	-6.565	10.010	-13.188	-4.344
YOL054W	10.319	-4.100	13.188	21.407
YOR315W	-24.063	-5.725	-3.753	8.051
YOL055C	3.759	-0.802	-7.807	12.340
YOR316C	-31.756	-3.430	-1.115	-5.528
YOL056W	0.371	0.305	-3.365	-15.739
YOR318C	0.255	-25.546	-16.169	3.480
YOL057W	9.827	7.291	6.321	-4.470
YOR320C	3.057	3.313	-10.657	-8.788
YOL058W	2.243	0.845	-11.376	-24.665
YOR321W	1.776	-3.102	30.720	-0.467
YOL059W	3.006	-1.232	-10.225	-29.416
YOR322C	-3.600	9.456	-9.310	-15.882
YOL060C	-32.881	-4.462	10.919	21.281
YOR323C	-14.350	-64.485	-31.876	-48.956
YOL061W	-34.173	-18.077	7.127	25.969
YOR324C	-9.457	-11.598	7.407	0.063
YPL078C	10.187	-9.728	5.231	5.014
YPL200W	15.298	-9.057	-6.086	4.105
YPL077C	-6.771	-15.542	-31.210	-21.617
YPL199C	17.697	-5.290	-0.083	10.347
YPL074W	17.507	3.750	14.698	33.299
YPL198W	17.378	-4.336	-3.688	-35.034
YPL072W-A	11.545	-9.998	-4.196	-0.071
YPL197C	13.383	-10.196	-1.048	-22.892
YPL073C	6.384	-3.458	6.103	8.694
YPL196W	8.141	-8.828	-13.533	-19.485
YPL071C	-7.182	-3.252	-7.386	24.276
YPL195W	-26.341	-9.864	-25.067	-30.077
YPL070W	-12.997	1.440	-7.861	-13.743
YPL194W	-16.570	-10.407	-10.294	4.345
YPL069C	-23.776	-0.342	-47.922	7.524
YPL193W	-21.563	-14.598	2.383	6.635
YPL068C	-15.265	-10.782	32.685	-8.761
YPL192C	-3.073	2.273	-5.588	3.460
YPL067C	-14.883	-20.984	33.277	-4.925
YPL191C	-21.232	-17.856	-1.552	11.056
YPL066W	-29.836	-15.542	13.844	-16.046
YPL189W	-26.312	-8.807	4.983	-0.782
YPL065W	-46.619	-61.734	-19.738	-20.683
YPL188W	-13.986	-12.567	17.915	6.309
YOL037C	4.910	-8.934	-8.072	-5.025
YOR296W	8.894	-2.937	14.192	16.064
YOL039W	-0.676	-26.574	-13.496	-0.265
YOR297C	-0.212	11.612	-8.574	10.652
YOL041C	-14.824	-3.099	1.118	5.962
YOR298W	-8.242	4.093	-3.441	18.518
YOL042W	14.451	3.238	-3.774	-7.773
YOR299W	-20.824	-2.801	-15.488	3.559
YOL043C	15.245	6.971	2.766	9.994
YOR301W	-5.457	-1.224	-12.736	-5.586
YOL044W	13.358	-2.128	3.506	-6.108
YOR302W	2.745	-2.391	-20.388	11.200
YOL045W	21.494	8.080	-7.121	-2.101
YOR303W	1.851	-10.948	-17.556	-3.701
YOL046C	-27.286	-8.246	-12.214	-5.210
YOR304C-A	-10.069	-8.109	-27.222	-11.331
YOL047C	3.528	-3.501	-8.560	-0.383
YOR304W	-4.127	4.431	-9.288	-5.629
YOL048C	-21.660	-8.876	-0.325	-29.051
YOR305W	-3.707	5.267	10.913	-1.288
YOL049W	-33.981	-14.950	15.977	17.942
YOR307C	-19.539	-0.134	-9.932	9.263
YOL050C	-19.789	-13.118	-1.367	0.867
YOR308C	-3.142	17.327	-10.893	1.051
YPL095C	-4.542	-13.626	-30.915	-3.630
YPL216W	-5.286	-36.411	-8.638	13.358
YPL092W	-9.440	-17.358	-18.261	5.607
YPL215W	13.089	-10.741	16.240	15.823
YPL091W	-10.624	-3.084	-14.635	16.707
YPL214C	18.008	-7.680	1.185	14.604
YPL090C	19.759	1.732	-11.490	-10.208
YPL213W	5.652	-8.048	-30.384	-50.357
YPL089C	24.184	-0.679	14.884	-8.954
YPL212C	11.449	-7.805	-20.395	-8.723
YPL088W	10.849	-20.020	13.548	-0.323
YPL208W	14.929	-6.563	20.168	9.351
YPL087W	6.231	11.419	-6.297	-37.239
YPL207W	17.705	-28.551	18.985	-35.545
YPL086C	8.206	-16.377	2.764	-3.473
YPL206C	-0.078	-7.506	14.826	-33.378
YPL084W	-0.000	-0.000	-0.000	-0.000
YPL205C	-15.894	-29.034	6.198	-45.516
YPL081W	-30.459	-19.613	32.571	14.610
YPL203W	-7.505	-13.568	-6.961	18.909
YPL080C	-16.422	-2.414	1.825	6.732
YPL202C	-23.251	-4.081	0.017	10.779
YPL079W	-32.901	-1.744	-13.788	9.741
YPL201C	-20.547	-8.304	5.298	18.913
YOL023W	2.185	6.423	-0.315	-13.698
YOR280C	19.856	-10.781	-10.498	-21.145
YOL024W	22.607	-9.684	15.442	13.223
YOR283W	31.426	-16.244	0.753	12.505
YOL025W	17.636	-33.209	31.338	-24.024
YOR284W	18.289	-5.703	1.820	12.181
YOL027C	8.384	-19.283	-13.239	9.866
YOR285W	17.160	-25.385	16.346	-10.173
YOL028C	15.000	-14.528	1.731	0.568
YOR286W	24.129	-5.580	11.900	1.714
YOL029C	4.672	-19.685	47.890	7.981
YOR288C	22.971	-6.550	26.497	10.448
YOL030W	6.845	-3.792	6.061	-4.853
YOR289W	2.412	-8.195	0.813	6.510
YOL031C	12.303	-12.269	8.161	24.625
YOR290C	4.240	-21.996	-27.084	-41.195
YOL032W	12.525	-22.059	35.242	-2.894
YOR291W	-12.147	-15.198	-6.944	18.006
YOL033W	0.985	-0.000	-0.000	-0.000
YOR292C	-16.426	-7.144	-30.600	-6.783
YOL035C	-39.647	-5.755	-9.493	-3.447
YOR293W	-26.450	-32.948	11.629	9.559
YOL036W	-26.525	-32.008	15.537	23.356
YOR295W	-20.503	-9.477	-6.583	0.086
YDL039C	17.504	-1.817	9.729	32.462
YDL041W	7.629	14.646	-43.510	0.538
YDL042C	7.688	27.528	10.956	16.354
YDL044C	-8.820	-0.000	-28.614	-0.000
YDL045W-A	-0.000	-0.000	-0.000	-0.000
YDL046W	6.007	-1.200	0.056	13.182
YDL048C	-32.127	4.200	-14.287	17.451
YCL023C	-2.664	-11.192	-9.736	-11.384
YDL049C	-0.000	-0.000	-0.000	-0.000
YDL050C	-35.326	11.626	-20.218	29.860
YDL051W	-30.200	10.221	-8.649	30.766
YDL052C	-39.459	-9.965	-6.740	46.324
YDL053C	-26.760	-10.915	-17.338	31.270
YBR082C	-8.410	-22.467	-12.314	0.502
YGR249W	-9.740	-0.463	-4.783	-1.291
YPR163C	-0.000	-0.000	-0.000	-0.000
YOR045W	15.883	10.349	0.984	-6.125
YPR164W	-3.726	-12.346	12.457	5.900
YPR166C	-3.713	-0.000	-0.000	-0.000
YPR167C	2.277	23.515	8.917	11.902
YPR170C	-2.754	-7.829	-33.565	-22.992
YPR171W	4.517	15.489	21.998	-2.498
YPR172W	-4.085	-1.462	-14.861	-12.112
YPR173C	-0.000	-0.000	-0.000	-0.000
YPR174C	4.148	-18.303	-20.571	-17.011
YPR179C	-7.207	1.930	-42.174	-10.234
YPR184W	-21.019	-12.263	-13.447	-13.984
YPR185W	-5.962	4.605	-36.722	-17.434
YDL023C	14.439	14.612	-16.099	-14.305
YBR073W	8.800	-7.500	-31.589	-20.959
YDL024C	-3.705	-3.750	8.971	32.937
YBR074W	-6.850	40.769	15.662	10.510
YDL025C	11.448	27.225	-8.003	-23.127
YBR075W	25.662	9.431	6.781	8.421
YDL026W	5.141	13.504	12.840	-10.959
YBR076W	-34.755	3.236	-40.928	-38.131
YDL027C	0.003	14.672	18.124	-9.883
YBR077C	-11.114	6.699	-44.418	-53.815
YDL032W	-0.000	-0.000	-0.000	-0.000
YDL033C	-3.134	8.257	-24.415	-21.400
YDL034W	9.870	20.621	22.211	-3.146
YDL035C	13.988	-2.486	24.544	-5.832
YCL006C	-6.078	6.331	3.692	-0.441
YDL036C	-12.802	-3.559	23.894	12.227
YDL037C	-12.002	19.005	39.643	53.983
YDL038C	-14.668	-2.967	1.158	19.524
YGR232W	-13.260	-11.395	3.338	-4.201
YPR148C	-40.231	2.143	-11.229	2.041
YGR233C	-8.309	-11.354	-4.723	-0.000
YPR149W	-6.835	-3.086	-19.756	-27.475
YGR234W	11.284	19.437	13.531	16.318
YPR150W	-1.144	25.672	13.262	26.648
YGR235C	2.781	12.429	6.094	2.393
YPR152C	-2.322	12.850	-1.556	11.253
YGR236C	19.145	18.117	7.283	20.945
YPR153W	-13.950	-4.306	0.519	-3.021
YGR237C	-16.504	18.835	0.619	9.066
YPR154W	-9.503	0.523	-12.434	-39.937
YGR240C	-7.470	4.279	-20.656	-28.395
YPR155C	-9.011	8.916	-39.954	-27.822
YGR241C	-1.938	11.083	18.196	-4.159
YPR156C	-2.878	10.129	10.206	-2.123
YGR242W	-3.828	1.522	17.964	-3.214
YPR157W	-22.892	11.134	23.917	9.176
YGR243W	-13.846	21.073	20.699	1.270
YPR158W	-9.332	9.228	24.598	17.034
YGR244C	-31.126	-13.712	-3.317	30.327
YPR159W	-21.240	6.336	-23.408	-5.216
YGR247W	-17.080	4.381	-6.342	0.862
YPR160W	-5.991	-8.602	-66.529	-38.567
YDL002C	-0.643	0.469	-1.649	-19.756
YBR059C	12.482	-9.778	-6.887	-53.131
YDL006W	-3.499	-7.486	-4.106	-22.596
YBR061C	-37.006	27.312	14.947	-9.034
YDL009C	-0.000	-0.000	-0.000	-0.000
YBR062C	-1.061	7.647	5.864	7.289
YDL010W	8.834	19.526	-8.948	-18.007
YBR063C	1.496	-12.079	-10.513	-33.846
YDL011C	7.129	15.503	10.147	4.080
YBR064W	-11.137	28.288	16.858	7.335
YDL012C	-10.978	21.295	5.604	-8.286
YBR065C	-26.012	12.673	11.536	-7.404
YDL013W	-2.628	8.749	2.971	-18.762
YBR066C	32.966	8.215	37.916	1.340
YDL018C	5.234	6.841	0.442	-29.198
YBR067C	-11.918	14.254	24.700	10.492
YDL019C	-3.300	13.465	15.271	13.395
YBR068C	35.785	24.361	-17.422	19.830
YDL020C	-7.413	-24.282	-7.398	-73.123
YBR069C	-8.313	-0.833	18.305	0.552
YDL021W	-0.000	-0.000	-0.000	-0.000
YBR071W	-19.362	5.379	8.511	16.748
YDL022W	-0.000	-0.000	-0.000	-0.000
YBR072W	-1.028	-9.969	-13.663	-10.733
YGR220C	-8.048	5.019	3.081	-1.192
YPR130C	28.271	28.986	-30.592	-12.620
YGR221C	38.300	20.913	-2.695	5.574
YPR131C	-10.892	-10.703	-10.676	-12.686
YGR222W	2.779	-0.000	0.253	3.158
YPR132W	12.291	11.884	27.960	-4.750
YGR223C	-8.629	-12.937	-24.232	-20.561
YPR134W	11.942	11.467	15.046	17.840
YGR224W	-18.738	32.692	-9.818	8.309
YPR135W	-4.327	-4.583	-15.504	-35.559
YGR225W	-17.355	-9.056	1.642	-31.235
YPR138C	7.823	5.754	-3.013	-1.297
YGR226C	-17.172	-0.958	-6.269	0.974
YPR139C	-16.813	-55.936	-2.453	-43.887
YGR227W	0.253	9.008	14.581	7.452
YPR140W	-6.575	21.709	19.869	25.912
YGR228W	3.362	8.055	12.957	25.318
YPR141C	-10.888	-1.966	37.221	-11.315
YGR229C	-13.914	8.909	-27.951	-19.926
YPR145W	33.355	-7.327	16.163	-17.706
YGR230W	-5.439	-14.451	6.453	0.809
YPR146C	-1.754	-16.428	2.028	-2.259
YGR231C	-13.798	-37.057	-2.484	20.624
YPR147C	-11.948	0.708	-14.897	5.530
YBR159W	-3.255	-16.649	-5.271	-12.581
YBR045C	-9.045	1.843	15.772	4.711
YBR161W	24.464	5.884	19.554	30.675
YBR046C	19.041	2.399	27.421	28.655
YBR162C	6.324	12.670	1.241	-2.040
YBR047W	0.744	19.207	-9.951	3.205
YBR162W-A	-9.614	-9.618	11.951	11.528
YBR048W	-8.500	-14.395	1.535	-14.498
YBR163W	-0.000	-0.000	-0.000	-0.000
YBR050C	-15.996	11.191	-24.823	4.113
YBR164C	15.042	-19.102	-24.495	-4.119
YBR051W	27.862	16.669	-2.245	1.487
YBR165W	-26.315	17.602	0.501	-7.062
YBR052C	-13.060	16.613	-2.175	6.431
YBR166C	-19.743	16.629	-15.118	-31.605
YBR053C	-7.566	3.779	7.718	-17.013
YBR170C	-10.562	6.197	16.311	19.649
YBR054W	-20.548	-19.321	29.313	-5.674
YBR171W	-25.838	-49.823	10.277	-30.674
