ORF	hap a | mitotic recombination (frequency of Rad52 foci) | standard [standard] | Styles EB~Andrews BJ, 2016	hap a | mitotic recombination (frequency of Rad52 foci) | phleomycin [2.5 ng/uL] | Styles EB~Andrews BJ, 2016
YHR129C	-0.832	1.138
YHR130C	0.020	0.298
YHR131C	-0.148	0.218
YHR132C	-0.225	1.118
YHR132W-A	0.125	0.789
YHR133C	-0.366	-0.766
YHR134W	2.547	2.470
YHR135C	-0.351	-1.265
YHR136C	-0.365	-0.767
YHR137W	-0.399	-0.571
YHR138C	0.013	-2.556
YHR139C	0.134	-0.031
YHR139C-A	-0.911	-2.122
YHR140W	0.045	0.467
YHR142W	-0.161	-0.128
YHR143W	0.217	-0.955
YHR146W	0.815	1.237
YHR150W	-0.514	-0.344
YHR151C	1.208	0.654
YHR152W	-0.912	-0.414
YHR153C	-0.688	-1.842
YHR154W	5.033	3.774
YHR155W	-0.642	0.915
YHR156C	0.047	0.073
YHR157W	-0.632	-0.645
YHR158C	-0.694	-2.052
YHR159W	-0.369	-2.013
YHR160C	-0.071	-1.373
YHR161C	0.132	-0.249
YHR162W	3.305	-2.320
YHR163W	-0.328	-0.335
YHR167W	6.852	4.355
YHR171W	-0.811	-0.321
YHR176W	-0.181	2.197
YHR178W	1.645	0.912
YHR179W	-0.823	-0.640
YHR180W	-0.752	-0.195
YHR181W	-0.530	-0.538
YHR182W	-0.613	-1.338
YHR184W	0.110	0.005
YHR185C	-0.474	-0.840
YHR189W	0.378	-0.167
YHR191C	5.281	7.127
YHR193C	-0.312	NaN
YHR194W	-1.800	40.200
YHR195W	-1.576	-1.028
YHR198C	-0.672	-1.695
YHR199C	-0.378	0.116
YHR200W	1.257	0.755
YHR202W	-1.742	-1.322
YHR203C	-0.823	0.258
YHR204W	-0.286	0.362
YHR206W	3.651	2.306
YHR207C	-0.878	-0.812
YHR209W	1.049	0.206
YHR210C	-0.831	0.922
YIL001W	-0.478	0.539
YIL002C	0.156	-0.255
YIL005W	-0.010	0.814
YIL006W	-0.655	0.746
YIL007C	0.610	1.003
YIL008W	-0.785	1.918
YIL009C-A	0.886	0.954
YIL010W	0.223	0.224
YIL011W	-3.397	-1.469
YIL012W	-0.005	9.744
YIL013C	-0.113	0.232
YIL014W	-0.668	-0.364
YIL015C-A	1.221	-0.738
YIL015W	-0.522	-0.624
YIL016W	-0.827	-1.594
YIL017C	0.913	0.991
YIL020C	-2.368	-1.737
YIL023C	-0.284	0.553
YIL024C	-0.006	-0.524
YIL025C	-0.919	-0.938
YIL027C	-1.427	-2.099
YIL028W	-0.060	-0.059
YIL029C	0.505	-0.034
YIL030C	-0.503	-1.379
YIL032C	-0.853	-0.215
YIL034C	-0.233	0.275
YIL035C	0.120	-0.850
YIL036W	-0.229	-0.281
YIL037C	-0.083	0.848
YIL038C	0.818	1.007
YIL039W	0.031	-0.601
YIL040W	1.096	1.738
YIL041W	0.293	0.864
YIL042C	0.626	1.254
YIL043C	-0.913	-1.070
YIL044C	-0.133	0.915
YIL045W	-0.111	-1.438
YIL047C	-2.323	NaN
YIL049W	-0.302	0.021
YIL050W	-0.613	0.603
YIL052C	-0.056	0.475
YIL053W	0.315	0.450
YIL054W	-1.591	NaN
YIL055C	-0.835	-0.279
YIL056W	-0.504	1.295
YIL057C	-1.272	-1.030
YIL058W	0.862	0.471
YIL059C	0.257	-0.908
YIL060W	-0.389	1.151
YIL064W	-0.745	0.281
YIL065C	-0.102	-0.220
YIL066C	1.235	0.310
YIL067C	1.135	1.600
YIL070C	1.446	0.940
YIL071C	-0.491	-1.367
YIL072W	-1.120	-0.133
YIL073C	1.025	3.496
YIL074C	-0.496	-0.266
YIL076W	0.399	1.292
YIL077C	0.838	-0.180
YIL079C	-0.480	-0.499
YIL084C	4.758	3.036
YIL085C	0.381	1.790
YIL086C	-0.202	1.326
YIL087C	-0.837	-0.104
YIL088C	-0.284	0.073
YIL089W	0.209	-0.813
YIL090W	2.957	3.033
YIL092W	0.593	-0.040
YIL093C	-0.618	-1.437
YIL094C	NaN	NaN
YIL095W	-1.907	-2.332
YIL096C	0.162	-0.009
YIL097W	0.833	0.686
YIL098C	0.025	1.411
YIL099W	-0.602	-0.423
YIL100W	0.222	0.813
YIL101C	-0.778	-1.338
YIL102C	-0.733	-1.126
YIL103W	-1.530	-3.060
YIL105C	-1.114	-1.809
YIL107C	-0.487	0.611
YIL108W	-0.057	-0.928
YIL110W	1.894	2.390
YIL111W	-0.696	-1.315
YIL112W	-1.100	-1.562
YIL113W	0.169	-0.814
YIL114C	-0.727	-0.018
YIL116W	NaN	NaN
YIL117C	0.170	0.878
YIL119C	-0.377	0.718
YIL120W	-0.300	-1.271
YIL122W	0.316	-0.402
YIL123W	0.919	1.296
YIL124W	-0.630	-0.711
YIL125W	2.387	7.250
YIL128W	16.944	10.426
YIL130W	0.419	2.348
YIL131C	0.386	0.700
YIL132C	1.985	3.620
YIL133C	0.462	1.772
YIL134W	2.473	-2.600
YIL135C	-0.349	-0.154
YIL136W	0.705	-0.952
YIL137C	-0.435	-1.158
YIL138C	-0.573	-2.278
YIL139C	0.892	0.267
YIL140W	-1.010	-0.776
YIL141W	-0.271	-0.080
YIL145C	-0.801	0.603
YIL146C	-1.200	-0.079
YIL148W	0.060	0.089
YIL149C	-0.292	0.677
YIL151C	0.356	-0.865
YIL152W	0.385	1.118
YIL153W	-0.191	-1.250
YIL154C	-0.198	0.644
YIL155C	-0.192	-0.689
YIL156W	0.161	1.198
YIL157C	0.367	0.547
YIL158W	-0.134	-0.627
YIL159W	-0.624	-0.500
YIL160C	-0.081	-0.723
YIL161W	0.034	-0.570
YIL162W	0.213	0.509
YIL163C	-0.444	-0.574
YIL164C	-0.558	0.204
YIL165C	-0.436	-0.563
YIL166C	1.037	1.296
YIL167W	-0.656	-1.744
YIL168W	0.435	1.938
YIL170W	-0.923	-0.153
YIL173W	0.185	0.969
YIR001C	-0.481	-0.108
YIR002C	1.323	1.237
YIR003W	0.595	-0.927
YIR004W	-1.304	-1.149
YIR005W	1.716	-0.019
YIR007W	0.389	0.104
YIR009W	0.012	0.169
YIR013C	-1.237	-1.676
YIR014W	1.049	0.544
YIR016W	-0.727	0.350
YIR017C	-0.423	-1.673
YIR018W	-1.160	-2.144
YIR019C	-0.089	-0.710
YIR020C	1.041	-0.442
YIR020W-B	-0.173	-0.000
YIR023W	2.089	1.743
YIR024C	0.271	-0.764
YIR025W	-0.170	0.047
YIR027C	0.019	-0.233
YIR028W	-0.893	-1.107
YIR029W	0.328	-0.963
YIR030C	0.015	-0.889
YIR031C	-0.324	-0.364
YIR032C	-0.264	-0.157
YIR033W	0.193	6.316
YIR034C	-2.714	NaN
YIR035C	-0.602	-1.019
YIR036C	-0.131	-0.824
YIR037W	2.479	2.387
YIR038C	-0.492	-0.720
YIR039C	-0.696	-0.260
YIR042C	0.204	-0.561
YIR043C	0.379	1.344
YIR044C	0.206	-1.402
YJL004C	-0.006	0.334
YJL007C	1.205	0.353
YJL012C	0.098	0.698
YJL013C	-0.117	-1.043
YJL016W	-0.135	-0.796
YJL017W	-0.056	0.336
YJL020C	-0.659	-1.722
YJL021C	0.785	1.938
YJL022W	0.859	1.317
YJL023C	0.180	-0.724
YJL024C	0.671	2.200
YJL027C	0.008	-0.526
YJL028W	-2.200	-2.200
YJL029C	3.703	8.397
YJL030W	-0.012	-0.342
YJL036W	0.803	1.650
YJL037W	-0.218	0.013
YJL038C	0.750	1.073
YJL042W	0.262	-0.330
YJL043W	0.197	-0.489
YJL044C	-0.778	-2.354
YJL045W	0.153	-0.289
YJL046W	41.222	-0.980
YJL047C	11.371	9.670
YJL048C	-1.083	-0.871
YJL049W	0.034	-0.158
YJL051W	0.005	0.323
YJL053W	0.807	3.807
YJL055W	-0.203	-0.822
YJL057C	0.146	-0.853
YJL058C	0.524	0.016
YJL059W	0.278	0.710
YJL060W	0.211	-0.211
YJL062W	0.684	0.189
YJL064W	0.382	0.166
YJL065C	-1.886	-2.536
YJL066C	-0.974	-0.947
YJL067W	0.185	-0.377
YJL068C	-0.230	-1.409
YJL070C	-0.349	0.611
YJL071W	NaN	NaN
YJL073W	0.279	-1.289
YJL077C	0.051	0.810
YJL078C	-0.271	0.031
YJL079C	0.130	1.232
YJL082W	2.074	3.617
YJL083W	-0.190	-0.742
YJL084C	1.345	0.443
YJL088W	NaN	NaN
YJL089W	0.480	0.329
YJL092W	0.418	0.603
YJL093C	-0.032	0.206
YJL094C	0.062	-0.704
YJL095W	-0.592	-1.028
YJL098W	-1.436	-1.960
YJL099W	-0.184	0.227
YJL100W	-0.046	0.744
YJL101C	0.818	NaN
YJL103C	-0.008	-1.571
YJL105W	-0.244	-1.327
YJL106W	0.199	0.022
YJL107C	0.306	-0.510
YJL108C	-1.569	-2.403
YJL110C	-0.431	0.221
YJL112W	-0.415	0.431
YJL115W	10.693	5.499
YJL116C	0.628	0.482
YJL117W	-0.984	-1.191
YJL119C	0.985	0.212
YJL120W	1.700	-1.085
YJL121C	1.942	2.203
YJL122W	0.023	-0.613
YJL123C	1.664	0.160
YJL124C	2.412	2.251
YJL126W	0.172	-0.409
YJL128C	0.153	1.122
YJL130C	NaN	NaN
YJL131C	-0.585	0.163
YJL132W	0.200	-0.067
YJL133W	0.610	0.290
YJL134W	0.573	0.642
YJL135W	0.523	0.230
YJL136C	3.706	3.262
YJL137C	0.849	0.684
YJL138C	0.069	-0.504
YJL139C	0.048	0.391
YJL141C	0.549	-0.442
YJL142C	-0.700	-2.088
YJL144W	0.244	-0.797
YJL145W	-0.761	-1.062
YJL146W	-0.024	-0.883
YJL147C	-0.416	-0.104
YJL148W	-0.577	-0.250
YJL149W	0.025	-0.951
YJL150W	-0.247	0.667
YJL151C	1.873	0.989
YJL152W	0.169	0.604
YJL153C	2.656	4.536
YJL154C	0.042	1.290
YJL155C	0.494	-0.263
YJL157C	0.096	0.033
YJL158C	0.616	0.141
YJL159W	-0.215	-0.058
YJL160C	-0.741	-1.765
YJL161W	-0.533	-0.904
YJL162C	0.986	1.833
YJL163C	-0.421	-0.511
YJL164C	0.743	0.953
YJL165C	3.091	7.836
YJL168C	0.685	-0.494
YJL169W	1.759	2.237
YJL170C	0.410	-0.324
YJL171C	-0.006	-1.052
YJL172W	-1.326	-0.789
YJL175W	2.904	1.590
YJL176C	-0.620	-1.680
YJL177W	-0.646	-0.364
YJL178C	-0.234	0.053
YJL181W	-0.890	-1.900
YJL182C	-0.637	-0.916
YJL183W	-0.148	-0.593
YJL185C	-0.028	0.179
YJL186W	-0.488	-1.321
YJL187C	-0.435	-1.013
YJL188C	-0.402	-1.386
YJL190C	0.235	0.282
YJL191W	-0.003	-1.072
YJL192C	-0.202	-0.280
YJL193W	-0.048	-1.240
YJL196C	0.268	0.807
YJL197W	0.507	-1.320
YJL198W	-0.057	0.638
YJL199C	-0.368	-0.563
YJL201W	-0.271	-1.352
YJL204C	2.058	3.967
YJL206C	0.310	0.954
YJL206C-A	0.172	-1.002
YJL207C	0.967	0.644
YJL208C	0.267	0.453
YJL210W	0.732	0.238
YJL211C	-0.315	0.399
YJL212C	0.417	0.793
YJL213W	0.933	0.447
YJL214W	-0.599	-0.928
YJL215C	-0.311	0.602
YJL216C	-0.713	0.433
YJL217W	2.074	-1.326
YJL218W	0.339	-1.736
YJR001W	-0.338	-0.249
YJR003C	-0.738	0.893
YJR005W	-0.582	0.464
YJR008W	-1.179	-1.330
YJR009C	-0.285	0.362
YJR010C-A	-1.485	-1.531
YJR010W	-1.410	-0.754
YJR011C	-0.741	-0.753
YJR014W	-1.024	-1.807
YJR015W	-1.147	0.008
YJR019C	0.629	2.122
YJR020W	0.487	1.956
YJR021C	-0.314	-1.044
YJR024C	0.211	0.038
YJR025C	-0.564	-0.850
YJR026W	0.407	-1.398
YJR030C	0.026	-0.340
YJR031C	0.543	-0.008
YJR032W	-0.251	-0.753
YJR033C	-0.856	-0.847
YJR034W	1.013	4.624
YJR035W	0.553	-0.437
YJR036C	0.002	0.878
YJR037W	-0.052	-0.053
YJR038C	-0.126	-0.600
YJR039W	0.047	-1.190
YJR040W	0.876	1.336
YJR043C	10.086	6.421
YJR044C	-0.333	1.297
YJR047C	-0.447	0.273
YJR048W	-0.121	2.167
YJR049C	-0.869	-0.719
YJR050W	-1.191	-0.736
YJR051W	-1.193	-0.676
YJR052W	0.915	0.446
YJR053W	-0.053	-0.142
YJR054W	-1.013	-1.002
YJR058C	-0.041	1.331
YJR059W	-0.774	-1.178
YJR060W	-0.989	0.726
YJR061W	-0.654	-0.711
YJR062C	0.343	0.436
YJR066W	-1.150	-1.257
YJR069C	0.703	-1.046
YJR070C	0.889	1.942
YJR073C	NaN	46.633
YJR074W	-0.651	-1.263
YJR075W	0.322	0.922
YJR077C	-1.597	-2.231
YJR078W	-0.008	0.813
YJR079W	-0.626	-1.731
YJR080C	0.648	1.097
YJR082C	-0.010	-1.051
YJR083C	0.692	0.931
YJR084W	-0.706	1.388
YJR087W	1.824	2.136
YJR088C	0.219	0.873
YJR090C	0.847	0.217
YJR091C	0.037	1.424
YJR092W	0.159	0.316
YJR094C	-0.336	0.800
YJR094W-A	0.393	0.336
YJR095W	0.514	0.834
YJR096W	0.228	0.287
YJR097W	-0.251	0.153
YJR098C	-0.661	-1.043
YJR099W	0.010	0.487
YJR100C	-0.387	-0.231
YJR103W	-0.402	1.011
YJR106W	-1.503	-1.397
YJR107W	-0.346	-0.366
YJR108W	-0.479	-0.100
YJR109C	0.257	-0.537
YJR110W	-0.193	-0.658
YJR111C	-0.469	-0.740
YJR115W	0.362	-0.867
YJR116W	-0.497	0.018
YJR117W	-0.692	0.377
YJR118C	2.564	0.771
YJR119C	0.898	-0.070
YJR120W	-0.024	-0.002
YJR121W	-0.342	0.454
YJR124C	2.476	-0.820
YJR125C	0.123	0.367
YJR126C	0.138	-0.049
YJR127C	-1.193	-1.287
YJR128W	0.245	-0.132
YJR129C	1.430	0.491
YJR130C	0.871	0.447
YJR131W	0.298	0.826
YJR133W	1.089	1.043
YJR134C	0.146	0.442
YJR135C	-0.797	-0.506
YJR137C	-0.067	2.010
YJR139C	-1.571	-3.392
YJR140C	-1.541	-0.765
YJR142W	0.174	-0.483
YJR145C	-0.485	-0.619
YJR146W	0.485	1.604
YJR147W	0.539	1.738
YJR148W	-1.256	-0.327
YJR149W	0.088	-0.821
YJR150C	0.305	0.482
YJR152W	0.157	0.147
YJR153W	-0.497	-0.954
YJR154W	0.060	0.762
YKL001C	-0.380	-0.510
YKL005C	-1.593	-0.532
YKL006W	0.294	0.019
YKL007W	-0.178	0.039
YKL008C	0.323	-0.351
YKL009W	0.689	0.733
YKL010C	0.497	-0.112
YKL015W	-0.875	-0.704
YKL017C	-0.575	-0.688
YKL020C	-1.660	-1.667
YKL023W	1.175	1.865
YKL025C	1.610	0.082
YKL026C	-0.121	1.062
YKL027W	-0.382	0.270
YKL029C	0.797	0.094
YKL030W	0.352	0.841
YKL031W	0.077	0.445
YKL032C	1.380	3.048
YKL033W-A	0.016	0.070
YKL034W	-0.175	-1.281
YKL037W	0.284	0.267
YKL038W	-0.194	-0.754
YKL039W	-1.276	-0.342
YKL040C	1.064	-1.304
YKL041W	-1.403	0.870
YKL043W	0.221	1.222
YKL044W	-0.349	-0.454
YKL046C	1.513	-0.264
YKL047W	-0.634	0.435
YKL048C	1.867	2.112
YKL050C	-0.206	-0.623
YKL051W	0.093	-0.709
YKL053C-A	-1.198	-0.054
YKL053W	0.152	-0.522
YKL055C	3.790	3.557
YKL056C	-1.220	1.097
YKL061W	0.260	-0.726
YKL062W	-0.356	-0.063
YKL063C	0.555	-0.005
YKL064W	0.484	1.055
YKL065C	0.512	0.595
YKL066W	-0.397	-0.160
YKL067W	-0.245	0.752
YKL068W	-0.870	-0.692
YKL069W	5.847	6.695
YKL070W	-0.385	-0.222
YKL071W	0.528	-0.026
YKL072W	0.342	3.452
YKL073W	0.073	0.284
YKL074C	0.986	-0.281
YKL075C	-1.267	-0.402
YKL076C	-1.452	-0.289
YKL077W	-1.961	-1.947
YKL079W	0.168	-0.586
YKL081W	1.254	0.525
YKL084W	-0.168	-0.463
YKL085W	-0.620	0.840
YKL086W	0.276	1.551
YKL087C	0.902	2.020
YKL090W	-1.115	-2.115
YKL091C	1.020	2.310
YKL092C	-0.135	1.272
YKL093W	-0.717	1.129
YKL094W	-0.554	-0.865
YKL096W	0.103	-0.759
YKL096W-A	0.169	-0.451
YKL097C	0.832	0.475
YKL098W	-0.275	-2.233
YKL100C	-0.330	0.082
YKL101W	0.459	-0.312
YKL102C	1.053	0.631
YKL103C	-0.672	-0.484
YKL105C	-1.035	0.119
YKL106W	-0.177	-0.426
YKL107W	0.037	-1.172
YKL109W	0.110	0.348
YKL110C	-0.352	0.693
YKL113C	0.326	0.569
YKL114C	1.800	2.243
YKL115C	0.868	1.811
YKL116C	-0.382	-0.927
YKL117W	0.072	-1.486
YKL120W	1.479	1.372
YKL121W	-0.280	0.440
YKL123W	-0.125	-0.147
YKL124W	0.528	-0.064
YKL127W	1.380	1.160
YKL128C	-0.152	-0.581
YKL129C	0.549	0.399
YKL130C	-0.841	0.164
YKL131W	-0.090	-1.068
YKL132C	-0.502	-1.233
YKL133C	0.620	0.637
YKL136W	0.126	0.499
YKL137W	0.467	0.544
YKL139W	3.628	4.817
YKL140W	0.029	1.467
YKL142W	-0.627	-0.635
YKL146W	-0.179	-0.383
YKL147C	0.141	-1.710
YKL148C	0.410	1.335
YKL149C	-0.743	-1.311
YKL150W	0.183	-0.679
YKL151C	0.059	-0.485
YKL156W	0.058	1.268
YKL157W	0.447	0.271
YKL158W	-0.049	0.133
YKL159C	-0.378	1.371
YKL160W	0.186	-0.113
YKL161C	0.786	-0.081
YKL162C	-0.831	-0.080
YKL163W	0.056	-0.080
YKL164C	0.871	2.005
YKL166C	-0.082	-0.859
YKL167C	-0.335	-0.623
YKL168C	0.069	-0.236
YKL171W	-0.172	-1.153
YKL174C	0.511	0.211
YKL175W	0.012	0.016
YKL176C	-0.388	-0.277
YKL177W	-0.649	-0.390
YKL178C	-0.301	-0.901
YKL179C	0.010	0.634
YKL183W	0.541	1.969
YKL184W	2.827	-3.320
YKL185W	0.978	1.132
YKL187C	0.812	0.292
YKL188C	-0.050	-0.915
YKL190W	0.932	1.019
YKL191W	-0.976	-1.159
YKL197C	1.317	-1.045
YKL198C	0.698	1.466
YKL199C	0.128	-0.079
YKL200C	0.305	-0.991
YKL201C	-0.440	0.756
YKL202W	0.101	-0.181
YKL204W	-1.578	-1.452
YKL205W	0.282	-0.355
YKL206C	-1.678	-2.050
YKL207W	-0.184	0.286
YKL208W	1.178	1.285
YKL211C	-0.125	NaN
YKL212W	-2.848	-1.650
YKL213C	3.632	-0.096
YKL214C	0.031	0.214
YKL215C	-0.007	0.543
YKL216W	-2.900	NaN
YKL217W	0.787	0.679
YKL218C	-1.172	-1.405
YKL220C	-0.396	0.560
YKL221W	-0.804	-0.865
YKL222C	-0.395	-0.180
YKR001C	1.646	1.525
YKR003W	0.325	0.153
YKR005C	-0.665	-1.097
YKR007W	1.098	1.008
YKR009C	-0.738	-0.927
YKR010C	0.296	0.363
YKR011C	-0.299	-1.058
YKR012C	0.824	0.101
YKR013W	-0.115	-1.239
YKR014C	-0.822	-0.933
YKR015C	0.184	-0.332
YKR016W	-0.327	0.498
YKR017C	-0.791	-0.083
YKR018C	-0.131	0.871
YKR019C	0.744	1.212
YKR020W	2.886	4.465
YKR021W	-1.207	-1.515
YKR023W	-0.234	-0.723
YKR024C	-0.849	-0.140
YKR026C	0.051	0.097
YKR027W	-1.647	-0.579
YKR028W	2.934	0.195
YKR029C	1.615	2.264
YKR030W	-0.338	-1.148
YKR031C	-0.098	-0.709
YKR032W	0.254	-0.479
YKR033C	-0.359	-0.290
YKR034W	0.022	0.298
YKR035C	0.845	1.404
YKR035W-A	-0.191	-1.022
YKR036C	-0.120	-0.966
YKR039W	1.192	0.855
YKR040C	0.635	0.568
YKR041W	-0.594	0.144
YKR042W	-0.161	0.185
YKR043C	0.265	-0.219
YKR044W	-0.861	-0.158
YKR045C	-0.280	-0.058
YKR046C	-0.355	-0.620
YKR047W	-0.442	-1.026
YKR048C	0.139	0.661
YKR049C	-0.495	-0.922
YKR050W	0.419	1.382
YKR051W	0.538	0.436
YKR052C	2.643	0.505
YKR053C	-0.523	0.364
YKR054C	-0.655	0.332
YKR055W	0.207	-0.132
YKR056W	-1.113	-0.835
YKR057W	0.421	0.152
YKR058W	-0.427	-0.220
YKR059W	-1.819	-0.053
YKR060W	-0.489	-0.549
YKR061W	0.317	0.679
YKR064W	1.070	0.724
YKR065C	0.480	-0.133
YKR066C	1.099	0.381
YKR067W	0.452	0.921
YKR069W	-0.509	-0.208
YKR070W	-0.186	-1.473
YKR072C	0.607	1.185
YKR074W	-0.492	-0.114
YKR076W	0.298	1.106
YKR077W	-0.301	-1.478
YKR078W	-1.160	-1.167
YKR080W	0.276	0.329
YKR082W	12.182	7.098
YKR084C	0.864	0.206
YKR087C	-0.856	-0.265
YKR088C	-0.151	-1.258
YKR089C	-0.633	0.130
YKR090W	0.889	-0.788
YKR091W	-0.895	-0.056
YKR092C	-0.777	-2.158
YKR093W	-0.007	-0.454
YKR094C	0.656	-0.555
YKR095W	0.320	0.604
YKR096W	-0.925	-1.231
YKR097W	0.335	1.454
YKR098C	-0.799	-0.884
YKR099W	0.360	0.299
YKR100C	0.659	0.653
YKR101W	-1.566	-0.166
YKR102W	0.454	2.718
YKR103W	0.198	0.714
YKR104W	0.283	2.499
YKR105C	-0.293	0.054
YKR106W	-0.079	-1.146
YLL001W	0.677	0.448
YLL002W	14.970	11.470
YLL005C	-0.364	0.980
YLL006W	0.486	0.060
YLL007C	-0.364	-1.401
YLL009C	2.437	0.464
YLL010C	-0.255	-1.071
YLL012W	0.753	0.878
YLL013C	-0.348	-0.106
YLL014W	0.378	0.767
YLL015W	-0.686	0.054
YLL016W	-0.279	-0.130
YLL017W	1.329	0.257
YLL019C	-1.108	-0.516
YLL020C	-0.646	-0.949
YLL021W	0.153	0.318
YLL023C	0.524	0.855
YLL024C	-0.205	-0.105
YLL025W	0.272	-0.486
YLL026W	-0.712	-0.155
YLL028W	0.026	-0.516
YLL029W	-0.181	-0.658
YLL032C	-0.271	-0.880
YLL038C	0.490	1.187
YLL039C	0.748	-1.176
YLL040C	-0.439	-0.992
YLL041C	-1.116	-1.629
YLL042C	2.528	1.667
YLL043W	1.767	1.367
YLL044W	-3.808	NaN
YLL045C	-0.486	-0.540
YLL046C	0.385	0.320
YLL047W	-0.377	-0.257
YLL048C	-0.794	2.486
YLL049W	-1.286	-0.264
YLL051C	-0.519	0.506
YLL052C	0.520	1.074
YLL053C	0.678	0.434
YLL054C	0.026	-0.879
YLL055W	-1.048	-0.743
YLL056C	0.737	1.762
YLL057C	-0.539	0.040
YLL058W	-0.503	-0.151
YLL059C	-1.677	-0.798
YLL060C	-0.264	-0.379
YLL061W	0.517	0.421
YLL062C	-0.615	0.611
YLL063C	0.591	0.389
YLR001C	1.562	0.587
YLR003C	0.684	1.443
YLR004C	0.596	-0.022
YLR006C	-0.493	1.555
YLR011W	-0.825	-1.163
YLR012C	0.250	0.577
YLR013W	0.203	0.141
YLR014C	3.301	0.595
YLR015W	1.932	3.002
YLR016C	1.303	-0.281
YLR017W	0.875	0.165
YLR018C	0.386	0.164
YLR019W	0.165	0.378
YLR020C	1.224	1.105
YLR021W	-1.344	-1.594
YLR023C	-0.937	-0.352
YLR024C	-1.885	-1.982
YLR028C	-0.773	0.144
YLR030W	-1.079	-1.290
YLR031W	0.532	-0.183
YLR032W	27.776	7.124
YLR034C	-0.046	0.083
YLR035C	-0.287	-0.480
YLR036C	-0.807	-0.280
YLR037C	0.555	0.720
YLR038C	0.088	1.243
YLR039C	-1.250	9.828
YLR040C	-2.252	-1.631
YLR041W	0.397	-1.091
YLR042C	-0.013	0.697
YLR043C	-0.201	0.543
YLR044C	1.590	0.115
YLR046C	2.147	1.412
YLR047C	-0.260	-0.012
YLR048W	1.614	2.573
YLR049C	0.701	0.999
YLR050C	0.851	-0.061
YLR053C	-0.785	-1.145
YLR054C	-0.185	-0.775
YLR055C	4.006	2.217
YLR056W	1.884	4.767
YLR057W	-0.502	0.151
YLR058C	-0.800	NaN
YLR059C	0.801	-0.364
YLR061W	-0.875	0.234
YLR062C	-0.833	-0.149
YLR063W	0.463	0.313
YLR064W	-0.476	-0.574
YLR065C	-3.363	-0.888
YLR070C	-0.467	-0.927
YLR072W	-0.093	0.348
YLR073C	-1.205	-0.656
YLR077W	0.032	0.178
YLR079W	28.796	19.524
YLR080W	-0.305	0.327
YLR081W	1.727	0.566
YLR082C	1.937	-0.001
YLR083C	-0.883	-1.044
YLR084C	-0.017	-0.265
YLR085C	30.338	1.351
YLR087C	-0.997	-1.835
YLR089C	-0.524	-0.862
YLR090W	-1.145	-0.112
YLR091W	-1.532	-2.293
YLR092W	-0.693	-0.856
YLR093C	-1.055	-0.180
YLR094C	-0.267	-1.247
YLR095C	4.797	0.094
YLR096W	0.279	1.083
YLR097C	0.067	-0.455
YLR098C	0.781	0.134
YLR099C	-0.916	-0.930
YLR102C	-1.398	0.586
YLR104W	-0.392	1.031
YLR107W	-0.132	-1.103
YLR108C	0.342	1.352
YLR109W	0.653	0.701
YLR110C	-0.440	1.350
YLR111W	2.700	1.713
YLR112W	0.706	0.261
YLR113W	-0.109	-0.314
YLR114C	-0.154	0.596
YLR118C	0.114	0.229
YLR119W	0.871	4.669
YLR120C	-0.576	-0.430
YLR121C	0.427	-1.685
YLR122C	-1.036	-0.833
YLR123C	-0.719	0.108
YLR124W	0.290	-0.141
YLR125W	-0.471	-0.622
YLR126C	0.707	-0.596
YLR128W	-0.860	-2.024
YLR130C	0.772	1.104
YLR131C	-0.688	0.941
YLR133W	-0.680	-0.474
YLR134W	0.236	-0.925
YLR135W	3.545	1.200
YLR136C	0.091	0.030
YLR137W	1.849	0.669
YLR138W	0.494	-0.098
YLR142W	-1.554	-0.644
YLR143W	-1.187	0.914
YLR144C	-0.568	0.049
YLR146C	-0.143	-1.099
YLR149C	-1.947	-0.984
YLR150W	-2.635	-2.252
YLR151C	-0.461	-1.130
YLR152C	-0.687	-2.870
YLR154C	2.328	1.738
YLR164W	-1.978	-0.305
YLR165C	0.510	-0.127
YLR168C	-1.153	-0.604
YLR169W	-1.549	-0.290
YLR170C	1.475	0.026
YLR171W	-0.361	-0.652
YLR172C	-1.123	-0.185
YLR173W	-0.531	0.242
YLR174W	0.345	-0.092
YLR176C	-0.688	-1.578
YLR177W	-0.059	-0.760
YLR178C	3.688	0.541
YLR179C	-0.803	0.223
YLR180W	-3.748	-0.479
YLR181C	0.006	-0.496
YLR182W	8.643	17.674
YLR183C	-0.532	-0.588
YLR184W	-2.414	0.283
YLR185W	1.397	1.263
YLR187W	-0.468	0.227
YLR188W	-0.319	0.680
YLR189C	-0.283	-1.360
YLR190W	-3.048	0.220
YLR191W	0.184	0.877
YLR192C	0.956	-0.321
YLR193C	0.811	4.778
YLR194C	-0.047	-0.962
YLR199C	-1.169	-2.361
YLR200W	-0.219	0.392
YLR205C	-1.583	0.299
YLR206W	0.187	-0.325
YLR207W	0.056	-0.726
YLR209C	-0.589	0.215
YLR210W	-1.286	-0.068
YLR211C	0.122	-0.543
YLR213C	-0.728	-0.187
YLR214W	-0.716	-0.291
YLR216C	0.135	0.177
YLR217W	-1.693	-0.048
YLR218C	-0.737	-0.158
YLR219W	-0.544	-0.354
YLR220W	-0.790	-0.869
YLR221C	-0.868	-1.208
YLR224W	-1.249	0.081
YLR225C	0.502	1.116
YLR227C	0.755	0.590
YLR228C	-0.815	0.102
YLR231C	0.091	-2.556
