ORF	hom | growth (pooled culture) | glyoxal [20 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | methylglyoxal [8 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | glyoxal [80 mM] | YPD | Hoon S~Nislow C, 2011
YJL187C	0.000	0.000	-1.686
YJL190C	0.000	0.000	-1.067
YJL191W	0.000	0.000	-1.652
YJL192C	0.000	-1.714	-1.563
YJL193W	0.000	0.000	-1.597
YJL196C	0.000	0.000	-1.852
YJL197W	0.000	0.000	-1.012
YJL198W	0.000	0.000	-1.756
YJL199C	0.000	0.000	-1.639
YJL200C	0.000	0.000	-1.810
YJL201W	0.000	-2.337	-2.288
YJL204C	0.000	0.000	-0.752
YJL205C	0.000	0.000	-0.977
YJL206C	0.000	0.000	-1.642
YJL207C	0.000	0.000	-2.189
YJL208C	0.000	0.000	-1.420
YJL209W	0.000	0.000	-1.446
YJL210W	0.000	0.000	-1.632
YJL211C	0.000	-2.362	-0.742
YJL212C	0.000	0.000	-1.462
YJL213W	0.000	0.000	-2.317
YJL214W	0.000	0.000	-0.759
YJL215C	0.000	0.000	-0.926
YJL216C	0.000	0.000	-1.495
YJL217W	0.000	-1.839	-0.837
YJL218W	0.000	0.000	-2.102
YJR001W	0.000	0.000	-0.877
YJR003C	0.000	0.000	-1.612
YJR004C	0.000	0.000	-2.528
YJR005W	0.000	0.000	-1.337
YJR008W	0.000	0.000	-2.483
YJR009C	0.000	0.000	-2.096
YJR010C-A	0.000	0.000	-0.597
YJR010W	0.000	0.000	-2.765
YJR011C	0.000	0.000	-0.468
YJR014W	0.000	0.000	-1.353
YJR015W	0.000	0.000	-2.012
YJR018W	-3.640	0.000	0.401
YJR019C	0.000	0.000	-1.932
YJR020W	0.000	0.000	-2.057
YJR021C	0.000	0.000	-1.137
YJR024C	0.000	0.000	-0.298
YJR025C	0.000	0.000	-2.090
YJR026W	0.000	0.000	-1.239
YJR030C	0.000	0.000	1.480
YJR031C	0.000	0.000	-1.613
YJR033C	0.000	0.000	3.232
YJR034W	0.000	0.000	0.485
YJR035W	0.000	0.000	-2.206
YJR036C	0.000	0.000	-1.877
YJR037W	0.000	0.000	-0.847
YJR038C	0.000	0.000	-2.021
YJR039W	0.000	0.000	-1.780
YJR040W	0.000	0.000	0.276
YJR043C	0.000	0.000	0.344
YJR044C	0.000	0.000	-1.336
YJR047C	0.000	0.000	-0.387
YJR048W	0.000	0.000	-1.803
YJR049C	0.000	0.000	-1.808
YJR050W	0.000	0.000	-1.568
YJR051W	0.000	0.000	-1.888
YJR052W	0.000	0.000	-1.295
YJR053W	0.000	0.000	-2.434
YJR054W	0.000	-2.491	0.016
YJR056C	0.000	0.000	-1.660
YJR058C	0.000	0.000	-1.368
YJR059W	0.000	0.000	3.074
YJR060W	0.000	0.000	0.374
YJR061W	0.000	0.000	-1.875
YJR062C	0.000	0.000	-1.996
YJR066W	0.000	0.000	-2.347
YJR069C	0.000	0.000	-2.219
YJR070C	0.000	0.000	-1.162
YJR073C	0.000	0.000	-2.130
YJR074W	-1.416	0.000	0.997
YJR075W	0.000	0.000	-0.821
YJR077C	0.000	0.000	-0.659
YJR078W	0.000	0.000	-1.922
YJR079W	0.000	0.000	-0.021
YJR080C	0.000	0.000	-2.242
YJR082C	0.000	0.000	-0.510
YJR083C	0.000	0.000	-1.381
YJR084W	0.000	0.000	-1.389
YJR087W	0.000	0.000	-2.102
YJR088C	0.000	0.000	-0.669
YJR090C	-2.171	0.000	0.000
YJR091C	0.000	0.000	-1.455
YJR092W	0.000	0.000	-1.504
YJR094C	0.000	0.000	-1.847
YJR094W-A	0.000	0.000	-1.679
YJR095W	0.000	0.000	-1.578
YJR096W	0.000	0.000	-1.928
YJR097W	0.000	0.000	0.469
YJR098C	0.000	0.000	-1.115
YJR099W	0.000	0.000	-1.504
YJR100C	0.000	0.000	-1.860
YJR102C	-1.670	0.000	3.200
YJR103W	0.000	0.000	-1.809
YJR104C	-3.476	0.000	0.000
YJR105W	0.000	0.000	-0.359
YJR106W	0.000	0.000	-1.904
YJR107W	0.000	0.000	-2.402
YJR108W	0.000	0.000	-1.593
YJR109C	0.000	0.000	-1.690
YJR110W	0.000	0.000	-0.723
YJR111C	0.000	-2.487	-1.113
YJR115W	0.000	0.000	-1.413
YJR116W	0.000	0.000	-1.762
YJR117W	0.000	0.000	-0.514
YJR119C	0.000	0.000	-1.835
YJR120W	0.000	0.000	-1.568
YJR121W	0.000	0.000	-0.121
YJR122W	0.000	0.000	-0.276
YJR124C	0.000	0.000	-1.333
YJR125C	0.000	0.000	-1.237
YJR126C	0.000	0.000	-1.600
YJR127C	0.000	0.000	-1.222
YJR128W	0.000	0.000	-2.000
YJR129C	0.000	0.000	-1.163
YJR130C	0.000	0.000	-1.477
YJR131W	0.000	0.000	-1.935
YJR133W	0.000	0.000	-1.547
YJR134C	0.000	0.000	-1.488
YJR135C	0.000	0.000	-0.786
YJR137C	0.000	0.000	-1.075
YJR139C	-2.569	-2.582	-1.607
YJR140C	0.000	0.000	-2.219
YJR142W	0.000	-2.039	-1.909
YJR144W	0.000	0.000	-0.600
YJR145C	0.000	0.000	1.907
YJR146W	0.000	0.000	-1.436
YJR147W	0.000	0.000	-1.404
YJR148W	0.000	0.000	-0.618
YJR149W	0.000	0.000	-1.533
YJR150C	0.000	0.000	-1.854
YJR152W	0.000	0.000	-1.904
YJR153W	0.000	0.000	-1.517
YJR154W	0.000	0.000	-1.900
YKL001C	0.000	0.000	-0.772
YKL002W	0.000	0.000	3.230
YKL005C	0.000	0.000	-1.334
YKL007W	-1.822	0.000	-0.841
YKL008C	0.000	0.000	-1.177
YKL010C	0.000	0.000	-1.091
YKL011C	0.000	0.000	-0.722
YKL015W	0.000	0.000	-1.000
YKL016C	0.000	0.000	-0.599
YKL017C	0.000	0.000	-2.287
YKL020C	0.000	0.000	-1.936
YKL023W	0.000	0.000	-1.664
YKL025C	0.000	0.000	-1.440
YKL026C	0.000	0.000	-1.577
YKL027W	0.000	0.000	-1.126
YKL029C	0.000	0.000	-1.539
YKL030W	0.000	0.000	-1.521
YKL031W	0.000	0.000	-1.319
YKL032C	0.000	0.000	1.746
YKL033W-A	0.000	-3.256	-1.591
YKL034W	0.000	0.000	-2.174
YKL037W	0.000	-1.419	-0.803
YKL038W	0.000	0.000	-1.696
YKL039W	0.000	-1.386	-2.090
YKL040C	0.000	0.000	-1.674
YKL041W	0.000	0.000	4.279
YKL043W	0.000	0.000	-0.732
YKL044W	0.000	0.000	-2.206
YKL046C	0.000	0.000	0.181
YKL047W	0.000	0.000	-2.004
YKL048C	0.000	0.000	0.593
YKL050C	0.000	0.000	-1.867
YKL051W	0.000	0.000	-1.986
YKL053C-A	0.000	0.000	0.947
YKL053W	0.000	0.000	-1.301
YKL054C	-1.577	0.000	2.443
YKL056C	0.000	0.000	-0.073
YKL061W	0.000	0.000	-1.859
YKL062W	0.000	0.000	-1.941
YKL063C	0.000	0.000	-2.046
YKL064W	0.000	0.000	-1.868
YKL065C	0.000	0.000	-1.182
YKL066W	0.000	0.000	-0.224
YKL067W	0.000	0.000	-2.037
YKL068W	0.000	0.000	-1.811
YKL069W	0.000	0.000	-2.271
YKL070W	0.000	0.000	-1.686
YKL071W	0.000	0.000	-0.541
YKL072W	0.000	0.000	-1.880
YKL073W	0.000	-1.789	0.565
YKL074C	0.000	0.000	-0.782
YKL075C	0.000	0.000	-1.807
YKL076C	0.000	0.000	-1.315
YKL077W	0.000	0.000	-0.781
YKL079W	0.000	0.000	-1.392
YKL081W	0.000	0.000	-1.641
YKL084W	0.000	0.000	-1.506
YKL085W	0.000	0.000	-1.550
YKL086W	0.000	0.000	-1.986
YKL087C	0.000	0.000	-1.635
YKL090W	0.000	0.000	-1.490
YKL091C	0.000	0.000	-2.041
YKL092C	0.000	0.000	-1.726
YKL093W	0.000	0.000	-2.108
YKL094W	0.000	0.000	-1.586
YKL096W	0.000	0.000	-2.480
YKL096W-A	0.000	0.000	-1.607
YKL097C	0.000	0.000	-1.589
YKL098W	0.000	0.000	-1.425
YKL100C	0.000	0.000	-2.109
YKL101W	0.000	0.000	-1.664
YKL102C	0.000	0.000	-1.555
YKL103C	0.000	0.000	-1.861
YKL105C	0.000	0.000	-1.142
YKL106W	0.000	0.000	-1.951
YKL107W	0.000	0.000	-1.869
YKL109W	0.000	0.000	-1.890
YKL110C	0.000	0.000	-0.518
YKL113C	0.000	0.000	6.298
YKL115C	0.000	0.000	-1.836
YKL116C	0.000	0.000	-0.759
YKL117W	0.000	0.000	-1.203
YKL120W	0.000	0.000	-2.012
YKL121W	0.000	0.000	-1.612
YKL123W	0.000	0.000	-1.620
YKL124W	0.000	0.000	-1.216
YKL126W	-3.977	0.000	-0.386
YKL127W	0.000	0.000	-1.812
YKL128C	0.000	0.000	-2.283
YKL129C	0.000	0.000	-0.362
YKL130C	0.000	0.000	-1.833
YKL131W	0.000	0.000	-1.796
YKL132C	0.000	0.000	-1.851
YKL133C	0.000	0.000	-1.392
YKL135C	0.000	0.000	-0.401
YKL136W	0.000	0.000	-1.077
YKL137W	0.000	0.000	-2.253
YKL138C	0.000	0.000	2.503
YKL140W	0.000	0.000	-2.416
YKL142W	0.000	0.000	-1.234
YKL146W	0.000	0.000	-1.465
YKL147C	0.000	0.000	-1.301
YKL148C	0.000	0.000	-0.546
YKL149C	0.000	0.000	-1.450
YKL150W	0.000	0.000	-1.502
YKL151C	0.000	0.000	-2.386
YKL155C	0.000	0.000	-1.204
YKL156W	0.000	0.000	-1.625
YKL157W	0.000	-1.353	-1.408
YKL159C	0.000	0.000	-2.462
YKL160W	0.000	0.000	-1.558
YKL161C	0.000	0.000	-2.037
YKL162C	0.000	0.000	-1.914
YKL162C-A	0.000	0.000	-1.866
YKL163W	0.000	0.000	-2.100
YKL164C	0.000	0.000	-1.714
YKL166C	0.000	0.000	0.382
YKL167C	0.000	0.000	-2.086
YKL168C	0.000	0.000	-0.698
YKL169C	0.000	0.000	3.011
YKL171W	0.000	0.000	-1.978
YKL174C	0.000	0.000	-1.006
YKL175W	0.000	0.000	-1.809
YKL176C	0.000	-3.220	-1.032
YKL179C	0.000	0.000	-1.095
YKL181W	0.000	0.000	4.518
YKL183W	0.000	0.000	-1.700
YKL184W	0.000	0.000	-1.883
YKL185W	0.000	0.000	-1.063
YKL187C	0.000	0.000	-1.546
YKL188C	0.000	0.000	-1.281
YKL190W	0.000	0.000	-1.801
YKL191W	0.000	0.000	-2.076
YKL194C	0.000	0.000	-1.184
YKL197C	0.000	-1.672	-1.503
YKL198C	0.000	0.000	-0.995
YKL201C	0.000	0.000	-2.487
YKL202W	0.000	0.000	-2.263
YKL204W	0.000	0.000	1.543
YKL205W	0.000	0.000	-0.987
YKL206C	0.000	0.000	-1.548
YKL207W	0.000	0.000	-1.925
YKL208W	0.000	0.000	-0.746
YKL211C	0.000	0.000	-0.568
YKL212W	-1.678	0.000	3.290
YKL213C	-1.419	0.000	-1.168
YKL214C	0.000	0.000	-1.855
YKL215C	0.000	0.000	-1.827
YKL216W	0.000	0.000	-1.434
YKL217W	0.000	0.000	-1.608
YKL218C	0.000	0.000	-1.073
YKL220C	0.000	0.000	-0.960
YKL221W	0.000	0.000	-1.165
YKL222C	0.000	0.000	-1.307
YKR001C	0.000	0.000	5.664
YKR003W	0.000	0.000	-1.494
YKR005C	0.000	0.000	-1.428
YKR006C	0.000	-2.330	-1.773
YKR007W	0.000	-2.049	-1.222
YKR009C	0.000	0.000	-1.862
YKR010C	0.000	0.000	-1.522
YKR011C	0.000	0.000	-1.751
YKR012C	0.000	0.000	-0.844
YKR013W	0.000	0.000	-1.735
YKR014C	0.000	0.000	-0.260
YKR015C	0.000	0.000	-2.241
YKR016W	0.000	0.000	-1.728
YKR017C	0.000	0.000	-1.610
YKR018C	0.000	0.000	-2.336
YKR019C	0.000	0.000	-1.647
YKR021W	0.000	0.000	-1.536
YKR023W	0.000	0.000	-2.159
YKR026C	0.000	0.000	-2.035
YKR027W	0.000	0.000	0.210
YKR028W	0.000	0.000	-1.349
YKR029C	0.000	0.000	-1.995
YKR030W	0.000	0.000	-2.125
YKR031C	0.000	0.000	-0.292
YKR032W	0.000	0.000	-1.696
YKR033C	0.000	0.000	-1.048
YKR034W	0.000	0.000	-2.002
YKR035C	0.000	0.000	1.405
YKR035W-A	0.000	0.000	1.746
YKR036C	0.000	0.000	-2.033
YKR039W	0.000	0.000	-2.191
YKR040C	0.000	0.000	-2.175
YKR041W	0.000	0.000	-1.696
YKR042W	0.000	0.000	1.906
YKR043C	0.000	0.000	-1.913
YKR044W	0.000	0.000	-2.304
YKR045C	0.000	0.000	-1.723
YKR046C	0.000	0.000	-0.867
YKR047W	0.000	0.000	-1.030
YKR048C	0.000	0.000	-1.765
YKR049C	0.000	0.000	-2.318
YKR050W	0.000	0.000	-1.785
YKR051W	0.000	0.000	-1.800
YKR052C	0.000	0.000	-1.937
YKR053C	0.000	0.000	-2.080
YKR054C	0.000	0.000	-2.820
YKR055W	0.000	0.000	-2.161
YKR056W	0.000	0.000	-1.508
YKR057W	0.000	0.000	1.120
YKR058W	0.000	0.000	-2.094
YKR059W	0.000	0.000	-1.078
YKR060W	0.000	0.000	-0.004
YKR061W	0.000	0.000	-2.149
YKR064W	0.000	0.000	-2.012
YKR065C	0.000	0.000	-2.011
YKR066C	0.000	0.000	-2.108
YKR067W	0.000	0.000	-1.346
YKR069W	0.000	0.000	-1.292
YKR070W	0.000	0.000	-2.437
YKR072C	0.000	0.000	5.206
YKR073C	0.000	0.000	2.685
YKR074W	0.000	-1.477	1.375
YKR075C	0.000	0.000	-2.009
YKR076W	0.000	0.000	-1.803
YKR077W	0.000	0.000	-1.953
YKR078W	0.000	0.000	-1.456
YKR080W	0.000	0.000	-1.918
YKR082W	-3.324	0.000	0.000
YKR084C	0.000	0.000	-0.667
YKR087C	0.000	0.000	-1.330
YKR088C	0.000	0.000	-0.849
YKR089C	0.000	0.000	-1.022
YKR090W	0.000	0.000	-0.977
YKR091W	0.000	0.000	-1.461
YKR092C	0.000	0.000	0.626
YKR093W	0.000	0.000	-0.970
YKR094C	0.000	0.000	-1.082
YKR095W	0.000	0.000	-2.015
YKR096W	0.000	0.000	-1.680
YKR097W	0.000	0.000	-1.686
YKR098C	0.000	0.000	-1.772
YKR099W	0.000	0.000	-1.007
YKR100C	0.000	0.000	-1.606
YKR101W	0.000	0.000	-0.904
YKR102W	0.000	0.000	-1.608
YKR103W	0.000	0.000	-1.969
YKR104W	0.000	0.000	-1.266
YKR105C	0.000	0.000	-0.588
YKR106W	0.000	0.000	-1.403
YLL001W	0.000	0.000	-2.330
YLL005C	0.000	0.000	-1.239
YLL007C	0.000	0.000	2.493
YLL009C	0.000	0.000	-0.591
YLL010C	0.000	0.000	-1.566
YLL012W	0.000	0.000	-2.333
YLL013C	0.000	0.000	-2.014
YLL014W	0.000	0.000	-1.127
YLL015W	0.000	0.000	-1.775
YLL016W	0.000	0.000	-1.997
YLL017W	0.000	0.000	-2.210
YLL018C-A	0.000	0.000	-0.806
YLL019C	0.000	0.000	-1.613
YLL020C	0.000	0.000	-1.109
YLL021W	0.000	-2.759	-2.588
YLL023C	0.000	0.000	-1.876
YLL024C	0.000	0.000	-1.840
YLL025W	0.000	0.000	0.101
YLL026W	0.000	0.000	-2.163
YLL028W	0.000	0.000	-2.736
YLL029W	0.000	0.000	1.096
YLL030C	0.000	0.000	-1.797
YLL032C	0.000	0.000	-0.750
YLL038C	0.000	0.000	-1.957
YLL039C	0.000	0.000	-1.518
YLL040C	0.000	0.000	-1.251
YLL041C	0.000	0.000	-2.242
YLL042C	0.000	0.000	-2.253
YLL043W	0.000	0.000	6.720
YLL044W	0.000	0.000	-0.099
YLL045C	0.000	0.000	0.608
YLL046C	0.000	0.000	-2.296
YLL047W	0.000	0.000	-1.936
YLL048C	0.000	0.000	-2.043
YLL049W	0.000	0.000	-1.540
YLL051C	0.000	0.000	-1.710
YLL052C	0.000	0.000	-2.164
YLL053C	0.000	0.000	-2.316
YLL054C	0.000	0.000	-0.254
YLL055W	0.000	0.000	-0.459
YLL056C	0.000	0.000	-1.786
YLL057C	0.000	0.000	-1.413
YLL058W	0.000	0.000	-1.256
YLL059C	0.000	0.000	-1.945
YLL060C	0.000	0.000	-1.544
YLL061W	0.000	0.000	-1.907
YLL062C	0.000	0.000	-1.556
YLL063C	0.000	0.000	-2.266
YLR001C	0.000	0.000	-1.903
YLR003C	0.000	0.000	-2.804
YLR004C	0.000	0.000	-2.153
YLR006C	-1.290	-3.468	-1.913
YLR011W	0.000	0.000	-2.352
YLR012C	0.000	0.000	-1.423
YLR013W	0.000	0.000	-2.259
YLR014C	0.000	0.000	-2.139
YLR015W	0.000	0.000	-1.398
YLR016C	0.000	0.000	-2.570
YLR017W	0.000	0.000	-1.586
YLR018C	0.000	0.000	-1.787
YLR019W	0.000	0.000	-2.706
YLR020C	0.000	0.000	-1.326
YLR021W	0.000	0.000	-1.543
YLR023C	0.000	0.000	-2.454
YLR024C	0.000	0.000	-1.470
YLR025W	-1.535	0.000	3.725
YLR027C	-4.889	-4.389	-1.188
YLR028C	0.000	0.000	-1.266
YLR030W	0.000	0.000	-1.699
YLR031W	0.000	0.000	-1.594
YLR032W	-4.163	0.000	-0.914
YLR034C	0.000	0.000	-1.189
YLR035C	0.000	0.000	-1.122
YLR036C	0.000	0.000	-1.773
YLR037C	0.000	0.000	-1.961
YLR038C	0.000	0.000	-1.714
YLR040C	0.000	0.000	-1.601
YLR041W	0.000	0.000	-2.521
YLR042C	0.000	0.000	-2.165
YLR043C	0.000	0.000	-1.967
YLR044C	0.000	0.000	-2.327
YLR046C	0.000	0.000	-2.147
YLR047C	0.000	0.000	-2.060
YLR048W	0.000	0.000	3.044
YLR049C	0.000	0.000	-1.380
YLR050C	0.000	0.000	-1.926
YLR052W	0.000	0.000	1.989
YLR053C	0.000	0.000	-2.407
YLR054C	0.000	0.000	-1.615
YLR055C	0.000	0.000	5.461
YLR056W	-2.427	0.000	1.664
YLR057W	0.000	0.000	-2.486
YLR058C	0.000	0.000	-1.705
YLR059C	0.000	0.000	-2.391
YLR061W	0.000	0.000	1.631
YLR062C	0.000	0.000	1.810
YLR063W	0.000	0.000	-1.860
YLR064W	0.000	0.000	-1.100
YLR065C	0.000	0.000	-1.494
YLR067C	0.000	0.000	-0.152
YLR068W	0.000	0.000	2.128
YLR069C	0.000	0.000	2.823
YLR070C	0.000	0.000	-1.386
YLR072W	0.000	0.000	-1.750
YLR073C	0.000	-1.532	-1.394
YLR077W	0.000	0.000	-2.575
YLR079W	-2.519	0.000	0.000
YLR080W	0.000	0.000	-0.162
YLR081W	0.000	0.000	-1.701
YLR082C	0.000	0.000	-1.956
YLR083C	0.000	0.000	-1.285
YLR084C	0.000	0.000	-1.125
YLR085C	0.000	0.000	-0.550
YLR087C	-2.644	-1.902	-1.562
YLR089C	0.000	0.000	-2.102
YLR090W	0.000	0.000	-2.067
YLR092W	0.000	0.000	-1.554
YLR093C	0.000	0.000	-1.480
YLR094C	0.000	-1.593	-2.254
YLR095C	0.000	0.000	-2.050
YLR096W	0.000	0.000	-2.523
YLR097C	0.000	0.000	-2.104
YLR098C	0.000	-2.476	-1.300
YLR099C	0.000	0.000	-2.395
YLR102C	0.000	0.000	-2.188
YLR104W	0.000	0.000	-2.639
YLR107W	0.000	0.000	-1.495
YLR108C	0.000	0.000	-1.689
YLR109W	0.000	0.000	-2.327
YLR110C	0.000	0.000	6.203
YLR111W	0.000	0.000	5.831
YLR112W	0.000	0.000	-2.225
YLR113W	-2.239	-4.286	-1.907
YLR114C	0.000	0.000	-1.981
YLR118C	0.000	0.000	-2.437
YLR119W	-1.592	0.000	0.174
YLR120C	0.000	0.000	-1.670
YLR121C	0.000	0.000	-1.941
YLR122C	0.000	0.000	-0.829
YLR123C	0.000	0.000	-0.751
YLR124W	0.000	0.000	-1.761
YLR125W	0.000	0.000	-1.396
YLR126C	0.000	0.000	-2.184
YLR128W	0.000	0.000	-2.020
YLR130C	0.000	0.000	-2.087
YLR131C	0.000	0.000	-1.889
YLR133W	0.000	0.000	-1.288
YLR134W	0.000	0.000	-2.600
YLR135W	0.000	0.000	-2.274
YLR136C	0.000	0.000	-2.023
YLR137W	0.000	0.000	-1.704
YLR138W	0.000	0.000	-0.520
YLR142W	0.000	0.000	-2.321
YLR143W	0.000	0.000	-0.643
YLR144C	0.000	0.000	-1.709
YLR146C	0.000	0.000	-1.172
YLR148W	-2.318	0.000	6.077
YLR150W	0.000	0.000	-1.450
YLR151C	0.000	0.000	-1.987
YLR152C	0.000	0.000	-1.973
YLR154C	0.000	0.000	-2.484
YLR164W	0.000	0.000	-2.139
YLR165C	0.000	0.000	-1.578
YLR168C	0.000	0.000	-1.279
YLR169W	0.000	0.000	-1.782
YLR170C	0.000	0.000	-1.589
YLR171W	0.000	0.000	-1.577
YLR172C	0.000	0.000	-1.436
YLR173W	0.000	0.000	-2.159
YLR174W	0.000	0.000	-2.364
YLR176C	0.000	0.000	-1.805
YLR177W	0.000	0.000	-0.367
YLR178C	0.000	0.000	-2.300
YLR179C	0.000	0.000	-1.616
YLR180W	0.000	0.000	-0.743
YLR181C	0.000	0.000	-1.778
YLR182W	0.000	0.000	1.300
YLR183C	0.000	0.000	-1.965
YLR184W	0.000	0.000	1.359
YLR187W	0.000	0.000	-1.129
YLR188W	0.000	0.000	-1.735
YLR189C	0.000	0.000	-2.078
YLR190W	0.000	0.000	-0.876
YLR191W	0.000	-2.145	-1.487
YLR193C	0.000	0.000	0.289
YLR194C	0.000	0.000	-2.307
YLR199C	0.000	0.000	-1.532
YLR200W	-1.862	0.000	2.228
YLR201C	0.000	0.000	-1.644
YLR202C	0.000	0.000	-1.396
YLR203C	0.000	0.000	-2.151
YLR204W	-2.519	-1.771	-1.534
YLR205C	0.000	0.000	-0.953
YLR206W	0.000	0.000	-1.249
YLR207W	0.000	0.000	-1.758
YLR209C	0.000	0.000	-2.012
YLR210W	0.000	0.000	-1.520
YLR211C	0.000	0.000	-1.733
YLR213C	0.000	0.000	-2.022
YLR214W	0.000	0.000	-2.391
YLR216C	0.000	0.000	-1.047
YLR217W	0.000	0.000	-1.730
YLR218C	0.000	0.000	-1.723
YLR219W	0.000	0.000	-1.931
YLR220W	0.000	0.000	-2.179
YLR221C	0.000	0.000	-1.909
YLR224W	0.000	0.000	-2.273
YLR225C	0.000	0.000	-1.948
YLR227C	0.000	0.000	-1.612
YLR228C	0.000	-1.281	-3.087
YLR231C	0.000	0.000	-1.668
YLR232W	0.000	0.000	-1.878
YLR235C	-1.999	0.000	0.000
YLR236C	0.000	-2.114	-2.154
YLR237W	0.000	0.000	-1.450
YLR238W	0.000	0.000	-0.861
YLR240W	-2.786	0.000	0.000
YLR241W	0.000	0.000	-1.757
YLR246W	0.000	0.000	-1.090
YLR247C	0.000	0.000	-1.522
YLR248W	0.000	0.000	-1.563
YLR250W	0.000	0.000	-1.876
YLR252W	0.000	-1.622	-1.552
YLR253W	0.000	0.000	-2.383
YLR254C	0.000	0.000	-2.497
YLR255C	0.000	0.000	-2.365
YLR257W	0.000	0.000	-2.400
YLR258W	0.000	0.000	-1.823
YLR262C-A	0.000	0.000	-1.308
YLR263W	0.000	0.000	-2.116
YLR264W	0.000	0.000	3.873
YLR265C	0.000	0.000	-1.745
YLR266C	0.000	0.000	-2.500
YLR267W	0.000	0.000	-1.554
YLR268W	-3.454	0.000	-0.670
YLR269C	0.000	0.000	-2.253
YLR271W	0.000	0.000	-1.784
YLR273C	0.000	0.000	-1.782
YLR278C	0.000	0.000	1.323
YLR279W	0.000	0.000	-1.606
YLR280C	0.000	0.000	-0.700
YLR281C	0.000	0.000	-1.475
YLR282C	0.000	0.000	-2.081
YLR283W	0.000	0.000	-2.256
YLR284C	0.000	0.000	-1.938
YLR285W	0.000	0.000	-1.618
YLR286C	0.000	0.000	-2.449
YLR287C	0.000	0.000	-1.781
YLR287C-A	0.000	0.000	0.728
YLR288C	0.000	0.000	-1.598
YLR289W	0.000	0.000	-2.380
YLR290C	0.000	0.000	-1.672
YLR292C	0.000	0.000	-1.207
YLR294C	0.000	0.000	-1.896
YLR296W	0.000	0.000	-1.683
YLR297W	0.000	0.000	-1.589
YLR299W	0.000	0.000	-2.134
YLR300W	0.000	0.000	-1.991
YLR303W	0.000	0.000	-1.678
YLR304C	0.000	0.000	0.919
YLR306W	0.000	0.000	-2.003
YLR307W	0.000	0.000	-2.210
YLR308W	0.000	0.000	-1.695
YLR309C	0.000	0.000	-1.737
YLR311C	0.000	0.000	-1.329
YLR312C	0.000	0.000	-1.539
YLR313C	0.000	0.000	-2.266
YLR318W	0.000	0.000	-0.632
YLR319C	0.000	-1.357	-2.057
YLR320W	-1.544	0.000	0.000
YLR322W	-2.387	0.000	0.000
YLR324W	0.000	0.000	-1.794
YLR325C	0.000	0.000	-1.741
YLR326W	0.000	0.000	-2.019
YLR327C	0.000	0.000	-1.829
YLR328W	0.000	0.000	-1.232
YLR329W	0.000	0.000	-2.010
YLR330W	0.000	0.000	-1.181
YLR331C	0.000	0.000	-1.844
YLR332W	0.000	0.000	-0.129
YLR334C	0.000	0.000	-2.182
YLR335W	0.000	0.000	0.326
YLR337C	-3.388	0.000	0.000
YLR338W	-1.987	0.000	0.000
YLR341W	0.000	0.000	-2.201
YLR343W	0.000	0.000	-1.889
YLR344W	0.000	0.000	-1.892
YLR345W	0.000	-1.536	-1.497
YLR346C	0.000	0.000	-1.975
YLR348C	0.000	0.000	-1.257
YLR349W	0.000	0.000	-1.599
YLR350W	0.000	0.000	-1.220
YLR351C	0.000	0.000	-1.616
YLR352W	0.000	0.000	-1.481
YLR353W	0.000	0.000	-1.496
YLR354C	0.000	0.000	-0.718
YLR356W	0.000	0.000	-2.130
YLR358C	-2.209	0.000	0.000
YLR360W	0.000	0.000	-0.167
YLR361C	0.000	0.000	-2.006
YLR363C	0.000	0.000	-2.248
YLR364W	0.000	0.000	-0.616
YLR365W	0.000	0.000	-1.627
YLR366W	0.000	0.000	-0.774
YLR367W	0.000	0.000	-1.994
YLR370C	-4.359	0.000	0.000
YLR375W	0.000	0.000	-0.733
YLR376C	0.000	0.000	-1.075
YLR377C	0.000	0.000	-1.442
YLR380W	0.000	0.000	-1.976
YLR381W	0.000	0.000	0.817
YLR382C	-1.343	0.000	0.000
YLR384C	0.000	0.000	1.243
YLR385C	0.000	0.000	-0.986
YLR386W	-1.843	-1.391	0.000
YLR387C	0.000	-1.357	-1.410
YLR388W	0.000	0.000	1.056
YLR389C	0.000	0.000	-0.769
YLR390W	0.000	0.000	-1.678
YLR390W-A	0.000	-1.905	-1.569
YLR392C	0.000	0.000	-1.346
YLR393W	0.000	0.000	-1.649
YLR394W	0.000	0.000	-0.955
YLR395C	0.000	0.000	-1.671
YLR396C	-2.994	0.000	6.943
YLR398C	-3.288	0.000	-0.832
YLR400W	0.000	0.000	-1.731
YLR401C	0.000	0.000	-1.766
YLR402W	0.000	0.000	0.567
YLR404W	0.000	0.000	1.278
YLR405W	0.000	0.000	-1.824
YLR406C	0.000	0.000	0.138
YLR407W	0.000	0.000	-2.921
YLR408C	0.000	0.000	-2.317
YLR410W	0.000	0.000	3.051
YLR412W	0.000	0.000	-0.890
YLR413W	0.000	0.000	-1.709
YLR414C	0.000	0.000	-2.416
YLR415C	0.000	0.000	-1.977
YLR416C	0.000	0.000	-1.965
YLR417W	-2.078	0.000	2.520
YLR418C	0.000	0.000	0.287
YLR420W	0.000	-1.382	-1.604
YLR421C	0.000	0.000	-1.692
YLR422W	0.000	0.000	-0.284
YLR423C	-4.106	0.000	0.000
YLR426W	-1.646	-1.507	0.623
