orf	hom | growth (pooled culture) | glyoxal [20 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | methylglyoxal [8 mM] | YPD | Hoon S~Nislow C, 2011	hom | growth (pooled culture) | glyoxal [80 mM] | YPD | Hoon S~Nislow C, 2011
YGL058W	-3.265	0.0	
YGL066W	-2.722	0.0	7.07714
YGL070C	-1.38	0.0	
YGL163C	-2.161	0.0	
YGL213C	-3.457	0.0	-1.1014993333333334
YGL214W	-3.275	0.0	-0.721407
YGR092W	-4.49	-1.344	-0.3929216666666666
YGR104C	-2.417	0.0	
YGR164W	-1.969	0.0	-2.2871733333333335
YGR167W	-4.237	0.0	
YGR229C	-2.352	-1.277	-0.9514546666666667
YGR252W	-2.993	0.0	4.715603333333333
YGR262C	-1.574	0.0	
YGR271W	-3.706	-1.379	-1.0703669999999998
YHL027W	-1.368	0.0	-1.2528663333333332
YHR013C	-2.649	0.0	2.0470866666666665
YHR025W	-5.858	-2.91	-1.5373
YHR030C	-1.803	0.0	-1.2661003333333334
YHR059W	-2.78	0.0	
YHR167W	-1.464	0.0	-0.8190653333333332
YIL005W	-1.72	0.0	-1.1611626666666666
YIL029C	-2.291	0.0	0.39660119999999993
YIL041W	-2.454	0.0	-0.3151966666666667
YIL052C	-2.187	-4.217	-0.22837793333333334
YIL053W	-3.186	-1.876	-0.3983856666666667
YIL065C	-3.043	0.0	-1.2891033333333333
YIL077C	-3.031	0.0	-1.029641
YIL098C	-2.931	0.0	-0.10051956666666667
YIL110W	-1.756	0.0	0.7179766666666666
YIL148W	-1.388	0.0	-0.03257193333333333
YIR009W	-2.894	0.0	0.8151284333333334
YJL020C	-1.416	0.0	-1.6455798333333331
YJL047C	-1.345	0.0	3.0960366666666665
YJL062W	-1.481	0.0	
YJL092W	-1.502	0.0	0.006247366666666661
YJL101C	-1.674	0.0	-2.0242333333333336
YJL124C	-4.899	0.0	0.09809633333333333
YJL128C	-3.168	-4.907	-1.6259833333333333
YJL140W	-2.761	0.0	
YJL162C	-1.549	0.0	-1.9273533333333333
YJL175W	-1.501	0.0	3.5263533333333332
YJL176C	-2.129	0.0	
YJL183W	-2.758	-2.26	
YJR018W	-3.64	0.0	0.40054233333333333
YJR074W	-1.416	0.0	0.9972076666666666
YJR090C	-2.171	0.0	
YJR102C	-1.67	0.0	3.199503333333334
YJR104C	-3.476	0.0	
YJR139C	-2.569	-2.582	-1.6068202333333332
YKL007W	-1.822	0.0	-0.8406053333333334
YKL054C	-1.577	0.0	2.443026666666667
YKL126W	-3.977	0.0	-0.38557733333333327
YKL212W	-1.678	0.0	3.289946666666667
YKL213C	-1.419	0.0	-1.167508
YKR082W	-3.324	0.0	
YLR006C	-1.29	-3.468	-1.9125066666666666
YLR025W	-1.535	0.0	3.7248599999999996
YLR027C	-4.889	-4.389	-1.1878196666666667
YLR032W	-4.163	0.0	-0.9144003333333334
YLR056W	-2.427	0.0	1.6640800000000002
YLR079W	-2.519	0.0	
YLR087C	-2.644	-1.902	-1.5619433333333335
YLR113W	-2.239	-4.286	-1.9068533333333335
YLR119W	-1.592	0.0	0.17355
YLR148W	-2.318	0.0	6.0768900000000015
YLR200W	-1.862	0.0	2.228302
YLR204W	-2.519	-1.771	-1.5338666666666667
YLR235C	-1.999	0.0	
YLR240W	-2.786	0.0	
YLR268W	-3.454	0.0	-0.6701505
YLR320W	-1.544	0.0	
YLR322W	-2.387	0.0	
YLR337C	-3.388	0.0	
YLR338W	-1.987	0.0	
YLR358C	-2.209	0.0	
YLR370C	-4.359	0.0	
YLR382C	-1.343	0.0	
YLR386W	-1.843	-1.391	
YLR396C	-2.994	0.0	6.943269999999999
YLR398C	-3.288	0.0	-0.8317540000000001
YLR417W	-2.078	0.0	2.51979
YLR423C	-4.106	0.0	
YLR426W	-1.646	-1.507	0.6230246666666667
YML004C	-7.984	-2.407	-2.01696
YML007W	-4.754	-2.014	-0.5995286666666667
YML008C	-1.637	0.0	
YML013W	-2.384	0.0	-0.22635366666666668
YML016C	-2.204	-4.47	-1.1109116666666665
YML032C	-2.588	0.0	
YML034W	-1.351	0.0	-1.2113273333333332
YML073C	-2.267	0.0	0.3189413333333333
YML094C-A	-3.162	0.0	1.6716233333333335
YML094W	-1.949	0.0	
YMR031W-A	-2.769	0.0	-1.7977773333333331
YMR067C	-6.546	0.0	-1.7976033333333332
YMR077C	-1.758	0.0	2.95646
YMR116C	-1.983	0.0	
YMR165C	-1.94	0.0	
YMR190C	-2.489	0.0	0.99019
YMR201C	-2.309	0.0	-1.6177373333333336
YMR202W	-2.073	0.0	
YMR224C	-2.569	0.0	
YMR242C	-2.594	0.0	-1.0056806666666667
YNL001W	-1.549	0.0	-1.9773833333333333
YNL054W	-2.574	0.0	
YNL059C	-3.973	0.0	
YNL064C	-2.743	-1.739	
YNL084C	-2.186	0.0	1.2365066666666666
YNL138W	-2.421	0.0	
YNL139C	-2.877	0.0	
YNL147W	-2.508	0.0	5.357896666666666
YNL204C	-1.369	0.0	-1.0857176666666666
YNL224C	-1.575	-2.316	-0.8178083333333334
YNL229C	-1.647	-3.642	0.21922866666666666
YNL243W	-1.883	0.0	
YNL250W	-2.496	0.0	1.6722366666666666
YNL271C	-2.493	-1.271	-0.08181833333333334
YNL298W	-3.232	-1.617	0.14194133333333334
YNR023W	-2.471	0.0	
YNR052C	-5.048	-2.484	
YOL081W	-1.814	-3.214	-0.03745286666666667
YOL086C	-1.409	0.0	
YOR035C	-2.655	-1.355	
YOR036W	-2.035	0.0	5.31541
YOR043W	-2.228	0.0	-2.317716666666666
YOR076C	-3.996	0.0	-1.71209
YOR104W	-1.834	-3.223	-0.26655633333333334
YOR235W	-1.473	0.0	-0.7931383333333333
YOR290C	-2.133	0.0	5.5942300000000005
YOR322C	-2.482	-2.196	-0.40062423333333336
YOR360C	-1.432	-2.638	-0.46543333333333337
YPL002C	-1.699	0.0	2.963986666666667
YPL022W	-1.744	0.0	-1.6550066666666667
YPL045W	-1.328	0.0	
YPL065W	-1.452	0.0	2.7387166666666665
YPL084W	-1.396	0.0	-2.1342266666666667
YPL120W	-1.567	0.0	-0.5243703333333333
YPL161C	-4.797	0.0	
YPL213W	-2.791	0.0	
YPL227C	-1.535	0.0	-1.3879866666666665
YPL241C	-2.072	0.0	0.037439789999999994
YPL254W	-3.083	0.0	
YPL265W	-2.671	-2.127	-0.493396
YPR070W	-1.949	0.0	-0.013507766666666665
YPR072W	-2.296	0.0	
YPR119W	-1.316	0.0	-0.818397
YPR120C	-1.538	0.0	0.8936696666666667
YPR164W	-1.451	0.0	2.69366
YPR189W	-3.767	0.0	-1.6611566666666668
YBL022C	0.0	-3.312	-1.4753266666666667
YBL031W	0.0	-1.746	-2.5198699999999996
YBL038W	0.0	-1.997	0.8058523333333333
YBL051C	0.0	-3.075	-1.711419
YBR003W	0.0	-1.442	-0.5062943333333333
YBR027C	0.0	-1.699	-1.908993333333333
YBR057C	0.0	-1.666	-1.1203180000000001
YBR120C	0.0	-1.34	-2.3296499999999996
YBR197C	0.0	-1.482	0.5992846333333334
YBR221C	0.0	-2.465	0.31391833333333335
YBR255W	0.0	-1.428	-1.6337000000000002
YBR288C	0.0	-2.874	-1.7882266666666666
YCL055W	0.0	-1.645	-1.0016450000000001
YCL064C	0.0	-1.972	-1.3741160000000001
YCR017C	0.0	-1.281	-1.8921066666666666
YDL021W	0.0	-2.464	-1.4731033333333334
YDL065C	0.0	-1.652	-1.8682100000000001
YDL066W	0.0	-1.866	-1.1711150000000001
YDL117W	0.0	-1.929	-0.15144386666666668
YDL118W	0.0	-3.716	
YDL119C	0.0	-3.718	0.19276133333333337
YDL133W	0.0	-3.247	0.22255693333333335
YDL172C	0.0	-1.97	-1.0521133333333335
YDL173W	0.0	-2.438	-1.5484203333333333
YDL213C	0.0	-1.514	-1.75732
YDR001C	0.0	-3.186	-1.59725
YDR043C	0.0	-1.3	0.3224559
YDR071C	0.0	-1.657	-2.3295166666666667
YDR075W	0.0	-1.985	-1.9863333333333333
YDR146C	0.0	-1.618	-1.4879453333333332
YDR149C	0.0	-2.8	-0.8066469999999999
YDR226W	0.0	-1.759	
YDR249C	0.0	-2.085	-2.0626266666666666
YDR253C	0.0	-3.32	-0.04033583666666667
YDR265W	0.0	-2.178	-1.5240166666666666
YDR289C	0.0	-2.16	-1.2005813333333333
YDR293C	0.0	-3.527	-0.551413
YDR300C	0.0	-1.991	
YDR310C	0.0	-2.318	-2.022726666666667
YDR329C	0.0	-2.28	-1.2686433333333331
YDR423C	0.0	-2.014	-1.9197
YDR475C	0.0	-2.208	-2.174326666666667
YDR477W	0.0	-1.506	
YDR524C	0.0	-1.403	-0.050383333333333336
YEL012W	0.0	-1.819	-1.80633
YER040W	0.0	-2.967	0.702608
YER068C-A	0.0	-1.752	-1.9880000000000002
YER084W	0.0	-1.31	-1.8877933333333334
YER089C	0.0	-1.316	-1.60541
YER113C	0.0	-2.314	-1.6908733333333335
YER123W	0.0	-2.124	-0.9730666666666666
YER149C	0.0	-1.325	-2.527693333333333
YER155C	0.0	-1.519	
YER178W	0.0	-2.019	-0.3734653333333333
YFR040W	0.0	-2.653	0.37035966666666664
YGL115W	0.0	-1.392	0.9906203333333333
YGL133W	0.0	-2.893	-1.7716
YGL148W	0.0	-3.209	-1.0900743333333331
YGL152C	0.0	-2.089	-1.5998333333333334
YGL153W	0.0	-1.764	-1.9217743333333335
YGR027C	0.0	-1.995	-1.2554773333333333
YGR057C	0.0	-2.405	-1.7732166666666664
YGR071C	0.0	-1.64	-1.80467
YGR089W	0.0	-1.704	-2.2318933333333333
YGR106C	0.0	-2.672	-1.6411566666666666
YGR133W	0.0	-2.349	-2.297226666666667
YGR163W	0.0	-2.323	-1.070505
YGR192C	0.0	-2.206	-2.1871733333333334
YGR228W	0.0	-1.479	-1.85515
YGR237C	0.0	-1.628	-2.0163266666666666
YGR259C	0.0	-2.259	-1.5545366666666665
YGR261C	0.0	-2.321	-1.7467033333333333
YHL005C	0.0	-1.736	-1.1266803333333333
YHL009C	0.0	-4.242	-1.82747
YHL023C	0.0	-1.329	-1.585543333333333
YHL044W	0.0	-1.511	-1.6677
YHR009C	0.0	-1.484	-1.8944166666666666
YHR129C	0.0	-2.009	-1.7855800000000002
YHR137W	0.0	-1.528	-0.7022523333333334
YHR178W	0.0	-1.337	0.6864221533333333
YHR206W	0.0	-1.341	-1.5088666666666668
YIL002C	0.0	-1.835	-0.3438011
YIL096C	0.0	-1.432	-0.8842506666666666
YIL097W	0.0	-1.353	0.855174
YIL105C	0.0	-1.296	-0.6720203333333333
YIL107C	0.0	-1.381	-2.5833033333333333
YIL111W	0.0	-1.519	-2.1841933333333334
YIL112W	0.0	-2.131	-1.5261666666666667
YIL114C	0.0	-1.533	-2.283446666666667
YIL116W	0.0	-1.966	-2.1471066666666667
YIL119C	0.0	-3.065	-1.7341066666666667
YIL124W	0.0	-1.833	-2.111056666666667
YIL135C	0.0	-1.41	-1.7840346666666669
YIL137C	0.0	-5.241	-2.0153333333333334
YIL154C	0.0	-4.357	-1.2607333333333333
YIL156W	0.0	-1.751	-1.3024190000000002
YIL160C	0.0	-2.264	-1.2595133333333333
YIL161W	0.0	-1.46	-1.9629766666666668
YIL165C	0.0	-1.524	-1.7795266666666667
YIR001C	0.0	-1.701	-2.06266
YJL024C	0.0	-3.142	-1.4684066666666666
YJL044C	0.0	-1.288	-1.3517733333333333
YJL073W	0.0	-2.006	-2.133366666666667
YJL095W	0.0	-2.014	-2.360006666666667
YJL110C	0.0	-1.926	-1.8964999999999999
YJL120W	0.0	-3.012	0.041478033333333324
YJL121C	0.0	-3.674	-0.27415833333333334
YJL123C	0.0	-1.33	-1.6706333333333332
YJL130C	0.0	-2.026	-1.781583333333333
YJL153C	0.0	-1.599	-2.066133333333333
YJL155C	0.0	-2.384	-1.68172
YJL157C	0.0	-1.828	-1.8927333333333334
YJL159W	0.0	-1.468	-1.9282833333333336
YJL164C	0.0	-1.463	-2.1668366666666667
YJL185C	0.0	-2.191	-1.7185466666666667
YJL192C	0.0	-1.714	-1.56339
YJL201W	0.0	-2.337	-2.28756
YJL211C	0.0	-2.362	-0.7419123333333334
YJL217W	0.0	-1.839	-0.8368223
YJR054W	0.0	-2.491	0.016470333333333326
YJR111C	0.0	-2.487	-1.1127893333333334
YJR142W	0.0	-2.039	-1.9090766666666668
YKL033W-A	0.0	-3.256	-1.5913533333333334
YKL037W	0.0	-1.419	-0.8034496666666667
YKL039W	0.0	-1.386	-2.090256666666667
YKL073W	0.0	-1.789	0.5647289999999999
YKL157W	0.0	-1.353	-1.4075933333333333
YKL176C	0.0	-3.22	-1.032459
YKL197C	0.0	-1.672	-1.5026866666666665
YKR006C	0.0	-2.33	-1.7733066666666666
YKR007W	0.0	-2.049	-1.2221676666666665
YKR074W	0.0	-1.477	1.3753900000000001
YLL021W	0.0	-2.759	-2.5878833333333335
YLR073C	0.0	-1.532	-1.39447
YLR094C	0.0	-1.593	-2.2539166666666666
YLR098C	0.0	-2.476	-1.2999666666666665
YLR191W	0.0	-2.145	-1.4870566666666667
YLR228C	0.0	-1.281	-3.0869533333333337
YLR236C	0.0	-2.114	-2.153973333333333
YLR252W	0.0	-1.622	-1.5523766666666667
YLR319C	0.0	-1.357	-2.056976666666667
YLR345W	0.0	-1.536	-1.4965766666666667
YLR387C	0.0	-1.357	-1.41021
YLR390W-A	0.0	-1.905	-1.56928
YLR420W	0.0	-1.382	-1.6039566666666667
YLR436C	0.0	-2.266	-2.48213
YLR455W	0.0	-1.52	-1.4312666666666667
YML017W	0.0	-2.039	-1.4826326666666665
YML019W	0.0	-1.318	-1.5480099999999999
YML090W	0.0	-1.492	-1.6921966666666668
YML113W	0.0	-2.773	-1.9240966666666666
YML117W	0.0	-2.964	-1.2524173333333335
YML121W	0.0	-2.866	-0.5021723333333333
YMR010W	0.0	-2.832	-1.9169633333333334
YMR053C	0.0	-1.491	-2.2675533333333333
YMR054W	0.0	-3.37	-1.44987
YMR070W	0.0	-4.691	-1.8162433333333332
YMR135C	0.0	-1.896	-1.3730066666666667
YMR152W	0.0	-1.878	-1.7099833333333334
YMR172C-A	0.0	-1.625	-2.0298466666666664
YMR183C	0.0	-1.378	-2.1205866666666666
YMR207C	0.0	-2.166	-1.37353
YMR274C	0.0	-1.85	-2.0831033333333333
YMR275C	0.0	-3.526	2.490820333333333
YMR294W	0.0	-2.189	-1.307062
YNL010W	0.0	-1.493	-2.3111366666666666
YNL068C	0.0	-2.246	-2.54795
YNL070W	0.0	-4.737	-2.0298133333333332
YNL071W	0.0	-1.472	-1.225103
YNL076W	0.0	-1.629	-2.09451
YNL090W	0.0	-1.746	-1.7121666666666666
YNL135C	0.0	-2.322	-1.116738
YNL214W	0.0	-1.629	-1.3160466666666666
YNL239W	0.0	-2.725	-2.03423
YNL283C	0.0	-2.838	-1.79749
YNL307C	0.0	-2.838	-2.031212
YNL314W	0.0	-1.858	-1.3997766666666667
YNL324W	0.0	-1.496	-0.12273033333333334
YNL325C	0.0	-1.418	-1.23789
YNL329C	0.0	-1.278	-1.81574
YNR007C	0.0	-1.771	-2.68427
YNR031C	0.0	-4.376	-2.686336666666667
YNR040W	0.0	-3.142	-2.72798
YOL001W	0.0	-3.672	-0.26856943
YOL087C	0.0	-3.402	-0.8948009999999998
YOL088C	0.0	-2.04	-1.6130366666666667
YOL089C	0.0	-2.643	-0.5624966666666666
YOL138C	0.0	-2.214	-0.8050823333333333
YOR037W	0.0	-1.32	-1.8035766666666666
YOR097C	0.0	-1.266	-1.4624073333333332
YOR158W	0.0	-4.426	-0.36996066666666666
YOR170W	0.0	-1.317	-0.7805003333333334
YOR209C	0.0	-1.389	1.8211666666666666
YOR297C	0.0	-3.092	-0.006249933333333337
YOR304W	0.0	-1.812	-1.84337
YPL060W	0.0	-1.448	-2.0938833333333333
YPL061W	0.0	-1.568	-0.01994600000000002
YPL098C	0.0	-1.602	-0.2552463333333333
YPL115C	0.0	-1.544	-2.3647766666666667
YPL133C	0.0	-1.322	-1.8063033333333334
YPL137C	0.0	-2.293	-2.5841733333333328
YPL196W	0.0	-1.439	-1.2236233333333333
YPL203W	0.0	-2.07	-1.32993
YPL232W	0.0	-1.652	-0.7656253333333334
YPL247C	0.0	-1.453	-1.6106853333333333
YPL250C	0.0	-2.775	-1.1922773333333334
YPL269W	0.0	-1.766	-1.7128233333333334
YPR064W	0.0	-1.291	-1.80307
YPR065W	0.0	-1.83	-1.8549766666666667
YPR074C	0.0	-3.313	-1.0639396666666665
YPR083W	0.0	-2.126	-1.2424746666666666
YPR089W	0.0	-1.323	-1.759185
YPR133W-A	0.0	-1.513	0.39546300000000006
YPR153W	0.0	-1.553	-2.0628433333333334
YAL004W	0.0	0.0	2.6425666666666667
YAL005C	0.0	0.0	2.5079233333333333
YAL007C	0.0	0.0	1.7667766666666667
YAL008W	0.0	0.0	-1.136373
YAL009W	0.0	0.0	0.1517126666666667
YAL011W	0.0	0.0	2.2906066666666667
YAL012W	0.0	0.0	-0.3669285666666667
YAL014C	0.0	0.0	1.4828016666666668
YAL015C	0.0	0.0	0.6821149666666666
YAL017W	0.0	0.0	2.00854
YAL018C	0.0	0.0	0.12663
YAL019W	0.0	0.0	2.07545
YAL020C	0.0	0.0	3.1902333333333335
YAL022C	0.0	0.0	0.36984833333333333
YAL026C	0.0	0.0	4.2943066666666665
YAL027W	0.0	0.0	1.584906666666667
YAL028W	0.0	0.0	1.990843333333333
YAL029C	0.0	0.0	-2.2857266666666667
YAL030W	0.0	0.0	2.4913466666666664
YAL031C	0.0	0.0	0.7588273333333332
YAL034C	0.0	0.0	1.3990133333333334
YAL036C	0.0	0.0	0.8097686666666667
YAL037W	0.0	0.0	-0.12253133333333333
YAL040C	0.0	0.0	1.6127706666666668
YAL042C-A	0.0	0.0	2.4840666666666666
YAL042W	0.0	0.0	2.54424
YAL045C	0.0	0.0	1.7777773333333335
YAL046C	0.0	0.0	-2.2543533333333334
YAL048C	0.0	0.0	-1.96554
YAL049C	0.0	0.0	1.7063963333333332
YAL051W	0.0	0.0	0.7956066666666667
YAL053W	0.0	0.0	3.4937866666666664
YAL054C	0.0	0.0	-2.3435533333333334
YAL055W	0.0	0.0	-2.57036
YAL056C-A	0.0	0.0	0.6033746000000001
YAL056W	0.0	0.0	-1.3566833333333335
YAL058W	0.0	0.0	2.8358066666666666
YAL059W	0.0	0.0	4.360643333333333
YAL060W	0.0	0.0	1.7035433333333332
YAL061W	0.0	0.0	0.13571600000000003
YAL062W	0.0	0.0	2.419473333333333
YAL064C-A	0.0	0.0	-2.3029499999999996
YAL065C	0.0	0.0	1.0629069999999998
YAL066W	0.0	0.0	2.4345533333333336
YAL067C	0.0	0.0	0.7728480000000001
YAL068C	0.0	0.0	2.0796466666666666
YAR002C-A	0.0	0.0	-1.4833633333333331
YAR003W	0.0	0.0	2.9474766666666667
YAR014C	0.0	0.0	5.984153333333334
YAR015W	0.0	0.0	2.16342
YAR018C	0.0	0.0	6.940196666666668
YAR020C	0.0	0.0	0.6691573333333333
YAR023C	0.0	0.0	0.8660233333333333
YAR027W	0.0	0.0	1.5852956666666664
YAR028W	0.0	0.0	0.8996286666666666
YAR029W	0.0	0.0	-2.5978
YAR030C	0.0	0.0	-2.4229633333333336
YAR031W	0.0	0.0	0.9035373333333334
YAR035W	0.0	0.0	1.0168073333333334
YAR042W	0.0	0.0	0.37001400000000007
YAR047C	0.0	0.0	0.9820957
YAR050W	0.0	0.0	-2.1295699999999997
YBL001C	0.0	0.0	-2.54729
YBL002W	0.0	0.0	-1.5017563333333335
YBL003C	0.0	0.0	-1.8800366666666666
YBL005W	0.0	0.0	-2.053126666666667
YBL006C	0.0	0.0	-0.5292456666666667
YBL007C	0.0	0.0	0.7110436666666667
YBL008W	0.0	0.0	-1.6157200000000003
YBL009W	0.0	0.0	-2.2379966666666666
YBL010C	0.0	0.0	-2.2813733333333333
YBL011W	0.0	0.0	-2.2174833333333335
YBL012C	0.0	0.0	-2.1366433333333332
YBL013W	0.0	0.0	-2.1501566666666663
YBL015W	0.0	0.0	-1.9044566666666667
YBL017C	0.0	0.0	-1.68598
YBL019W	0.0	0.0	-1.6078500000000002
YBL021C	0.0	0.0	-1.7502066666666665
YBL024W	0.0	0.0	-0.12756546666666668
YBL027W	0.0	0.0	-2.3724533333333335
YBL028C	0.0	0.0	-1.45319
YBL029W	0.0	0.0	-2.442536666666667
YBL032W	0.0	0.0	-1.3562009999999998
YBL036C	0.0	0.0	-1.3048813333333333
YBL037W	0.0	0.0	-1.85846
YBL039C	0.0	0.0	0.012635333333333332
YBL042C	0.0	0.0	-0.4864051333333333
YBL043W	0.0	0.0	-1.187311
YBL044W	0.0	0.0	-2.29276
YBL045C	0.0	0.0	0.9301236666666668
YBL047C	0.0	0.0	0.16350033333333336
YBL048W	0.0	0.0	-1.8961166666666667
YBL049W	0.0	0.0	-2.5765
YBL052C	0.0	0.0	-1.59547
YBL053W	0.0	0.0	-2.549863333333333
YBL054W	0.0	0.0	-2.8128166666666665
YBL055C	0.0	0.0	-2.1846033333333335
YBL056W	0.0	0.0	-1.5905073333333333
YBL057C	0.0	0.0	-2.0557666666666665
YBL059W	0.0	0.0	-2.121233333333333
YBL060W	0.0	0.0	-1.9733566666666666
YBL061C	0.0	0.0	-1.94878
YBL062W	0.0	0.0	-1.4927599999999999
YBL063W	0.0	0.0	-1.3654256666666669
YBL064C	0.0	0.0	-1.9008833333333335
YBL065W	0.0	0.0	-0.4246868666666666
YBL066C	0.0	0.0	-1.8277400000000001
YBL067C	0.0	0.0	-1.82867
YBL068W	0.0	0.0	-1.6709566666666669
YBL069W	0.0	0.0	-2.120953333333333
YBL070C	0.0	0.0	-1.1237636666666668
YBL071C	0.0	0.0	-0.9173166666666667
YBL072C	0.0	0.0	-0.7571803333333333
YBL075C	0.0	0.0	-1.1621933333333334
YBL078C	0.0	0.0	-2.120906666666667
YBL080C	0.0	0.0	-0.2541643333333333
YBL081W	0.0	0.0	-0.8985
YBL082C	0.0	0.0	-1.4235689999999999
YBL083C	0.0	0.0	-1.99041
YBL085W	0.0	0.0	-1.2267213333333333
YBL086C	0.0	0.0	-0.8254006666666666
YBL087C	0.0	0.0	-0.34161166666666665
YBL088C	0.0	0.0	0.1579176666666667
YBL089W	0.0	0.0	-1.9038833333333331
YBL090W	0.0	0.0	0.9067463333333333
YBL091C	0.0	0.0	-2.350593333333333
YBL091C-A	0.0	0.0	-1.1947930666666666
YBL094C	0.0	0.0	-1.9601533333333332
YBL095W	0.0	0.0	-1.6019166666666667
YBL096C	0.0	0.0	-1.88574
YBL098W	0.0	0.0	-2.6059633333333334
YBL101C	0.0	0.0	0.257383
YBL102W	0.0	0.0	-2.201503333333333
YBL103C	0.0	0.0	-1.3914933333333332
YBL104C	0.0	0.0	-1.57836
YBL106C	0.0	0.0	-1.0773
YBL107C	0.0	0.0	-0.6322706666666665
YBR001C	0.0	0.0	-1.4859733333333331
YBR005W	0.0	0.0	-0.09893063333333331
YBR006W	0.0	0.0	-1.4537133333333332
YBR007C	0.0	0.0	-0.9476636666666666
YBR008C	0.0	0.0	-1.5548866666666668
YBR009C	0.0	0.0	0.08769823333333333
YBR010W	0.0	0.0	-2.3999400000000004
YBR012C	0.0	0.0	-0.6187250000000001
YBR013C	0.0	0.0	-1.6711866666666666
YBR014C	0.0	0.0	-1.8128766666666667
YBR015C	0.0	0.0	0.10451166666666663
YBR016W	0.0	0.0	-1.2812293333333333
YBR018C	0.0	0.0	-1.8880733333333335
