ORF	hom | growth (culture turbidity) | dessication [unknown] | Shima J~Takagi H, 2008
YOR175C	1.003
YOR177C	1.004
YOR178C	0.951
YOR179C	0.936
YOR180C	1.004
YOR182C	0.893
YOR183W	0.896
YOR184W	1.007
YOR185C	1.002
YOR186W	NaN
YOR187W	1.017
YOR188W	0.995
YOR189W	1.027
YOR190W	1.034
YOR191W	0.986
YOR192C	1.005
YOR193W	1.010
YOR195W	0.987
YOR196C	0.954
YOR197W	1.010
YOR198C	0.806
YOR199W	0.358
YOR200W	NaN
YOR201C	NaN
YOR202W	0.984
YOR205C	0.544
YOR208W	0.994
YOR209C	0.497
YOR211C	0.977
YOR213C	0.984
YOR214C	0.989
YOR215C	0.985
YOR216C	0.943
YOR219C	0.995
YOR220W	0.994
YOR221C	0.863
YOR222W	1.005
YOR223W	0.965
YOR225W	0.977
YOR226C	0.960
YOR227W	0.966
YOR228C	0.977
YOR229W	0.998
YOR230W	1.003
YOR231W	0.994
YOR233W	0.996
YOR234C	0.966
YOR235W	0.830
YOR237W	0.991
YOR238W	0.982
YOR239W	0.976
YOR240W	0.972
YOR241W	NaN
YOR242C	1.009
YOR243C	1.022
YOR245C	0.998
YOR246C	1.010
YOR247W	0.962
YOR248W	0.974
YOR251C	0.886
YOR252W	0.985
YOR253W	1.012
YOR255W	0.994
YOR258W	0.907
YOR263C	0.984
YOR264W	0.986
YOR265W	1.001
YOR266W	0.991
YOR267C	1.004
YOR268C	1.005
YOR269W	0.984
YOR270C	0.845
YOR271C	0.994
YOR273C	1.006
YOR274W	0.975
YOR275C	NaN
YOR276W	0.984
YOR277C	1.000
YOR279C	0.998
YOR280C	1.004
YOR283W	0.965
YOR284W	0.981
YOR285W	0.982
YOR286W	0.966
YOR288C	0.999
YOR289W	1.004
YOR290C	0.778
YOR291W	0.992
YOR292C	1.005
YOR293W	0.820
YOR295W	0.855
YOR296W	0.996
YOR297C	1.027
YOR298C-A	0.990
YOR298W	0.996
YOR299W	1.020
YOR300W	0.976
YOR301W	0.996
YOR302W	0.984
YOR303W	1.007
YOR304C-A	0.953
YOR304W	0.982
YOR305W	0.926
YOR306C	1.002
YOR307C	0.978
YOR308C	0.962
YOR309C	0.555
YOR311C	0.971
YOR312C	0.959
YOR313C	1.011
YOR314W	1.012
YOR315W	0.992
YOR316C	1.009
YOR317W	0.981
YOR318C	0.980
YOR320C	0.986
YOR321W	0.990
YOR322C	0.961
YOR323C	0.878
YOR324C	1.018
YOR325W	1.024
YOR327C	0.950
YOR328W	1.000
YOR330C	NaN
YOR331C	0.640
YOR332W	0.757
YOR333C	0.994
YOR334W	0.958
YOR337W	1.016
YOR338W	1.000
YOR339C	0.992
YOR342C	0.997
YOR343C	0.986
YOR344C	1.017
YOR345C	1.011
YOR346W	0.982
YOR347C	0.920
YOR348C	1.021
YOR349W	0.985
YOR350C	0.952
YOR351C	1.011
YOR352W	1.000
YOR354C	0.996
YOR355W	0.955
YOR356W	1.002
YOR357C	1.008
YOR358W	1.031
YOR359W	1.036
YOR360C	NaN
YOR363C	1.003
YOR364W	0.964
YOR365C	1.005
YOR366W	1.011
YOR367W	1.001
YOR368W	0.991
YOR369C	1.019
YOR371C	0.937
YOR374W	1.021
YOR375C	1.003
YOR376W	1.011
YOR377W	0.991
YOR378W	1.000
YOR379C	1.012
YOR380W	0.993
YOR381W	0.992
YOR382W	1.028
YOR383C	1.005
YOR384W	1.029
YOR385W	0.990
YOR386W	1.002
YPL001W	1.013
YPL002C	0.986
YPL003W	1.015
YPL004C	1.005
YPL005W	0.855
YPL006W	1.025
YPL008W	0.831
YPL009C	0.995
YPL013C	0.888
YPL014W	1.001
YPL015C	1.021
YPL017C	0.908
YPL018W	0.913
YPL019C	1.029
YPL021W	0.998
YPL022W	0.975
YPL023C	1.004
YPL024W	0.636
YPL025C	1.015
YPL026C	1.067
YPL027W	1.004
YPL029W	NaN
YPL030W	1.011
YPL031C	0.563
YPL032C	0.936
YPL033C	0.983
YPL034W	1.000
YPL035C	0.987
YPL036W	0.982
YPL037C	0.981
YPL038W	0.979
YPL039W	1.008
YPL040C	0.882
YPL041C	1.010
YPL042C	1.023
YPL045W	0.140
YPL046C	0.986
YPL047W	0.962
YPL048W	1.010
YPL049C	0.964
YPL050C	NaN
YPL051W	0.993
YPL052W	1.004
YPL053C	0.987
YPL054W	1.014
YPL055C	0.909
YPL056C	1.004
YPL057C	0.995
YPL058C	0.996
YPL059W	0.999
YPL060W	0.960
YPL061W	0.990
YPL062W	0.987
YPL064C	1.014
YPL065W	1.011
YPL066W	0.993
YPL067C	1.016
YPL068C	1.033
YPL069C	0.738
YPL070W	1.012
YPL071C	1.014
YPL072W	1.006
YPL073C	0.997
YPL074W	1.033
YPL077C	0.995
YPL078C	NaN
YPL079W	0.987
YPL080C	0.989
YPL081W	1.014
YPL084W	NaN
YPL086C	0.845
YPL087W	1.001
YPL088W	1.003
YPL089C	1.025
YPL090C	0.984
YPL091W	1.007
YPL092W	1.011
YPL095C	0.992
YPL096W	1.005
YPL097W	NaN
YPL098C	0.990
YPL099C	1.015
YPL100W	0.976
YPL101W	0.810
YPL102C	0.822
YPL103C	1.025
YPL104W	0.714
YPL105C	0.982
YPL106C	0.447
YPL107W	0.987
YPL108W	0.974
YPL109C	0.990
YPL110C	1.021
YPL111W	1.005
YPL112C	0.981
YPL113C	0.993
YPL114W	0.997
YPL115C	0.978
YPL116W	0.961
YPL118W	0.343
YPL119C	0.977
YPL120W	0.999
YPL121C	0.994
YPL123C	1.001
YPL125W	0.381
YPL127C	1.008
YPL129W	NaN
YPL130W	0.947
YPL132W	NaN
YPL133C	0.984
YPL134C	0.953
YPL135W	0.996
YPL136W	0.949
YPL137C	NaN
YPL138C	0.943
YPL139C	1.149
YPL140C	0.988
YPL141C	0.979
YPL144W	0.963
YPL145C	0.997
YPL147W	1.002
YPL148C	1.018
YPL149W	0.973
YPL150W	0.961
YPL152W	0.940
YPL154C	0.965
YPL155C	0.982
YPL156C	1.009
YPL157W	0.838
YPL158C	0.957
YPL159C	0.997
YPL161C	0.501
YPL162C	0.985
YPL163C	0.988
YPL164C	0.985
YPL165C	0.982
YPL166W	0.971
YPL167C	0.981
YPL168W	0.979
YPL170W	0.996
YPL171C	0.985
YPL172C	NaN
YPL173W	0.870
YPL174C	0.883
YPL176C	0.985
YPL177C	1.007
YPL178W	0.660
YPL179W	0.975
YPL180W	0.924
YPL181W	0.996
YPL182C	0.943
YPL183C	0.968
YPL183W-A	0.944
YPL184C	1.014
YPL185W	0.979
YPL186C	0.949
YPL187W	0.981
YPL188W	NaN
YPL189W	1.016
YPL191C	1.015
YPL192C	0.987
YPL193W	0.590
YPL194W	0.986
YPL195W	0.986
YPL196W	1.013
YPL197C	1.012
YPL198W	1.015
YPL199C	1.048
YPL200W	1.000
YPL201C	0.984
YPL202C	0.981
YPL203W	0.985
YPL205C	0.921
YPL206C	0.997
YPL207W	0.991
YPL208W	1.045
YPL212C	0.989
YPL213W	0.824
YPL214C	0.910
YPL215W	NaN
YPL216W	1.014
YPL219W	1.018
YPL220W	1.010
YPL221W	1.012
YPL222W	1.002
YPL223C	1.026
YPL224C	1.015
YPL225W	0.955
YPL226W	0.930
YPL227C	0.949
YPL229W	1.020
YPL230W	1.017
YPL232W	0.985
YPL234C	0.677
YPL236C	0.994
YPL239W	0.692
YPL240C	0.992
YPL241C	0.981
YPL244C	0.993
YPL245W	0.981
YPL246C	1.001
YPL247C	1.012
YPL248C	0.992
YPL249C	0.987
YPL250C	0.992
YPL253C	0.930
YPL254W	0.372
YPL256C	0.989
YPL257W	0.998
YPL258C	1.000
YPL259C	0.987
YPL260W	0.954
YPL261C	0.961
YPL262W	1.066
YPL263C	0.984
YPL264C	0.978
YPL265W	0.963
YPL267W	0.987
YPL268W	0.529
YPL269W	0.924
YPL270W	0.963
YPL271W	NaN
YPL272C	0.998
YPL273W	0.994
YPL274W	0.997
YPR001W	0.998
YPR002W	1.000
YPR003C	1.004
YPR004C	1.007
YPR005C	1.006
YPR006C	1.006
YPR007C	1.013
YPR008W	0.995
YPR009W	0.996
YPR011C	0.993
YPR012W	1.016
YPR013C	1.020
YPR014C	0.991
YPR015C	1.003
YPR017C	0.998
YPR018W	0.953
YPR020W	0.978
YPR021C	0.992
YPR022C	0.971
YPR023C	0.968
YPR024W	0.915
YPR026W	1.008
YPR027C	0.998
YPR028W	0.997
YPR029C	0.993
YPR030W	0.982
YPR031W	0.991
YPR032W	0.909
YPR036W	0.711
YPR037C	1.033
YPR038W	1.010
YPR039W	0.982
YPR040W	0.963
YPR042C	0.996
YPR043W	0.893
YPR044C	0.615
YPR045C	0.970
YPR046W	0.950
YPR047W	0.662
YPR049C	0.998
YPR050C	1.004
YPR051W	0.974
YPR052C	0.992
YPR053C	0.980
YPR054W	0.989
YPR057W	0.845
YPR058W	0.976
YPR059C	0.981
YPR060C	0.803
YPR061C	0.947
YPR062W	1.004
YPR063C	1.000
YPR064W	1.014
YPR065W	0.992
YPR066W	0.988
YPR067W	NaN
YPR068C	0.995
YPR069C	0.992
YPR070W	0.764
YPR071W	0.998
YPR072W	NaN
YPR073C	1.004
YPR074C	0.844
YPR075C	0.998
YPR076W	0.998
YPR077C	1.003
YPR078C	1.025
YPR079W	0.990
YPR083W	0.946
YPR084W	0.990
YPR087W	0.867
YPR089W	1.009
YPR090W	0.996
YPR091C	0.992
YPR092W	1.004
YPR093C	0.933
YPR095C	0.993
YPR096C	0.992
YPR097W	0.998
YPR098C	1.014
YPR099C	0.884
YPR100W	0.895
YPR101W	0.252
YPR106W	0.974
YPR109W	0.985
YPR111W	1.007
YPR114W	1.018
YPR115W	1.006
YPR116W	0.865
YPR117W	1.014
YPR118W	1.016
YPR119W	0.945
YPR120C	0.993
YPR121W	0.988
YPR122W	1.007
YPR123C	0.868
YPR124W	0.820
YPR125W	0.993
YPR126C	1.001
YPR127W	0.997
YPR128C	1.005
YPR129W	1.009
YPR130C	0.994
YPR131C	0.502
YPR132W	0.697
YPR133W-A	0.772
YPR134W	0.953
YPR135W	0.497
YPR138C	0.993
YPR139C	0.676
YPR140W	1.000
YPR145W	1.011
YPR146C	0.981
YPR147C	1.002
YPR148C	0.981
YPR149W	0.977
YPR150W	0.989
YPR151C	1.000
YPR152C	1.007
YPR153W	0.998
YPR154W	1.005
YPR155C	1.007
YPR156C	0.991
YPR157W	0.996
YPR158W	0.997
YPR159W	0.597
YPR160W	0.979
YPR163C	0.333
YPR164W	0.792
YPR166C	0.825
YPR167C	0.980
YPR170C	0.975
YPR171W	0.972
YPR172W	0.969
YPR173C	NaN
YPR174C	0.995
YPR179C	0.987
YPR184W	0.981
YPR185W	0.966
YPR188C	1.009
YPR189W	0.981
YPR191W	0.930
YPR192W	0.977
YPR193C	0.983
YPR194C	0.984
YPR195C	0.981
YPR196W	0.960
YPR197C	0.957
YPR198W	0.997
YPR199C	0.994
YPR200C	1.011
YPR201W	1.002
