orf	hom | growth (pooled culture, microarray) | time [5 gen], benzo[a]pyrene [82.5 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [5 gen], benzo[a]pyrene [165 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [5 gen], benzo[a]pyrene [330 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [15 gen], benzo[a]pyrene [82.5 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [15 gen], benzo[a]pyrene [165 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012	hom | growth (pooled culture, microarray) | time [15 gen], benzo[a]pyrene [330 uM] | YPD + DMSO [1%] | O'Connor STF~Vulpe CD, 2012
YLR231C	0.0	0.0	0.0	-4.4	-4.4	-4.8
YLR244C	-3.8	-3.9	-3.7	0.0	0.0	0.0
YLR248W	-1.3	-1.3	-1.5	0.0	0.0	0.0
YLR255C	0.0	0.0	0.0	-1.1	0.0	-1.4
YLR280C	0.0	0.0	0.0	-1.0	0.0	-1.0
YLR283W	0.0	0.0	0.0	0.0	0.0	-1.3
YLR285W	0.0	-1.2	-1.2	0.0	0.0	0.0
YLR286C	-2.2	-2.1	-2.2	2.9	2.3	1.8
YLR287C-A	-1.1	-1.4	-1.3	0.0	0.0	0.0
YLR288C	-0.9	0.0	-1.1	-1.3	-1.1	-1.1
YLR300W	0.0	0.0	0.0	-1.3	-1.2	-1.1
YLR307W	0.0	0.0	0.0	-1.0	0.0	0.0
YLR325C	0.0	0.0	0.0	1.2	1.3	0.0
YLR327C	-2.4	-2.5	-2.5	0.0	0.0	0.0
YLR334C	-1.3	-1.3	-1.3	1.9	1.8	1.7
YLR335W	0.0	0.0	0.0	-1.5	-1.8	-1.7
YLR337C	-1.8	0.0	-2.0	0.0	0.0	0.0
YLR338W	-1.3	0.0	0.0	0.0	0.0	0.0
YLR341W	-1.4	-1.5	-1.5	1.9	1.7	1.6
YLR349W	-1.9	-1.8	-2.0	3.0	3.0	3.0
YLR351C	-1.2	-1.2	-1.2	1.2	1.4	1.4
YLR354C	-2.3	-2.4	-2.3	2.8	0.0	0.0
YLR356W	-1.5	-1.4	-1.5	0.0	0.0	0.0
YLR360W	-2.0	-2.2	-2.2	2.4	2.6	2.4
YLR370C	0.0	0.0	-1.3	0.0	0.0	0.0
YLR372W	-1.4	-1.6	0.0	0.0	0.0	0.0
YLR408C	-1.8	-1.8	-1.9	0.0	0.0	0.0
YLR413W	-1.5	-1.3	-1.4	0.0	0.0	0.0
YLR421C	0.0	0.0	0.0	0.0	0.0	-1.5
YLR437C	-1.2	-1.3	-1.2	1.1	1.0	0.0
YLR448W	-1.8	-2.0	-1.9	0.0	0.0	0.0
YLR454W	-1.6	-1.5	-1.6	0.0	0.0	0.0
YLR456W	0.0	-1.1	-1.1	0.0	0.0	0.0
YML007W	0.0	0.0	0.0	1.8	1.7	1.7
YML008C	0.0	-1.7	-1.4	0.0	0.0	0.0
YML009C	-4.3	-4.1	-4.2	4.8	4.4	4.1
YML009W-B	-1.2	-1.6	-1.3	0.0	0.0	0.0
YML013W	0.0	0.0	0.0	0.0	0.0	1.6
YML014W	-1.7	-1.7	-1.3	0.0	0.0	0.0
YML022W	-1.4	-1.3	-1.4	0.0	0.0	0.0
YML027W	-1.3	-1.4	-1.4	1.9	1.6	1.6
YML028W	0.0	0.0	0.0	0.0	0.0	1.1
YML032C	-1.6	-1.9	-1.4	0.0	0.0	0.0
YML035C	0.0	0.0	0.0	4.9	4.9	4.9
YML066C	0.0	0.0	0.0	0.0	-1.0	0.0
YML068W	-1.1	-1.1	0.0	1.2	1.3	1.2
YML070W	0.0	0.0	0.0	0.0	-1.7	-1.7
YML071C	-1.5	-1.4	-1.5	0.0	0.0	0.0
YML075C	-1.4	-1.3	-1.4	2.3	2.2	2.0
YML079W	-4.0	-4.1	-4.1	-4.3	-4.2	-4.6
YML101C	0.0	0.0	0.0	0.0	0.0	1.1
YML106W	-1.5	-1.5	-1.6	0.0	0.0	0.0
YML117W	0.0	0.0	0.0	1.6	1.3	1.3
YML119W	-3.8	-3.8	-3.8	3.7	3.1	2.8
YMR008C	0.0	0.0	0.0	-1.0	0.0	0.0
YMR040W	0.0	0.0	0.0	-2.2	-2.0	-2.2
YMR054W	0.0	0.0	0.0	1.5	1.4	1.3
YMR069W	0.0	0.0	0.0	1.2	0.0	0.0
YMR073C	0.0	0.0	0.0	-2.1	0.0	0.0
YMR074C	-2.6	-2.6	-2.5	0.0	0.0	0.0
YMR083W	0.0	-0.9	0.0	0.0	0.0	0.0
YMR098C	-1.4	-1.5	-1.4	0.0	0.0	-1.7
YMR103C	0.0	0.0	0.0	0.0	-1.6	-1.5
YMR104C	0.0	0.0	0.0	1.0	0.0	0.0
YMR105C	-4.2	-4.3	-4.2	0.0	0.0	0.0
YMR114C	-3.2	-3.1	-3.3	3.4	3.2	3.2
YMR115W	-1.9	-1.8	-2.0	2.5	2.4	2.3
YMR119W	0.0	0.0	0.0	3.9	3.6	3.7
YMR119W-A	-3.4	-3.5	-3.5	0.0	0.0	0.0
YMR121C	0.0	0.0	0.0	-1.7	-1.8	-1.9
YMR124W	0.0	0.0	0.0	0.0	0.0	-1.1
YMR132C	0.0	0.0	0.0	1.5	0.0	1.2
YMR135W-A	-2.1	-2.0	-2.1	0.0	0.0	0.0
YMR147W	0.0	0.0	0.0	-1.1	0.0	0.0
YMR157C	0.0	0.0	0.0	0.0	-1.3	-1.1
YMR158W	0.0	0.0	0.0	1.3	1.3	1.5
YMR158W-B	0.0	0.0	0.0	-2.8	-3.2	-3.2
YMR159C	-1.3	-1.2	-1.3	0.0	0.0	0.0
YMR163C	0.0	0.0	0.0	-1.2	-1.5	-1.4
YMR166C	0.0	0.0	0.0	-1.1	-1.6	-1.7
YMR177W	1.3	0.0	1.3	0.0	0.0	0.0
YMR182C	2.6	2.5	2.6	0.0	0.0	0.0
YMR188C	0.0	0.0	0.0	-1.7	-1.6	-1.5
YMR193C-A	-0.9	-1.0	-0.9	0.0	0.0	0.0
YMR195W	-1.6	-1.3	-1.5	0.0	0.0	0.0
YMR204C	-3.0	-2.9	-3.0	3.4	3.4	3.2
YMR225C	-1.0	0.0	-1.1	0.0	0.0	0.0
YMR228W	0.0	0.0	0.0	0.0	0.0	-1.7
YMR244C-A	-2.2	-2.1	-2.4	0.0	0.0	0.0
YMR245W	0.0	0.0	0.0	1.4	1.1	1.3
YMR255W	-1.3	-1.4	-1.4	0.0	0.0	0.0
YMR273C	0.0	0.0	0.0	-2.1	-1.9	-2.2
YMR280C	0.0	0.0	0.0	-1.6	-2.1	-2.2
YMR284W	-3.1	-2.9	-3.1	3.1	3.3	3.1
YMR286W	1.4	1.4	1.4	0.0	0.0	0.0
YMR291W	-2.2	-2.3	-2.3	0.0	0.0	0.0
YMR294W	0.0	0.0	0.0	0.0	0.0	1.4
YMR295C	-2.4	-2.6	-2.3	0.0	0.0	0.0
YMR299C	-3.1	-3.1	-3.1	3.0	3.3	2.3
YMR311C	0.0	0.0	0.0	1.5	0.0	0.0
YMR312W	0.0	-1.4	-1.1	0.0	0.0	0.0
YMR320W	-1.2	-1.0	-1.1	0.0	0.0	0.0
YNL016W	-1.4	0.0	0.0	0.0	-1.1	0.0
YNL023C	0.0	0.0	0.0	-1.5	0.0	0.0
YNL034W	0.0	0.0	0.0	-1.1	-1.0	-1.1
YNL047C	-3.8	-3.8	-3.9	4.3	4.1	3.9
YNL064C	0.0	0.0	0.0	2.4	0.0	0.0
YNL074C	-3.5	-3.4	0.0	4.0	3.9	3.5
YNL077W	0.0	0.0	1.0	0.0	0.0	0.0
YNL080C	-1.3	0.0	0.0	0.0	0.0	0.0
YNL089C	0.0	0.0	0.0	2.2	0.0	0.0
YNL099C	-1.8	-1.7	-1.7	0.0	0.0	0.0
YNL104C	0.0	0.0	0.0	0.0	1.1	0.0
YNL105W	-2.2	-2.2	-2.2	1.7	1.9	1.7
YNL107W	-1.6	-1.6	-1.2	0.0	0.0	0.0
YNL108C	-2.2	-2.0	-2.2	3.7	3.6	3.6
YNL109W	-1.4	-1.4	-1.4	0.0	0.0	0.0
YNL119W	0.0	0.0	0.0	1.7	0.0	2.0
YNL122C	-1.5	-1.7	-1.5	0.0	0.0	0.0
YNL129W	0.0	0.0	0.0	-1.0	0.0	0.0
YNL130C	-1.7	-1.9	-1.7	0.0	0.0	0.0
YNL140C	-3.4	-3.4	-3.4	3.5	2.8	2.0
