orf	hom | growth (pooled culture) | macbecin II [200-400 uM], temperature [30 C] | YPD + DMSO | McClellan AJ~Frydman J, 2007	hom | growth (pooled culture) | macbecin II [200-400 uM], temperature [37 C] | YPD + DMSO | McClellan AJ~Frydman J, 2007
YJL107C	0.94	0.93529
YJL108C	1.066	0.88039
YJL110C	1.014	0.69194
YJL112W	1.19	0.92753
YJL116C	1.268	1.0127
YJL118W	1.158	1.0506
YJL119C	1.074	1.1674
YJL122W	1.06	1.1313
YJL123C	0.818	1.6251
YJL126W	0.834	1.0109
YJL128C	1.296	1.3582
YJL130C	1.138	1.1443
YJL131C	1.422	2.7238
YJL132W	1.34	0.98379
YJL133W	1.088	0.97788
YJL134W	1.182	0.55267
YJL135W	1.118	0.70155
YJL137C	1.05	0.86098
YJL138C	1.27	2.8602
YJL141C	1.302	0.97507
YJL142C	1.004	1.0507
YJL144W	1.292	1.4213
YJL145W	0.994	1.0261
YJL146W	1.23	0.95286
YJL147C	1.034	0.95231
YJL148W	1.108	1.5308
YJL149W	1.174	1.4787
YJL150W	0.998	0.99794
YJL152W	0.956	0.94319
YJL153C	1.29	1.038
YJL154C	0.616	0.97826
YJL155C	1.006	0.60718
YJL157C	1.296	0.99996
YJL158C	1.338	1.0663
YJL159W	1.094	0.96349
YJL162C	2.29	0.86028
YJL164C	2.802	0.57454
YJL166W	2.794	0.96509
YJL168C	2.104	3.6307
YJL169W	2.302	2.6088
YJL170C	2.554	1.1235
YJL171C	1.17	0.93811
YJL177W	1.452	1.3601
YJL178C	1.108	1.2713
YJL179W	0.618	0.39874
YJL181W	1.274	1.0338
YJL182C	1.146	1.0615
YJL185C	1.138	1.0041
YJL186W	0.864	0.88174
YJL187C	1.45	1.1688
YJL190C	1.296	1.3888
YJL192C	0.902	0.69042
YJL193W	0.826	0.62856
YJL197W	1.144	1.0991
YJL198W	1.074	1.4609
YJL199C	0.944	0.9068
YJL201W	1.128	0.96255
YJL204C	0.766	0.62714
YJL205C	1.124	1.4998
YJL207C	1.064	0.97298
YJL208C	1.086	0.83807
YJL209W	1.406	1.3612
YJL210W	1.174	1.2198
YJL211C	1.122	1.6475
YJL212C	1.138	1.1697
YJL213W	1.004	0.83136
YJL214W	0.92	1.0564
YJL215C	1.024	0.85074
YJL216C	1.06	1.2032
YJL217W	1.144	0.83659
YJL218W	1.106	1.1021
YJR001W	1.34	1.1151
YJR003C	0.996	1.4466
YJR004C	1.038	1.1245
YJR005W	1.136	0.81356
YJR008W	1.052	1.1
YJR009C	1.138	1.0024
YJR010W	1.004	0.94083
YJR011C	1.086	0.94341
YJR014W	0.822	0.76328
YJR015W	1.034	0.95384
YJR019C	1.194	1.1299
YJR020W	1.17	0.99818
YJR021C	1.122	1.0538
YJR024C	1.286	0.96366
YJR025C	1.132	1.1557
YJR031C	1.126	1.2336
YJR033C	1.044	0.76813
YJR035W	1.112	1.1044
YJR036C	1.07	1.1222
YJR037W	1.11	1.1743
YJR038C	1.138	1.3537
YJR039W	1.088	1.1558
YJR040W	0.732	0.58702
YJR043C	0.87	2.9953
YJR044C	1.082	1.0245
YJR048W	1.282	1.3031
YJR049C	1.278	1.3717
YJR050W	1.156	1.5782
YJR051W	1.214	1.0448
YJR052W	1.164	0.9562
YJR053W	0.916	0.59854
YJR054W	0.87	0.62798
YJR056C	1.34	0.647
YJR058C	1.144	0.9484
YJR059W	0.922	1.4994
YJR061W	1.212	1.2015
YJR062C	1.258	1.1566
YJR066W	1.206	0.52295
YJR069C	1.282	1.7923
YJR070C	1.198	2.209
YJR073C	0.818	0.27677
YJR075W	1.404	1.4466
YJR077C	1.65	1.508
YJR078W	1.388	1.3078
YJR079W	1.404	1.3439
YJR080C	1.2	1.2104
YJR082C	1.192	1.8625
YJR083C	1.154	0.72239
YJR084W	1.138	0.74467
YJR087W	1.262	0.88165
YJR088C	0.848	1.0696
YJR091C	1.09	1.0001
YJR092W	1.212	1.323
YJR094C	1.146	0.96447
YJR094W-A	1.396	1.1629
YJR095W	1.462	1.0918
YJR096W	1.298	1.1577
YJR097W	1.186	0.71011
YJR098C	1.282	0.91792
YJR099W	1.244	0.92132
YJR100C	1.256	1.0633
YJR103W	1.162	1.0327
YJR106W	1.232	0.97711
YJR107W	1.42	1.0275
YJR108W	1.102	1.0487
YJR109C	1.172	1.131
YJR110W	1.15	1.0854
YJR111C	0.886	0.50077
YJR115W	1.146	0.96501
YJR116W	1.272	1.0427
YJR117W	1.342	1.6951
YJR119C	1.206	1.0586
YJR120W	1.324	1.4158
YJR121W	1.832	2.054
YJR122W	1.532	
YJR124C	1.206	0.96342
YJR125C	1.236	0.84966
YJR126C	1.256	1.0288
YJR127C	1.306	1.0934
YJR128W	1.486	1.3447
YJR129C	1.432	0.71255
YJR130C	1.496	1.1876
YJR131W	1.316	1.1019
YJR133W	1.436	0.97778
YJR134C	1.366	1.1381
YJR137C	1.116	1.013
YJR139C	1.186	0.65228
YJR140C	0.936	0.86112
YJR142W	1.084	0.59785
YJR144W	1.908	2.1946
YJR146W	1.146	1.1589
YJR147W	1.222	1.0162
YJR148W	1.07	0.83774
YJR149W	0.902	0.95769
YJR150C	1.116	1.0025
YJR152W	1.028	0.83038
YJR153W	1.128	1.1164
YJR154W	1.124	1.2804
YKL001C	1.04	1.0579
YKL005C	1.256	1.0309
YKL007W	1.066	0.95537
YKL008C	1.166	1.0442
YKL010C	1.378	1.1481
YKL011C	1.574	1.3159
YKL015W	1.256	1.1369
YKL017C	1.234	1.1721
YKL020C	1.2	0.97374
YKL023W	1.14	1.1304
YKL025C	0.812	0.51695
YKL026C	1.284	0.92618
YKL027W	1.114	1.1188
YKL029C	1.35	1.0849
YKL030W	1.344	1.0023
YKL031W	1.344	1.2963
YKL032C	1.616	2.5873
YKL033W-A	0.916	0.50988
YKL034W	1.222	0.97332
YKL037W	0.558	0.39844
YKL038W	1.458	0.97261
YKL039W	1.38	0.9429
YKL040C	1.148	1.2529
YKL041W	0.672	0.65784
YKL043W	1.192	1.0033
YKL044W	1.362	1.205
YKL046C	1.118	0.96152
YKL047W	1.22	0.87057
YKL050C	1.086	0.97433
YKL051W	1.244	0.95254
YKL053W	1.608	1.4966
YKL056C	1.804	1.4819
YKL061W	1.242	0.91809
YKL062W	0.96	1.1007
YKL063C	1.194	1.1762
YKL064W	1.218	0.84058
YKL065C	1.264	
YKL066W	1.198	0.87412
YKL067W	1.16	0.8521
YKL068W	1.108	0.80743
YKL069W	1.164	0.77095
YKL070W	1.078	0.91086
YKL071W	1.366	1.0817
YKL072W	1.182	0.75292
YKL074C	1.142	0.71575
YKL075C	1.274	1.1425
YKL076C	1.3	0.90106
YKL077W	0.79	1.9729
YKL079W	1.072	0.94062
YKL081W	1.262	1.0755
YKL084W	1.194	0.71774
YKL085W	1.212	0.97001
YKL086W	1.05	0.85223
YKL087C	1.382	1.0905
YKL090W	1.148	0.96291
YKL091C	1.194	0.82272
YKL092C	1.068	1.083
YKL093W	1.518	0.89181
YKL094W	1.456	0.89004
YKL096W	1.09	0.9694
YKL096W-A	1.296	1.2854
YKL097C	1.154	1.1042
YKL098W	1.106	0.95838
YKL100C	0.922	0.92426
YKL101W	1.206	0.99875
YKL102C	1.122	0.98755
YKL103C	1.178	1.0821
YKL105C	1.144	0.98327
YKL106W	1.03	0.83709
YKL107W	1.13	1.0703
YKL109W	1.13	1.0137
YKL110C	1.664	2.0149
YKL115C	0.98	0.59758
YKL116C	0.996	1.318
YKL117W	0.884	0.54299
YKL120W	1.042	1.3978
YKL121W	1.088	0.7402
YKL123W	1.05	1.0065
YKL124W	1.174	1.0289
YKL127W	1.142	0.92638
YKL128C	1.016	0.99253
YKL129C	1.058	1.0806
YKL130C	1.012	0.99327
YKL131W	1.136	1.0526
YKL132C	1.122	1.1121
YKL133C	1.01	1.0643
YKL135C	0.704	0.79512
YKL136W	1.184	1.1314
YKL137W	1.13	1.2178
YKL140W	1.05	1.2336
YKL142W	1.242	0.92199
YKL146W	1.276	0.99111
YKL147C	1.272	1.0542
YKL149C	1.38	2.513
YKL150W	1.172	1.2509
YKL151C	1.112	0.93681
YKL156W	1.346	1.0924
YKL157W	1.266	1.1705
YKL159C	1.226	1.1247
YKL160W	1.118	0.73912
YKL161C	1.174	1.0
YKL162C	1.206	1.0575
YKL162C-A	1.208	1.2202
YKL163W	1.184	0.9659
YKL164C	1.398	1.46
YKL166C	1.028	0.90306
YKL167C	1.642	1.2357
YKL168C	1.368	1.3696
YKL171W	1.394	1.3811
YKL174C	1.056	1.0267
YKL175W	1.062	1.0043
YKL176C	1.156	1.2073
YKL177W	1.26	1.3511
YKL179C	1.382	1.1279
YKL183W	1.544	1.0454
YKL184W	1.338	1.2783
YKL185W	1.288	1.1283
YKL187C	1.518	1.1773
YKL188C	1.466	1.1159
YKL190W	1.366	1.0751
YKL191W	0.81	0.68353
YKL193C	1.166	1.2724
YKL194C	1.75	0.98424
YKL197C	1.11	1.6522
YKL198C	1.0670000000000002	0.9941800000000001
YKL201C	1.216	1.32855
YKL202W	1.326	1.0772
YKL205W	1.202	0.89543
YKL206C	1.27	3.5892
YKL207W	0.99	1.0817
YKL208W	1.294	1.0048
YKL211C	1.026	1.0228
YKL213C	1.278	1.5725
YKL214C	1.178	1.3263
YKL215C	1.326	1.0869
YKL217W	1.36	1.2687
YKL218C	1.014	1.1688
YKL220C	1.074	1.1514
YKL221W	1.2	1.25
YKL222C	1.14	0.92055
YKR003W	1.18	1.7445
YKR005C	1.128	1.1969
YKR006C	1.088	0.74145
YKR007W	1.05	0.98336
YKR009C	1.212	1.134
YKR010C	1.116	0.96411
YKR012C	1.188	1.0574
YKR013W	1.202	1.2278
YKR014C	1.132	0.97978
YKR015C	1.178	1.0731
YKR016W	1.218	1.4521
YKR017C	1.264	0.9388
YKR018C	1.166	0.8716
YKR019C	0.794	1.5805
YKR021W	1.146	1.1516
YKR023W	1.136	1.0316
YKR026C	1.268	0.97653
YKR027W	1.412	1.4312
YKR028W	1.682	1.8809
YKR029C	1.57	1.8833
YKR030W	1.22	1.4209
YKR031C	2.07	1.4588
YKR032W	1.236	1.3211
YKR033C	1.486	1.1252
YKR034W	1.244	1.2361
YKR035C	1.034	0.59205
YKR035W-A	0.77	0.61092
YKR036C	1.18	1.0542
YKR039W	1.312	1.0727
YKR040C	1.314	1.2234
YKR041W	1.362	0.96874
YKR042W	1.146	0.66562
YKR043C	1.336	1.0737
YKR044W	1.01	1.0035
YKR045C	1.244	1.1784
YKR046C	1.216	0.88209
YKR047W	1.416	1.4959
YKR048C	1.826	2.0899
YKR049C	1.14	1.0012
YKR050W	1.03	1.0808
YKR051W	1.148	1.0365
YKR052C	1.014	0.97565
YKR053C	1.16	0.94464
YKR054C	0.9	0.65185
YKR055W	1.116	0.93862
YKR056W	1.016	0.87482
YKR058W	1.088	1.0526
YKR059W	1.288	1.663
YKR060W	1.084	2.2005
YKR061W	1.076	1.0338
YKR064W	1.288	1.4095
YKR065C	1.182	0.98259
YKR066C	1.192	1.1084
YKR067W	1.254	1.1909
YKR069W	1.168	1.0564
YKR070W	1.13	0.89381
YKR072C	1.064	0.72748
YKR073C	1.18	0.78183
YKR075C	1.062	1.1589
YKR076W	1.204	0.94974
YKR077W	1.442	1.0467
YKR078W	0.988	1.0261
YKR080W	1.222	0.83187
YKR084C	1.24	0.96405
YKR087C	1.296	0.98187
YKR088C	1.342	1.0206
YKR089C	1.176	1.188
YKR090W	1.482	0.88955
YKR091W	1.26	1.3951
YKR093W	0.174	0.15225
YKR094C	1.312	0.76048
YKR095W	1.224	1.1155
YKR096W	1.272	1.264
YKR097W	1.464	1.0625
YKR098C	1.152	1.1856
YKR100C	1.302	1.2899
YKR101W	1.26	1.7694
YKR102W	1.336	1.0211
YKR103W	1.234	1.1733
YKR104W	1.31	1.0588
YKR105C	1.01	1.4461
YKR106W	1.02	1.0882
YLL001W	0.984	0.90793
YLL005C	1.106	0.97106
YLL007C	1.22	1.1628
YLL009C	1.278	1.104
YLL010C	1.106	0.69361
YLL012W	1.128	0.96266
YLL013C	1.348	1.4082
YLL014W	0.928	0.91423
YLL015W	1.004	1.3529
YLL018C-A	2.032	1.2206
YLL019C	1.118	1.0485
YLL020C	1.034	0.97722
YLL021W	0.852	0.83402
YLL023C	1.148	0.84424
YLL024C	1.094	0.95947
YLL025W	1.096	0.89148
YLL026W	1.124	0.99637
YLL028W	1.166	1.0801
YLL029W	1.206	0.9017
YLL030C	1.134	1.2597
YLL032C	0.992	0.84696
YLL038C	1.046	0.84931
YLL039C	1.162	1.1777
YLL040C	0.922	0.61809
YLL041C	1.1	0.86914
YLL042C	1.136	0.88997
YLL046C	0.986	0.95265
YLL047W	1.11	0.88729
YLL048C	0.998	0.8431
YLL049W	1.15	0.96193
YLL051C	1.414	1.1847
YLL052C	2.368	1.15
YLL053C	2.628	0.99832
YLL054C	1.534	1.0294
YLL055W	1.286	1.1356
YLL056C	1.18	0.98948
YLL057C	1.092	0.94937
YLL058W	1.384	0.98758
YLL059C	1.284	1.1518
YLL060C	1.05	1.2006
YLL061W	1.424	1.087
YLL062C	1.124	1.0079
YLL063C	1.386	0.93709
YLR001C	1.542	0.96306
YLR003C	1.708	0.82879
YLR004C	1.778	1.288
YLR006C	1.804	1.0052
YLR011W	1.042	1.0011
YLR012C	0.994	1.0249
YLR013W	1.184	0.98988
YLR014C	1.302	1.6026
YLR015W	1.342	0.98547
YLR016C	1.126	1.5999
YLR017W	1.376	1.1514
YLR018C	1.438	0.75398
YLR019W	1.114	0.90712
YLR020C	0.992	0.66281
YLR021W	1.696	2.4735
YLR023C	0.956	0.71285
YLR024C	1.108	2.2556
YLR027C	1.27	0.98173
YLR028C	1.206	1.2303
YLR030W	1.284	0.93752
YLR031W	1.102	0.93287
YLR032W	1.514	1.66
YLR034C	1.156	0.83401
YLR035C	1.216	0.8995
YLR036C	1.25	0.99017
YLR037C	1.182	1.041
YLR038C	1.278	1.4269
YLR040C	1.068	1.2393
YLR041W	1.116	0.94697
YLR042C	1.156	1.159
YLR043C	1.174	1.5216
YLR044C	1.1	0.55377
YLR046C	1.344	1.2786
YLR047C	1.126	1.2651
YLR049C	1.06	0.97336
YLR050C	1.274	1.1463
YLR053C	1.12	1.0823
YLR054C	1.374	1.0283
YLR055C	0.676	0.29882
YLR057W	0.928	1.0595
YLR058C	1.092	1.2411
YLR059C	1.054	1.0945
YLR063W	1.084	1.0026
YLR064W	1.066	0.93384
YLR065C	1.56	1.0311
YLR070C	1.304	0.99156
YLR072W	1.096	1.0453
YLR073C	1.192	1.0763
YLR077W	1.244	1.2773
YLR080W	0.916	0.78373
YLR081W	1.074	1.0421
YLR082C	1.124	0.93049
YLR083C	1.102	1.944
YLR084C	1.076	
YLR087C	0.638	0.4231
YLR089C	1.182	0.97609
YLR090W	1.232	0.925
YLR092W	1.166	1.0731
YLR093C	1.13	0.91344
YLR094C	1.126	0.99926
YLR095C	1.226	0.87268
YLR096W	1.21	0.79499
YLR097C	1.22	0.99511
YLR098C	1.162	0.90809
YLR099C	1.374	0.92668
YLR102C	1.1	1.2499
YLR104W	0.994	0.93641
YLR107W	1.022	0.91235
YLR108C	1.146	1.177
YLR109W	1.178	0.97013
YLR112W	1.104	0.99708
YLR113W	1.564	1.0896
YLR118C	1.05	0.83828
YLR119W	0.576	0.32947
YLR120C	1.282	0.90491
YLR121C	1.062	0.96501
YLR122C	1.15	1.2238
YLR123C	1.2	1.1202
YLR124W	1.048	0.93707
YLR125W	1.176	1.1252
YLR126C	1.14	0.99709
YLR128W	1.094	0.82297
YLR130C	1.044	1.0163
YLR133W	1.546	1.8122
YLR134W	1.076	0.93008
YLR135W	1.204	1.0596
YLR136C	1.314	1.0299
YLR137W	1.132	1.0162
YLR138W	1.29	0.91062
YLR142W	1.082	0.91447
YLR143W	0.972	0.65334
YLR144C	0.994	1.0312
YLR146C	1.206	1.1011
YLR150W	0.94	1.4217
YLR151C	1.0	1.0448
YLR152C	1.166	0.95459
YLR154C	1.196	1.184
YLR164W	1.186	1.2195
YLR165C	0.992	0.84586
YLR168C	1.14	1.009
YLR169W	1.034	0.83074
YLR170C	1.0	0.93099
YLR171W	0.87	0.73051
YLR172C	1.016	0.75404
YLR173W	1.196	1.0288
YLR174W	1.268	0.87747
YLR176C	1.118	1.0773
YLR177W	1.31	1.0183
YLR178C	1.124	1.0183
YLR179C	1.106	1.0761
YLR180W	1.04	0.36459
YLR181C	1.214	2.1482
YLR183C	1.234	1.506
YLR187W	1.22	1.0096
YLR188W	1.214	1.4075
YLR189C	1.078	0.95542
YLR191W	1.168	1.2123
YLR194C	0.99	0.97558
YLR199C	1.284	1.4259
YLR201C	1.65	1.8214
YLR202C	1.538	1.7716
YLR203C	1.31	0.96773
YLR205C	1.09	0.94664
YLR206W	1.366	0.97822
YLR207W	1.16	0.93066
YLR209C	1.182	1.0065
YLR210W	1.24	0.87891
YLR211C	1.266	0.96759
YLR213C	1.134	0.8451
YLR214W	1.148	0.8206
YLR216C	0.728	1.6785
YLR217W	1.242	1.8817
YLR218C	1.104	0.98381
YLR219W	1.376	1.0117
YLR220W	1.354	0.96058
YLR221C	1.142	2.209
YLR224W	1.172	1.1734
YLR225C	1.27	0.92836
YLR227C	1.156	1.051
YLR228C	1.024	0.73785
YLR231C	1.24	0.94423
YLR232W	1.336	0.70134
YLR236C	1.322	0.90208
YLR237W	1.208	1.0232
YLR238W	1.27	0.70713
YLR241W	1.148	0.82817
YLR246W	1.108	1.3896
YLR247C	1.226	1.1761
YLR248W	1.296	1.1642
YLR250W	1.234	0.95597
YLR252W	1.252	1.6977
YLR253W	1.076	0.78325
YLR254C	1.258	0.83173
YLR255C	1.164	0.80089
YLR257W	1.44	1.0326
YLR258W	1.254	0.89431
YLR262C	0.238	
YLR262C-A	1.112	1.0828
YLR263W	1.22	1.0501
YLR265C	1.186	0.92367
YLR266C	1.134	1.0998
YLR267W	1.148	0.8284
YLR269C	1.266	0.80479
YLR271W	1.28	0.98937
YLR273C	1.202	0.9487
YLR278C	1.248	0.94673
YLR279W	1.282	1.1342
YLR280C	1.256	0.98806
YLR281C	1.214	0.89742
YLR282C	1.28	1.0135
YLR283W	1.176	0.95494
YLR284C	1.19	0.98519
YLR285W	1.046	1.032
YLR286C	1.456	0.96208
YLR287C	1.184	0.90448
YLR287C-A	1.76	2.3973
YLR288C	1.054	0.97043
YLR289W	1.09	1.0119
YLR290C	1.062	0.84898
YLR292C	1.148	0.58275
YLR294C	1.244	1.2342
YLR296W	1.196	0.98748
YLR297W	1.154	1.1681
YLR299W	1.046	0.96388
YLR300W	1.144	1.0069
YLR303W	1.278	1.2403
YLR306W	1.32	1.0293
YLR307W	1.144	1.0716
YLR308W	1.01	0.89836
YLR309C	1.042	0.99153
YLR311C	1.45	1.1988
YLR312C	1.09	0.87892
YLR313C	1.188	0.9925
YLR318W	1.964	2.2731
YLR319C	1.236	0.95839
YLR324W	1.288	1.5126
YLR325C	1.268	1.0328
YLR326W	1.124	1.0123
YLR327C	1.12	1.1698
YLR328W	1.136	1.3203
YLR329W	1.116	1.1647
YLR330W	0.524	0.38886
YLR331C	1.274	0.98898
YLR332W	0.93	0.95218
YLR334C	1.204	0.93436
YLR335W	1.094	1.3076
YLR341W	1.11	1.0059
YLR343W	1.128	1.0772
YLR344W	1.238	2.091
YLR345W	1.242	1.3413
YLR346C	1.077	1.07998
YLR348C	1.246	0.83169
YLR349W	1.222	1.1255
YLR350W	1.076	1.1001
YLR351C	1.288	1.0141
YLR352W	1.25	0.98316
YLR353W	1.102	0.99339
YLR356W	1.16	0.88729
YLR360W	1.364	0.81742
YLR361C	1.034	0.71882
YLR363C	1.526	1.4447
YLR364W	1.318	0.9848
YLR365W	1.266	0.98607
YLR366W	1.62	1.2086
YLR367W	1.734	1.4281
YLR376C	1.538	1.5549
YLR377C	1.534	1.0239
YLR380W	1.09	0.63439
YLR381W	0.902	0.78834
YLR385C	1.118	0.98429
YLR387C	1.202	1.103
YLR389C	1.254	0.98342
YLR390W	1.06	1.1403
YLR390W-A	0.9229999999999999	1.0439
YLR392C	1.076	1.0789
YLR393W	1.218	1.5618
YLR394W	1.192	0.92334
YLR395C	1.292	1.0104
YLR398C	1.42	0.63387
YLR400W	1.09	0.83207
YLR401C	1.112	0.8334
YLR402W	1.386	2.2485
YLR404W	1.028	0.62495
YLR405W	1.584	1.1158
YLR406C	0.934	1.6555
YLR407W	0.4	0.65054
YLR408C	1.024	0.74004
YLR410W	1.1	0.67804
YLR412W	1.7	1.797
YLR413W	1.114	0.9252
YLR414C	1.27	0.74261
YLR415C	1.206	0.92068
YLR416C	1.302	1.0962
YLR417W	0.186	0.2742
YLR420W	1.256	1.2504
YLR421C	1.282	1.1023
YLR422W	1.322	1.0764
YLR427W	1.302	1.2964
YLR428C	1.242	1.0788
YLR429W	1.188	1.3353
YLR431C	1.314	1.0945
YLR432W	1.236	1.2461
YLR433C	1.176	1.1211
YLR434C	1.39	1.5613
YLR436C	0.978	1.1813
YLR437C	1.072	1.119
YLR438W	1.286	1.1145
YLR443W	1.028	0.80412
YLR444C	1.378	0.4756
YLR445W	1.316	1.0792
YLR446W	1.214	0.8224
YLR449W	1.308	0.9443
YLR450W	1.188	1.4108
YLR451W	1.218	0.93055
YLR452C	1.052	1.2552
YLR453C	1.228	1.5576
YLR454W	1.238	1.0357
YLR455W	1.104	1.0444
YLR456W	1.09	0.98079
YLR460C	1.162	0.96928
YLR461W	1.388	1.0407
YML001W	0.71	0.61429
YML002W	1.054	0.92622
YML003W	1.314	0.9849
YML004C	1.508	1.3041
YML005W	1.144	0.97254
YML007W	0.87	0.75854
YML009C	1.13	0.992365
YML011C	1.1	1.1665
YML012W	1.018	1.179
YML016C	1.118	1.32
YML017W	0.736	0.51466
YML018C	1.198	1.3224
YML019W	0.888	0.94543
YML020W	1.126	0.90781
YML021C	1.08	1.093
YML022W	1.002	1.8263
YML027W	1.098	0.91066
YML028W	1.348	1.1435
YML029W	1.038	0.87648
YML030W	1.158	1.047
YML034C-A	1.126	1.5125
YML034W	1.316	1.0884
YML035C	1.172	1.5891
YML037C	1.034	0.72136
YML038C	1.198	1.3912
YML042W	1.184	1.0729
YML047C	1.586	1.2275
YML047W-A	0.956	1.1041
YML048W	1.102	0.90084
YML051W	1.094	0.91458
YML052W	1.09	1.0124
YML053C	1.174	1.0358
YML055W	1.154	1.0704
YML056C	1.11	1.4204
YML057C-A	1.148	1.1692
YML057W	1.122	1.3566
YML058W	1.054	1.5444
YML059C	0.932	0.78243
YML060W	1.324	1.234
YML062C	0.488	
YML066C	1.108	0.97872
YML067C	1.064	1.0173
YML068W	1.212	0.98674
YML070W	1.152	1.0165
YML071C	0.206	3.6549
YML072C	1.29	1.2208
YML074C	1.192	0.91465
YML075C	1.284	1.166
YML076C	1.194	0.87356
YML078W	1.278	1.2317
YML079W	0.878	0.97174
YML080W	0.912	0.95512
YML081C-A	1.446	0.91614
YML082W	1.16	0.94372
YML083C	1.016	1.0081
YML084W	1.1	0.96777
YML086C	1.364	1.0079
YML087C	1.28	1.2498
YML088W	1.068	0.91548
YML089C	1.16	1.1652
YML090W	1.368	1.1399
YML095C	1.2	1.1916
YML096W	1.336	1.0999
YML097C	0.382	
YML099C	1.028	1.1473
YML100W	1.092	0.93253
YML100W-A	1.064	0.9833
YML101C	1.106	0.90655
YML101C-A	1.352	1.0232
YML103C	1.06	1.0745
YML104C	1.062	0.89232
YML106W	1.116	0.8959
YML107C	1.106	1.0081
YML108W	1.002	0.87563
YML109W	1.056	1.255
YML110C	1.18	3.227
YML111W	0.992	0.89164
YML113W	0.926	0.65032
YML116W	1.09	0.82438
YML116W-A	1.128	1.0349
YML117W	0.79	0.5134
YML118W	1.186	1.0541
YML119W	0.974	0.88951
YML120C	1.04	0.89649
YML121W	0.9	0.75972
YML129C	1.282	0.98725
YML131W	1.078	1.2097
YMR003W	1.132	1.123
YMR004W	1.1	0.91342
YMR006C	1.106	0.92832
YMR007W	1.088	0.88393
YMR008C	1.02	0.86759
YMR009W	1.056	0.91311
YMR010W	1.028	1.2535
YMR011W	1.128	1.0854
YMR012W	1.176	0.95119
YMR015C	0.488	0.47873
YMR016C	0.904	1.0123
YMR017W	1.128	0.88539
YMR018W	1.078	0.91483
YMR019W	1.226	0.90257
YMR020W	1.28	1.0504
YMR022W	1.206	0.76636
YMR023C	1.188	1.1858
YMR025W	0.992	0.89653
YMR026C	1.564	1.5478
YMR029C	1.08	1.2144
YMR030W	1.052	1.1981
YMR031C	1.234	1.0027
YMR033W	1.382	1.1076
YMR034C	1.226	1.0935
YMR036C	1.062	0.8593
YMR037C	1.15	0.9724
YMR039C	1.348	1.0102
YMR040W	1.59	1.3362
YMR042W	0.896	1.4033
YMR044W	1.058	1.0974
YMR048W	1.274	1.498
YMR052C-A	1.038	1.3163
YMR052W	0.994	1.2402
YMR053C	0.978	0.77332
YMR054W	0.864	0.68497
YMR055C	1.032	0.61879
YMR056C	1.016	0.85013
YMR057C	1.068	1.0145
YMR058W	1.126	0.88137
YMR062C	0.95	0.87089
YMR065W	1.304	1.0834
YMR067C	1.428	1.5117
YMR069W	1.206	1.4221
YMR070W	0.818	0.47911
YMR071C	1.014	0.83377
YMR073C	2.032	0.99129
YMR074C	1.144	0.9362
YMR075W	1.18	3.2511
YMR081C	1.264	1.2651
YMR082C	1.348	1.4416
YMR083W	1.234	1.2134
YMR084W	1.17	1.0313
YMR085W	0.988	1.0321
YMR086C-A	1.256	1.0667
YMR086W	1.098	0.96945
YMR087W	1.204	1.0351
YMR090W	1.088	1.4455
YMR092C	1.028	1.0065
YMR095C	0.604	0.45127
YMR096W	0.968	0.83275
YMR098C	2.062	4.2962
YMR099C	0.906	0.61471
YMR100W	1.384	1.9056
YMR101C	1.014	0.88582
YMR102C	1.004	0.66476
YMR103C	1.084	1.025
YMR104C	1.104	0.91985
YMR105C	1.034	0.83571
YMR106C	1.208	0.9491
YMR107W	1.096	0.77946
YMR109W	1.014	0.69626
YMR110C	1.094	1.2478
YMR111C	0.872	0.96426
YMR114C	1.068	1.1408
YMR115W	0.832	0.79834
YMR116C	0.84	2.8764
YMR118C	0.884	1.0382
YMR119W	0.866	
YMR119W-A	0.842	1.1242
YMR120C	1.032	1.0381
YMR121C	1.3	0.82332
YMR122C	1.156	1.0802
YMR124W	1.056	0.94032
YMR126C	1.214	1.4005
YMR127C	1.316	2.3502
YMR129W	1.18	0.89296
YMR130W	1.152	1.0445
YMR132C	1.082	1.1011
YMR133W	1.056	1.0844
YMR135C	1.126	1.3381
YMR135W-A	1.026	0.91177
YMR136W	1.13	1.142
YMR137C	1.106	0.93862
YMR138W	1.466	1.0853
YMR139W	1.132	1.0602
YMR140W	1.276	1.1309
YMR141C	1.118	1.1736
YMR144W	1.212	1.235
YMR145C	1.146	0.87929
YMR147W	0.998	1.0584
YMR148W	1.126	0.85825
YMR150C	1.282	1.2801
YMR151W	1.288	1.1691
YMR152W	0.928	0.69369
YMR153C-A	1.134	1.1836
YMR153W	1.206	1.0741
YMR154C	0.526	0.44915
YMR155W	0.97	1.1604
YMR156C	1.186	2.7889
YMR157C	0.984	1.1536
YMR158C-A	1.164	0.97375
YMR158W-B	1.13	0.97581
YMR159C	1.152	1.0326
YMR161W	0.928	0.65362
YMR162C	1.184	1.9321
YMR163C	1.142	1.1647
YMR164C	1.192	1.7195
YMR166C	1.398	1.258
YMR167W	0.91	0.70288
YMR169C	1.164	1.1414
YMR170C	0.922	0.92938
YMR171C	1.026	0.87808
YMR172C-A	1.104	1.1319
YMR172W	1.19	0.9551
YMR173W-A	1.196	1.117
YMR174C	1.2269999999999999	1.075035
YMR175W	1.2040000000000002	1.0069599999999999
YMR176W	1.104	0.96376
YMR177W	1.358	1.4562
