Folder	File	Timepoint	Plate	Replicates	Header	Medium	Date	Hour	Header
143	143_3.dat	3	143	2	Filter 8: 620 H-LKU-trp %Corrected by AB to make unique (2010-06-10)	DiKU-Trp	01-09	12:00pm	H-LKU+trp
143	143_3.dat	3	143	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-09	12:00pm	H-LKU+trp
143	143_3.dat	3	143	2	Filter 8: 620 Jan/09 12:00pm HLKU	HLKU	01-09	12:00pm	Jan/09 12:00pm HLKU
143	143_4.dat	4	143	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-10	2:00pm	H-LKU+noTRP
143	143_4.dat	4	143	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-10	2:00pm	H-LKU+trp
143	143_4.dat	4	143	2	Filter 8: 620 Jan/10 2:00pm HLKU	HLKU	01-10	2:00pm	Jan/10 2:00pm HLKU
144	144_1.dat	1	144	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-07	12:00pm	H-LKU+noTRP
144	144_1.dat	1	144	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-07	12:00pm	H-LKU+trp
144	144_1.dat	1	144	2	Filter 8: 620 Jan/07 12:00pm HLKU	HLKU	01-07	12:00pm	Jan/07 12:00pm HLKU
144	144_2.dat	2	144	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-08	12:00pm	H-LKU+noTRP
144	144_2.dat	2	144	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-08	12:00pm	H-LKU+trp
144	144_2.dat	2	144	2	Filter 8: 620 Jan/08 12:00pm HLKU	HLKU	01-08	12:00pm	Jan/08 12:00pm HLKU
144	144_3.dat	3	144	2	Filter 8: 620 H-LKU+notrp	DiKU-Trp	01-09	12:00pm	H-LKU+notrp
144	144_3.dat	3	144	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-09	12:00pm	H-LKU+trp
144	144_3.dat	3	144	2	Filter 8: 620 Jan/09 12:00pm HLKU	HLKU	01-09	12:00pm	Jan/09 12:00pm HLKU
144	144_4.dat	4	144	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-10	2:00pm	H-LKU+noTRP
144	144_4.dat	4	144	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-10	2:00pm	H-LKU+trp
144	144_4.dat	4	144	2	Filter 8: 620 Jan/10 2:00pm HLKU+noTrp	HLKU	01-10	2:00pm	Jan/10 2:00pm HLKU+noTrp
145	145_1.dat	1	145	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-11	11:00am	H-LKU+noTRP
145	145_1.dat	1	145	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-11	11:00am	H-LKU+trp
145	145_1.dat	1	145	2	Filter 8: 620 Jan/11 11:00am HLKU	HLKU	01-11	11:00am	Jan/11 11:00am HLKU
145	145_2.dat	2	145	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-11	11:00pm	H-LKU+noTRP
145	145_2.dat	2	145	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-11	11:00pm	H-LKU+trp
145	145_2.dat	2	145	2	Filter 8: 620 Jan/11 11:00pm HLKU	HLKU	01-11	11:00pm	Jan/11 11:00pm HLKU
145	145_3.dat	3	145	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-12	11:00am	H-LKU+noTRP
145	145_3.dat	3	145	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-12	11:00am	H-LKU+trp
145	145_3.dat	3	145	2	Filter 8: 620 Jan/12 11:00am HLKU	HLKU	01-12	11:00am	Jan/12 11:00am HLKU
145	145_4.dat	4	145	2	Filter 8: 620 H-LKU+NOTRP	DiKU-Trp	01-13	11:00am	H-LKU+NOTRP
145	145_4.dat	4	145	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-13	11:00am	H-LKU+trp
145	145_4.dat	4	145	2	Filter 8: 620 Jan/13 11:00am HLKU+NOTRP	HLKU	01-13	11:00am	Jan/13 11:00am HLKU+NOTRP
145	145_5.dat	5	145	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-14	11:00am	H-LKU+noTRP
145	145_5.dat	5	145	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-14	11:00am	H-LKU+trp
145	145_5.dat	5	145	2	Filter 8: 620 jan/14 11:00am HLKU	HLKU	01-14	11:00am	jan/14 11:00am HLKU
146	146_1.dat	1	146	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-11	11:00am	H-LKU+noTRP
146	146_1.dat	1	146	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-11	11:00am	H-LKU+trp
146	146_1.dat	1	146	2	Filter 8: 620 Jan/11 11:00am HLKU	HLKU	01-11	11:00am	Jan/11 11:00am HLKU
146	146_2.dat	2	146	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-11	11:00pm	H-LKU+noTRP
146	146_2.dat	2	146	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-11	11:00pm	H-LKU+trp
146	146_2.dat	2	146	2	Filter 8: 620 Jan/11 11:00pm HLKU	HLKU	01-11	11:00pm	Jan/11 11:00pm HLKU
146	146_3.dat	3	146	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-12	11:00am	H-LKU+noTRP
146	146_3.dat	3	146	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-12	11:00am	H-LKU+trp
146	146_3.dat	3	146	2	Filter 8: 620 Jan/12 11:00am HLKU	HLKU	01-12	11:00am	Jan/12 11:00am HLKU
146	146_4.dat	4	146	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-13	11:00am	H-LKU+noTRP
146	146_4.dat	4	146	2	Filter 8: 620 H-LKU+TRP	DiKU+Trp	01-13	11:00am	H-LKU+TRP
146	146_4.dat	4	146	2	Filter 8: 620 Jan/13 11:00am HLKU	HLKU	01-13	11:00am	Jan/13 11:00am HLKU
146	146_5.dat	5	146	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-14	11:00am	H-LKU+noTRP
146	146_5.dat	5	146	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-14	11:00am	H-LKU+trp
146	146_5.dat	5	146	2	Filter 8: 620 Jan/14 11:00am HLKU	HLKU	01-14	11:00am	Jan/14 11:00am HLKU
147	147_1.dat	1	147	2	Filter 8: 620 H-LKU+notrp	DiKU-Trp	01-14	9:30pm	H-LKU+notrp
147	147_1.dat	1	147	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-14	9:30pm	H-LKU+trp
147	147_1.dat	1	147	2	Filter 8: 620 Jan/14 9:30pm HLKU	HLKU	01-14	9:30pm	Jan/14 9:30pm HLKU
147	147_2.dat	2	147	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-15	10:00am	H-LKU+noTRP
147	147_2.dat	2	147	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-15	10:00am	H-LKU+trp
147	147_2.dat	2	147	2	Filter 8: 620 Jan/15 10:00am HLKU	HLKU	01-15	10:00am	Jan/15 10:00am HLKU
147	147_3.dat	3	147	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-15	10:00pm	H-LKU+noTRP
147	147_3.dat	3	147	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-15	10:00pm	H-LKU+trp
147	147_3.dat	3	147	2	Filter 8: 620 Jan/15 10:00pm HLKU	HLKU	01-15	10:00pm	Jan/15 10:00pm HLKU
147	147_4.dat	4	147	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-16	10:00pm	H-LKU+noTRP
147	147_4.dat	4	147	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-16	10:00pm	H-LKU+trp
147	147_4.dat	4	147	2	Filter 8: 620 Jan/16 10:00pm HLKU	HLKU	01-16	10:00pm	Jan/16 10:00pm HLKU
147	147_5.dat	5	147	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-17	10:00pm	H-LKU+noTRP
147	147_5.dat	5	147	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-17	10:00pm	H-LKU+trp
147	147_5.dat	5	147	2	Filter 8: 620 Jan/17 10:00pm HLKU	HLKU	01-17	10:00pm	Jan/17 10:00pm HLKU
148	148_1.dat	1	148	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-14	9:30pm	H-LKU+noTRP
148	148_1.dat	1	148	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-14	9:30pm	H-LKU+trp
148	148_1.dat	1	148	2	Filter 8: 620 Jan/14 9:30pm HLKU	HLKU	01-14	9:30pm	Jan/14 9:30pm HLKU
148	148_2.dat	2	148	2	Filter 8: 620 H-LKU+notrp	DiKU-Trp	01-15	10:00am	H-LKU+notrp
148	148_2.dat	2	148	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-15	10:00am	H-LKU+trp
148	148_2.dat	2	148	2	Filter 8: 620 Jan/15 10:00am HLKU	HLKU	01-15	10:00am	Jan/15 10:00am HLKU
148	148_3.dat	3	148	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-15	10:00pm	H-LKU+noTRP
148	148_3.dat	3	148	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-15	10:00pm	H-LKU+trp
148	148_3.dat	3	148	2	Filter 8: 620 Jan /15 10:00pm HLKU	HLKU	01-15	10:00pm	Jan /15 10:00pm HLKU
148	148_4.dat	4	148	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-16	10:00pm	H-LKU+noTRP
148	148_4.dat	4	148	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-16	10:00pm	H-LKU+trp
148	148_4.dat	4	148	2	Filter 8: 620 Jan/16 10:00pm HLKU	HLKU	01-16	10:00pm	Jan/16 10:00pm HLKU
148	148_5.dat	5	148	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-17	10:00pm	H-LKU+noTRP
148	148_5.dat	5	148	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-17	10:00pm	H-LKU+trp
148	148_5.dat	5	148	2	Filter 8: 620 Jan/17 10:00pm HLKU	HLKU	01-17	10:00pm	Jan/17 10:00pm HLKU
149	149_1.dat	1	149	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-18	1:00pm	H-LKU+noTRP
149	149_1.dat	1	149	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-18	1:00pm	H-LKU+trp
149	149_1.dat	1	149	2	Filter 8: 620 Jan/18 1:00pm HLKU	HLKU	01-18	1:00pm	Jan/18 1:00pm HLKU
149	149_2.dat	2	149	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-18	12:00pm	H-LKU+noTRP
149	149_2.dat	2	149	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-18	12:00pm	H-LKU+trp
149	149_2.dat	2	149	2	Filter 8: 620 Jan/18 12:00pm HLKU	HLKU	01-18	12:00pm	Jan/18 12:00pm HLKU
149	149_3.dat	3	149	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-19	1:00pm	H-LKU+noTRP
149	149_3.dat	3	149	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-19	1:00pm	H-LKU+trp
149	149_3.dat	3	149	2	Filter 8: 620 Jan/19 1:00pm HLKU	HLKU	01-19	1:00pm	Jan/19 1:00pm HLKU
149	149_4.dat	4	149	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-20	1:00pm	H-LKU+noTRP
149	149_4.dat	4	149	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-20	1:00pm	H-LKU+trp
149	149_4.dat	4	149	2	Filter 8: 620 Jan/20 1:00pm HLKU	HLKU	01-20	1:00pm	Jan/20 1:00pm HLKU
149	149_5.dat	5	149	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-21	1:00pm	H-LKU+noTRP
149	149_5.dat	5	149	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-21	1:00pm	H-LKU+trp
149	149_5.dat	5	149	2	Filter 8: 620 Jan/21 1:00pm HLKU	HLKU	01-21	1:00pm	Jan/21 1:00pm HLKU
150	150_1.dat	1	150	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-18	1:00pm	H-LKU+noTRP
150	150_1.dat	1	150	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-18	1:00pm	H-LKU+trp
150	150_1.dat	1	150	2	Filter 8: 620 Jan/18 1:00pm HLKU	HLKU	01-18	1:00pm	Jan/18 1:00pm HLKU
150	150_2.dat	2	150	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-18	12:00pm	H-LKU+noTRP
150	150_2.dat	2	150	2	Filter 8: 620 H-LKU+TRP	DiKU+Trp	01-18	12:00pm	H-LKU+TRP
150	150_2.dat	2	150	2	Filter 8: 620 Jan/18 12:00pm HLKU	HLKU	01-18	12:00pm	Jan/18 12:00pm HLKU
150	150_3.dat	3	150	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-19	1:00pm	H-LKU+noTRP
150	150_3.dat	3	150	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-19	1:00pm	H-LKU+trp
150	150_3.dat	3	150	2	Filter 8: 620 Jan/19 1:00pm HLKU	HLKU	01-19	1:00pm	Jan/19 1:00pm HLKU
150	150_4.dat	4	150	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-20	1:00pm	H-LKU+noTRP
150	150_4.dat	4	150	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-20	1:00pm	H-LKU+trp
150	150_4.dat	4	150	2	Filter 8: 620 Jan/20 1:00pm HLKU	HLKU	01-20	1:00pm	Jan/20 1:00pm HLKU
150	150_5.dat	5	150	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-21	1:00pm	H-LKU+noTRP
150	150_5.dat	5	150	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-21	1:00pm	H-LKU+trp
150	150_5.dat	5	150	2	Filter 8: 620 Jan/21 1:00pm HLKU	HLKU	01-21	1:00pm	Jan/21 1:00pm HLKU
170	170_1.dat	1	170	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-22	11:30am	H-LKU+noTRP
170	170_1.dat	1	170	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-22	11:30am	H-LKU+trp
170	170_1.dat	1	170	2	Filter 8: 620 Jan/22 11:30am HLKU	HLKU	01-22	11:30am	Jan/22 11:30am HLKU
170	170_2.dat	2	170	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-22	11:30pm	H-LKU+noTRP
170	170_2.dat	2	170	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-22	11:30pm	H-LKU+trp
170	170_2.dat	2	170	2	Filter 8: 620 Jan/22 11:30pm HLKU	HLKU	01-22	11:30pm	Jan/22 11:30pm HLKU
170	170_3.dat	3	170	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-24	1:00pm	H-LKU+noTRP
170	170_3.dat	3	170	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-24	1:00pm	H-LKU+trp
170	170_3.dat	3	170	2	Filter 8: 620 Jan/24 1:00pm HLKU	HLKU	01-24	1:00pm	Jan/24 1:00pm HLKU
170	170_4.dat	4	170	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-25	12:00pm	H-LKU+noTRP
170	170_4.dat	4	170	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-25	12:00pm	H-LKU+trp
170	170_4.dat	4	170	2	Filter 8: 620 Jan/25 12:00pHLKU	HLKU	01-25	12:00pm	Jan/25 12:00pHLKU
171	171_1.dat	1	171	2	Filter 8: 620 H-LKU+NOTRP	DiKU-Trp	01-22	11:30am	H-LKU+NOTRP
171	171_1.dat	1	171	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-22	11:30am	H-LKU+trp
171	171_1.dat	1	171	2	Filter 8: 620 Jan/22 11:30am HLKU	HLKU	01-22	11:30am	Jan/22 11:30am HLKU
171	171_2.dat	2	171	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-22	11:30pm	H-LKU+noTRP
171	171_2.dat	2	171	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-22	11:30pm	H-LKU+trp
171	171_2.dat	2	171	2	Filter 8: 620 Jan/22 11:30pm HLKU	HLKU	01-22	11:30pm	Jan/22 11:30pm HLKU
171	171_3.dat	3	171	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-24	1:00pm	H-LKU+noTRP
171	171_3.dat	3	171	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-24	1:00pm	H-LKU+trp
171	171_3.dat	3	171	2	Filter 8: 620 Jan/24 1:00pm HLKU	HLKU	01-24	1:00pm	Jan/24 1:00pm HLKU
171	171_4.dat	4	171	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-25	12:00pm	H-LKU+noTRP
171	171_4.dat	4	171	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-25	12:00pm	H-LKU+trp
171	171_4.dat	4	171	2	Filter 8: 620 Jan/25 12:00pm HLKU	HLKU	01-25	12:00pm	Jan/25 12:00pm HLKU
