ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [24 h] | Lis M~Bobek LA, 2009	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [48 h] | Lis M~Bobek LA, 2009
YNL326C	-0.376	0.428
YNL327W	-0.338	0.091
YNL328C	-0.125	-0.032
YNL329C	-0.561	0.012
YNL332W	-0.209	0.774
YNL333W	-0.199	0.048
YNL334C	0.256	0.512
YNL335W	0.248	0.111
YNL336W	0.047	0.210
YNL338W	0.101	0.229
YNL339C	-0.422	0.047
YNR001C	0.363	0.057
YNR002C	-0.180	-0.331
YNR004W	0.336	0.235
YNR005C	-0.246	-0.158
YNR006W	-0.306	1.244
YNR007C	-0.023	-0.753
YNR008W	0.183	0.220
YNR009W	0.060	0.051
YNR012W	-0.014	0.011
YNR013C	-0.283	0.462
YNR014W	0.400	0.429
YNR015W	-0.039	0.088
YNR018W	0.098	-0.023
YNR019W	0.306	0.147
YNR020C	-0.017	-0.172
YNR021W	0.114	0.051
YNR024W	-0.002	-0.283
YNR025C	0.453	0.158
YNR027W	0.019	0.122
YNR028W	-0.132	0.249
YNR029C	-0.000	-0.128
YNR030W	0.392	0.819
YNR031C	0.302	-0.255
YNR032C-A	0.063	0.069
YNR032W	-0.220	-0.215
YNR033W	0.126	-0.036
YNR034W	0.354	0.166
YNR036C	-0.202	-0.268
YNR037C	-0.306	-0.607
YNR039C	-0.202	-0.511
YNR040W	-0.818	-1.324
YNR041C	-0.371	-0.103
YNR042W	-0.379	-0.312
YNR045W	0.422	-0.368
YNR048W	-0.727	-0.716
YNR049C	-0.371	-0.121
YNR051C	-1.275	-2.450
YNR052C	-2.521	-3.691
YNR055C	0.290	-0.013
YNR056C	0.308	-0.062
YNR057C	-0.184	0.161
YNR058W	0.143	0.240
YNR059W	0.031	0.140
YNR060W	-0.315	0.025
YNR061C	-0.009	-0.055
YNR062C	0.024	0.051
YNR063W	0.051	-0.031
YNR064C	0.145	0.281
YNR065C	0.359	0.180
YNR066C	-0.118	0.082
YNR067C	0.202	0.237
YNR069C	0.411	0.189
YNR070W	0.033	0.464
YNR071C	0.054	0.339
YNR072W	-0.152	0.125
YNR073C	0.073	0.173
YNR075W	0.003	0.190
YOL001W	-0.309	0.862
YOL002C	0.156	0.170
YOL003C	-0.110	0.439
YOL004W	-1.957	-2.597
YOL006C	-0.228	0.372
YOL007C	0.188	0.058
YOL008W	-0.081	-0.040
YOL009C	-0.523	-0.057
YOL011W	0.432	-0.209
YOL012C	0.299	-0.025
YOL013C	-0.569	-0.003
YOL013W-A	0.275	0.343
YOL014W	0.087	0.207
YOL015W	0.203	0.351
YOL016C	0.463	-0.093
YOL017W	0.020	0.246
YOL018C	-0.023	0.012
YOL019W	0.044	-0.236
YOL020W	0.878	-0.162
YOL023W	-0.654	-0.081
YOL024W	0.453	0.184
YOL025W	0.039	0.237
YOL027C	-0.413	-1.318
YOL028C	0.097	-0.069
YOL029C	-0.090	0.238
YOL030W	0.345	0.186
YOL031C	0.401	0.039
YOL032W	0.484	0.151
YOL035C	0.180	0.295
YOL036W	0.577	0.501
YOL037C	0.211	0.224
YOL039W	-0.045	-0.161
YOL041C	0.850	0.824
YOL042W	0.155	-0.337
YOL043C	-0.102	0.147
YOL044W	0.167	0.005
YOL045W	0.306	0.614
YOL046C	-0.056	0.483
YOL047C	-0.014	-0.109
YOL048C	0.046	0.333
YOL049W	-0.351	-0.051
YOL050C	0.105	-0.699
YOL051W	0.526	0.103
YOL052C	0.009	0.331
YOL053C-A	-0.093	-0.067
YOL053W	-0.316	0.106
YOL054W	-0.344	-0.590
YOL055C	-0.364	-0.285
YOL056W	0.529	0.113
YOL057W	0.103	-0.162
YOL058W	0.003	-0.036
YOL059W	-0.101	-0.019
YOL060C	-0.068	-0.430
YOL061W	-0.307	0.146
YOL062C	-0.377	-0.295
YOL063C	-0.030	0.048
YOL064C	-0.078	-0.057
YOL065C	-0.060	-0.336
YOL067C	-0.418	-0.583
YOL068C	0.185	0.126
YOL070C	0.387	-0.131
YOL071W	-0.590	-0.521
YOL072W	0.344	0.637
YOL075C	-0.738	-0.034
YOL076W	-0.881	-0.978
YOL079W	0.086	-0.346
YOL080C	-0.323	-0.292
YOL081W	-0.094	-1.860
YOL082W	-0.047	-0.469
YOL083W	0.541	0.099
YOL084W	-0.614	-0.496
YOL085C	-0.010	0.298
YOL086C	0.111	-0.034
YOL087C	0.016	-0.375
YOL088C	0.414	-0.114
YOL089C	-0.186	-0.488
YOL090W	0.454	0.400
YOL091W	0.356	0.333
YOL092W	0.046	0.247
YOL093W	0.104	0.823
YOL095C	-0.000	0.421
YOL096C	-0.253	0.064
YOL098C	0.004	-0.630
YOL099C	0.386	0.358
YOL100W	0.367	2.000
YOL101C	0.233	0.096
YOL103W	-0.053	0.172
YOL104C	0.272	0.390
YOL105C	0.403	0.008
YOL106W	0.429	0.152
YOL107W	0.440	0.293
YOL108C	0.496	0.351
YOL109W	-0.044	0.354
YOL110W	0.342	0.540
YOL111C	0.278	0.049
YOL112W	-0.266	-0.300
YOL113W	0.269	0.349
YOL114C	-0.276	0.042
YOL115W	0.083	-0.275
YOL116W	0.137	0.081
YOL117W	-0.108	0.287
YOL118C	0.683	0.132
YOL119C	0.189	0.764
YOL121C	-0.163	0.237
YOL122C	0.001	0.068
YOL124C	0.152	0.225
YOL126C	-0.065	-0.349
YOL128C	0.162	-0.194
YOL129W	0.113	0.271
YOL131W	-0.087	-0.309
YOL132W	-0.049	0.234
YOL136C	0.027	0.279
YOL137W	0.350	0.380
YOL138C	-1.242	-1.848
YOL141W	0.489	0.158
YOL143C	-0.149	0.082
YOL147C	0.063	-0.007
YOL148C	-0.444	-0.146
YOL150C	-0.162	-0.132
YOL151W	-0.085	0.141
YOL152W	0.249	0.095
YOL153C	-0.110	0.020
YOL155C	-0.187	-0.468
YOL158C	-0.120	0.143
YOL159C	-0.338	-0.676
YOL160W	0.208	0.351
YOL162W	0.210	0.053
YOL163W	0.082	-0.031
YOR001W	-0.096	-0.075
YOR002W	-0.741	-1.850
YOR003W	-0.103	0.223
YOR005C	0.283	1.258
YOR006C	-0.483	0.279
YOR007C	-0.008	-0.388
YOR008C	-0.083	-0.319
YOR008C-A	-0.222	-0.570
YOR009W	0.312	-0.002
YOR010C	0.041	0.154
YOR011W	0.051	0.152
YOR012W	-0.495	0.333
YOR013W	0.042	0.226
YOR014W	0.194	-0.392
YOR015W	-0.398	-0.609
YOR016C	0.443	-0.311
YOR017W	-0.270	-0.154
YOR018W	-0.610	-0.334
YOR019W	-0.045	0.373
YOR021C	-0.258	0.245
YOR022C	-0.204	0.229
YOR023C	0.045	-0.634
YOR024W	0.104	-0.055
YOR025W	-0.080	0.025
YOR027W	0.183	0.183
YOR028C	0.004	-0.239
YOR029W	0.079	-0.003
YOR030W	-3.774	-4.354
YOR031W	0.275	0.202
YOR032C	0.327	0.367
YOR033C	0.233	-0.090
YOR034C	-0.103	-0.129
YOR035C	-1.919	-3.602
YOR036W	-1.764	-2.684
YOR037W	0.306	-0.186
YOR038C	0.176	-0.203
YOR039W	-1.397	-1.383
YOR040W	0.490	0.256
YOR041C	0.223	0.367
YOR042W	-0.294	0.572
YOR043W	0.218	0.620
YOR044W	0.226	-0.124
YOR045W	0.292	0.219
YOR047C	-0.093	-0.045
YOR049C	0.095	-0.364
YOR050C	-0.265	0.225
YOR051C	-0.223	-1.239
YOR052C	0.331	0.017
YOR053W	-0.431	-0.089
YOR054C	0.017	-0.125
YOR055W	-0.240	-0.036
YOR058C	0.264	0.290
YOR059C	-0.019	0.151
YOR061W	-0.530	-0.922
YOR062C	-0.092	0.074
YOR064C	0.086	-0.266
YOR065W	0.236	0.052
YOR066W	-0.123	-0.395
YOR067C	-0.956	-1.655
YOR068C	-0.904	-1.974
YOR069W	-0.565	-1.355
YOR070C	-0.238	-1.050
YOR071C	0.227	0.620
YOR072W	-0.126	0.028
YOR076C	0.451	1.156
YOR078W	-1.365	-0.067
YOR079C	-0.138	0.268
YOR080W	-0.157	-0.270
YOR081C	0.006	-0.303
YOR082C	0.284	0.619
YOR083W	-0.085	0.497
YOR084W	0.552	0.235
YOR085W	-1.266	-1.027
YOR086C	0.137	-1.186
YOR087W	0.342	-0.234
YOR088W	-0.030	-0.045
YOR089C	-0.701	-1.910
YOR090C	0.537	0.527
YOR091W	-0.042	-1.132
YOR092W	-0.468	-0.262
YOR093C	0.184	1.374
YOR094W	0.031	-0.025
YOR096W	-0.560	-0.593
YOR097C	-0.229	-0.178
YOR099W	0.428	0.412
YOR100C	-0.194	-0.079
YOR101W	0.359	0.430
YOR105W	0.266	-0.014
YOR106W	0.072	-0.902
YOR107W	0.212	0.056
YOR108W	0.025	-0.453
YOR109W	0.128	0.347
YOR111W	-0.330	-0.109
YOR112W	-0.456	-0.716
YOR113W	-0.144	-0.254
YOR114W	-0.138	0.233
YOR115C	0.291	0.213
YOR118W	0.001	-0.140
YOR120W	-0.008	-0.212
YOR121C	0.330	-0.508
YOR123C	-0.261	-0.036
YOR124C	0.259	0.832
YOR125C	-0.037	-0.111
YOR126C	0.043	0.163
YOR127W	0.248	0.005
YOR129C	0.048	-0.241
YOR130C	0.109	-0.463
YOR131C	0.333	0.547
YOR132W	0.100	-0.795
YOR133W	0.484	0.064
YOR134W	0.076	0.458
YOR135C	-0.447	-0.010
YOR136W	0.925	0.217
YOR137C	0.142	-0.212
YOR138C	0.326	0.941
YOR139C	-0.681	-0.062
YOR140W	-0.328	-0.422
YOR141C	-0.140	-0.177
YOR142W	0.027	0.508
YOR144C	0.300	0.169
YOR150W	-0.881	-0.729
YOR152C	-0.035	0.536
YOR153W	-0.388	-0.682
YOR154W	-0.021	-0.009
YOR155C	-0.292	0.122
YOR156C	-0.301	-0.139
YOR158W	-1.552	-1.785
YOR161C	0.339	-0.199
YOR162C	0.330	0.375
YOR163W	-0.321	0.669
YOR164C	-0.101	-0.032
YOR165W	-0.623	-0.479
YOR166C	-0.048	0.375
YOR167C	0.347	0.529
YOR170W	0.525	-0.317
YOR171C	-0.269	-0.218
YOR172W	0.219	0.134
YOR173W	-0.145	0.384
YOR175C	0.534	0.053
YOR177C	0.392	0.557
YOR178C	0.029	0.100
YOR180C	0.271	0.347
YOR182C	-0.966	-1.183
YOR183W	-1.034	-0.545
YOR185C	-0.079	0.202
YOR186W	0.024	-0.502
YOR188W	-0.046	0.072
YOR189W	0.186	-0.468
YOR190W	0.026	-0.052
YOR191W	-0.086	0.249
YOR192C	0.114	-0.420
YOR193W	-0.474	-0.570
YOR195W	0.358	0.951
YOR196C	-0.117	-0.337
YOR197W	-0.388	-0.385
YOR198C	-0.206	-0.167
YOR199W	0.236	0.261
YOR200W	0.374	-0.599
YOR201C	0.326	0.249
YOR202W	0.159	0.558
YOR205C	-0.635	0.874
YOR208W	-0.936	0.024
YOR209C	0.466	-0.556
YOR211C	-0.116	-0.091
YOR213C	0.075	0.362
YOR214C	-0.060	0.312
YOR215C	0.251	0.575
YOR216C	-0.445	0.544
YOR219C	-0.206	0.386
YOR220W	0.242	0.715
YOR221C	-0.041	-0.083
YOR222W	-0.125	0.048
YOR223W	-0.264	-0.295
YOR225W	0.440	0.003
YOR226C	-0.332	0.043
YOR227W	-0.107	0.588
YOR228C	-0.460	0.126
YOR229W	-0.176	0.582
YOR230W	0.301	0.431
YOR231W	0.264	0.578
YOR233W	-0.600	-0.631
YOR234C	-0.104	0.349
YOR235W	-0.259	-0.171
YOR237W	-0.079	0.186
YOR238W	-0.211	-0.023
YOR239W	-0.023	0.168
YOR240W	-0.118	0.597
YOR242C	0.259	0.380
YOR243C	-0.234	0.321
YOR245C	0.423	0.103
YOR246C	0.243	0.052
YOR247W	0.426	0.412
YOR248W	0.394	0.644
YOR251C	0.384	-0.570
YOR252W	-0.028	0.578
YOR253W	-0.042	-0.077
YOR255W	-0.013	0.285
YOR258W	-0.169	-0.184
YOR263C	0.583	0.276
YOR264W	-0.091	-0.055
YOR265W	-0.140	-0.025
YOR266W	-0.270	-0.026
YOR267C	0.030	0.454
YOR268C	-0.362	0.424
YOR269W	0.110	0.241
YOR270C	-0.197	-0.318
YOR271C	0.366	0.125
YOR273C	0.160	0.311
YOR274W	-0.340	-0.572
YOR275C	-4.041	-4.507
YOR276W	0.345	0.027
YOR277C	0.496	0.279
YOR279C	-0.976	0.238
YOR280C	-0.187	-0.131
YOR283W	0.256	0.069
YOR284W	-0.129	0.364
YOR285W	0.054	0.318
YOR286W	-0.135	-0.044
YOR288C	-0.164	-0.343
YOR289W	0.245	-0.016
YOR290C	0.245	-0.017
YOR291W	-0.112	0.130
YOR292C	0.403	0.659
YOR293W	0.279	0.267
YOR295W	-0.328	0.115
YOR296W	0.195	0.953
YOR297C	0.500	0.585
YOR298C-A	0.281	0.401
YOR298W	0.106	0.399
YOR300W	-0.341	-0.022
YOR301W	0.255	0.299
YOR302W	0.418	0.440
YOR303W	-0.188	0.144
YOR304C-A	-0.269	-0.108
YOR304W	0.451	1.192
YOR306C	0.006	-0.020
YOR307C	0.174	0.216
YOR308C	0.388	0.517
YOR309C	-0.074	0.013
YOR311C	0.382	0.744
YOR312C	-0.037	0.068
YOR313C	0.406	0.320
YOR314W	0.202	-0.140
YOR315W	0.196	-0.000
YOR316C	0.102	0.078
YOR317W	-0.327	-0.342
YOR318C	0.357	0.416
YOR320C	0.034	-0.282
YOR321W	0.023	0.115
YOR322C	0.753	1.141
YOR323C	0.416	0.047
YOR324C	0.129	0.496
YOR325W	-0.168	0.180
YOR327C	0.104	-0.366
YOR328W	-0.126	0.327
YOR330C	0.119	-0.317
YOR331C	0.179	0.245
YOR332W	0.289	0.079
YOR333C	0.128	-0.051
YOR334W	-0.088	0.150
YOR337W	-0.267	-0.188
YOR338W	0.161	0.845
YOR339C	0.011	-0.278
YOR342C	-0.143	0.092
YOR343C	0.441	0.297
YOR344C	-0.081	-0.098
YOR345C	0.046	0.098
YOR346W	0.298	0.205
YOR347C	-0.088	0.156
YOR348C	-0.075	0.539
YOR350C	0.059	-0.251
YOR351C	-0.208	-0.036
YOR352W	0.054	0.279
YOR354C	-0.082	0.450
YOR355W	-0.530	-0.398
YOR356W	0.179	1.022
YOR357C	-0.433	0.463
YOR358W	0.164	0.244
YOR359W	0.034	0.443
YOR360C	0.160	-0.452
YOR363C	0.348	-0.565
YOR364W	-0.681	-0.784
YOR365C	0.113	0.250
YOR366W	-0.219	-0.256
YOR367W	0.495	0.385
YOR368W	0.282	0.049
YOR369C	-0.396	0.199
YOR371C	-0.238	-0.959
YOR374W	0.253	0.127
YOR375C	0.036	-0.081
YOR376W	0.608	0.723
YOR377W	-0.440	-0.670
YOR378W	0.398	0.298
YOR379C	0.138	0.098
YOR380W	0.319	0.025
YOR381W	0.368	0.344
YOR382W	0.062	-0.134
YOR383C	0.152	0.128
YOR384W	0.131	-0.106
YOR385W	0.229	-0.052
YOR386W	0.313	-0.016
YPL001W	0.469	0.519
YPL002C	-2.809	-4.622
YPL003W	0.327	0.058
YPL004C	0.248	0.009
YPL005W	0.821	0.494
YPL006W	0.246	0.057
YPL008W	-1.621	-0.810
YPL009C	0.116	0.148
YPL013C	-0.366	-0.556
YPL014W	0.100	-0.155
YPL015C	0.112	0.152
YPL017C	-0.159	-0.251
YPL018W	0.210	-0.127
YPL019C	0.271	0.396
YPL021W	-0.139	-0.015
YPL022W	0.021	-0.090
YPL023C	-0.065	0.006
YPL025C	0.100	0.250
YPL026C	0.019	0.322
YPL027W	0.231	0.056
YPL029W	0.239	0.562
YPL030W	0.404	-0.109
YPL031C	0.277	0.330
YPL032C	-0.047	-0.079
YPL033C	-0.030	-0.022
YPL034W	-0.583	0.034
YPL035C	0.246	-0.603
YPL036W	-0.065	0.173
YPL037C	-0.153	-0.022
YPL038W	0.514	-0.349
YPL039W	0.053	0.348
YPL040C	0.131	-0.560
YPL041C	-0.073	0.248
YPL042C	-1.649	-1.977
YPL045W	-0.347	-0.213
YPL046C	0.152	0.303
YPL047W	0.009	-0.304
YPL048W	0.615	0.390
YPL049C	-0.015	-0.863
YPL050C	0.042	0.603
YPL051W	-0.302	-0.215
YPL052W	0.085	0.780
YPL053C	-0.028	0.785
YPL054W	-0.023	0.232
YPL055C	0.389	-0.044
YPL056C	0.265	0.774
YPL057C	-0.969	-1.206
YPL058C	0.091	0.082
YPL059W	-0.089	0.299
YPL060W	0.125	0.091
YPL061W	0.146	0.267
YPL062W	-0.408	-0.406
YPL064C	-0.160	0.185
YPL065W	-3.878	-4.830
YPL066W	-0.165	-0.145
YPL067C	-0.042	0.217
YPL068C	0.054	0.106
YPL069C	-0.170	-0.305
YPL070W	0.880	0.154
YPL071C	0.228	-0.037
YPL072W	0.473	-0.031
YPL073C	0.848	-0.025
YPL074W	0.175	-0.132
YPL077C	0.529	-0.083
YPL078C	0.015	-0.314
YPL079W	0.314	1.452
YPL080C	0.093	0.668
YPL081W	-0.195	0.177
YPL084W	0.230	0.211
YPL086C	-0.320	-0.509
YPL087W	0.571	0.275
YPL088W	0.395	0.089
YPL089C	0.260	0.638
YPL090C	0.584	0.113
YPL091W	-0.192	-0.350
YPL092W	-0.139	0.143
YPL095C	-0.230	-0.026
YPL096W	0.036	0.335
YPL097W	-0.119	-0.077
YPL098C	-0.069	-0.115
YPL099C	0.376	0.455
YPL100W	-0.142	-0.091
YPL101W	0.151	-1.196
YPL102C	-0.400	-0.677
YPL103C	0.064	-0.100
YPL104W	0.094	0.194
YPL105C	0.109	0.251
YPL106C	0.177	-0.102
YPL107W	0.075	-0.247
YPL108W	0.415	0.418
YPL109C	0.113	-0.040
YPL110C	0.022	0.327
YPL111W	0.158	0.064
YPL112C	-0.248	-0.552
YPL113C	0.441	-0.368
YPL114W	0.201	-0.066
YPL115C	-0.036	0.190
YPL116W	-0.109	0.117
YPL118W	0.686	-0.764
YPL119C	0.011	-0.071
YPL120W	-0.696	-2.334
YPL121C	-0.010	0.111
YPL123C	0.156	0.025
YPL125W	0.047	-0.232
YPL127C	-0.150	-0.296
YPL129W	-0.425	-0.116
YPL130W	-0.103	-0.090
YPL132W	-0.141	-0.151
YPL133C	-0.608	-0.366
YPL134C	0.010	0.193
YPL135W	0.487	0.048
YPL136W	-1.064	-1.231
YPL137C	-0.239	-0.729
YPL138C	0.306	0.555
YPL139C	0.852	1.390
YPL140C	0.048	0.197
YPL141C	0.123	-0.169
YPL144W	0.203	-0.507
YPL145C	0.324	-0.062
YPL147W	0.280	0.176
YPL148C	-0.311	0.236
YPL149W	-0.413	-0.329
YPL150W	-0.162	-0.271
YPL152W	-0.307	-0.154
YPL154C	-0.261	0.299
YPL155C	-0.467	0.522
YPL156C	-0.249	-0.026
YPL157W	0.712	0.506
YPL158C	0.087	-0.025
YPL159C	-0.177	-0.176
YPL161C	0.354	1.085
YPL162C	-0.176	0.201
YPL163C	0.135	0.179
YPL164C	0.034	0.196
YPL165C	0.182	0.137
YPL166W	-0.292	-0.094
YPL167C	-0.259	-0.013
YPL168W	0.111	0.145
YPL170W	-0.091	0.061
YPL171C	0.048	0.302
YPL172C	-0.195	-0.722
YPL173W	0.055	-0.018
YPL174C	-0.499	-0.445
YPL176C	-0.556	-1.349
YPL177C	0.119	0.439
YPL178W	0.249	-1.244
YPL179W	0.178	-0.094
YPL180W	0.215	0.150
YPL181W	-0.294	1.036
YPL182C	-0.634	0.428
YPL183C	0.482	0.088
YPL183W-A	-0.152	0.058
YPL184C	-0.506	0.185
YPL185W	-0.880	0.056
YPL186C	0.564	0.277
YPL187W	0.143	0.149
YPL189W	-0.126	-0.233
YPL191C	0.085	0.936
YPL192C	0.104	0.028
YPL193W	-0.508	-0.594
YPL194W	0.123	0.149
YPL195W	-0.062	-1.145
YPL196W	-0.255	0.151
YPL197C	0.318	-0.163
YPL198W	-0.066	-0.169
YPL199C	0.699	0.203
YPL200W	-0.042	-0.318
YPL201C	-0.059	0.115
YPL202C	-0.522	-0.242
YPL203W	0.143	0.173
YPL205C	-0.630	-1.669
YPL206C	-0.640	-0.420
YPL207W	0.214	-0.128
YPL212C	0.534	0.873
YPL213W	0.212	0.289
YPL214C	-0.265	-0.069
YPL215W	-0.093	-0.483
YPL216W	0.476	0.404
YPL219W	0.176	0.187
YPL220W	0.059	0.063
YPL221W	0.097	0.264
YPL222W	-0.123	-0.352
YPL223C	0.064	-0.038
YPL224C	-0.175	-0.065
YPL225W	0.286	-0.128
YPL226W	0.155	0.473
YPL227C	-0.622	-1.301
YPL229W	0.166	0.178
YPL230W	0.335	-0.041
YPL232W	-0.398	-0.128
YPL234C	-0.711	-0.560
YPL236C	0.058	0.560
YPL239W	-0.532	-0.278
YPL240C	0.193	-0.119
YPL241C	-0.853	-0.203
YPL244C	-0.233	-0.005
YPL245W	0.029	-0.294
YPL246C	0.189	0.407
YPL247C	-0.056	0.451
YPL248C	0.125	0.077
YPL249C	-0.067	0.055
YPL250C	-0.077	-0.355
YPL253C	-0.367	-0.662
YPL254W	0.205	-0.282
YPL256C	-0.360	-0.196
YPL257W	0.181	0.254
YPL258C	0.046	0.159
YPL259C	-0.491	-0.698
YPL260W	0.043	0.168
YPL261C	-0.370	-0.806
YPL263C	0.350	0.296
YPL264C	0.233	0.197
YPL265W	-1.134	-2.382
YPL267W	0.228	0.550
YPL268W	-0.329	-0.423
YPL269W	-0.739	-0.597
YPL270W	-0.023	0.003
YPL271W	0.102	-0.236
YPL272C	-0.208	-0.653
YPL273W	0.219	-0.049
YPL274W	-0.399	-0.120
YPR001W	0.450	0.033
YPR002W	0.277	0.130
YPR003C	0.360	0.002
YPR004C	0.576	0.142
YPR005C	0.411	0.007
YPR006C	0.902	0.365
YPR007C	0.398	-0.145
YPR008W	-0.086	0.305
YPR009W	-0.599	0.012
YPR011C	0.207	0.351
YPR012W	0.151	0.405
YPR013C	-0.261	0.204
YPR014C	0.016	0.321
YPR015C	0.515	0.423
YPR017C	0.066	-0.126
YPR018W	0.143	0.496
YPR020W	0.335	0.247
YPR021C	0.076	0.699
YPR022C	-0.037	-0.053
YPR023C	-0.398	-0.684
YPR024W	-0.536	0.082
YPR026W	0.364	0.600
YPR027C	0.347	0.165
YPR028W	0.178	0.127
YPR029C	-0.577	-0.282
YPR030W	0.091	0.259
YPR031W	0.283	-0.243
YPR032W	-0.582	-1.280
YPR036W	0.492	0.044
YPR037C	0.379	0.378
YPR038W	0.082	0.687
YPR039W	0.284	0.432
YPR040W	0.559	1.413
YPR042C	0.211	-0.177
YPR043W	-0.204	0.056
YPR044C	-0.006	0.486
YPR045C	0.128	0.189
YPR046W	-0.201	-0.562
YPR047W	0.918	0.106
YPR049C	0.012	0.150
YPR050C	0.102	-0.015
YPR051W	-0.177	-0.332
YPR052C	0.253	0.794
YPR053C	0.159	0.538
YPR054W	0.339	0.251
YPR057W	0.004	0.042
YPR058W	0.105	0.050
YPR059C	0.334	-0.219
YPR061C	-0.228	-0.829
YPR062W	0.400	0.068
YPR063C	0.456	0.221
YPR064W	0.128	0.018
YPR065W	0.058	-0.223
YPR066W	0.667	0.298
YPR067W	-0.536	-0.593
YPR068C	0.297	0.082
YPR069C	0.079	0.259
YPR070W	-1.472	-0.939
YPR071W	0.301	0.358
YPR072W	0.265	0.168
YPR073C	-0.209	0.595
YPR074C	0.261	0.587
YPR075C	-0.034	0.340
YPR076W	0.259	-0.001
YPR077C	0.287	0.308
YPR078C	-0.079	0.257
YPR079W	0.181	0.491
YPR083W	0.068	-0.148
YPR084W	0.069	-0.111
YPR087W	0.191	-0.364
YPR089W	0.485	0.046
YPR090W	0.399	-0.418
YPR091C	-0.002	0.006
YPR092W	-0.470	0.057
YPR093C	-0.034	0.085
YPR095C	0.407	0.592
YPR096C	0.320	0.202
YPR097W	0.464	0.648
YPR098C	0.249	0.133
YPR099C	0.198	-0.362
YPR100W	0.219	0.106
YPR101W	-1.773	-2.197
YPR106W	0.044	-0.076
YPR109W	0.287	0.015
YPR111W	0.186	0.526
YPR114W	-0.175	0.090
YPR115W	0.398	0.590
YPR116W	-0.067	0.036
YPR117W	0.576	0.472
YPR118W	-0.056	-0.051
YPR119W	-0.048	-0.107
YPR120C	-0.122	-0.070
YPR121W	0.156	0.150
YPR122W	0.308	0.184
YPR123C	-0.318	-0.369
YPR124W	0.309	0.236
YPR125W	0.180	0.370
YPR126C	0.306	0.498
YPR127W	0.158	0.006
YPR128C	0.055	0.256
YPR129W	-0.127	-0.240
YPR130C	0.085	-0.196
YPR131C	0.162	-0.052
YPR132W	-0.461	0.045
YPR133W-A	0.440	0.369
YPR134W	0.047	0.071
YPR135W	0.142	-0.414
YPR138C	0.273	0.134
YPR139C	0.229	0.371
YPR140W	0.481	0.214
YPR145W	0.255	0.301
YPR146C	0.013	0.045
YPR147C	0.390	0.169
YPR148C	-0.057	0.395
YPR149W	-0.062	0.498
YPR150W	0.011	0.090
YPR151C	0.080	0.286
YPR152C	0.502	0.516
YPR153W	-0.213	-0.088
YPR154W	0.180	0.364
YPR155C	-0.362	-0.080
YPR156C	-0.217	-0.245
YPR157W	0.115	0.008
YPR158W	0.044	0.128
YPR159W	-0.547	-0.572
YPR160W	-0.643	0.166
YPR164W	-0.106	-0.439
YPR166C	-0.055	-0.158
YPR167C	0.227	1.042
YPR170C	0.399	0.026
YPR171W	0.056	0.183
YPR172W	0.398	0.171
YPR173C	-0.118	-0.036
YPR174C	0.263	-0.015
YPR179C	0.046	0.127
YPR184W	-0.533	-0.382
YPR185W	-0.267	-0.416
YPR188C	0.315	0.074
YPR189W	0.122	0.756
YPR191W	-0.549	-0.353
YPR192W	-0.239	-0.062
YPR193C	0.088	-0.133
YPR194C	-0.122	0.047
YPR195C	0.022	-0.337
YPR196W	0.163	0.029
YPR197C	-0.480	-1.434
YPR198W	0.351	0.580
YPR199C	0.305	0.035
YPR200C	0.059	-0.085
YPR201W	0.211	-0.278
