orf	hap alpha | utilization of fatty acids (formation of clear zone on agar) | oleic acid [0.1%] | Smith JJ~Aitchison JD, 2006	hap alpha | utilization of fatty acids (formation of clear zone on agar) | tetradecanoic acid [0.125%] | Smith JJ~Aitchison JD, 2006	hap alpha | growth (colony size) | acetate [2%] | Smith JJ~Aitchison JD, 2006
YLR306W	3.0	3.0	3.0
YLR307W	3.0	3.0	3.0
YLR308W	3.0	3.0	3.0
YLR309C	3.0	3.0	3.0
YLR311C	3.0	3.0	3.0
YLR312C	3.0	3.0	3.0
YLR312W-A	1.0	1.0	1.0
YLR313C	3.0	3.0	3.0
YLR315W	3.0	3.0	3.0
YLR318W	1.0	1.0	1.0
YLR319C	3.0	3.0	3.0
YLR320W	3.0	3.0	3.0
YLR322W	3.0	2.0	3.0
YLR324W	3.0	3.0	3.0
YLR325C	3.0	3.0	3.0
YLR326W	3.0	3.0	3.0
YLR327C	3.0	3.0	3.0
YLR328W	3.0	3.0	3.0
YLR329W	3.0	3.0	3.0
YLR330W	2.0	2.0	2.5
YLR331C	3.0	3.0	3.0
YLR332W	3.0	3.0	3.0
YLR333C	3.0	3.0	3.0
YLR334C	3.0	3.0	3.0
YLR335W	3.0	3.0	3.0
YLR337C	1.0	1.0	1.0
YLR338W	3.0	3.0	3.0
YLR341W	3.0	3.0	3.0
YLR342W	3.0	3.0	3.0
YLR343W	3.0	3.0	2.0
YLR344W	3.0	3.0	3.0
YLR345W	3.0	3.0	3.0
YLR346C	3.0	3.0	3.0
YLR348C	3.0	3.0	3.0
YLR349W	3.0	3.0	3.0
YLR350W	3.0	3.0	3.0
YLR351C	3.0	3.0	3.0
YLR352W	3.0	3.0	3.0
YLR353W	3.0	3.0	3.0
YLR354C	3.0	3.0	3.0
YLR356W	3.0	3.0	3.0
YLR357W	3.0	3.0	3.0
YLR358C	3.0	2.0	3.0
YLR360W	3.0	3.0	3.0
YLR361C	3.0	3.0	3.0
YLR362W	1.0	2.0	2.5
YLR363C	3.0	3.0	3.0
YLR364W	3.0	3.0	3.0
YLR365W	3.0	3.0	3.0
YLR366W	3.0	3.0	3.0
YLR367W	3.0	3.0	3.0
YLR368W	1.0	1.0	1.0
YLR369W	1.0	1.0	1.0
YLR370C	3.0	3.0	3.0
YLR371W	3.0	3.0	3.0
YLR372W	3.0	3.0	3.0
YLR373C	3.0	3.0	3.0
YLR374C	3.0	3.0	3.0
YLR375W	3.0	3.0	3.0
YLR376C	3.0	3.0	3.0
YLR377C	1.0	1.0	2.0
YLR380W	3.0	3.0	3.0
YLR381W	3.0	3.0	3.0
YLR382C	1.0	1.0	1.0
YLR384C	3.0	3.0	3.0
YLR385C	3.0	3.0	3.0
YLR386W	3.0	3.0	3.0
YLR387C	3.0	3.0	3.0
YLR388W	3.0	3.0	3.0
YLR389C	3.0	3.0	3.0
YLR390W	3.0	3.0	3.0
YLR390W-A	3.0	3.0	3.0
YLR392C	3.0	3.0	3.0
YLR393W	1.0	1.0	1.0
YLR394W	3.0	3.0	3.0
YLR395C	3.0	3.0	3.0
YLR396C	3.0	3.0	3.0
YLR398C	3.0	3.0	3.0
YLR399C	3.0	2.0	3.0
YLR400W	3.0	3.0	3.0
YLR401C	3.0	3.0	3.0
YLR402W	3.0	3.0	3.0
YLR403W	3.0	3.0	3.0
YLR404W	3.0	3.0	3.0
YLR405W	3.0	3.0	3.0
YLR406C	3.0	3.0	3.0
YLR407W	3.0	3.0	3.0
YLR408C	3.0	3.0	3.0
YLR410W	3.0	3.0	3.0
YLR412W	3.0	2.0	3.0
YLR413W	3.0	3.0	3.0
YLR414C	3.0	3.0	3.0
YLR415C	3.0	3.0	3.0
YLR416C	3.0	3.0	3.0
YLR417W	1.0	1.0	1.0
YLR418C	3.0	3.0	2.5
YLR420W	3.0	2.0	3.0
YLR421C	3.0	3.0	3.0
YLR422W	3.0	3.0	3.0
YLR423C	3.0	3.0	3.0
YLR425W	3.0	3.0	3.0
YLR426W	3.0	3.0	3.0
YLR427W	3.0	3.0	3.0
YLR428C	3.0	3.0	3.0
YLR429W	3.0	3.0	3.0
YLR431C	3.0	3.0	3.0
YLR432W	3.0	3.0	3.0
YLR433C	3.0	3.0	3.0
YLR434C	3.0	3.0	3.0
YLR435W	3.0	3.0	3.0
YLR436C	3.0	3.0	3.0
YLR437C	3.0	3.0	3.0
YLR438W	3.0	3.0	3.0
YLR439W	1.0	1.0	1.0
YLR441C	3.0	3.0	3.0
YLR442C	3.0	3.0	3.0
YLR443W	3.0	3.0	3.0
YLR444C	3.0	3.0	3.0
YLR445W	3.0	3.0	3.0
YLR446W	3.0	3.0	3.0
YLR447C	1.0	1.0	2.0
YLR448W	3.0	3.0	3.0
YLR449W	3.0	3.0	3.0
YLR450W	3.0	3.0	3.0
YLR451W	3.0	3.0	3.0
YLR452C	3.0	3.0	3.0
YLR453C	3.0	3.0	3.0
YLR454W	3.0	3.0	3.0
YLR455W	3.0	3.0	3.0
YLR456W	3.0	3.0	3.0
YLR460C	3.0	3.0	3.0
YLR461W	3.0	3.0	3.0
YML001W	2.0	2.0	3.0
YML002W	3.0	3.0	3.0
YML003W	3.0	3.0	3.0
YML004C	3.0	3.0	3.0
YML005W	3.0	3.0	3.0
YML006C	3.0	3.0	3.0
YML007W	3.0	3.0	3.0
YML008C	2.0	3.0	3.0
YML009C	3.0	3.0	3.0
YML009C-A	3.0	3.0	3.0
YML009W-B	1.0	2.0	2.0
YML011C	3.0	3.0	3.0
YML012C-A	3.0	3.0	3.0
YML012W	3.0	3.0	3.0
YML013W	3.0	1.0	3.0
YML014W	3.0	1.0	3.0
YML016C	3.0	3.0	3.0
YML017W	3.0	3.0	3.0
YML018C	3.0	3.0	3.0
YML019W	3.0	3.0	3.0
YML020W	3.0	3.0	3.0
YML021C	3.0	3.0	3.0
YML022W	3.0	3.0	3.0
YML024W	3.0	3.0	3.0
YML026C	3.0	3.0	3.0
YML027W	3.0	3.0	3.0
YML028W	3.0	3.0	3.0
YML029W	3.0	3.0	3.0
YML030W	3.0	3.0	3.0
YML032C	3.0	3.0	3.0
YML034C-A	3.0	3.0	3.0
YML034W	3.0	3.0	3.0
YML035C	3.0	3.0	3.0
YML036W	3.0	3.0	3.0
YML037C	3.0	3.0	3.0
YML038C	3.0	3.0	3.0
YML041C	3.0	3.0	3.0
YML042W	3.0	3.0	3.0
YML047C	3.0	3.0	3.0
YML047W-A	3.0	3.0	3.0
YML048W	3.0	3.0	3.0
YML050W	3.0	3.0	3.0
YML051W	3.0	3.0	3.0
YML052W	3.0	3.0	3.0
YML053C	3.0	3.0	3.0
YML054C	3.0	3.0	3.0
YML055W	3.0	3.0	3.0
YML056C	3.0	3.0	3.0
YML057C-A	3.0	3.0	3.0
YML057W	3.0	3.0	3.0
YML058W	3.0	3.0	3.0
YML059C	3.0	3.0	3.0
YML060W	3.0	3.0	3.0
YML061C	1.0	1.0	2.0
YML062C	3.0	3.0	3.0
YML063W	3.0	3.0	3.0
YML066C	3.0	3.0	3.0
YML067C	3.0	3.0	3.0
YML068W	3.0	3.0	3.0
YML070W	3.0	3.0	3.0
YML071C	3.0	3.0	3.0
YML072C	3.0	3.0	3.0
YML073C	3.0	3.0	3.0
YML074C	3.0	3.0	3.0
YML075C	3.0	3.0	3.0
YML076C	3.0	3.0	3.0
YML078W	3.0	3.0	3.0
YML079W	3.0	3.0	3.0
YML080W	3.0	3.0	3.0
YML081C-A	3.0	2.0	2.0
YML081W	3.0	3.0	3.0
YML082W	3.0	1.0	1.0
YML083C	3.0	3.0	3.0
YML084W	3.0	3.0	3.0
YML086C	3.0	3.0	3.0
YML087C	1.0	1.0	1.0
YML088W	3.0	3.0	3.0
YML089C	3.0	3.0	3.0
YML090W	3.0	2.0	2.0
YML094C-A	1.0	1.0	2.0
YML094W	1.0	2.0	2.5
YML095C	3.0	3.0	3.0
YML096W	3.0	3.0	3.0
YML097C	3.0	3.0	3.0
YML099C	3.0	3.0	3.0
YML100W	3.0	3.0	3.0
YML100W-A	3.0	3.0	3.0
YML101C	3.0	3.0	3.0
YML101C-A	3.0	3.0	3.0
YML102W	3.0	3.0	3.0
YML103C	3.0	3.0	3.0
YML104C	3.0	3.0	3.0
YML106W	3.0	3.0	3.0
YML107C	3.0	3.0	3.0
YML108W	3.0	3.0	3.0
YML109W	3.0	3.0	3.0
YML110C	1.0	1.0	1.0
YML111W	3.0	3.0	3.0
YML112W	1.0	1.0	2.0
YML113W	3.0	3.0	3.0
YML115C	3.0	3.0	3.0
YML116W	3.0	3.0	3.0
YML116W-A	3.0	3.0	3.0
YML117W	3.0	3.0	3.0
YML118W	3.0	3.0	3.0
YML119W	3.0	3.0	3.0
YML120C	1.0	1.0	2.0
YML121W	3.0	3.0	3.0
YML122C	3.0	3.0	3.0
YML123C	3.0	3.0	2.0
YML124C	3.0	3.0	3.0
YML128C	3.0	3.0	3.0
YML129C	1.0	1.0	1.0
YML131W	3.0	3.0	3.0
YMR002W	3.0	3.0	3.0
YMR003W	3.0	3.0	3.0
YMR004W	3.0	3.0	3.0
YMR006C	3.0	3.0	3.0
YMR007W	3.0	3.0	3.0
YMR008C	3.0	3.0	3.0
YMR009W	3.0	3.0	3.0
YMR010W	3.0	3.0	3.0
YMR011W	3.0	3.0	3.0
YMR012W	3.0	3.0	3.0
YMR014W	3.0	3.0	3.0
YMR015C	1.0	1.0	2.0
YMR016C	3.0	3.0	3.0
YMR017W	3.0	3.0	3.0
YMR018W	3.0	3.0	3.0
YMR019W	3.0	3.0	3.0
YMR020W	3.0	3.0	3.0
YMR021C	2.0	3.0	2.0
YMR022W	3.0	3.0	3.0
YMR023C	3.0	3.0	3.0
YMR024W	3.0	3.0	3.0
YMR025W	3.0	3.0	3.0
YMR026C	1.0	1.0	3.0
YMR027W	3.0	3.0	3.0
YMR029C	3.0	3.0	3.0
YMR030W	3.0	3.0	3.0
YMR031C	3.0	3.0	3.0
YMR031W-A	3.0	3.0	3.0
YMR032W	1.0	1.0	2.0
YMR034C	3.0	3.0	3.0
YMR035W	1.0	1.0	2.0
YMR036C	3.0	3.0	3.0
YMR037C	3.0	3.0	3.0
YMR038C	3.0	3.0	3.0
YMR039C	3.0	3.0	3.0
YMR040W	3.0	3.0	3.0
YMR041C	1.0	1.0	1.0
YMR042W	3.0	3.0	3.0
YMR044W	3.0	3.0	3.0
YMR048W	3.0	3.0	3.0
YMR052C-A	3.0	3.0	3.0
YMR052W	3.0	3.0	3.0
YMR053C	3.0	3.0	3.0
YMR054W	3.0	3.0	2.5
YMR055C	3.0	3.0	3.0
YMR056C	3.0	3.0	3.0
YMR057C	3.0	3.0	3.0
YMR058W	3.0	2.0	2.5
YMR060C	3.0	3.0	3.0
YMR062C	3.0	3.0	3.0
YMR063W	3.0	3.0	2.5
YMR064W	1.0	1.0	1.0
YMR065W	3.0	3.0	3.0
YMR066W	3.0	3.0	3.0
YMR067C	3.0	3.0	3.0
YMR068W	3.0	3.0	3.0
YMR069W	3.0	3.0	3.0
YMR070W	1.0	1.0	1.0
YMR071C	3.0	3.0	3.0
YMR072W	1.0	1.0	1.0
YMR073C	3.0	3.0	3.0
YMR074C	1.0	1.0	2.0
YMR075C-A	3.0	3.0	3.0
YMR075W	3.0	3.0	3.0
YMR077C	1.0	1.0	1.0
YMR078C	3.0	3.0	3.0
YMR080C	3.0	3.0	3.0
YMR081C	3.0	3.0	3.0
YMR082C	3.0	3.0	3.0
YMR083W	3.0	3.0	3.0
YMR084W	3.0	3.0	3.0
YMR085W	3.0	3.0	3.0
YMR086C-A	3.0	3.0	3.0
YMR086W	3.0	3.0	3.0
YMR087W	3.0	3.0	3.0
YMR088C	3.0	3.0	3.0
YMR089C	1.0	1.0	1.0
YMR090W	3.0	3.0	3.0
YMR091C	3.0	2.0	3.0
YMR092C	3.0	3.0	3.0
YMR095C	3.0	3.0	3.0
YMR096W	3.0	3.0	3.0
YMR097C	1.0	1.0	2.0
YMR098C	1.0	1.0	1.0
YMR099C	3.0	3.0	3.0
YMR100W	2.0	2.0	3.0
YMR101C	3.0	3.0	3.0
YMR102C	3.0	3.0	3.0
YMR103C	3.0	3.0	3.0
YMR104C	3.0	3.0	3.0
YMR105C	3.0	3.0	3.0
YMR106C	3.0	3.0	3.0
YMR107W	3.0	3.0	3.0
YMR109W	3.0	3.0	3.0
YMR110C	3.0	3.0	3.0
YMR111C	3.0	3.0	3.0
YMR114C	3.0	3.0	3.0
YMR115W	3.0	3.0	3.0
YMR116C	2.0	2.0	2.5
YMR118C	3.0	3.0	3.0
YMR119W	3.0	3.0	3.0
YMR119W-A	3.0	3.0	3.0
YMR120C	3.0	3.0	3.0
YMR121C	3.0	3.0	3.0
YMR122C	3.0	3.0	3.0
YMR123W	3.0	3.0	3.0
YMR124W	3.0	3.0	3.0
YMR125W	3.0	2.0	3.0
YMR126C	3.0	3.0	3.0
YMR127C	3.0	3.0	3.0
YMR129W	3.0	3.0	3.0
YMR130W	3.0	3.0	3.0
YMR132C	3.0	3.0	3.0
YMR133W	3.0	3.0	3.0
YMR135C	3.0	3.0	3.0
YMR135W-A	3.0	3.0	3.0
YMR136W	3.0	3.0	3.0
YMR137C	3.0	3.0	3.0
YMR138W	3.0	3.0	3.0
YMR139W	3.0	3.0	3.0
YMR140W	3.0	3.0	3.0
YMR141C	3.0	3.0	3.0
YMR142C	3.0	2.0	3.0
YMR143W	3.0	3.0	3.0
YMR144W	3.0	3.0	3.0
YMR145C	3.0	3.0	3.0
YMR147W	3.0	3.0	3.0
YMR148W	3.0	3.0	3.0
YMR150C	1.0	1.0	2.0
YMR151W	1.0	1.0	2.0
YMR152W	3.0	3.0	3.0
YMR153C-A	3.0	3.0	3.0
YMR153W	3.0	3.0	3.0
YMR154C	3.0	3.0	3.0
YMR155W	3.0	3.0	3.0
YMR156C	3.0	3.0	3.0
YMR157C	3.0	3.0	3.0
YMR158C-A	3.0	3.0	3.0
YMR158W	1.0	1.0	1.0
YMR158W-B	3.0	3.0	3.0
YMR159C	3.0	3.0	3.0
YMR160W	3.0	3.0	3.0
YMR161W	3.0	3.0	3.0
YMR162C	3.0	3.0	3.0
YMR163C	3.0	3.0	3.0
YMR164C	3.0	3.0	3.0
YMR166C	3.0	3.0	3.0
YMR167W	3.0	3.0	3.0
YMR169C	3.0	3.0	3.0
YMR170C	3.0	3.0	3.0
YMR171C	3.0	3.0	3.0
YMR172C-A	3.0	3.0	3.0
YMR172W	3.0	3.0	3.0
YMR173W	3.0	3.0	3.0
YMR173W-A	3.0	3.0	3.0
YMR174C	3.0	3.0	3.0
YMR175W	3.0	3.0	3.0
YMR176W	3.0	3.0	3.0
YMR177W	3.0	3.0	3.0
YMR178W	3.0	3.0	3.0
YMR179W	3.0	3.0	3.0
YMR180C	3.0	3.0	3.0
YMR181C	3.0	3.0	3.0
YMR182C	3.0	3.0	3.0
YMR183C	3.0	3.0	3.0
YMR184W	3.0	3.0	3.0
YMR185W	3.0	3.0	3.0
YMR186W	3.0	3.0	3.0
YMR187C	3.0	3.0	3.0
YMR188C	1.0	1.0	1.0
YMR189W	3.0	3.0	3.0
YMR190C	3.0	3.0	3.0
YMR191W	3.0	3.0	3.0
YMR192W	3.0	3.0	3.0
YMR193C-A	3.0	3.0	3.0
YMR193W	1.0	1.0	2.0
YMR194C-A	3.0	3.0	3.0
YMR194W	3.0	3.0	3.0
YMR195W	3.0	3.0	3.0
YMR196W	3.0	3.0	3.0
YMR198W	3.0	3.0	3.0
YMR199W	3.0	3.0	3.0
YMR201C	1.0	1.0	1.0
YMR202W	1.0	2.0	2.0
YMR204C	3.0	3.0	3.0
YMR205C	3.0	3.0	3.0
YMR206W	3.0	3.0	3.0
YMR207C	3.0	3.0	3.0
YMR209C	3.0	3.0	3.0
YMR210W	3.0	3.0	3.0
YMR214W	3.0	3.0	3.0
YMR215W	3.0	3.0	3.0
YMR219W	3.0	3.0	3.0
YMR221C	3.0	3.0	3.0
YMR222C	3.0	3.0	3.0
YMR223W	3.0	3.0	3.0
YMR224C	3.0	3.0	3.0
YMR225C	3.0	3.0	3.0
YMR226C	3.0	3.0	3.0
YMR228W	1.0	1.0	2.0
YMR230W	3.0	3.0	3.0
YMR231W	1.0	1.0	2.0
YMR232W	3.0	3.0	3.0
YMR233W	3.0	3.0	3.0
YMR234W	3.0	3.0	3.0
YMR237W	3.0	3.0	3.0
YMR238W	2.0	3.0	2.5
YMR241W	3.0	3.0	3.0
YMR242C	3.0	3.0	3.0
YMR243C	3.0	3.0	3.0
YMR244C-A	3.0	3.0	3.0
YMR244W	3.0	3.0	3.0
YMR245W	3.0	3.0	3.0
YMR246W	3.0	3.0	3.0
YMR247C	3.0	3.0	3.0
YMR250W	3.0	3.0	3.0
YMR251W	3.0	3.0	3.0
YMR251W-A	3.0	3.0	3.0
YMR252C	3.0	3.0	3.0
YMR253C	3.0	3.0	3.0
YMR254C	3.0	3.0	3.0
YMR255W	3.0	3.0	3.0
YMR256C	1.0	1.0	2.0
YMR257C	1.0	1.0	2.0
YMR258C	3.0	3.0	3.0
YMR259C	3.0	3.0	3.0
YMR261C	3.0	3.0	3.0
YMR262W	1.0	1.0	1.0
YMR263W	3.0	3.0	3.0
YMR264W	3.0	3.0	3.0
YMR265C	3.0	3.0	3.0
YMR266W	3.0	3.0	3.0
YMR267W	1.0	1.0	2.0
YMR269W	3.0	3.0	3.0
YMR271C	3.0	3.0	3.0
YMR272C	3.0	3.0	3.0
YMR273C	3.0	3.0	3.0
YMR274C	3.0	3.0	3.0
YMR275C	3.0	3.0	3.0
YMR276W	3.0	3.0	3.0
YMR278W	3.0	3.0	3.0
YMR279C	3.0	3.0	3.0
YMR280C	3.0	2.0	2.0
YMR282C	1.0	1.0	2.0
YMR283C	3.0	3.0	3.0
YMR284W	3.0	3.0	3.0
YMR285C	3.0	3.0	3.0
YMR286W	1.0	1.0	2.0
YMR287C	1.0	1.0	2.0
YMR289W	3.0	3.0	3.0
YMR291W	3.0	3.0	3.0
YMR292W	3.0	3.0	3.0
YMR293C	1.0	1.0	2.0
YMR294W	3.0	3.0	3.0
YMR294W-A	3.0	3.0	3.0
YMR295C	3.0	3.0	3.0
YMR297W	3.0	3.0	3.0
YMR299C	3.0	3.0	3.0
YMR300C	3.0	3.0	3.0
YMR302C	3.0	3.0	3.0
YMR303C	3.0	3.0	3.0
YMR304C-A	3.0	3.0	3.0
YMR304W	3.0	3.0	3.0
YMR305C	3.0	3.0	3.0
YMR306C-A	3.0	3.0	3.0
YMR306W	3.0	3.0	3.0
YMR307W	3.0	3.0	3.0
YMR310C	3.0	3.0	3.0
YMR311C	3.0	3.0	2.5
YMR312W	3.0	3.0	3.0
YMR313C	3.0	3.0	3.0
YMR315W	3.0	3.0	3.0
YMR316C-A	3.0	3.0	3.0
YMR316C-B	3.0	3.0	3.0
YMR316W	3.0	3.0	3.0
YMR317W	3.0	3.0	3.0
YMR318C	1.0	1.0	1.0
YMR319C	3.0	3.0	3.0
YMR320W	3.0	3.0	3.0
YMR322C	3.0	3.0	3.0
YMR326C	3.0	3.0	3.0
YNL001W	3.0	3.0	3.0
YNL003C	3.0	3.0	3.0
YNL004W	3.0	3.0	3.0
YNL005C	1.0	1.0	1.0
YNL008C	3.0	3.0	3.0
YNL009W	3.0	3.0	3.0
YNL010W	3.0	3.0	3.0
YNL011C	3.0	3.0	3.0
YNL012W	3.0	3.0	3.0
YNL013C	3.0	3.0	3.0
YNL014W	3.0	3.0	3.0
YNL015W	3.0	3.0	3.0
YNL016W	3.0	3.0	3.0
YNL020C	3.0	3.0	3.0
YNL021W	3.0	3.0	3.0
YNL022C	3.0	3.0	3.0
YNL023C	3.0	3.0	3.0
YNL024C	3.0	3.0	3.0
YNL025C	3.0	3.0	3.0
YNL027W	3.0	3.0	3.0
YNL028W	3.0	3.0	3.0
YNL029C	3.0	3.0	3.0
YNL030W	3.0	3.0	3.0
YNL031C	3.0	3.0	3.0
YNL032W	3.0	3.0	3.0
YNL034W	3.0	3.0	3.0
YNL035C	3.0	3.0	3.0
YNL037C	3.0	3.0	2.0
YNL040W	3.0	3.0	3.0
YNL041C	3.0	3.0	3.0
YNL042W	3.0	3.0	3.0
YNL043C	3.0	3.0	3.0
YNL044W	3.0	3.0	3.0
YNL045W	3.0	2.0	3.0
YNL046W	3.0	3.0	3.0
YNL047C	3.0	3.0	3.0
YNL049C	3.0	3.0	3.0
YNL050C	3.0	3.0	3.0
YNL051W	3.0	2.0	2.5
YNL052W	1.0	2.0	2.0
YNL053W	3.0	3.0	3.0
YNL054W	3.0	3.0	3.0
YNL055C	3.0	3.0	3.0
YNL056W	3.0	3.0	3.0
YNL057W	3.0	3.0	3.0
YNL058C	3.0	3.0	3.0
YNL059C	3.0	2.0	3.0
YNL063W	3.0	3.0	3.0
YNL064C	3.0	3.0	3.0
YNL065W	3.0	3.0	3.0
YNL066W	3.0	3.0	3.0
YNL067W	3.0	3.0	2.5
YNL068C	3.0	3.0	3.0
YNL069C	3.0	3.0	3.0
YNL070W	3.0	3.0	3.0
YNL071W	3.0	3.0	3.0
YNL072W	3.0	3.0	3.0
YNL073W	1.0	1.0	1.0
YNL074C	3.0	3.0	3.0
YNL076W	3.0	3.0	3.0
YNL077W	3.0	3.0	2.5
YNL078W	3.0	3.0	3.0
YNL079C	3.0	2.0	3.0
YNL080C	3.0	3.0	2.5
YNL081C	1.0	1.0	1.0
YNL082W	3.0	3.0	3.0
YNL083W	3.0	3.0	3.0
YNL084C	1.0	1.0	1.0
YNL085W	3.0	3.0	3.0
YNL086W	3.0	3.0	3.0
YNL087W	3.0	3.0	3.0
YNL089C	3.0	3.0	3.0
YNL090W	3.0	3.0	3.0
YNL091W	3.0	3.0	3.0
YNL092W	3.0	3.0	3.0
YNL093W	3.0	3.0	3.0
YNL094W	3.0	3.0	3.0
YNL095C	3.0	3.0	3.0
YNL096C	3.0	3.0	3.0
YNL097C	3.0	3.0	3.0
YNL098C	3.0	3.0	2.0
YNL099C	3.0	3.0	3.0
YNL100W	3.0	3.0	3.0
YNL101W	3.0	3.0	3.0
YNL104C	3.0	3.0	3.0
YNL105W	3.0	3.0	3.0
YNL106C	3.0	3.0	3.0
YNL107W	3.0	3.0	3.0
YNL108C	3.0	3.0	3.0
YNL109W	3.0	3.0	3.0
YNL111C	3.0	3.0	3.0
YNL115C	3.0	3.0	3.0
YNL116W	3.0	3.0	3.0
YNL117W	3.0	1.0	3.0
YNL119W	3.0	3.0	3.0
YNL120C	3.0	3.0	3.0
YNL121C	3.0	3.0	3.0
YNL122C	3.0	3.0	3.0
YNL123W	3.0	3.0	3.0
YNL125C	3.0	3.0	3.0
YNL127W	3.0	3.0	3.0
YNL128W	3.0	3.0	3.0
YNL129W	3.0	3.0	3.0
YNL130C	3.0	3.0	3.0
YNL133C	1.0	2.0	3.0
YNL134C	3.0	3.0	3.0
YNL135C	3.0	3.0	3.0
YNL136W	3.0	2.0	3.0
YNL138W	1.0	1.0	2.0
YNL139C	1.0	1.0	2.0
YNL140C	3.0	3.0	3.0
YNL141W	3.0	3.0	3.0
YNL142W	3.0	3.0	3.0
YNL143C	3.0	3.0	3.0
YNL144C	3.0	3.0	3.0
YNL145W	3.0	3.0	3.0
YNL146W	3.0	3.0	3.0
YNL147W	3.0	2.0	3.0
YNL148C	2.0	3.0	3.0
YNL154C	3.0	3.0	3.0
YNL155W	3.0	3.0	3.0
YNL157W	3.0	3.0	3.0
YNL159C	1.0	1.0	1.0
YNL160W	3.0	3.0	3.0
YNL167C	3.0	3.0	3.0
YNL168C	3.0	3.0	3.0
YNL170W	1.0	1.0	1.0
YNL173C	3.0	3.0	3.0
YNL175C	3.0	3.0	3.0
YNL176C	3.0	3.0	3.0
YNL177C	1.0	1.0	1.0
YNL179C	3.0	3.0	3.0
YNL180C	1.0	1.0	1.0
YNL183C	3.0	3.0	3.0
YNL184C	1.0	1.0	1.0
YNL185C	1.0	1.0	1.0
YNL187W	3.0	3.0	3.0
YNL190W	3.0	3.0	3.0
YNL191W	3.0	3.0	3.0
YNL193W	3.0	3.0	3.0
YNL194C	3.0	3.0	3.0
YNL195C	3.0	3.0	3.0
YNL196C	3.0	3.0	3.0
YNL197C	3.0	3.0	3.0
YNL198C	3.0	3.0	3.0
YNL199C	3.0	3.0	3.0
YNL200C	3.0	3.0	3.0
YNL201C	3.0	3.0	3.0
YNL202W	3.0	3.0	3.0
YNL203C	3.0	3.0	3.0
YNL204C	3.0	3.0	3.0
YNL205C	3.0	3.0	3.0
YNL206C	3.0	2.0	3.0
YNL210W	3.0	3.0	3.0
YNL211C	3.0	3.0	3.0
YNL212W	3.0	3.0	3.0
YNL213C	1.0	1.0	2.0
YNL214W	1.0	1.0	3.0
YNL215W	3.0	3.0	3.0
YNL217W	3.0	3.0	3.0
YNL218W	3.0	3.0	3.0
YNL219C	3.0	3.0	3.0
YNL220W	1.0	1.0	1.0
YNL224C	3.0	3.0	3.0
YNL225C	3.0	3.0	3.0
YNL226W	3.0	3.0	3.0
YNL227C	3.0	3.0	3.0
YNL228W	3.0	3.0	3.0
YNL229C	3.0	3.0	3.0
YNL230C	3.0	3.0	3.0
YNL231C	3.0	3.0	3.0
YNL233W	3.0	3.0	3.0
YNL235C	3.0	3.0	3.0
YNL236W	3.0	3.0	3.0
YNL237W	3.0	3.0	3.0
YNL239W	3.0	3.0	3.0
YNL241C	3.0	2.0	3.0
YNL242W	3.0	3.0	3.0
YNL243W	1.0	1.0	3.0
YNL246W	3.0	3.0	3.0
YNL248C	3.0	3.0	2.5
YNL249C	3.0	3.0	3.0
YNL250W	3.0	3.0	3.0
YNL252C	1.0	1.0	1.0
YNL253W	3.0	3.0	3.0
YNL254C	3.0	3.0	3.0
YNL255C	3.0	3.0	3.0
YNL257C	3.0	3.0	3.0
YNL259C	3.0	3.0	2.5
YNL264C	3.0	3.0	3.0
YNL265C	3.0	3.0	3.0
YNL266W	3.0	3.0	3.0
YNL268W	3.0	3.0	3.0
YNL269W	3.0	3.0	3.0
YNL270C	3.0	3.0	3.0
YNL271C	3.0	3.0	3.0
YNL273W	2.0	2.0	3.0
YNL274C	3.0	3.0	3.0
YNL275W	2.0	2.0	3.0
YNL278W	3.0	3.0	3.0
YNL279W	3.0	3.0	3.0
YNL280C	1.0	1.0	1.0
YNL281W	3.0	3.0	3.0
YNL283C	3.0	3.0	3.0
YNL284C	1.0	1.0	1.0
YNL285W	1.0	2.0	3.0
YNL286W	3.0	3.0	3.0
YNL288W	3.0	3.0	3.0
YNL289W	3.0	2.0	3.0
YNL291C	3.0	3.0	3.0
YNL292W	3.0	3.0	3.0
YNL293W	3.0	3.0	3.0
YNL294C	3.0	3.0	3.0
YNL295W	3.0	3.0	3.0
YNL296W	3.0	3.0	3.0
YNL297C	3.0	3.0	3.0
YNL298W	2.0	2.0	3.0
YNL299W	3.0	3.0	3.0
YNL300W	3.0	3.0	3.0
YNL301C	3.0	3.0	3.0
YNL302C	3.0	3.0	3.0
YNL303W	3.0	3.0	3.0
YNL304W	3.0	2.0	3.0
YNL305C	3.0	2.0	3.0
YNL307C	3.0	3.0	3.0
YNL311C	3.0	3.0	3.0
YNL314W	3.0	3.0	3.0
YNL315C	1.0	1.0	1.0
YNL316C	3.0	3.0	3.0
YNL318C	3.0	3.0	3.0
YNL319W	3.0	3.0	3.0
YNL320W	3.0	3.0	3.0
YNL321W	3.0	3.0	3.0
YNL322C	3.0	3.0	3.0
YNL323W	3.0	3.0	3.0
YNL324W	3.0	3.0	3.0
YNL325C	3.0	2.0	3.0
YNL326C	3.0	3.0	3.0
YNL327W	3.0	3.0	3.0
YNL328C	3.0	3.0	3.0
YNL329C	2.0	2.0	3.0
YNL330C	3.0	3.0	3.0
YNL332W	3.0	3.0	3.0
YNL333W	3.0	3.0	3.0
