ORF	hap alpha | utilization of fatty acids (formation of clear zone on agar) | oleic acid [0.1%] | Smith JJ~Aitchison JD, 2006	hap alpha | utilization of fatty acids (formation of clear zone on agar) | tetradecanoic acid [0.125%] | Smith JJ~Aitchison JD, 2006	hap alpha | growth (colony size) | acetate [2%] | Smith JJ~Aitchison JD, 2006
YHR048W	3.000	3.000	3.000
YHR049C-A	3.000	3.000	3.000
YHR078W	3.000	3.000	3.000
YHR079C-A	3.000	3.000	3.000
YHR080C	3.000	3.000	3.000
YHR087W	3.000	3.000	3.000
YHR095W	3.000	3.000	3.000
YHR097C	3.000	3.000	3.000
YHR100C	3.000	3.000	2.500
YHR112C	3.000	3.000	3.000
YHR113W	3.000	3.000	3.000
YHR125W	3.000	3.000	3.000
YHR126C	3.000	3.000	3.000
YHR130C	3.000	3.000	3.000
YHR131C	3.000	3.000	3.000
YHR132W-A	3.000	3.000	3.000
YHR138C	3.000	3.000	3.000
YHR139C-A	3.000	3.000	3.000
YHR140W	3.000	3.000	3.000
YHR151C	3.000	3.000	3.000
YHR159W	3.000	3.000	3.000
YHR162W	3.000	3.000	3.000
YHR177W	3.000	3.000	3.000
YHR180W	3.000	3.000	3.000
YHR182W	3.000	3.000	3.000
YHR202W	3.000	3.000	3.000
YHR209W	3.000	3.000	3.000
YHR210C	3.000	3.000	3.000
YCR059C	3.000	3.000	3.000
YIL001W	3.000	3.000	3.000
YIL006W	3.000	3.000	3.000
YIL012W	3.000	3.000	3.000
YIL014C-A	3.000	3.000	3.000
YIL023C	3.000	3.000	3.000
YIL024C	3.000	3.000	3.000
YIL025C	3.000	3.000	3.000
YIL028W	3.000	3.000	3.000
YIL029C	3.000	4.000	3.000
YIL032C	3.000	3.000	3.000
YIL039W	1.000	1.000	1.000
YIL042C	3.000	3.000	3.000
YIL055C	3.000	3.000	3.000
YIL056W	3.000	3.000	3.000
YIL057C	3.000	3.000	3.000
YIL058W	3.000	3.000	3.000
YIL059C	3.000	3.000	3.000
YIL060W	3.000	3.000	3.000
YIL064W	3.000	3.000	3.000
YIL067C	3.000	3.000	3.000
YIL077C	3.000	3.000	3.000
YIL086C	3.000	3.000	3.000
YIL087C	3.000	3.000	3.000
YIL089W	3.000	3.000	3.000
YIL092W	3.000	3.000	3.000
YIL096C	3.000	3.000	3.000
YIL100W	3.000	3.000	3.000
YIL102C	2.000	2.000	3.000
YIL108W	3.000	3.000	3.000
YIL110W	3.000	3.000	3.000
YIL141W	3.000	3.000	3.000
YIL152W	3.000	3.000	3.000
YIL158W	3.000	3.000	3.000
YIL161W	3.000	3.000	3.000
YIL163C	3.000	3.000	3.000
YIL165C	3.000	4.000	3.000
YIL166C	3.000	3.000	3.000
YIL167W	3.000	3.000	3.000
YMR152W	3.000	3.000	3.000
YMR151W	1.000	1.000	2.000
YNL044W	3.000	3.000	3.000
YGL198W	3.000	2.000	3.000
YGL161C	3.000	3.000	3.000
YIR003W	3.000	3.000	3.000
YIR007W	3.000	3.000	3.000
YIR014W	3.000	3.000	3.000
YIR016W	3.000	3.000	3.000
YIR020C	3.000	3.000	3.000
YIR020W-A	3.000	3.000	3.000
YIR035C	3.000	3.000	3.000
YIR036C	3.000	3.000	3.000
YIR042C	3.000	3.000	3.000
YIR043C	3.000	3.000	3.000
YIR044C	3.000	3.000	3.000
YJL007C	3.000	3.000	3.000
YJL016W	3.000	3.000	3.000
YJL022W	3.000	3.000	3.000
YJL027C	3.000	3.000	3.000
YJL028W	3.000	3.000	3.000
YJL037W	3.000	3.000	3.000
YJL038C	3.000	3.000	3.000
YJL043W	3.000	3.000	3.000
YJL045W	3.000	3.000	3.000
YJL046W	1.000	1.000	2.000
YJL049W	3.000	3.000	3.000
YJL051W	3.000	3.000	3.000
YJL055W	3.000	3.000	3.000
YJL064W	3.000	3.000	3.000
YJL067W	3.000	3.000	3.000
YJL068C	3.000	3.000	3.000
YJL070C	3.000	3.000	3.000
YJL084C	3.000	3.000	3.000
YJL103C	3.000	3.000	3.000
YJL107C	3.000	3.000	3.000
YJL118W	3.000	3.000	3.000
YJL119C	3.000	3.000	3.000
YJL120W	3.000	3.000	3.000
YJL122W	3.000	3.000	3.000
YJL123C	3.000	3.000	3.000
YJL131C	3.000	1.000	2.000
YJL132W	3.000	3.000	3.000
YJL135W	3.000	3.000	3.000
YJL142C	3.000	3.000	3.000
YJL144W	3.000	3.000	3.000
YJL147C	3.000	3.000	3.000
YJL149W	3.000	2.000	3.000
YJL150W	3.000	3.000	3.000
YJL152W	3.000	3.000	3.000
YJL160C	3.000	2.000	3.000
YJL163C	3.000	3.000	3.000
YJL169W	3.000	3.000	3.000
YJL171C	3.000	3.000	3.000
YJL175W	3.000	2.000	3.000
YJL181W	3.000	3.000	3.000
YJL182C	3.000	3.000	3.000
YJL185C	3.000	3.000	3.000
YJL193W	3.000	3.000	3.000
YJL200C	3.000	3.000	3.000
YJL206C	3.000	3.000	3.000
YJL207C	3.000	3.000	3.000
YJL211C	1.000	1.000	3.000
YJL213W	3.000	3.000	3.000
YJL215C	3.000	3.000	3.000
YJL216C	3.000	3.000	3.000
YJL217W	3.000	3.000	3.000
YJL218W	3.000	3.000	3.000
YJR003C	3.000	3.000	3.000
YJR008W	3.000	3.000	3.000
YJR011C	3.000	3.000	3.000
YJR015W	3.000	3.000	3.000
YJR018W	3.000	3.000	3.000
YJR020W	3.000	3.000	3.000
YJR024C	3.000	3.000	3.000
YJR026W	3.000	3.000	3.000
YJR030C	3.000	3.000	3.000
YJR037W	3.000	3.000	3.000
YJR038C	3.000	3.000	3.000
YJR039W	3.000	3.000	3.000
YJR054W	3.000	3.000	3.000
YJR056C	3.000	3.000	3.000
YJR061W	3.000	3.000	3.000
YJR079W	3.000	3.000	2.500
YJR087W	3.000	3.000	3.000
YJR088C	3.000	3.000	3.000
YJR096W	3.000	3.000	3.000
YJR098C	3.000	3.000	3.000
YJR100C	3.000	3.000	3.000
YJR107W	3.000	3.000	3.000
YJR111C	3.000	3.000	3.000
YJR115W	3.000	3.000	3.000
YJR116W	1.000	1.000	1.000
YJR119C	3.000	3.000	3.000
YJR120W	3.000	3.000	3.000
YJR124C	3.000	3.000	3.000
YJR128W	3.000	3.000	3.000
YJR129C	3.000	3.000	3.000
YJR142W	3.000	3.000	3.000
YJR146W	3.000	3.000	3.000
YJR149W	3.000	3.000	3.000
YJR154W	3.000	3.000	3.000
YKL094W	3.000	3.000	3.000
YLR200W	1.000	1.000	2.500
YKL023W	3.000	3.000	3.000
YKL027W	3.000	3.000	3.000
YKL030W	3.000	3.000	3.000
YKL031W	3.000	3.000	3.000
YKL033W-A	3.000	3.000	3.000
YKL037W	3.000	3.000	3.000
YKL044W	3.000	3.000	3.000
YKL047W	3.000	3.000	3.000
YKL050C	3.000	3.000	3.000
YKL053W	3.000	3.000	3.000
YKL061W	3.000	3.000	3.000
YKL063C	3.000	3.000	3.000
YKL066W	3.000	3.000	3.000
YKL069W	3.000	3.000	3.000
YKL070W	3.000	3.000	3.000
YKL071W	3.000	3.000	3.000
YKL075C	3.000	3.000	3.000
YKL077W	3.000	3.000	3.000
YKL091C	3.000	3.000	3.000
YKL097C	3.000	3.000	3.000
YKL098W	3.000	3.000	3.000
YKL100C	3.000	3.000	3.000
YKL102C	3.000	3.000	3.000
YKL105C	3.000	3.000	3.000
YKL107W	3.000	3.000	3.000
YKL115C	3.000	3.000	3.000
YKL118W	1.000	1.000	2.000
YKL121W	3.000	3.000	3.000
YKL123W	3.000	3.000	3.000
YKL131W	3.000	3.000	3.000
YKL133C	3.000	3.000	3.000
YKL136W	3.000	3.000	3.000
YKL137W	3.000	3.000	2.000
YKL147W	3.000	3.000	3.000
YKL151C	3.000	3.000	3.000
YKL161C	3.000	3.000	3.000
YKL162C	3.000	3.000	3.000
YKL162C-A	3.000	3.000	3.000
YKL169C	1.000	1.000	2.000
YKL171W	3.000	3.000	3.000
YKL177W	3.000	3.000	3.000
YKL187C	1.000	2.000	3.000
YKL202W	3.000	3.000	3.000
YKL206C	3.000	3.000	3.000
YKL207W	3.000	3.000	3.000
YKL215C	3.000	3.000	3.000
YKL222C	3.000	3.000	3.000
YKR005C	3.000	3.000	3.000
YKR012C	3.000	3.000	3.000
YKR015C	3.000	3.000	3.000
YKR017C	3.000	3.000	3.000
YKR018C	3.000	3.000	3.000
YKR021W	3.000	3.000	3.000
YKR023W	3.000	3.000	3.000
YKR032W	3.000	3.000	3.000
YKR033C	3.000	3.000	3.000
YKR035C	3.000	2.000	3.000
YKR040C	3.000	3.000	3.000
YKR041W	3.000	3.000	3.000
YKR043C	3.000	3.000	3.000
YKR045C	3.000	3.000	3.000
YKR047W	3.000	3.000	3.000
YKR051W	3.000	3.000	3.000
YKR064W	3.000	3.000	3.000
YKR070W	3.000	3.000	3.000
YKR073C	3.000	3.000	3.000
YKR074W	3.000	3.000	3.000
YKR075C	3.000	3.000	3.000
YKR077W	3.000	3.000	3.000
YKR078W	3.000	3.000	3.000
YKR096W	3.000	3.000	3.000
YKR104W	3.000	3.000	3.000
YKR105C	3.000	3.000	3.000
YKR106W	3.000	3.000	3.000
YMR284W	3.000	3.000	3.000
YMR106C	3.000	3.000	3.000
YHL014C	3.000	3.000	3.000
YLL007C	3.000	1.000	1.000
YLL014W	3.000	3.000	3.000
YLL017W	3.000	3.000	3.000
YLL020C	2.000	3.000	3.000
YLL023C	3.000	3.000	3.000
YLL025W	3.000	3.000	3.000
YLL029W	3.000	3.000	3.000
YLL030C	3.000	3.000	3.000
YLL032C	3.000	3.000	3.000
YLL033W	1.000	1.000	2.000
YLL044W	3.000	3.000	3.000
YLL047W	3.000	3.000	3.000
YLL049W	3.000	3.000	3.000
YLL053C	3.000	3.000	3.000
YLL054C	3.000	3.000	3.000
YLL055W	3.000	3.000	3.000
YLL056C	3.000	3.000	3.000
YLL058W	3.000	3.000	3.000
YLL059C	3.000	3.000	3.000
YLR001C	3.000	3.000	3.000
YLR003C	3.000	3.000	3.000
YLR004C	3.000	3.000	3.000
YLR012C	3.000	3.000	3.000
YLR016C	3.000	3.000	3.000
YLR021W	3.000	3.000	3.000
YLR030W	3.000	3.000	3.000
YLR031W	3.000	3.000	3.000
YLR036C	3.000	3.000	3.000
YLR040C	3.000	3.000	3.000
YLR041W	3.000	3.000	3.000
YLR042C	3.000	3.000	3.000
YLR046C	3.000	3.000	3.000
YLR047C	3.000	3.000	3.000
YLR049C	3.000	3.000	3.000
YLR050C	3.000	3.000	3.000
YLR053C	3.000	3.000	3.000
YLR057W	3.000	3.000	3.000
YLR063W	3.000	3.000	3.000
YLR064W	3.000	3.000	3.000
YLR065C	3.000	2.000	3.000
YLR072W	3.000	3.000	3.000
YLR073C	3.000	3.000	3.000
YLR091W	1.000	1.000	2.000
YLR104W	3.000	3.000	3.000
YLR108C	3.000	3.000	3.000
YLR111W	3.000	3.000	3.000
YLR112W	3.000	3.000	3.000
YLR118C	3.000	3.000	3.000
YLR122C	3.000	3.000	3.000
YLR123C	3.000	3.000	3.000
YLR124W	3.000	3.000	3.000
YLR125W	1.000	1.000	1.000
YLR126C	3.000	3.000	3.000
YLR137W	3.000	3.000	3.000
YLR143W	3.000	3.000	3.000
YLR149C	3.000	3.000	3.000
YLR152C	3.000	3.000	3.000
YLR164W	3.000	3.000	3.000
YLR169W	3.000	3.000	3.000
YLR171W	3.000	3.000	3.000
YLR173W	3.000	3.000	3.000
YLR177W	3.000	3.000	3.000
YLR179C	3.000	3.000	3.000
YLR184W	3.000	3.000	3.000
YLR193C	3.000	3.000	3.000
YLR194C	3.000	3.000	3.000
YLR199C	3.000	3.000	3.000
YLR202C	1.000	1.000	2.000
YLR211C	3.000	3.000	3.000
YLR217W	3.000	3.000	3.000
YLR218C	1.000	1.000	2.000
YLR224W	3.000	3.000	3.000
YLR225C	3.000	3.000	3.000
YLR232W	3.000	3.000	3.000
YLR235C	3.000	3.000	3.000
YLR236C	3.000	3.000	3.000
YLR241W	3.000	3.000	3.000
YLR247C	3.000	3.000	3.000
YLR252W	3.000	3.000	3.000
YLR253W	3.000	3.000	3.000
YLR255C	3.000	3.000	3.000
YLR257W	3.000	3.000	3.000
YLR269C	3.000	3.000	3.000
YLR271W	3.000	3.000	3.000
YLR278C	3.000	3.000	3.000
YLR279W	3.000	3.000	3.000
YLR280C	3.000	3.000	3.000
YLR281C	3.000	3.000	3.000
YLR282C	3.000	3.000	3.000
YLR283W	3.000	3.000	3.000
YLR287C	3.000	3.000	3.000
YLR290C	3.000	3.000	3.000
YLR294C	1.000	1.000	1.000
YLR296W	3.000	3.000	3.000
YLR297W	3.000	3.000	3.000
YLR311C	3.000	3.000	3.000
YLR312C	3.000	3.000	3.000
YLR326W	3.000	3.000	3.000
YLR334C	3.000	3.000	3.000
YLR345W	3.000	3.000	3.000
YLR346C	3.000	3.000	3.000
YLR349W	3.000	3.000	3.000
YLR352W	3.000	3.000	3.000
YLR356W	3.000	3.000	3.000
YLR358C	3.000	2.000	3.000
YLR364W	3.000	3.000	3.000
YLR365W	3.000	3.000	3.000
YLR366W	3.000	3.000	3.000
YLR374C	3.000	3.000	3.000
YLR392C	3.000	3.000	3.000
YLR400W	3.000	3.000	3.000
YLR402W	3.000	3.000	3.000
YLR404W	3.000	3.000	3.000
YLR407W	3.000	3.000	3.000
YLR408C	3.000	3.000	3.000
YLR412W	3.000	2.000	3.000
YLR413W	3.000	3.000	3.000
YLR414C	3.000	3.000	3.000
YLR415C	3.000	3.000	3.000
YLR416C	3.000	3.000	3.000
YLR422W	3.000	3.000	3.000
YLR426W	3.000	3.000	3.000
YLR428C	3.000	3.000	3.000
YLR434C	3.000	3.000	3.000
YLR437C	3.000	3.000	3.000
YLR444C	3.000	3.000	3.000
YLR445W	3.000	3.000	3.000
YLR446W	3.000	3.000	3.000
YLR455W	3.000	3.000	3.000
YLR456W	3.000	3.000	3.000
YLR460C	3.000	3.000	3.000
YPR058W	3.000	3.000	3.000
YBR104W	3.000	3.000	3.000
YML038C	3.000	3.000	3.000
YPR024W	3.000	3.000	2.000
YML002W	3.000	3.000	3.000
YML003W	3.000	3.000	3.000
YML009C-A	3.000	3.000	3.000
YML009W-B	1.000	2.000	2.000
YML011C	3.000	3.000	3.000
YML012C-A	3.000	3.000	3.000
YML018C	3.000	3.000	3.000
YML020W	3.000	3.000	3.000
YML030W	3.000	3.000	3.000
YML034C-A	3.000	3.000	3.000
YML037C	3.000	3.000	3.000
YML047W-A	3.000	3.000	3.000
YML050W	3.000	3.000	3.000
YML053C	3.000	3.000	3.000
YML057C-A	3.000	3.000	3.000
YML079W	3.000	3.000	3.000
YML081W	3.000	3.000	3.000
YML082W	3.000	1.000	1.000
YML083C	3.000	3.000	3.000
YML084W	3.000	3.000	3.000
YML087C	1.000	1.000	1.000
YML089C	3.000	3.000	3.000
YML090W	3.000	2.000	2.000
YML094C-A	1.000	1.000	2.000
YML096W	3.000	3.000	3.000
YML099W-A	3.000	3.000	3.000
YML101C-A	3.000	3.000	3.000
YML107C	3.000	3.000	3.000
YML108W	3.000	3.000	3.000
YML116W-A	3.000	3.000	3.000
YML119W	3.000	3.000	3.000
YML122C	3.000	3.000	3.000
YML131W	3.000	3.000	3.000
YMR002W	3.000	3.000	3.000
YMR003W	3.000	3.000	3.000
YMR007W	3.000	3.000	3.000
YMR010W	3.000	3.000	3.000
YMR018W	3.000	3.000	3.000
YMR031C	3.000	3.000	3.000
YMR031W-A	3.000	3.000	3.000
YMR034C	3.000	3.000	3.000
YMR041C	1.000	1.000	1.000
YMR052C-A	3.000	3.000	3.000
YMR057C	3.000	3.000	3.000
YMR073C	3.000	3.000	3.000
YMR074C	1.000	1.000	2.000
YMR075C-A	3.000	3.000	3.000
YMR082C	3.000	3.000	3.000
YMR084W	3.000	3.000	3.000
YMR085W	3.000	3.000	3.000
YMR086C-A	3.000	3.000	3.000
YMR086W	3.000	3.000	3.000
YMR087W	3.000	3.000	3.000
YMR090W	3.000	3.000	3.000
YMR098C	1.000	1.000	1.000
YMR099C	3.000	3.000	3.000
YJR110W	3.000	3.000	3.000
YMR102C	3.000	3.000	3.000
YMR103C	3.000	3.000	3.000
YMR110C	3.000	3.000	3.000
YMR111C	3.000	3.000	3.000
YMR114C	3.000	3.000	3.000
YMR118C	3.000	3.000	3.000
YMR119W-A	3.000	3.000	3.000
YMR122C	3.000	3.000	3.000
YMR124W	3.000	3.000	3.000
YMR130W	3.000	3.000	3.000
YMR135W-A	3.000	3.000	3.000
YMR141C	3.000	3.000	3.000
YMR144W	3.000	3.000	3.000
YMR147W	3.000	3.000	3.000
YMR148W	3.000	3.000	3.000
YMR153C-A	3.000	3.000	3.000
YMR155W	3.000	3.000	3.000
YMR158C-A	3.000	3.000	3.000
YMR158W-B	3.000	3.000	3.000
YMR160W	3.000	3.000	3.000
YMR163C	3.000	3.000	3.000
YMR166C	3.000	3.000	3.000
YMR171C	3.000	3.000	3.000
YMR172C-A	3.000	3.000	3.000
YMR173W-A	3.000	3.000	3.000
YMR178W	3.000	3.000	3.000
YMR181C	3.000	3.000	3.000
YMR184W	3.000	3.000	3.000
YMR185W	3.000	3.000	3.000
YMR187C	3.000	3.000	3.000
YMR193C-A	3.000	3.000	3.000
YMR194C-A	3.000	3.000	3.000
YMR196W	3.000	3.000	3.000
YMR206W	3.000	3.000	3.000
YMR209C	3.000	3.000	3.000
YMR210W	3.000	3.000	3.000
YMR226C	3.000	3.000	3.000
YMR233W	3.000	3.000	3.000
YMR244C-A	3.000	3.000	3.000
YMR244W	3.000	3.000	3.000
YMR245W	3.000	3.000	3.000
YMR247C	3.000	3.000	3.000
YMR252C	3.000	3.000	3.000
YMR253C	3.000	3.000	3.000
YMR254C	3.000	3.000	3.000
YMR258C	3.000	3.000	3.000
YMR259C	3.000	3.000	3.000
YMR262W	1.000	1.000	1.000
YMR265C	3.000	3.000	3.000
YMR269W	3.000	3.000	3.000
YMR278W	3.000	3.000	3.000
YMR279C	3.000	3.000	3.000
YMR291W	3.000	3.000	3.000
YMR293C	1.000	1.000	2.000
YMR294W-A	3.000	3.000	3.000
YMR295C	3.000	3.000	3.000
YMR304C-A	3.000	3.000	3.000
YMR306C-A	3.000	3.000	3.000
YFR049W	3.000	2.000	3.000
YMR310C	3.000	3.000	3.000
YMR315W	3.000	3.000	3.000
YMR316C-A	3.000	3.000	3.000
YMR316C-B	3.000	3.000	3.000
YMR317W	3.000	3.000	3.000
YMR320W	3.000	3.000	3.000
YMR326C	3.000	3.000	3.000
YER005W	3.000	3.000	3.000
YOR064C	3.000	3.000	3.000
YKL067W	3.000	3.000	3.000
YNL010W	3.000	3.000	3.000
YNL011C	3.000	3.000	3.000
YNL013C	3.000	3.000	3.000
YNL022C	3.000	3.000	3.000
YNL024C	3.000	3.000	3.000
YNL028W	3.000	3.000	3.000
YNL034W	3.000	3.000	3.000
YNL035C	3.000	3.000	3.000
YNL040W	3.000	3.000	3.000
YNL043C	3.000	3.000	3.000
YNL045W	3.000	2.000	3.000
YNL046W	3.000	3.000	3.000
YNL050C	3.000	3.000	3.000
YNL056W	3.000	3.000	3.000
YNL057W	3.000	3.000	3.000
YNL058C	3.000	3.000	3.000
YNL080C	3.000	3.000	2.500
YNL086W	3.000	3.000	3.000
YNL089C	3.000	3.000	3.000
YNL092W	3.000	3.000	3.000
YNL095C	3.000	3.000	3.000
YNL100W	3.000	3.000	3.000
YNL105W	3.000	3.000	3.000
YNL108C	3.000	3.000	3.000
YNL109W	3.000	3.000	3.000
YNL115C	3.000	3.000	3.000
YNL120C	3.000	3.000	3.000
YNL122C	3.000	3.000	3.000
YNL123W	3.000	3.000	3.000
YNL134C	3.000	3.000	3.000
YNL140C	3.000	3.000	3.000
YNL143C	3.000	3.000	3.000
YNL144C	3.000	3.000	3.000
YNL146W	3.000	3.000	3.000
YNL155W	3.000	3.000	3.000
YNL157W	3.000	3.000	3.000
YNL170W	1.000	1.000	1.000
YNL176C	3.000	3.000	3.000
YNL184C	1.000	1.000	1.000
YNL187W	3.000	3.000	3.000
YNL190W	3.000	3.000	3.000
YNL191W	3.000	3.000	3.000
YNL193W	3.000	3.000	3.000
YNL194C	3.000	3.000	3.000
YNL195C	3.000	3.000	3.000
YNL198C	3.000	3.000	3.000
YNL200C	3.000	3.000	3.000
YNL203C	3.000	3.000	3.000
YNL205C	3.000	3.000	3.000
YNL211C	3.000	3.000	3.000
YNL213C	1.000	1.000	2.000
YNL217W	3.000	3.000	3.000
YNL224C	3.000	3.000	3.000
YNL226W	3.000	3.000	3.000
YNL228W	3.000	3.000	3.000
YNL235C	3.000	3.000	3.000
YNL254C	3.000	3.000	3.000
YNL266W	3.000	3.000	3.000
YNL274C	3.000	3.000	3.000
YNL285W	1.000	2.000	3.000
YNL295W	3.000	3.000	3.000
YNL303W	3.000	3.000	3.000
YNL305C	3.000	2.000	3.000
YNL319W	3.000	3.000	3.000
YNL320W	3.000	3.000	3.000
YNL321W	3.000	3.000	3.000
YNL324W	3.000	3.000	3.000
YNL335W	3.000	3.000	3.000
YNL338W	3.000	3.000	3.000
YNR004W	3.000	3.000	3.000
YNR005C	3.000	3.000	3.000
YNR009W	3.000	3.000	3.000
YNR014W	3.000	3.000	3.000
YNR018W	3.000	3.000	3.000
YNR020C	2.000	2.000	2.000
YNR021W	3.000	3.000	3.000
YNR024W	3.000	3.000	3.000
YNR025C	3.000	3.000	2.500
YNR029C	3.000	3.000	3.000
YNR036C	1.000	1.000	1.000
YNR040W	3.000	3.000	3.000
YNR042W	1.000	1.000	1.000
YNR047W	3.000	3.000	3.000
YNR048W	3.000	3.000	3.000
YNR061C	3.000	3.000	3.000
YNR062C	3.000	3.000	3.000
YNR063W	3.000	3.000	3.000
YNR064C	3.000	3.000	3.000
YNR066C	3.000	3.000	3.000
YNR068C	3.000	3.000	3.000
YNR070W	3.000	3.000	3.000
YNR071C	3.000	3.000	3.000
YNR073C	3.000	3.000	3.000
YFL044C	3.000	3.000	3.000
YOL003C	3.000	3.000	3.000
YOL007C	3.000	3.000	3.000
YOL008W	3.000	3.000	2.000
YOL013W-B	3.000	3.000	3.000
YOL014W	3.000	3.000	3.000
YOL015W	3.000	3.000	3.000
YOL024W	3.000	3.000	3.000
YOL029C	3.000	3.000	3.000
YOL032W	3.000	3.000	3.000
YOL035C	3.000	3.000	3.000
YOL036W	3.000	3.000	3.000
YOL037C	3.000	3.000	3.000
YOL046C	3.000	3.000	3.000
YOL047C	3.000	3.000	3.000
YOL048C	3.000	3.000	3.000
YOL050C	3.000	3.000	3.000
YOL053W	3.000	3.000	3.000
YOL057W	3.000	3.000	3.000
YOL070C	3.000	3.000	3.000
YOL075C	3.000	3.000	3.000
YOL079W	3.000	3.000	3.000
YOL083W	1.000	1.000	2.000
YOL085C	3.000	3.000	3.000
YOL087C	3.000	3.000	3.000
YOL092W	3.000	3.000	3.000
YOL098C	3.000	3.000	3.000
YOL099C	3.000	3.000	3.000
YOL106W	3.000	3.000	3.000
YOL107W	3.000	3.000	3.000
YOL111C	3.000	3.000	3.000
YOL114C	3.000	3.000	3.000
YOL118C	3.000	3.000	3.000
YOL125W	3.000	3.000	3.000
YOL131W	3.000	3.000	3.000
YOL138C	3.000	3.000	3.000
YOL150C	3.000	3.000	3.000
YOL153C	3.000	3.000	3.000
YOL155C	3.000	3.000	3.000
YOL159C	3.000	3.000	3.000
YOL160W	3.000	3.000	3.000
YOL162W	3.000	3.000	3.000
YOL163W	3.000	3.000	3.000
YPR028W	3.000	3.000	3.000
YOR006C	3.000	3.000	3.000
YOR012W	3.000	3.000	3.000
YOR013W	3.000	3.000	3.000
YOR015W	3.000	3.000	3.000
YOR019W	3.000	3.000	3.000
YOR021C	3.000	3.000	3.000
YOR022C	3.000	3.000	3.000
YOR024W	3.000	3.000	3.000
YOR029W	3.000	3.000	3.000
YOR044W	3.000	3.000	3.000
YOR050C	3.000	3.000	3.000
YOR051C	3.000	3.000	3.000
YOR052C	3.000	3.000	3.000
YOR053W	3.000	3.000	3.000
YOR055W	3.000	3.000	3.000
YOR059C	3.000	3.000	3.000
YOR062C	3.000	3.000	3.000
YOR066W	3.000	3.000	3.000
YOR071C	3.000	3.000	3.000
YOR072W	3.000	3.000	3.000
YOR082C	3.000	3.000	3.000
YOR084W	3.000	3.000	3.000
YOR087W	3.000	3.000	3.000
YOR093C	3.000	3.000	3.000
YOR097C	3.000	3.000	3.000
YGR281W	3.000	3.000	3.000
YOR105W	3.000	3.000	3.000
YOR111W	3.000	3.000	3.000
YOR112W	3.000	3.000	3.000
YOR114W	3.000	3.000	3.000
YOR118W	3.000	3.000	3.000
YOR121C	3.000	3.000	3.000
YOR129C	3.000	3.000	3.000
YOR131C	3.000	3.000	3.000
YOR135C	3.000	3.000	2.000
YOR139C	3.000	3.000	3.000
YOR152C	3.000	3.000	3.000
YOR154W	3.000	3.000	3.000
YOR164C	3.000	3.000	3.000
YOR166C	3.000	3.000	3.000
YOR170W	3.000	3.000	3.000
YOR175C	3.000	3.000	3.000
YOR186W	3.000	3.000	3.000
YOR192C	3.000	3.000	3.000
YOR199W	1.000	1.000	1.000
YOR200W	1.000	1.000	1.000
YOR214C	3.000	3.000	3.000
YOR215C	3.000	3.000	3.000
YOR220W	3.000	3.000	3.000
YOR223W	3.000	3.000	3.000
YOR225W	3.000	3.000	3.000
YOR227W	3.000	3.000	3.000
YOR228C	3.000	3.000	3.000
YOR235W	3.000	3.000	3.000
YOR238W	3.000	3.000	3.000
YOR246C	1.000	3.000	3.000
YOR251C	3.000	3.000	3.000
YOR263C	3.000	3.000	3.000
YOR268C	3.000	3.000	3.000
YOR271C	3.000	3.000	3.000
YOR277C	3.000	3.000	3.000
YOR283W	3.000	3.000	3.000
YOR285W	3.000	3.000	3.000
YOR289W	3.000	3.000	3.000
YOR291W	3.000	3.000	3.000
YOR292C	3.000	3.000	3.000
YOR296W	3.000	3.000	3.000
YOR302W	3.000	3.000	3.000
YOR304C-A	3.000	3.000	3.000
YOR305W	1.000	1.000	1.000
YOR309C	3.000	3.000	3.000
YOR314W	3.000	3.000	3.000
YOR315W	3.000	3.000	3.000
YOR318C	1.000	1.000	2.000
YOR322C	3.000	3.000	3.000
YOR325W	3.000	3.000	3.000
YOR331C	1.000	1.000	2.000
YOR333C	1.000	1.000	2.500
YOR338W	3.000	3.000	3.000
YOR342C	3.000	3.000	3.000
YOR343C	3.000	3.000	3.000
YOR345C	3.000	3.000	3.000
YOR352W	3.000	3.000	3.000
YOR356W	3.000	3.000	3.000
YOR364W	3.000	3.000	3.000
YOR365C	3.000	3.000	3.000
YOR366W	3.000	3.000	3.000
YOR376W	3.000	3.000	3.000
YOR378W	3.000	3.000	3.000
YOR379C	3.000	3.000	3.000
YOR385W	3.000	3.000	3.000
YDR057W	3.000	3.000	3.000
YML027W	3.000	3.000	3.000
YBR183W	3.000	3.000	3.000
YKL126W	3.000	3.000	3.000
YMR104C	3.000	3.000	3.000
YPL009C	3.000	3.000	3.000
YPL014W	3.000	3.000	3.000
YPL017C	3.000	3.000	3.000
YPL025C	3.000	3.000	3.000
YPL030W	3.000	3.000	3.000
YPL033C	3.000	3.000	3.000
YPL034W	3.000	3.000	3.000
YPL035C	3.000	3.000	3.000
YPL039W	3.000	3.000	3.000
YPL041C	3.000	3.000	3.000
YPL056C	3.000	3.000	3.000
YPL062W	3.000	3.000	3.000
YPL066W	3.000	3.000	3.000
YPL067C	3.000	3.000	3.000
YPL068C	3.000	3.000	3.000
YPL071C	3.000	3.000	3.000
YPL072C	3.000	3.000	3.000
YPL073W	3.000	3.000	3.000
YPL077C	3.000	3.000	3.000
YPL080C	3.000	3.000	3.000
YPL088W	3.000	3.000	3.000
YPL098C	3.000	3.000	3.000
YPL105C	3.000	3.000	3.000
YPL107W	3.000	2.000	3.000
