ORF	hap a | growth (colony size) | chitosan [1.75 mg/ml] | Galvan Marquez I~Smith ML, 2013
YBR072W	0.303
YGR220C	0.167
YPR130C	0.550
YGR221C	0.883
YPR131C	0.860
YGR222W	0.000
YPR132W	0.747
YGR223C	0.930
YPR134W	0.537
YGR224W	0.253
YPR135W	0.783
YGR225W	0.560
YPR138C	0.807
YGR226C	0.803
YPR139C	0.000
YGR227W	0.700
YPR140W	0.753
YGR228W	0.807
YPR141C	0.893
YGR229C	0.050
YPR145W	0.633
YGR230W	0.180
YPR146C	0.000
YGR231C	0.673
YPR147C	0.617
YBR159W	0.618
YBR045C	0.617
YBR161W	0.833
YBR046C	0.560
YBR162C	0.877
YBR047W	0.577
YBR162W-A	0.743
YBR048W	0.783
YBR163W	0.000
YBR050C	0.723
YBR164C	0.693
YBR051W	0.830
YBR165W	0.783
YBR052C	0.253
YBR166C	0.660
YBR053C	0.780
YBR170C	0.857
YBR054W	0.740
YBR171W	0.000
YBR056W	0.677
YBR172C	0.000
YBR057C	0.657
YDL001W	0.727
YBR058C	0.638
YFR044C	0.693
YPR117W	0.627
YFR045W	0.727
YPR119W	0.537
YFR046C	0.577
YPR120C	0.833
YFR047C	0.843
YPR121W	0.720
YFR048W	0.713
YPR122W	0.793
YFR049W	0.807
YPR123C	0.503
YFR053C	0.827
YPR124W	0.000
YFR054C	0.717
YPR125W	0.727
YFR055W	0.850
YPR126C	0.240
YFR056C	0.673
YPR127W	0.617
YFR057W	0.720
YPR128C	0.527
YGR219W	0.368
YPR129W	0.665
YBR139W	0.730
YBR031W	0.200
YBR141C	0.837
YBR032W	0.763
YBR144C	0.720
YBR033W	0.760
YBR145W	0.560
YBR034C	0.223
YBR146W	0.720
YBR035C	0.717
YBR147W	0.717
YBR036C	0.560
YBR148W	0.610
YBR037C	0.000
YBR149W	0.717
YBR040W	0.737
YBR151W	0.747
YBR041W	0.000
YBR156C	0.613
YBR042C	0.623
YBR157C	0.713
YBR043C	0.700
YBR158W	0.760
YBR044C	0.372
YER188W	0.618
YPR096C	0.337
YFL034C-A	0.233
YPR097W	0.415
YFR032C	0.583
YPR098C	0.685
YFR032C-A	0.167
YPR099C	0.000
YFR033C	0.627
YPR100W	0.222
YFR034C	0.580
YPR101W	0.710
YFR035C	0.750
YPR106W	0.717
YFR036W	0.247
YPR109W	0.653
YFR038W	0.390
YPR111W	0.600
YFR040W	0.740
YPR114W	0.700
YFR041C	0.563
YPR115W	0.663
YFR043C	0.513
YPR116W	0.174
YBR121C	0.496
YBR018C	0.650
YBR122C	0.000
YBR019C	0.000
YBR126C	0.623
YBR020W	0.703
YBR127C	0.000
YBR021W	0.833
YBR128C	0.657
YBR022W	0.793
YBR129C	0.713
YBR023C	0.737
YBR130C	0.660
YBR024W	0.503
YBR132C	0.000
YBR025C	0.700
YBR133C	0.640
YBR026C	0.777
YBR134W	0.227
YBR027C	0.607
YBR137W	0.793
YBR028C	0.470
YBR138C	0.830
YBR030W	0.495
YDL130W-A	0.625
YPR074C	0.583
YDR363W-A	0.740
YPR075C	0.607
YDR525W-A	0.597
YPR076W	0.633
YDR535C	0.627
YPR077C	0.687
YDR536W	0.730
YPR079W	0.593
YDR538W	0.500
YPR084W	0.342
YDR539W	0.723
YPR087W	0.335
YDR540C	0.263
YPR089W	0.652
YDR541C	0.693
YPR090W	0.625
YER039C-A	0.000
YPR092W	0.672
YER091C-A	0.750
YPR093C	0.617
YER144C	0.263
YPR095C	0.476
YBR104W	0.597
YBR003W	0.000
YBR105C	0.730
YBR005W	0.697
YBR106W	0.733
YBR006W	0.693
YBR107C	0.760
YBR007C	0.723
YBR108W	0.583
YBR008C	0.763
YBR111C	0.473
YBR009C	0.647
YBR113W	0.790
YBR010W	0.730
YBR114W	0.000
YBR012C	0.690
YBR115C	0.833
YBR013C	0.547
YBR116C	0.720
YBR014C	0.667
YBR119W	0.570
YBR015C	0.227
YBR120C	0.000
YBR016W	0.652
YPR201W	0.338
YPR060C	0.748
YCR090C	0.483
YPR061C	0.633
YCR091W	0.657
YPR062W	0.723
YCR092C	0.810
YPR063C	0.410
YCR094W	0.733
YPR065W	0.655
YCR098C	0.543
YPR066W	0.605
YCR099C	0.627
YPR068C	0.657
YCR100C	0.243
YPR069C	0.520
YCR101C	0.740
YPR070W	0.663
YCR102C	0.747
YPR071W	0.793
YCR105W	0.550
YPR072W	0.000
YCR106W	0.760
YPR073C	0.532
YBR084W	0.000
YBL095W	0.587
YBR085W	0.730
YBL096C	0.527
YBR090C-A	0.153
YBL098W	0.723
YBR092C	0.677
YBL099W	0.000
YBL100C	3.173
YBR094W	3.497
YBL101C	0.520
YBR095C	0.867
YBL102W	0.887
YBR097W	0.000
YBL103C	0.787
YBR098W	0.747
YBL104C	0.740
YBR099C	0.773
YBL106C	0.643
YBR100W	0.738
YBL107C	0.753
YBR103W	0.780
YBR001C	0.400
YPR188C	1.832
YPR044C	4.825
YPR189W	7.303
YPR045C	3.637
YPR191W	0.000
YPR046W	3.290
YPR192W	4.600
YPR047W	0.000
YPR193C	4.840
YPR049C	0.255
YPR194C	0.000
YPR051W	3.387
YPR195C	5.433
YPR052C	2.768
YPR196W	4.920
YPR053C	2.673
YPR197C	5.157
YPR054W	3.005
YPR198W	5.590
YPR057W	3.570
YPR199C	4.710
YPR058W	3.470
YPR200C	6.147
YPR059C	1.319
YDL117W	0.633
YJR092W	0.637
YDL119C	0.823
YJR102C	0.212
YDL121C	0.000
YJR103W	0.472
YDL122W	0.723
YJR105W	0.617
YDL123W	0.650
YJR108W	0.762
YDL124W	0.240
YJR110W	0.703
YDL125C	0.583
YJR111C	0.625
YDL127W	0.260
YJR115W	0.742
YDL128W	0.300
YJR127C	0.758
YDL129W	0.273
YJR128W	0.150
YDL130W	0.557
YJR129C	0.047
YDL131W	0.490
YJR130C	0.407
YGL144C	0.610
YDR511W	0.610
YGL146C	0.540
YDR512C	0.707
YGL147C	0.397
YDR513W	0.000
YGL148W	0.657
YDR514C	0.600
YGL149W	0.503
YDR516C	0.660
YGL151W	0.883
YDR517W	0.833
YGL152C	0.670
YDR518W	0.000
YGL153W	1.043
YDR519W	0.837
YGL154C	0.923
YDR520C	0.760
YGL156W	0.940
YDR522C	0.863
YGL157W	0.720
YDR524C	0.597
YGL158W	0.397
YDR525W	0.430
YDL101C	0.677
YML051W	0.720
YDL118W	0.573
YML050W	0.583
YIR005W	0.723
YML048W	0.700
YDL104C	0.000
YML048W-A	0.683
YDL106C	0.680
YML049C	0.717
YDL107W	0.000
YJR073C	0.307
YDL109C	0.847
YJR075W	0.590
YDL110C	0.537
YJR078W	0.725
YDL112W	0.653
YJR079W	0.768
YDL113C	0.850
YJR082C	0.528
YDL114W	0.810
YJR083C	0.560
YDL116W	0.570
YJR088C	0.543
YGL127C	0.577
YDR495C	0.420
YGL129C	0.000
YDR496C	0.643
YGL131C	0.637
YDR497C	0.943
YGL132W	0.953
YDR500C	0.820
YGL133W	0.333
YDR501W	0.797
YGL135W	0.000
YDR503C	0.953
YGL136C	0.510
YDR504C	0.663
YGL138C	0.507
YDR505C	0.920
YGL139W	0.747
YDR506C	0.820
YGL140C	0.757
YDR507C	0.000
YGL141W	0.653
YDR508C	0.880
YGL143C	0.000
YDR509W	0.668
YIR001C	0.778
YML062C	0.313
YIR002C	0.590
YML061C	0.000
YIR003W	0.700
YML060W	0.693
YML059C	0.817
YIR007W	0.780
YML058W	0.657
YIR009W	0.573
YML057W	0.680
YIR013C	0.703
YML058C-A	0.887
YIR014W	0.930
YML056C	0.900
YIR016W	0.950
YML055W	0.783
YDL096C	0.723
YML054C	0.600
YDL099W	0.977
YML053C	0.617
YDL100C	0.490
YML052W	0.572
YGL107C	0.327
YDR479C	0.463
YGL108C	0.487
YDR480W	0.700
YGL109W	0.747
YDR481C	0.783
YGL110C	0.747
YDR482C	0.813
YGL114W	1.030
YDR484W	0.650
YGL115W	0.540
YDR485C	0.763
YGL117W	0.747
YDR486C	0.640
YGL118C	0.440
YDR488C	0.610
YGL121C	0.847
YDR490C	0.690
YGL124C	0.000
YDR491C	0.567
YGL125W	0.627
YDR492W	0.630
YGL126W	0.760
YDR494W	0.620
YIL159W	0.612
YML089C	0.380
YIL160C	0.600
YML088W	0.000
YIL161W	0.620
YML087C	0.980
YIL162W	0.713
YML086C	0.698
YIL163C	0.780
YML084W	0.617
YIL164C	0.967
YML083C	0.693
YIL165C	0.633
YML082W	0.853
YIL166C	0.733
YML081W	0.590
YIL167W	0.697
YML080W	0.963
YIL168W	0.497
YML079W	0.577
YIL170W	0.680
YML078W	0.873
YIL173W	0.727
YML063W	0.490
YFR017C	0.383
YDR459C	0.527
YFR018C	0.673
YDR462W	0.037
YFR020W	0.543
YDR463W	0.630
YFR021W	0.517
YDR465C	0.773
YFR022W	0.593
YDR466W	0.683
YFR023W	0.603
YDR467C	0.760
YFR024C-A	0.677
YDR469W	0.667
YFR026C	0.677
YDR470C	0.000
YFR031C-A	0.690
YDR471W	0.797
YGL101W	0.683
YDR474C	0.757
YGL104C	0.577
YDR475C	0.713
YGL105W	0.367
YDR476C	0.206
YIL140W	0.555
YIL069C	0.313
YIL141W	0.700
YIL070C	0.597
YIL145C	0.620
YIL071C	0.663
YIL146C	0.620
YIL074C	0.683
YIL148W	0.657
YIL089W	0.597
YIL149C	0.680
YIL092W	0.327
YIL152W	0.663
YIL153W	0.593
YIL154C	0.633
YIL155C	0.557
YIL156W	0.850
YLR226W	0.537
YIL157C	0.593
YFL055W	0.475
YDR443C	0.280
YFL056C	0.640
YDR446W	0.577
YFR001W	0.517
YDR447C	0.530
YFR006W	0.580
YDR448W	0.583
YFR007W	0.657
YDR450W	0.377
YFR008W	0.680
YDR451C	0.543
YFR009W	0.763
YDR452W	0.773
YFR010W	0.723
YDR453C	0.653
YFR012W	0.667
YDR455C	0.373
YFR014C	0.600
YDR456W	0.270
YFR015C	0.673
YDR457W	0.537
YFR016C	0.587
YDR458C	0.557
YIL123W	0.497
YIL015C-A	0.340
YIL124W	0.593
YIL018W	0.290
YIL125W	0.530
YIL038C	0.653
YIL128W	0.447
YIL042C	0.583
YIL130W	0.713
YIL047C	0.570
YIL132C	0.667
YIL052C	0.470
YIL133C	0.623
YIL054W	0.590
YIL134W	0.747
YIL055C	0.580
YIL135C	0.667
YIL059C	0.540
YIL137C	0.627
YIL060W	0.710
YIL138C	0.640
YIL066C	0.570
YIL139C	0.637
YIL067C	0.280
YFL041W	0.682
YDL088C	0.590
YFL043C	0.523
YDL089W	0.673
YFL044C	0.677
YDL090C	0.617
YFL046W	0.707
YDL091C	0.597
YFL047W	0.993
YDL093W	0.650
YFL048C	0.577
YDL094C	0.540
YFL049W	0.680
YDL095W	0.510
YFL050C	0.677
YDR438W	0.587
YFL051C	0.630
YDR439W	0.623
YFL052W	0.700
YDR440W	0.633
YFL053W	0.587
YDR441C	0.697
YFL054C	0.657
YDR442W	0.207
YIL105C	0.673
YGL174W	0.567
YIL107C	0.000
YGL175C	0.000
YIL108W	0.000
YGL176C	0.603
YIL110W	0.413
YGL177W	0.667
YIL112W	0.453
YGL179C	0.587
YIL113W	0.603
YGL180W	0.767
YIL114C	0.693
YGL181W	0.663
YIL116W	0.590
YIL006W	0.560
YIL117C	0.617
YIL007C	0.637
YIL119C	0.680
YIL008W	0.550
YIL120W	0.707
YIL009W	0.537
YIL121W	0.460
YIL010W	0.628
YFL023W	0.513
YDL071C	0.640
YFL025C	0.000
YDL073W	0.000
YFL026W	0.000
YDL076C	0.490
YFL027C	0.540
YDL077C	0.000
YFL028C	0.663
YDL078C	0.600
YFL030W	0.617
YDL079C	0.613
YFL031W	0.587
YDL080C	0.707
YFL032W	0.610
YDL081C	0.617
YFL034W	0.573
YDL082W	0.310
YFL035C-B	0.680
YDL083C	0.310
YFL036W	0.223
YDL085W	0.660
YFL040W	0.617
YDL086W	0.673
YJR135C	0.597
YGL159W	0.763
YJR137C	0.535
YGL160W	0.537
YJR146W	0.533
YGL161C	0.450
YJR147W	0.423
YGL162W	0.583
YJR149W	0.550
YGL163C	0.493
YJR152W	0.478
YGL164C	0.557
YJR154W	0.628
YGL165C	0.470
YIL098C	0.547
YGL166W	0.653
YIL099W	0.683
YGL167C	0.227
YIL100W	0.667
YGL168W	0.513
YIL101C	0.473
YGL170C	0.477
YIL103W	0.533
YGL173C	0.720
YDR528W	0.690
YDL054C	0.473
YDR529C	0.000
YDL056W	0.593
YDR530C	0.617
YDL057W	0.000
YDR532C	0.353
YDL059C	0.560
YDR533C	0.340
YDL061C	0.543
YDR534C	0.613
YDL062W	0.000
YFL006W	0.593
YDL063C	0.000
YFL011W	0.657
YDL065C	0.607
YFL015C	0.310
YDL066W	0.587
YFL018C	0.457
YDL068W	0.000
YFL020C	0.640
YDL069C	0.000
YFL021W	0.543
YDL070W	0.558
YGR281W	0.434
YGR282C	0.665
YGR283C	0.903
YGR284C	0.525
YGR285C	0.000
YGR286C	0.603
YGR287C	0.552
YGR288W	0.485
YGR290W	0.587
YHR021W-A	0.668
YHR039C-B	0.000
YHR079C-B	0.650
YNL094W	1.448
YNL092W	0.907
YNL089C	0.813
YNL084C	0.000
YNL081C	0.000
YNL077W	0.827
YNL069C	1.017
YNL064C	0.000
YNL063W	0.677
YNL057W	0.547
YNL058C	0.603
YNL054W	0.727
YGR256W	0.573
YGR259C	0.330
YGR260W	0.847
YGR261C	0.927
YGR262C	0.660
YGR263C	0.750
YGR266W	0.740
YGR268C	0.630
YGR269W	0.727
YGR270W	0.850
YGR275W	0.593
YGR279C	0.670
YNL134C	0.518
YNL133C	0.000
YNL129W	0.853
YNL128W	0.653
YNL127W	0.833
YNL123W	0.620
YNL122C	0.337
YNL117W	0.780
YNL116W	0.857
YNL108C	0.703
YNL101W	0.837
YNL098C	0.620
YCR068W	0.745
YNR034W	0.653
YCR071C	0.000
YNR036C	0.000
YCR073W-A	0.657
YNR037C	0.000
YCR076C	0.810
YNR039C	0.857
YCR077C	0.763
YNR040W	1.097
YCR079W	0.727
YNR041C	0.000
YCR081W	0.787
YNR042W	0.840
YCR082W	0.893
YNR045W	0.860
YCR085W	0.783
YNR047W	0.917
YCR086W	0.413
YNR048W	0.643
YCR087C-A	0.370
YNR049C	0.770
YCR087W	0.480
YNL146W	0.770
YNL145W	0.760
YNL144C	0.607
YNL143C	0.690
YNL141W	0.880
YNL139C	0.950
YNL136W	0.390
YNL135C	0.610
YCR034W	0.338
YNR019W	0.587
YCR036W	0.683
YNR020C	1.183
YCR043C	0.740
YNR021W	0.680
YCR044C	0.000
YNR022C	0.727
YCR045C	0.857
YNR024W	0.333
YCR049C	0.697
YNR025C	0.960
YCR050C	0.747
YNR027W	0.657
YCR051W	0.227
YNR028W	0.613
YCR059C	0.813
YNR029C	0.330
YCR061W	0.410
YNR030W	0.590
YCR063W	0.880
YNR031C	0.717
YCR065W	0.577
YNR032W	0.000
YBR297W	0.383
YNR004W	0.870
YBR298C	0.677
YNR005C	0.660
YBR300C	0.720
YNR006W	0.000
YCL001W-A	0.627
YNR007C	0.833
YCR020W-B	0.707
YNR008W	0.740
YCR024C	0.000
YNR009W	0.583
YCR024C-A	0.570
YNR010W	0.560
YCR025C	0.620
YNR012W	0.700
YCR026C	0.703
YNR013C	0.463
YCR027C	0.557
YNR014W	0.483
YCR028C	0.690
YNR015W	0.510
YCR031C	0.603
YNR018W	0.588
YDL183C	0.693
YDL184C	0.660
YDL186W	0.597
YDL187C	0.600
YDL188C	0.633
YDL189W	0.700
YDL190C	0.610
YBR281C	0.530
YNL035C	0.603
YBR282W	0.000
YNL037C	0.580
YBR283C	0.420
YNL040W	0.823
YBR284W	1.260
YNL041C	0.667
YBR285W	0.610
YNL043C	0.773
YBR286W	0.373
YNL044W	0.600
YBR290W	0.637
YNL045W	0.693
YBR291C	0.670
YNL046W	0.650
YBR292C	0.590
YNL049C	0.633
YBR293W	0.363
YNL050C	0.763
YBR295W	0.567
YNR001C	0.850
YBR296C	0.360
YNR002C	0.432
YDL171C	0.567
YDL172C	0.563
YDL173W	0.790
YDL174C	0.673
YDL175C	0.273
YDL176W	0.530
YDL177C	0.683
YDL178W	0.670
YDL179W	0.607
YDL180W	0.703
YDL181W	0.530
YDL182W	0.401
YNL021W	0.760
YNL022C	0.687
YNL023C	0.607
YAL064C-A	0.727
YNL024C	0.713
YBL091C-A	0.843
YBR269C	0.000
YNL027W	0.577
YBR271W	0.720
YNL028W	0.653
YBR273C	0.743
YNL029C	0.610
YBR274W	0.550
YNL030W	0.730
YBR277C	0.427
YNL031C	0.757
YBR278W	0.187
YNL032W	0.540
YBR279W	0.507
YNL034W	0.508
YDL154W	0.523
YDL155W	0.237
YDL156W	0.573
YDL157C	0.217
YDL159W	0.533
YDL160C	0.587
YDL161W	0.690
YDL162C	0.623
YDL167C	0.687
YDL168W	0.547
YDL169C	0.463
YDL170W	0.620
YNL001W	0.880
YNL003C	0.000
YNL004W	1.227
YNL005C	0.000
YNL008C	0.643
YNL009W	0.680
YNL010W	0.713
YNL012W	0.430
YNL013C	0.693
YNL015W	0.627
YNL016W	0.730
YNL020C	0.240
YDL133W	9.750
YDL134C	11.070
YDL134C-A	9.650
YDL135C	11.853
YDL136W	10.593
YDL137W	12.427
YDL138W	11.287
YDL142C	15.870
YDL144C	10.230
YDL146W	10.510
YDL149W	9.943
YDL151C	2.392
YJL013C	0.660
YJL175W	0.510
YJL016W	0.673
YJL017W	0.650
YJL020C	0.650
YJL021C	0.350
YJL213W	0.467
YJL022W	0.860
YKL096W-A	0.713
YJL023C	0.480
YKL115C	0.433
YJL024C	0.703
YKL139W	0.560
YJL027C	0.567
YKL194C	0.000
YJL028W	0.697
YKL201C	0.523
YJL029C	0.693
YKL202W	0.490
YJR001W	0.547
YMR138W	0.618
YER163C	0.623
YMR139W	0.630
YER164W	0.683
YMR160W	0.607
YER166W	0.747
YER167W	0.367
YER169W	0.000
YOR298C-A	0.632
YER170W	0.643
YOR364W	0.590
YER173W	0.657
YPL148C	0.000
YER174C	0.557
YPL183C	0.713
YER175C	0.325
YPL183W-A	0.833
YER176W	0.573
YER177W	0.977
YPL224C	0.657
YER178W	0.698
YML067C	0.723
YJL132W	0.840
YML068W	0.645
YJL136C	0.617
YML072C	0.772
YJL137C	0.667
YMR136W	0.623
YMR172W	0.555
YOR300W	0.383
YJL141C	0.000
YOR309C	0.600
YJL003W	0.000
YJL160C	0.647
YJL004C	0.597
YJL006C	0.730
YJL007C	0.717
YJL012C	0.555
YML027W	0.378
YER145C	0.543
YML036W	0.627
YER149C	0.640
YML038C	0.707
YER150W	0.560
YML041C	0.457
YER151C	0.947
YML042W	0.650
YER152C	0.647
YML047C	0.720
YER153C	0.000
YML075C	0.710
YER154W	0.000
YML076C	0.610
YER155C	0.553
YER156C	0.840
YMR048W	0.840
YER158C	0.767
YMR135W-A	0.710
YER161C	0.863
YMR137C	0.687
YER162C	0.000
YGR063C	0.579
YJR140C	0.337
YGR086C	0.680
YJR142W	0.693
YGR089W	0.750
YJR144W	0.000
YGR092W	0.000
YJR145C	0.767
YGR093W	0.707
YJR148W	0.598
YGR106C	0.623
YJR150C	0.703
YGR110W	0.773
YJR153W	0.905
YGR117C	0.687
YKL005C	0.873
YGR238C	0.530
YKL030W	0.800
YGR239C	0.740
YLR146C	0.718
YGR248W	0.690
YLR286C	0.693
YGR250C	0.763
YLR343W	0.636
YER037W	0.307
YER129W	0.737
YLR237W	0.570
YER130C	0.773
YLR246W	0.640
YER131W	0.410
YLR334C	0.600
YER132C	0.743
YLR346C	0.643
YER134C	0.573
YLR358C	0.400
YER135C	0.717
YLR361C	0.697
YER137C	0.690
YLR370C	0.723
YER139C	0.617
YLR382C	0.000
YER140W	0.773
YLR394W	0.677
YER141W	0.000
YLR406C	0.667
YER142C	0.560
YML022W	0.663
YER143W	0.688
YDR202C	0.663
YJR118C	0.262
YDR205W	0.477
YJR119C	0.687
YDR445C	0.710
YJR120W	0.200
YDR537C	0.770
YJR121W	0.590
YFR039C	0.603
YJR122W	0.393
YGL219C	0.607
YJR124C	0.688
YGR028W	0.640
YJR125C	0.702
YGR032W	0.463
YJR126C	0.732
YGR038W	0.717
YJR131W	0.593
YGR040W	0.500
YJR133W	0.665
YGR050C	0.580
YJR134C	0.652
YGR053C	0.683
YJR139C	0.608
YOL158C	0.709
YER115C	0.627
YOL159C	0.387
YER116C	0.637
YOL160W	0.648
YER117W	0.767
YOL162W	0.575
YER118C	0.667
YOL163W	0.657
YER119C	0.670
YOR008C-A	0.703
YER119C-A	0.690
YGR204W	0.323
YER120W	0.510
YBR191W	0.000
YER121W	0.650
YCL035C	0.707
YER122C	0.000
YDR071C	0.000
YER123W	0.400
YDR074W	0.703
YER124C	0.607
YER027C	0.620
YER128W	0.645
YJR058C	0.702
YJR096W	0.580
YJR059W	0.717
YJR097W	0.533
YJR060W	0.490
YJR098C	0.648
YJR061W	0.607
YJR099W	0.645
YJR062C	0.703
YJR100C	0.583
YJR063W	0.610
YJR104C	0.630
YBR189W	0.587
YJR106W	0.608
YCR095C	0.630
YJR107W	0.575
YCR102W-A	0.540
YJR109C	0.545
YDL133C-A	0.640
YJR113C	0.000
YDR058C	0.697
YJR116W	0.652
YDR174W	0.633
YJR117W	0.509
YHR059W	0.362
YKR080W	0.660
YHR067W	0.353
YKR082W	0.687
YHR127W	0.737
YKR084C	0.560
YHR131C	0.720
YER101C	0.627
YHR180W	0.770
YER103W	0.000
YHR185C	0.637
YER106W	0.597
YHR194W	0.947
YER108C	0.703
YLL007C	0.703
YER109C	0.453
YMR154C	0.437
YER110C	0.000
YNL274C	0.597
YER111C	0.517
YOL141W	0.610
YER113C	0.637
YOL150C	0.540
YER114C	0.658
YJR040W	0.542
YJR070C	0.207
YJR043C	0.680
YJR074W	0.557
YJR047C	0.547
YJR077C	0.547
YJR048W	0.647
YJR080C	0.587
YJR049C	0.740
YJR084W	0.485
YJR050W	0.583
YJR051W	0.673
YJR087W	0.723
YJR052W	0.553
YJR090C	0.000
YJR053W	0.423
YJR091C	0.673
YJR054W	0.610
YJR094C	0.627
YJR055W	0.558
YJR094W-A	0.600
YJR056C	0.377
YJR095W	0.438
YKR035W-A	0.310
YHL002W	0.530
YKR066C	0.617
YHL011C	0.303
YKR067W	0.665
YHL039W	0.680
YKR069W	0.595
YHR003C	0.515
YKR070W	0.650
YHR004C	0.643
YKR072C	0.558
YHR005C	0.517
YKR073C	0.228
YHR006W	0.607
YKR074W	0.747
YHR008C	0.000
YKR075C	0.270
YHR025W	0.785
YKR076W	0.687
YHR009C	0.588
YKR077W	0.590
YHR041C	0.288
YKR078W	0.638
YJR021C	0.622
YCL075W	0.297
YJR024C	0.577
YCL076W	0.573
YJR025C	0.000
YGL199C	0.605
YJR026W	0.730
YGL214W	0.562
YJR030C	0.563
YGL217C	0.550
YJR031C	0.577
YGL218W	0.000
YJR032W	0.757
YGL235W	0.698
YJR033C	0.727
YGR011W	0.693
YJR035W	0.563
YGR018C	0.675
YJR036C	0.623
YGR022C	0.615
YJR037W	0.593
YGR025W	0.680
YJR038C	0.253
YJR069C	0.674
YMR054W	0.654
YIR029W	0.663
YMR055C	0.433
YIR031C	0.575
YMR056C	0.637
YIR033W	0.527
YMR057C	0.720
YIR034C	0.620
YMR058W	0.737
YIR035C	0.723
YEL012W	0.638
YIR036C	0.683
YER031C	0.742
YIR037W	0.537
YER046W	0.647
YIR038C	0.767
YER063W	0.688
YIR039C	0.652
YER066W	0.640
YIR042C	0.502
YGR188C	0.373
YKL033W-A	0.366
YGR201C	0.227
YKL162C-A	0.426
YJR004C	0.000
YAL012W	0.255
YJR005W	0.467
YAL016W	0.000
YJR008W	0.647
YAL047C	0.217
YJR009C	0.677
YAL054C	0.630
YJR010C-A	0.673
YAL058C-A	0.290
YJR010W	0.630
YAR050W	0.403
YJR011C	0.590
YJR014W	0.613
YCL022C	0.657
YJR015W	0.637
YJR018W	0.703
YCL038C	0.595
YJR019C	0.633
YCL058C	0.508
YJR020W	0.563
YCL074W	0.396
YER179W	2.112
YIL009C-A	3.289
YER180C	5.273
YIR017C	3.088
YER181C	6.107
YIR018W	3.492
YER182W	6.503
YIR019C	3.620
YER183C	6.197
YIR020C	3.097
YER184C	7.853
YIR020W-B	3.828
YER185W	0.483
YIR021W	0.355
YER186C	3.035
YIR024C	3.878
YER187W	3.315
YIR025W	3.585
YMR052C-A	6.550
YIR026C	0.372
YMR052W	0.347
YIR027C	2.978
YMR053C	6.653
YIR028W	0.940
YOR271C	0.693
YBR280C	0.703
YOR273C	0.817
YBR287W	0.703
YOR274W	0.793
YBR288C	0.760
YOR275C	0.527
YBR289W	0.000
YOR276W	0.797
YBR294W	0.787
YBR301W	0.723
YCL026C-A	0.667
YCR028C-A	0.000
YPL004C	0.680
YCR030C	0.753
YCR032W	0.667
YPL027W	0.690
YCR033W	0.723
YPL034W	0.713
YCR046C	0.254
YNL140C	0.322
YBR090C	0.787
YNL142W	0.690
YNL315C	0.440
YBR112C	0.000
YOL151W	0.763
YBR125C	0.757
YOL152W	0.710
YBR131W	0.620
YOL155C	0.727
YBR150C	0.597
YOR265W	0.657
YBR168W	0.567
YOR266W	0.000
YBR169C	0.737
YOR267C	0.670
YBR270C	0.727
YOR268C	0.713
YBR272C	0.000
YOR269W	0.657
YBR275C	0.263
YOR270C	0.863
YBR276C	0.683
YIR023W	0.550
YPR008W	0.513
YIR030C	0.820
YPR013C	0.730
YIR032C	0.653
YPR022C	0.680
YIR043C	0.780
YPR023C	0.643
YIR044C	0.813
YPR024W	0.000
YJR003C	0.730
YPR026W	0.620
YPR031W	0.683
YKL053C-A	0.000
YPR037C	0.000
YKR106W	0.763
YPR043W	0.683
YAR002C-A	0.760
YMR322C	0.747
YBR083W	0.331
YNL138W	0.000
YBR084C-A	0.704
YNL107W	0.642
YML066C	0.633
YNL115C	0.797
YML115C	0.587
YNL119W	0.620
YMR037C	0.657
YNL120C	0.570
YMR104C	0.677
YNL121C	0.757
YMR119W	0.673
YNL125C	0.420
YNR052C	0.240
YNL130C	0.667
YNR055C	0.670
YGR295C	0.657
YNR069C	0.750
YHR132W-A	0.737
YOL125W	0.510
YIL030C	0.777
YOL147C	0.770
YIL058W	0.767
YPL268W	0.000
YPR007C	0.530
YNL085W	0.657
YJL105W	0.823
YNL087W	0.773
YJL128C	0.000
YNL090W	0.683
YKR085C	0.000
YNL091W	0.757
YKR094C	0.760
YNL093W	0.707
YKR095W	0.697
YNL095C	0.580
YKR096W	0.700
YNL097C	0.000
YKR102W	0.733
YNL099C	0.523
YLR110C	0.837
YNL100W	0.607
YLR390W-A	0.000
YNL104C	0.713
YLR439W	0.000
YNL105W	0.523
YLR442C	0.000
YNL106C	0.330
YLR455W	0.653
YNL068C	0.377
YFL042C	0.717
YNL070W	0.787
YFR019W	0.497
YNL071W	0.760
YFR024C	0.823
YNL072W	0.687
YFR025C	0.783
YNL073W	0.000
YFR030W	0.727
YNL074C	0.710
YHR146W	0.783
YNL076W	0.757
YHR171W	0.670
YNL078W	0.747
YJL042W	0.757
YNL079C	0.560
YJL070C	0.693
YNL080C	0.353
YJL078C	0.800
YNL082W	0.147
YJL094C	0.000
YNL083W	0.707
YJL101C	0.685
YCR089W	0.745
YKR040C	0.000
YDL194W	0.770
YKR041W	0.793
YDR007W	0.740
YKR046C	0.000
YDR048C	0.733
YKR053C	0.743
YFR011C	0.710
YFR013W	0.797
YPR050C	0.553
YNL051W	0.570
YPR064W	0.577
YNL052W	0.593
YPR067W	0.000
YNL056W	0.517
YPR078C	0.680
YNL065W	0.767
YFL013W-A	0.750
YNL066W	0.613
YFL014W	1.000
YNL067W	0.473
YFL019C	0.792
YPL137C	0.790
YCR037C	0.757
YCR066W	0.663
YBR081C	0.000
