orf	hom | growth (pooled culture, barseq) | peptide 50 [5.75 uM] | YPD, 25 mM HEPES, pH 6.8, DMSO | Ng SMS~Chia CSB, 2018
YCR107W	0.01316047338445402
YDL001W	-0.20940376395472945
YDL002C	0.022853136719232295
YDL005C	-4.2703442039556085
YDL006W	-0.1556123538973635
YDL009C	-0.07162382601914961
YDL010W	0.870016126891934
YDL011C	-0.07049545574174483
YDL012C	-0.5243588192903376
YDL013W	-0.03659571486924303
YDL018C	-0.16791762005166164
YDL019C	-0.2898194248391007
YDL020C	
YDL021W	0.011054994234727542
YDL022W	0.2584721915648415
YDL023C	
YDL024C	-0.009402123181148879
YDL025C	0.29350018560367724
YDL026W	0.2756757843867849
YDL027C	-0.4830867396376156
YDL032W	-0.5040977241209889
YDL033C	-0.036007606834220385
YDL034W	0.061248993789364714
YDL035C	-0.07863607290565086
YDL036C	0.13419456103729807
YDL037C	-0.38413051875425197
YDL039C	0.14041174574269252
YDL040C	0.11721865146974624
YDL041W	0.13979281096957022
YDL042C	
YDL044C	-0.6545135814280719
YDL045W-A	
YDL046W	0.45948577860163403
YDL047W	-1.6050806344668396
YDL048C	0.1119976766016415
YDL049C	-0.09168472729846218
YDL050C	-0.298004177795989
YDL051W	-0.16279433961909334
YDL052C	0.08773559518616873
YDL053C	0.295333204796743
YDL054C	-0.4414875611578162
YDL056W	-0.14058337876941826
YDL057W	-0.5200337639440945
YDL059C	-0.10815229310746816
YDL061C	-0.6917204607982111
YDL062W	-0.10349319629630042
YDL063C	0.6441726790737772
YDL065C	0.05683245125976232
YDL066W	-0.042999286207011246
YDL067C	0.7601954909679184
YDL068W	-0.30153739622392084
YDL069C	0.010914921299425139
YDL070W	-0.2615354396277009
YDL071C	0.19438821871316528
YDL072C	-0.19075025611630428
YDL073W	-0.5118561077160927
YDL074C	-0.10410202604864209
YDL075W	0.5361706238082824
YDL076C	-0.3561854963849442
YDL077C	-0.754140505490853
YDL078C	0.0512593363338744
YDL079C	0.214091247788814
YDL080C	-0.44444320460426273
YDL081C	-5.98771545681864
YDL082W	
YDL083C	0.40219693501656767
YDL085W	-0.20445451935513248
YDL086W	0.17379289336420284
YDL088C	0.2766357810565716
YDL089W	-0.6667915677437452
YDL090C	-0.7161271007076265
YDL091C	-3.187957356283592
YDL093W	-0.355508496167716
YDL094C	-0.5356244741202192
YDL095W	0.20757255907973593
YDL096C	-0.12011363138913493
YDL099W	-0.009398136561648661
YDL100C	0.09789516263574703
YDL101C	0.10307621109780526
YDL104C	0.09762159653116194
YDL106C	-0.27035176371434944
YDL107W	0.35509251223536714
YDL109C	0.12263811514033228
YDL110C	-0.029382797087183568
YDL112W	0.8537364966783035
YDL113C	0.2694774488254523
YDL114W	0.14120150660540795
YDL115C	-0.12194386255753209
YDL116W	0.8500920463183941
YDL117W	-0.03673862556321033
YDL118W	0.42543994025476056
YDL119C	0.48700739378827085
YDL121C	-0.13707441222052605
YDL122W	-2.4618479622035396
YDL123W	-0.8118231016614598
YDL124W	0.2669925330552205
YDL125C	-5.139741371469985
YDL127W	
YDL128W	-2.34393814650392
YDL129W	0.09708915114173262
YDL130W	0.36963798480958915
YDL130W-A	0.09211783877297772
YDL131W	-2.712721219058905
YDL133C-A	-0.04438610033287525
YDL133W	
YDL134C	0.19164712797985936
YDL135C	
YDL136W	0.2843907819339761
YDL137W	-2.412188745999191
YDL138W	0.2486751120308572
YDL142C	0.297505193864221
YDL144C	-0.03295746435037649
YDL146W	-2.356563844280283
YDL149W	-0.035989857309147735
YDL151C	0.7258754992868156
YDL154W	0.12011231070092088
YDL155W	0.07402586440352998
YDL156W	0.08273604679924194
YDL157C	0.0963673944775284
YDL158C	-0.060860414334489354
YDL159W	0.05493154391200959
YDL160C	-0.2769889758897836
YDL161W	-0.010243650412074895
YDL162C	0.20401989961785577
YDL167C	0.03408631802050635
YDL168W	0.0010614737817881488
YDL169C	0.059356475542376726
YDL170W	-0.24784866098672365
YDL171C	0.17350272290225652
YDL172C	0.21915563936449547
YDL173W	-0.07177275170482887
YDL174C	-0.2565244900920208
YDL175C	-2.5234787378972396
YDL176W	0.05924544096283126
YDL177C	0.13312589834752672
YDL178W	-0.020129114389209623
YDL179W	0.10248924349152881
YDL180W	0.011192896465410732
YDL181W	
YDL182W	0.09490041784520713
YDL183C	-1.3037380844319812
YDL184C	-0.06903583403414032
YDL185W	-0.6403278389257391
YDL186W	-0.002311168522650852
YDL187C	-0.09847898741862708
YDL188C	-0.37967767230597455
YDL189W	0.06577747836651752
YDL190C	-0.10527126392743219
YDL191W	-0.022546695959982477
YDL192W	-2.721672319595405
YDL194W	-0.41577799351349837
YDL197C	0.22785746079632094
YDL198C	0.057490919898698804
YDL199C	-0.040872910414916114
YDL200C	0.051020321016227506
YDL201W	0.015568256409587276
YDL202W	0.35594737121439274
YDL203C	-0.1288942991159902
YDL204W	0.057320547677336305
YDL206W	0.49934265571508435
YDL210W	-0.19747149002206418
YDL211C	-0.7506282260419688
YDL213C	-0.03939880265078956
YDL214C	-3.229741426490987
YDL215C	-0.04563250166155228
YDL216C	-0.34004412907002113
YDL218W	-4.652598276169866
YDL219W	1.0369134534309539
YDL222C	0.018494341417273984
YDL223C	-0.5428778498503578
YDL224C	0.19726248912871958
YDL225W	-0.4042846328815142
YDL226C	-0.3708905570594265
YDL227C	0.025407572236879915
YDL229W	0.49701853172807586
YDL230W	
YDL231C	0.026414077631371095
YDL232W	
YDL233W	-2.9520088520829364
YDL234C	0.5510569433556346
YDL236W	-0.21865474719986394
YDL237W	0.3697216647358438
YDL238C	
YDL239C	-0.0835072912000715
YDL240W	0.10167446150087586
YDL241W	0.08664795387418743
YDL242W	-0.045298820921308755
YDL243C	0.039618183388428464
YDR001C	0.20779872888185436
YDR003W	-4.483527595896396
YDR004W	-2.288073896460392
YDR005C	-0.41059953774738706
YDR006C	-0.22006086599391525
YDR007W	-0.21758063364249414
YDR008C	-0.6451657344970826
YDR009W	-0.07067072811653155
YDR010C	0.030487760310255234
YDR011W	0.002392411737391655
YDR014W	-0.11371038518730806
YDR015C	-0.2730360226371355
YDR017C	0.6358877338910703
YDR018C	0.19172398125587511
YDR019C	-0.9491510345415329
YDR020C	-0.010501751964519388
YDR022C	-0.07538374246285344
YDR024W	0.37980024357984143
YDR025W	0.002684841378341947
YDR026C	-0.0917833022654669
YDR027C	-0.11580319201135211
YDR028C	0.28834287209325016
YDR029W	0.1319128378096509
YDR030C	-0.1795214165592271
YDR031W	0.08586730660800727
YDR032C	0.11189345225147344
YDR033W	0.06676362813354209
YDR034C	
YDR035W	-0.11475885230337726
YDR036C	-0.115667212858734
YDR042C	-0.04045671315939124
YDR043C	-0.06054300215417673
YDR046C	-0.25277857325717645
YDR048C	-0.311793215126098
YDR049W	-0.04254462132170066
YDR051C	0.27256744987044956
YDR055W	0.22155833763081362
YDR056C	-0.08521909545633874
YDR057W	-0.8392489223837395
YDR058C	0.06710983720736796
YDR059C	-0.05719292145974305
YDR061W	-0.06901112099797872
YDR063W	0.03518994377996102
YDR065W	1.471991257646765
YDR066C	-0.06790418246573876
YDR067C	0.07524745674295216
YDR068W	-0.7302837762390542
YDR069C	-2.3033650012557607
YDR070C	-0.2301233251252944
YDR071C	-0.5745252967273906
YDR072C	0.037035754375532394
YDR073W	-0.3490990960621336
YDR074W	-0.2794059516595445
YDR075W	0.09830576213455906
YDR076W	0.3663392274385838
YDR077W	-0.18438647267105485
YDR078C	-0.10201195333240522
YDR079W	0.5624006564793051
YDR080W	-2.5281679877166687
YDR083W	-1.5969170703454347
YDR084C	0.012215264563325818
YDR085C	-0.10578367338772254
YDR089W	-0.0036253341053101257
YDR090C	-3.581897831420322
YDR092W	-0.6806991978019368
YDR093W	0.25986147426466283
YDR094W	-0.05067093519980928
YDR095C	-0.05059539286209984
YDR096W	0.0378235466578885
YDR097C	0.013727675436454645
YDR098C	0.1227322599700321
YDR099W	-0.018891302954297404
YDR100W	-0.4362841172859955
YDR101C	0.2115365180028683
YDR102C	
YDR103W	0.03419559282975516
YDR104C	-0.05512237098151728
YDR105C	-0.18377970074415706
YDR107C	0.1410153474854257
YDR108W	-0.37149505273010497
YDR109C	0.1238620266187102
YDR110W	0.21158348525728163
YDR111C	-0.023434349894950773
YDR112W	1.806360845302586
YDR114C	0.006459531644700809
YDR115W	0.15490149973220244
YDR116C	-0.012751425185567768
YDR117C	-0.04252227497149885
YDR119W	-0.163250637243615
YDR120C	-0.8713338141041806
YDR121W	-0.26649292386892226
YDR122W	0.031743421320004
YDR123C	-0.11677881355771312
YDR124W	0.053400483868036704
YDR125C	-0.25209819093824787
YDR126W	-0.016553409000812383
YDR127W	
YDR128W	0.1578321121351044
YDR129C	0.0516371098015959
YDR130C	-0.3240095988673699
YDR131C	-0.2551173327236011
YDR132C	-0.04059840933648869
YDR133C	0.1418210045333483
YDR135C	0.1499618088218305
YDR136C	1.9936902458519248
YDR137W	0.2514743295191507
YDR138W	0.5116035706404023
YDR139C	0.19784509420626867
YDR140W	-1.5688898351506544
YDR142C	-0.06747091034365493
YDR143C	0.3908171842508809
YDR144C	-0.12958552004827661
YDR146C	-0.11630654477900548
YDR147W	0.04638193971887384
YDR148C	-0.05396454260592973
YDR149C	0.45031225973507577
YDR150W	0.1820086078945051
YDR151C	-0.028750151778224327
YDR152W	0.13712886505729086
YDR153C	-0.3041854780035151
YDR154C	-0.15923279267893148
YDR155C	-0.4318203461997983
YDR156W	0.3663976567331748
YDR157W	-0.22471783785463986
YDR158W	-0.3182807762111434
YDR159W	0.8028176729202327
YDR161W	0.6083634136191958
YDR162C	-0.5709981641710051
YDR163W	0.1406120963054397
YDR165W	0.25445499843762526
YDR169C	0.46587441226102905
YDR171W	0.06149108102771284
YDR173C	-6.957166199829812
YDR174W	0.5467130906195053
YDR175C	0.7963208085118857
YDR176W	-0.056032327592987465
YDR178W	-0.2822833999109487
YDR179C	-0.8234098819084115
YDR179W-A	-0.21456050399609336
YDR181C	-0.1983510482230337
YDR183W	-0.10416056086378185
YDR184C	0.3511654505820559
YDR185C	-0.15047587338761695
YDR186C	-0.05396244602893268
YDR191W	0.09688792431037745
YDR192C	0.31923734183103397
YDR193W	-0.26601810588677505
YDR194C	0.20088380020652277
YDR195W	-4.462376091005229
YDR197W	0.3078976181590715
YDR198C	-0.3975672161665723
YDR199W	-2.3052103668327892
YDR200C	
YDR202C	0.1363835062617447
YDR203W	-0.16578808622611668
YDR204W	-0.0975989600163725
YDR205W	0.004853170126699734
YDR206W	1.4969539335473965
YDR207C	-2.269973117969708
YDR209C	-0.07093932105139254
YDR210W	0.39918953198049906
YDR213W	0.29989652736973055
YDR214W	0.04059355622552145
YDR215C	-0.5085775900803526
YDR216W	-0.0011282754563687349
YDR217C	-0.278987834248391
YDR218C	-0.1271043532774293
YDR219C	-0.12395530038055773
YDR220C	-0.16215669277108752
YDR221W	-0.2698907889847748
YDR222W	0.04245857453881004
YDR223W	-0.05922261087203976
YDR225W	
YDR226W	
YDR227W	
YDR229W	0.13212532943587812
YDR230W	-0.20633073897627083
YDR231C	-0.055725867682585715
YDR233C	-0.16909398523114405
YDR234W	-0.10382074505369154
YDR237W	-0.01751024052716043
YDR239C	0.29059753270186667
YDR241W	-0.43232831770562596
