ORF	hap alpha | replicative lifespan | standard [standard] | McCormick MA~Kennedy BK, 2015
YBR104W	1.000
YBR105C	0.625
YBR106W	1.131
YBR107C	1.000
YBR108W	1.000
YBR111C	1.000
YBR111W-A	1.022
YBR112C	0.750
YBR113W	1.000
YBR114W	0.933
YBR115C	1.000
YBR116C	1.000
YBR117C	0.975
YBR118W	0.934
YBR119W	1.000
YBR120C	0.989
YBR125C	1.000
YBR126C	1.000
YBR127C	0.235
YBR128C	1.000
YBR129C	1.000
YBR130C	1.000
YBR131W	1.000
YBR132C	1.000
YBR133C	1.148
YBR134W	1.000
YBR137W	1.000
YBR138C	1.000
YBR139W	1.000
YBR141C	1.000
YBR144C	1.000
YBR145W	1.076
YBR146W	1.197
YBR147W	0.839
YBR148W	1.000
YBR149W	1.000
YBR150C	1.000
YBR151W	1.000
YBR156C	1.000
YBR157C	1.000
YBR158W	1.151
YBR159W	1.000
YBR161W	1.000
YBR162C	1.000
YBR162W-A	1.000
YBR163W	1.000
YBR164C	1.000
YBR165W	1.000
YBR166C	1.000
YBR168W	1.000
YBR169C	1.000
YBR170C	1.146
YBR171W	1.000
YBR172C	1.172
YBR173C	1.165
YBR174C	1.000
YBR175W	1.000
YBR176W	1.000
YBR177C	0.670
YBR178W	1.000
YBR179C	0.959
YBR180W	1.000
YBR181C	1.045
YBR182C	1.000
YBR183W	1.119
YBR184W	1.000
YBR185C	1.068
YBR186W	1.018
YBR187W	1.000
YBR188C	1.000
YBR189W	0.879
YBR191W	0.979
YBR194W	1.000
YBR195C	1.000
YBR197C	1.482
YBR199W	1.000
YBR200W	1.000
YBR201W	1.378
YBR203W	1.000
YBR204C	1.000
YBR205W	1.000
YBR206W	1.000
YBR207W	1.093
YBR208C	1.003
YBR209W	1.000
YBR210W	1.000
YBR212W	1.000
YBR213W	1.000
YBR214W	1.000
YBR215W	1.000
YBR216C	1.000
YBR217W	1.000
YBR218C	1.065
YBR219C	1.000
YBR220C	1.000
YBR221C	0.496
YBR222C	1.000
YBR223C	0.757
YBR224W	0.821
YBR225W	0.595
YBR226C	1.170
YBR227C	0.870
YBR228W	1.054
YBR229C	0.780
YBR230C	0.723
YBR231C	0.537
YBR232C	1.000
YBR233W	0.811
YBR235W	0.821
YBR238C	1.194
YBR239C	0.814
YBR240C	1.242
YBR241C	0.804
YBR242W	1.075
YBR244W	0.882
YBR245C	0.973
YBR246W	0.845
YBR248C	0.841
YBR249C	0.932
YBR250W	0.861
YBR251W	1.153
YBR255W	1.282
YBR258C	0.760
YBR259W	1.042
YBR260C	0.901
YBR261C	1.187
YBR262C	0.584
YBR263W	1.002
YBR264C	0.777
YBR266C	1.410
YBR267W	1.256
YBR268W	1.117
YBR269C	1.000
YBR270C	1.000
YBR271W	1.000
YBR272C	1.000
YBR273C	1.000
YBR274W	1.000
YBR275C	1.000
YBR276C	0.959
YBR277C	1.000
YBR278W	1.000
YBR279W	1.179
YBR280C	1.000
YBR281C	1.000
YBR282W	1.000
YBR283C	1.000
YBR284W	1.000
YBR285W	1.000
YBR286W	1.000
YBR287W	1.000
YBR288C	1.000
YBR289W	1.098
YBR290W	1.000
YBR291C	0.635
YBR292C	1.000
YBR293W	1.000
YBR294W	1.127
YBR295W	1.000
YBR296C	1.000
YBR297W	1.000
YBR298C	1.000
YBR299W	1.048
YBR300C	1.000
YBR301W	1.000
YCL001W	1.089
YCL001W-A	1.000
YCL002C	1.000
YCL004W	1.000
YCL005W	0.646
YCL005W-A	1.000
YCL006C	1.203
YCL008C	0.774
YCL009C	1.000
YCL010C	1.027
YCL011C	1.000
YCL013W	1.000
YCL014W	1.022
YCL016C	1.000
YCL022C	1.000
YCL023C	1.112
YCL024W	1.000
YCL025C	0.927
YCL026C	1.000
YCL026C-A	1.000
YCL027W	1.182
YCL028W	1.000
YCL029C	1.000
YCL030C	1.049
YCL032W	0.920
YCL033C	1.000
YCL034W	1.000
YCL035C	1.000
YCL036W	1.000
YCL037C	1.000
YCL038C	0.902
YCL039W	1.000
YCL040W	1.077
YCL042W	1.000
YCL044C	1.000
YCL045C	1.000
YCL046W	1.000
YCL047C	1.000
YCL048W	1.000
YCL049C	1.000
YCL050C	1.000
YCL051W	1.000
YCL055W	1.000
YCL056C	1.000
YCL057W	1.000
YCL058C	1.000
YCL061C	0.917
YCL063W	1.066
YCL064C	1.167
YCL069W	1.000
YCL074W	1.000
YCL075W	0.947
YCL076W	1.000
YCR001W	1.000
YCR002C	1.000
YCR003W	1.064
YCR004C	1.000
YCR005C	1.043
YCR006C	1.000
YCR007C	1.000
YCR009C	1.136
YCR010C	1.000
YCR011C	1.000
YCR014C	1.000
YCR015C	1.000
YCR016W	1.000
YCR017C	1.000
YCR019W	1.000
YCR020C	1.000
YCR020C-A	1.000
YCR020W-B	1.000
YCR021C	1.000
YCR022C	1.000
YCR023C	1.000
YCR024C	1.000
YCR024C-A	1.144
YCR025C	1.000
YCR026C	1.000
YCR027C	1.000
YCR028C	1.000
YCR028C-A	1.137
YCR030C	1.000
YCR031C	0.877
YCR032W	1.000
YCR033W	1.000
YCR034W	1.011
YCR036W	1.000
YCR037C	1.295
YCR043C	1.000
YCR044C	1.000
YCR045C	1.000
YCR046C	1.252
YCR047C	1.000
YCR048W	1.000
YCR049C	1.000
YCR050C	1.000
YCR051W	1.000
YCR053W	0.123
YCR059C	1.000
YCR060W	1.000
YCR061W	1.195
YCR063W	1.000
YCR065W	0.759
YCR066W	1.000
YCR067C	1.000
YCR068W	1.000
YCR069W	1.000
YCR071C	1.333
YCR073C	1.071
YCR073W-A	0.840
YCR075C	1.000
YCR076C	1.000
YCR077C	1.000
YCR079W	0.883
YCR081W	1.160
YCR082W	1.000
YCR083W	1.000
YCR084C	0.963
YCR085W	1.000
YCR086W	0.618
YCR087C-A	0.869
YCR087W	1.000
YCR088W	1.198
YCR089W	1.000
YCR090C	1.000
YCR091W	1.367
YCR092C	1.204
YCR094W	1.000
YCR095C	1.000
YCR098C	1.000
YCR099C	1.000
YCR100C	1.000
YCR101C	1.187
YCR102C	1.000
YCR102W-A	1.000
YCR105W	0.971
YCR106W	1.149
YCR107W	1.072
YDL001W	1.000
YDL002C	1.000
YDL005C	1.000
YDL006W	1.000
YDL009C	1.000
YDL010W	1.000
YDL011C	1.146
YDL012C	1.000
YDL013W	1.051
YDL018C	1.000
YDL019C	1.000
YDL020C	0.587
YDL021W	1.180
YDL022W	1.000
YDL023C	1.000
YDL024C	0.915
YDL025C	1.000
YDL026W	1.000
YDL027C	1.000
YDL032W	1.000
YDL033C	1.000
YDL034W	1.000
YDL035C	1.270
YDL036C	1.000
YDL037C	1.189
YDL039C	1.711
YDL040C	1.000
YDL041W	1.000
YDL042C	0.534
YDL044C	1.000
YDL045W-A	1.000
YDL046W	1.000
YDL047W	0.944
YDL048C	1.000
YDL049C	1.000
YDL050C	1.000
YDL051W	1.000
YDL052C	1.000
YDL053C	1.000
YDL054C	1.000
YDL056W	1.212
YDL057W	1.000
YDL059C	1.000
YDL061W	1.123
YDL062W	1.309
YDL063C	1.332
YDL065C	1.267
YDL066W	1.156
YDL067C	1.000
YDL068W	1.000
YDL069C	1.346
YDL070W	1.000
YDL071C	1.000
YDL072C	1.000
YDL073W	1.000
YDL074C	0.720
YDL075W	1.293
YDL076C	1.000
YDL077C	1.000
YDL078C	0.796
YDL079C	1.000
YDL080C	1.000
YDL081C	1.085
YDL082W	1.298
YDL083C	0.853
YDL085W	0.899
YDL086W	1.000
YDL088C	1.000
YDL089W	1.000
YDL090C	1.000
YDL091C	1.186
YDL093W	1.130
YDL094C	1.000
YDL095W	1.264
YDL096C	1.000
YDL099W	1.472
YDL100C	1.000
YDL101C	0.752
YDL104C	1.000
YDL106C	1.087
YDL107W	1.000
YDL109C	1.000
YDL110C	1.000
YDL112W	1.000
YDL113C	1.000
YDL114W	1.000
YDL115C	1.426
YDL116W	0.596
YDL117W	1.000
YDL118W	1.000
YDL119C	1.000
YDL121C	1.000
YDL122W	1.000
YDL123W	1.000
YDL124W	1.000
YDL125C	1.000
YDL127W	1.000
YDL128W	1.231
YDL129W	1.000
YDL130W	1.390
YDL130W-A	1.212
YDL131W	1.000
YDL133C-A	0.880
YDL133W	1.000
YDL134C	1.281
YDL135C	1.000
YDL136W	1.247
YDL137W	1.000
YDL138W	1.000
YDL142C	0.657
YDL144C	1.000
YDL146W	0.539
YDL149W	1.000
YDL151C	1.000
YDL154W	1.000
YDL155W	1.000
YDL156W	1.000
YDL157C	1.000
YDL158C	1.000
YDL159W	1.094
YDL160C	0.825
YDL161W	1.000
YDL162C	1.000
YDL167C	1.000
YDL168W	1.000
YDL169C	1.135
YDL170W	1.099
YDL171C	0.860
YDL172C	1.097
YDL173W	1.000
YDL174C	1.000
YDL175C	1.000
YDL176W	1.000
YDL177C	1.000
YDL178W	1.000
YDL179W	1.000
YDL180W	1.000
YDL181W	1.089
YDL182W	1.000
YDL183C	1.000
YDL184C	0.926
YDL185W	0.760
YDL186W	1.000
YDL187C	1.000
YDL188C	1.155
YDL189W	1.000
YDL190C	1.000
YDL191W	1.213
YDL192W	1.000
YDL194W	1.000
YDL197C	1.000
YDL198C	0.903
YDL199C	1.000
YDL200C	1.000
YDL201W	1.000
YDL202W	1.000
YDL203C	1.000
YDL204W	1.000
YDL206W	1.000
YDL210W	0.921
YDL211C	1.000
YDL213C	1.000
YDL214C	1.000
YDL215C	1.094
YDL216C	1.000
YDL218W	1.000
YDL219W	1.000
YDL222C	1.249
YDL223C	1.000
YDL224C	0.862
YDL225W	1.000
YDL226C	1.000
YDL227C	0.931
YDL229W	1.000
YDL230W	1.000
YDL231C	1.000
YDL232W	1.000
YDL233W	1.000
YDL234C	1.006
YDL236W	1.000
YDL237W	1.000
YDL238C	1.000
YDL239C	1.000
YDL240W	0.949
YDL241W	1.000
YDL242W	1.000
YDL243C	1.000
YDR001C	1.137
YDR003W	1.000
YDR004W	0.943
YDR005C	1.122
YDR006C	1.348
YDR007W	1.000
YDR008C	1.000
YDR009W	1.000
YDR010C	1.000
YDR011W	1.344
YDR014W	1.000
YDR015C	1.000
YDR017C	1.000
YDR018C	1.026
YDR019C	1.000
YDR020C	1.235
YDR024W	1.102
YDR025W	1.137
YDR026C	0.970
YDR027C	0.962
YDR028C	0.748
YDR029W	1.000
YDR030C	1.000
YDR031W	1.000
YDR032C	1.000
YDR033W	0.968
YDR034C	1.000
YDR035W	1.000
YDR036C	1.000
YDR042C	1.000
YDR043C	1.000
YDR046C	0.887
YDR048C	1.297
YDR049W	1.107
YDR051C	0.747
YDR055W	1.034
YDR056C	1.054
YDR057W	0.951
YDR058C	1.000
YDR059C	0.750
YDR061W	0.848
YDR063W	0.804
YDR065W	0.527
YDR066C	0.965
YDR067C	0.865
YDR068W	1.031
YDR069C	0.534
YDR070C	0.628
YDR071C	1.000
YDR072C	0.696
YDR073W	1.074
YDR074W	1.000
YDR075W	0.804
YDR076W	0.548
YDR077W	1.056
YDR078C	0.838
YDR079W	0.851
YDR080W	0.770
YDR083W	0.971
YDR084C	0.723
YDR085C	0.791
YDR089W	0.703
YDR090C	0.904
YDR092W	0.750
YDR093W	1.146
YDR094W	0.797
YDR095C	0.679
YDR096W	0.909
YDR097C	1.186
YDR098C	0.953
YDR099W	1.231
YDR100W	0.527
YDR101C	0.973
YDR102C	0.941
YDR103W	1.000
YDR104C	0.902
YDR105C	0.807
YDR107C	0.834
YDR108W	0.869
YDR109C	1.159
YDR110W	1.238
YDR111C	0.666
YDR112W	0.706
YDR114C	1.000
YDR115W	1.070
YDR116C	0.794
YDR117C	0.784
YDR119W	1.071
YDR120C	0.760
YDR121W	1.037
YDR122W	0.871
YDR123C	1.095
YDR124W	1.269
YDR125C	0.950
YDR126W	0.708
YDR127W	1.000
YDR128W	0.662
YDR129C	0.463
YDR130C	0.672
YDR131C	0.834
YDR132C	1.119
YDR133C	0.774
YDR134C	0.669
YDR135C	1.083
YDR136C	1.000
YDR137W	1.154
YDR138W	0.330
YDR139C	1.000
YDR140W	1.000
YDR142C	1.000
YDR143C	0.809
YDR144C	1.000
YDR146C	1.205
YDR147W	1.000
YDR148C	0.872
YDR149C	1.000
YDR150W	1.000
YDR151C	1.066
YDR152W	1.000
YDR153C	1.000
YDR154C	1.000
YDR155C	1.110
YDR156W	1.000
YDR157W	1.000
YDR158W	0.564
YDR159W	0.613
YDR161W	1.000
YDR162C	1.000
YDR163W	1.000
YDR165W	1.000
YDR169C	0.970
YDR171W	1.000
YDR173C	1.000
YDR174W	0.734
YDR175C	1.000
YDR176W	0.994
YDR178W	1.201
YDR179C	1.000
YDR179W-A	1.000
YDR181C	1.000
YDR183W	1.000
YDR184C	1.000
YDR185C	1.000
YDR186C	1.000
YDR191W	0.862
YDR192C	1.000
YDR193W	1.000
YDR194C	1.117
YDR195W	1.000
YDR197W	0.967
YDR198C	1.112
YDR199W	1.000
YDR200C	1.000
YDR202C	1.302
YDR203W	1.000
YDR204W	0.784
YDR205W	1.000
YDR206W	1.000
YDR207C	1.000
YDR209C	1.000
YDR210W	1.000
YDR213W	1.000
YDR214W	1.000
YDR215C	1.000
YDR216W	0.650
YDR217C	0.975
YDR218C	1.000
YDR219C	0.734
YDR220C	1.000
YDR221W	1.000
YDR222W	1.000
YDR223W	1.036
YDR225W	1.180
YDR226W	1.000
YDR227W	0.829
YDR229W	1.000
YDR230W	1.000
YDR231C	1.000
YDR233C	1.159
YDR234W	1.057
YDR237W	1.000
YDR239C	1.000
YDR241W	1.000
YDR242W	0.943
YDR244W	1.062
YDR245W	1.281
YDR247W	1.327
YDR248C	1.127
YDR249C	0.858
YDR250C	1.154
YDR251W	1.128
YDR252W	1.000
YDR253C	0.984
YDR254W	0.825
YDR255C	1.017
YDR256C	1.025
YDR257C	1.045
YDR258C	0.920
YDR259C	0.880
YDR260C	1.145
YDR261C	1.000
YDR262W	1.000
YDR263C	1.000
YDR264C	0.628
YDR265W	0.956
YDR266C	1.227
YDR268W	1.189
YDR269C	1.167
YDR270W	1.000
YDR271C	1.000
YDR272W	1.000
YDR273W	1.000
YDR274C	1.202
YDR275W	1.136
YDR276C	0.977
YDR277C	1.077
YDR278C	1.064
YDR279W	0.868
YDR281C	1.151
YDR282C	1.057
YDR283C	1.010
YDR284C	1.256
YDR285W	1.040
YDR286C	1.058
YDR287W	1.000
YDR289C	0.810
YDR290W	1.000
YDR291W	1.000
YDR293C	0.970
YDR294C	0.816
YDR295C	1.266
YDR296W	1.042
YDR297W	1.150
YDR298C	1.086
YDR300C	0.970
YDR304C	0.973
YDR305C	1.000
YDR306C	1.077
YDR307W	1.273
YDR309C	1.017
YDR310C	0.865
YDR312W	0.814
YDR313C	1.152
YDR314C	1.166
YDR315C	1.438
YDR316W	1.024
YDR317W	1.040
YDR318W	1.234
YDR319C	1.137
YDR320C	0.918
YDR321W	1.194
YDR322W	1.000
YDR323C	0.894
YDR326C	1.110
YDR329C	1.000
YDR330W	1.000
YDR332W	1.218
YDR333C	1.209
YDR334W	1.034
YDR335W	1.023
YDR336W	1.072
YDR337W	1.095
YDR338C	1.000
YDR340W	1.000
YDR344C	1.000
YDR345C	1.000
YDR346C	0.689
YDR347W	1.000
YDR348C	1.000
YDR349C	1.000
YDR350C	1.000
YDR351W	1.000
YDR352W	1.000
YDR354W	1.000
YDR357C	1.000
YDR358W	1.000
YDR359C	1.000
YDR360W	1.000
YDR363W	0.477
YDR363W-A	1.000
YDR364C	1.000
YDR368W	1.000
YDR370C	1.000
YDR371W	1.000
YDR372C	1.000
YDR374C	1.000
YDR375C	0.810
YDR377W	1.357
YDR378C	1.000
YDR379W	1.000
YDR380W	1.369
YDR382W	1.532
YDR383C	1.000
YDR384C	1.000
YDR385W	1.024
YDR386W	1.000
YDR387C	1.000
YDR389W	1.000
YDR391C	1.000
YDR392W	0.847
YDR393W	1.000
YDR395W	1.000
YDR399W	1.000
YDR400W	1.043
YDR401W	1.000
YDR402C	1.000
YDR403W	1.000
YDR405W	0.803
YDR406W	1.000
YDR408C	1.000
YDR409W	0.891
YDR410C	1.000
YDR411C	1.000
YDR414C	1.000
YDR415C	1.000
YDR417C	1.253
YDR418W	1.198
YDR419W	1.000
YDR420W	1.000
YDR421W	1.000
YDR422C	1.000
YDR423C	1.007
YDR424C	1.000
YDR425W	1.000
YDR426C	1.000
YDR428C	1.000
YDR430C	1.000
YDR431W	1.000
YDR432W	0.515
YDR433W	1.000
YDR435C	1.000
YDR436W	1.000
YDR438W	1.000
YDR439W	0.748
YDR440W	0.998
YDR441C	1.000
YDR442W	1.000
YDR443C	1.000
YDR444W	1.203
YDR445C	1.000
YDR446W	1.000
YDR447C	1.035
YDR448W	0.335
YDR450W	0.906
YDR451C	0.838
YDR452W	1.000
YDR453C	0.935
YDR455C	1.000
YDR456W	0.549
YDR457W	1.234
YDR458C	1.000
YDR459C	0.797
YDR461W	0.955
YDR462W	1.000
YDR463W	1.000
YDR465C	1.242
YDR466W	1.087
YDR467C	1.000
YDR469W	1.000
YDR470C	1.091
YDR471W	0.865
YDR475C	1.000
YDR476C	1.000
YDR477W	1.151
YDR479C	1.000
YDR480W	1.000
YDR481C	1.000
YDR482C	1.000
YDR483W	1.000
YDR484W	1.094
YDR485C	1.000
YDR486C	1.228
YDR488C	1.000
YDR490C	1.249
YDR491C	1.000
YDR492W	1.000
YDR493W	0.790
YDR494W	1.000
YDR495C	0.929
YDR496C	1.152
YDR497C	1.150
YDR500C	1.313
YDR501W	1.000
YDR502C	1.003
YDR503C	1.000
YDR504C	1.000
YDR505C	1.000
YDR506C	0.997
YDR507C	1.179
YDR508C	1.157
YDR509W	1.000
YDR511W	1.000
YDR512C	0.868
YDR513W	1.000
YDR514C	1.000
YDR515W	1.047
YDR516C	1.000
YDR517W	1.000
YDR518W	1.009
YDR519W	1.000
YDR520C	1.000
YDR521W	1.000
YDR522C	1.000
YDR523C	1.238
YDR524C	1.260
YDR525W	1.000
YDR525W-A	1.041
YDR528W	1.000
YDR529C	0.667
YDR530C	1.000
YDR532C	1.000
YDR533C	1.000
YDR534C	1.052
YDR535C	1.000
YDR536W	1.000
YDR537C	1.000
YDR538W	1.000
YDR539W	1.000
YDR540C	1.000
YDR541C	1.000
YEL001C	1.000
YEL003W	1.029
YEL004W	1.000
YEL005C	1.000
YEL006W	0.999
YEL007W	1.000
YEL008W	1.000
YEL009C	1.066
YEL010W	1.000
YEL011W	1.000
YEL012W	1.000
YEL013W	0.679
YEL014C	1.000
YEL015W	1.000
YEL016C	1.000
YEL017C-A	1.000
YEL017W	1.000
YEL018W	1.000
YEL020C	1.073
YEL023C	1.000
YEL024W	0.839
YEL025C	1.000
YEL027W	0.121
YEL028W	1.000
YEL029C	1.000
YEL030W	0.755
YEL031W	1.127
YEL033W	1.000
YEL036C	1.000
YEL037C	0.958
YEL038W	1.000
YEL039C	0.887
YEL040W	1.000
YEL041W	1.000
YEL042W	1.000
YEL043W	1.000
YEL044W	1.000
YEL045C	1.095
YEL046C	1.000
YEL047C	1.000
YEL048C	1.000
YEL049W	1.000
YEL050C	1.000
YEL051W	1.000
YEL052W	1.000
YEL053C	1.000
YEL054C	1.209
YEL056W	1.000
YEL057C	1.000
YEL059W	1.000
YEL060C	1.000
YEL061C	1.071
YEL062W	0.846
YEL063C	1.217
YEL064C	1.000
YEL065W	1.000
YEL066W	1.000
YEL067C	1.000
YEL068C	1.000
YEL071W	1.000
YEL072W	1.000
YER001W	1.146
YER002W	1.000
YER004W	1.000
YER005W	1.000
YER007C-A	1.000
YER007W	0.964
YER010C	1.000
YER011W	1.000
YER014C-A	1.000
YER016W	1.000
YER017C	0.959
YER019C-A	1.000
YER019W	0.472
YER020W	1.153
YER024W	1.000
YER026C	0.250
YER027C	1.000
YER028C	0.958
YER030W	1.000
YER031C	0.923
YER032W	1.000
YER033C	1.000
YER034W	1.000
YER035W	1.000
YER037W	0.933
YER038W-A	1.000
YER039C	1.000
YER039C-A	0.908
YER040W	0.827
YER041W	1.000
YER042W	1.000
YER044C	1.000
YER044C-A	1.000
YER045C	1.000
YER046W	1.000
YER046W-A	1.000
YER047C	1.000
YER048C	1.000
YER049W	1.000
YER050C	1.174
YER051W	0.909
YER052C	0.526
YER053C	1.005
YER054C	1.000
YER055C	1.000
YER056C	1.172
YER056C-A	1.079
YER057C	1.000
YER058W	1.000
YER059W	1.000
YER060W	1.000
YER060W-A	1.000
YER061C	1.000
YER062C	1.000
YER063W	1.000
YER064C	1.000
YER065C	1.066
YER066C-A	1.000
YER066W	1.000
YER067C-A	1.000
YER067W	1.000
YER068C-A	1.000
YER068W	1.000
YER070W	0.386
YER071C	1.000
YER072W	1.000
YER073W	1.123
YER074W	0.623
YER075C	1.000
YER077C	1.000
YER078C	1.000
YER079W	1.000
YER080W	1.085
YER081W	1.000
YER083C	1.000
YER084W	1.000
YER085C	1.000
YER086W	1.000
YER087C-B	1.000
YER087W	1.000
YER088C	1.000
YER089C	0.919
YER090W	1.000
YER091C	1.160
YER091C-A	1.233
YER092W	1.000
YER093C-A	0.779
YER095W	0.437
YER096W	1.000
YER097W	1.000
YER098W	1.000
YER101C	1.000
YER103W	1.000
YER106W	1.000
YER108C	1.000
YER110C	1.000
YER111C	0.571
YER113C	1.000
YER114C	1.363
YER115C	1.000
YER116C	0.973
YER117W	1.161
YER118C	1.000
YER119C	1.192
YER119C-A	1.000
YER120W	1.000
YER121W	1.000
YER122C	1.000
YER123W	1.000
YER124C	1.000
YER128W	1.203
YER129W	1.000
YER130C	1.000
YER131W	0.947
YER132C	1.000
YER134C	1.000
YER135C	1.000
YER137C	1.000
YER139C	1.000
YER140W	1.000
YER141W	1.000
YER142C	1.000
YER143W	1.000
YER144C	0.927
YER145C	1.171
YER149C	1.000
YER150W	1.000
YER151C	1.100
YER152C	1.000
YER153C	1.198
YER154W	0.966
YER155C	1.000
YER156C	1.000
YER158C	1.000
YER161C	1.000
YER162C	1.000
YER163C	1.000
YER164W	1.126
YER166W	1.012
YER167W	1.000
YER169W	1.529
YER170W	1.031
YER173W	0.881
YER174C	1.172
YER175C	0.928
YER176W	1.054
YER177W	0.885
YER178W	0.689
YER179W	0.938
YER180C	0.963
YER181C	1.042
YER182W	0.951
YER183C	1.016
YER184C	0.934
YER185W	1.051
YER186C	1.191
YER187W	1.274
YER188W	1.050
YFL001W	1.132
YFL003C	1.000
YFL004W	1.000
YFL007W	0.927
YFL010C	1.000
YFL010W-A	1.000
YFL011W	1.000
YFL012W	1.000
YFL012W-A	1.000
YFL013C	1.000
YFL014W	1.096
YFL015C	1.000
YFL016C	0.621
YFL018C	1.151
YFL019C	1.000
YFL020C	0.837
YFL021W	0.998
YFL023W	1.000
YFL025C	1.224
YFL026W	1.000
YFL027C	1.000
YFL028C	1.000
YFL030W	1.335
YFL031W	1.067
YFL032W	1.000
YFL033C	1.015
YFL034C-A	1.045
YFL034W	0.936
YFL036W	1.000
YFL040W	1.000
YFL041W	1.027
YFL042C	1.391
YFL044C	1.000
YFL046W	1.000
YFL047W	1.000
YFL048C	1.178
YFL049W	1.280
YFL050C	1.000
YFL051C	1.000
YFL052W	1.000
YFL053W	1.000
YFL054C	1.000
YFL055W	1.028
YFL063W	1.000
YFR001W	1.419
YFR006W	1.000
YFR007W	1.000
YFR008W	1.000
YFR009W	1.030
YFR010W	0.640
YFR011C	1.000
YFR012W	1.061
YFR013W	1.000
YFR014C	1.000
YFR015C	1.273
YFR016C	1.082
YFR017C	0.992
YFR018C	1.000
YFR019W	0.462
YFR020W	1.000
YFR021W	1.000
YFR022W	1.000
YFR023W	1.000
YFR024C-A	1.302
YFR025C	1.000
YFR026C	1.000
YFR030W	1.000
YFR031C-A	0.968
YFR032C	1.028
YFR032C-A	1.298
YFR033C	1.053
YFR034C	1.101
YFR035C	0.917
YFR036W	0.899
YFR038W	1.061
YFR039C	1.000
YFR040W	1.267
YFR041C	0.908
YFR043C	1.305
YFR044C	0.872
YFR045W	1.028
YFR046C	0.881
