ORF	hap a | growth (colony size) | expression of clogging-prone Pdi1-DHFR [standard] | Ast T~Schuldiner M, 2016
YIL067C	0.968
YIR031C	0.979
YJL153C	0.999
YKL039W	1.028
YKL092C	1.039
YKL124W	1.050
YKL126W	1.017
YLR179C	1.020
YLR234W	1.244
YLR235C	1.360
YLR241W	0.944
YOR118W	0.999
YOR178C	0.995
YPL071C	0.992
YPR140W	0.975
YGR295C	0.967
YNL128W	1.090
YOR068C	1.111
YGR049W	1.050
YCR020C-A	1.015
YDR157W	1.047
YDL110C	1.055
YOR218C	1.120
YPR145W	1.025
YPR037C	0.970
YMR135W-A	0.988
YGL027C	1.157
YIL045W	1.035
YAL018C	1.003
YFR011C	1.108
YNL329C	1.081
YBL056W	0.964
YLR431C	1.063
YHR179W	0.981
YOL068C	1.015
YGR032W	1.062
YNL154C	0.974
YDL201W	0.992
YGR263C	0.993
YKL030W	1.040
YLR146C	0.982
YLR184W	1.411
YER051W	0.954
YDL125C	0.979
YCL029C	1.013
YLR231C	1.059
YJR128W	1.049
YPR007C	1.023
YNL056W	1.108
YCL039W	0.911
YDR286C	0.952
YER031C	0.996
YEL065W	1.089
YPR095C	1.046
YML024W	1.584
YGR142W	1.083
YDL238C	0.998
YDL210W	1.066
YNR058W	1.035
YNL072W	0.989
YIL145C	1.020
YLR052W	1.336
YFR010W	1.016
YOR180C	1.073
YOR376W	1.048
YJR036C	1.026
YDL002C	1.214
YOL104C	1.035
YJL083W	1.020
YEL071W	0.997
YDR163W	1.085
YGR073C	1.130
YCR049C	0.986
YJL191W	1.082
YOL067C	1.070
YOL071W	1.604
YOR162C	1.019
YKR103W	1.091
YPL264C	1.017
YBR149W	0.987
YPR184W	1.030
YBL055C	0.975
YJL215C	1.050
YNL090W	1.028
YKL201C	1.018
YOR021C	1.025
YCL069W	0.984
YBL010C	1.075
YGL037C	1.099
YGR033C	1.086
YMR078C	1.009
YMR124W	1.008
YJL092W	1.103
YNL162W-A	1.252
YPL027W	1.116
YGL222C	1.038
YKR102W	0.929
YDR187C	1.049
YLR131C	1.103
YHL026C	1.140
YGR141W	1.126
YLR109W	1.071
YMR036C	0.975
YML124C	1.079
YPL253C	1.050
YDR455C	1.245
YLR185W	1.362
YHL034C	1.162
YGL254W	1.015
YJL112W	1.077
YNR015W	0.963
YOL117W	1.075
YOR374W	1.036
YJL065C	1.092
YEL068C	1.069
YMR326C	1.068
YDR161W	1.132
YLR237W	1.029
YKR084C	1.230
YDL077C	1.227
YPR193C	1.029
YJR154W	1.022
YDL200C	0.986
YBR298C	1.042
YGL229C	1.089
YPR117W	1.027
YBR067C	1.028
YGR248W	1.143
YBR215W	1.321
YMR202W	1.130
YBR288C	1.025
YLR058C	1.067
YGR194C	0.981
YPL263C	1.019
YMR020W	1.083
YGL208W	1.077
YKL040C	1.040
YOR106W	1.089
YLL016W	0.968
YDR117C	1.097
YNL156C	1.089
YLR408C	0.997
YJL134W	1.217
YPL009C	1.055
YDL222C	1.009
YPR148C	1.139
YFL021W	1.056
YOR248W	1.052
YBR213W	1.014
YFL012W-A	1.151
YJR095W	1.057
YMR181C	1.050
YMR271C	1.036
YOR100C	1.075
YDR436W	1.029
YGR261C	1.022
YOR312C	1.045
YLR140W	1.339
YMR238W	1.021
YDL133C-A	1.131
YNL139C	1.039
YLR402W	1.462
YCL025C	1.044
YDR104C	1.072
YOR170W	1.004
YKL032C	1.303
YOL109W	0.959
YIL014C-A	1.053
YOR010C	1.019
YLL010C	1.086
YKR043C	1.113
YOR156C	1.027
YLR057W	0.955
YNL004W	1.103
YFR041C	1.039
YOR034C	0.931
YKR080W	1.094
YNL146W	1.038
YKL131W	1.036
YPL219W	1.073
YGR085C	1.398
YBR266C	1.787
YLR343W	0.971
YBL048W	1.040
YOR298C-A	1.051
YOL011W	1.043
YIL077C	1.271
YJR140C	1.360
YIL087C	1.078
YJL106W	0.996
YBL052C	1.041
YBR065C	1.034
YLR285W	1.023
YBR099C	1.054
YLR433C	0.993
YDR097C	1.131
YOR166C	1.110
YML060W	1.092
YBR226C	1.171
YJR097W	1.098
YIL009W	1.000
YDR014W	1.128
YIL039W	1.002
YHR112C	1.059
YOL035C	1.116
YDR127W	1.202
YMR320W	1.102
YBR033W	1.022
YDR184C	1.100
YOL056W	1.180
YKR053C	1.082
YFR017C	1.084
YPL014W	1.042
YJL044C	1.034
YJR030C	0.862
YKR032W	1.065
YFR022W	1.108
YDL194W	1.067
YBR204C	1.022
YOR286W	1.152
YBL103C	1.016
YPR197C	1.054
YBR025C	1.319
YLR043C	1.131
YCR079W	0.923
YFR038W	0.967
YKL148C	1.445
YGL022W	1.120
YOL105C	1.076
YPL052W	1.002
YNR027W	1.005
YPL046C	1.076
YGR154C	0.960
YNL227C	1.218
YIR021W	1.135
YGR130C	1.159
YMR206W	1.050
YKL164C	1.021
YDR522C	1.149
YIL050W	1.119
YEL049W	1.086
YGR148C	1.188
YCR094W	1.655
YFL023W	1.368
YCR066W	1.126
YLR032W	1.150
YKL100C	1.123
YMR027W	1.103
YMR180C	1.134
YJL206C	0.999
YJR080C	1.090
YJL070C	1.069
YJR106W	1.008
YMR177W	1.013
YKR011C	0.969
YGL248W	1.038
YMR104C	1.069
YBR221C	1.220
YNR007C	1.124
YBR197C	1.043
YDR174W	1.705
YGR260W	1.064
YOR027W	1.104
YNL236W	1.076
YER037W	1.044
YJL099W	1.013
YBL086C	1.084
YBR244W	1.017
YKR045C	1.050
YLR455W	1.168
YNL165W	1.066
YLL001W	1.047
YDR278C	1.086
YAL039C	1.062
YOR316C	1.033
YLR377C	1.066
YDR421W	1.047
YLR253W	0.953
YBL054W	0.972
YIL053W	1.036
YIL072W	1.248
YJL170C	1.098
YKL162C-A	1.130
YKR075C	1.048
YMR198W	1.245
YCL013W	1.137
YDR395W	1.055
YDR399W	1.155
YHR077C	1.150
YOL070C	1.027
YLL024C	1.027
YBR177C	0.912
YOR152C	1.095
YKR027W	1.160
YKL162C	1.104
YHL014C	1.176
YOR348C	1.056
YBR274W	1.066
YPL198W	1.118
YKR048C	1.012
YOR318C	1.061
YGL202W	1.063
YLR251W	1.051
YPL269W	1.062
YFL013C	1.121
YPL177C	1.129
YBR084C-A	1.517
YDR004W	1.234
YNR019W	1.061
YER101C	1.013
YER095W	1.253
YPL162C	1.161
YGL063W	1.068
YDR357C	1.091
YMR008C	1.082
YBL085W	1.053
YLR451W	0.951
YLR209C	0.999
YLR311C	1.034
YOR220W	1.028
YPR021C	1.122
YBL029W	1.140
YHR061C	1.004
YGL004C	1.061
YMR088C	1.118
YOR245C	1.087
YCR101C	1.072
YDR266C	1.153
YGR109C	1.085
YPR121W	1.035
YPR115W	1.122
YJL043W	0.893
YDL094C	1.106
YDL134C	1.018
YDR496C	1.364
YNL030W	1.048
YNL044W	1.090
YNL021W	1.121
YDR329C	1.042
YOL116W	1.048
YDR215C	1.118
YDL177C	0.952
YJR001W	1.087
YKR088C	1.091
YER060W	0.979
YDR488C	1.119
YMR265C	1.015
YHR109W	1.073
YDR388W	1.125
YJL154C	1.166
YPL145C	1.223
YPR132W	1.121
YOL124C	1.097
YNR034W	1.043
YPL048W	1.115
YPL260W	1.274
YJR150C	1.046
YFR047C	1.057
YBL009W	1.124
YDR255C	1.131
YIL140W	0.973
YJR050W	1.004
YGR015C	1.003
YML051W	0.999
YDR066C	1.159
YDR256C	1.069
YPL189W	1.067
YNL101W	1.078
YLR328W	1.105
YOR216C	1.191
YOR247W	1.125
YDR273W	1.040
YPR070W	1.303
YLR414C	1.140
YNL024C	1.138
YGR044C	1.086
YGR057C	1.197
YKL051W	1.078
YPR106W	1.013
YPR038W	1.046
YGL026C	1.081
YAL068C	1.142
YLR120C	0.992
YML083C	1.056
YMR011W	1.226
YMR190C	1.192
YPL147W	1.062
YPL205C	1.048
YDR369C	1.621
YPL074W	1.019
YGL203C	1.144
YER057C	1.051
YLL015W	1.015
YLR018C	1.085
YPL201C	1.156
YPL240C	1.099
YDR338C	1.055
YDR383C	0.982
YLR326W	1.040
YDL236W	1.102
YBR128C	1.109
YLR042C	1.010
YMR101C	1.013
YGL051W	1.127
YMR100W	1.195
YHR097C	1.065
YJR116W	1.151
YMR130W	1.012
YLR421C	1.264
YBR034C	1.122
YOR051C	1.105
YLL030C	1.064
YLR261C	1.447
YDR363W	1.249
YGL261C	1.071
YOR191W	1.093
YOR209C	1.169
YLR273C	1.010
YDL211C	1.039
YCR091W	1.026
YDR011W	1.085
YPL017C	1.092
YJL199C	1.156
YKR060W	1.073
YBR221W-A	0.883
YLR118C	1.040
YGR045C	1.117
YKR098C	1.112
YLR332W	1.069
YHR104W	1.240
YHR047C	1.125
YKR040C	0.988
YHR124W	1.111
YIL017C	0.997
YCR087C-A	1.067
YLR143W	1.092
YKL220C	1.131
YNL069C	1.348
YOL113W	1.060
YPR043W	1.355
YDR043C	1.195
YGR050C	1.027
YDL022W	0.963
YGR077C	0.999
YGL109W	0.872
YNL217W	1.114
YNL319W	1.241
YCL058C	1.422
YDL106C	0.999
YGR069W	1.100
YOR231W	1.147
YGR131W	0.984
YDL168W	1.129
YBR262C	1.008
YML002W	1.069
YPL087W	1.085
YKL127W	0.996
YBR249C	1.027
YLL056C	1.107
YPR005C	1.021
YKL163W	1.042
YBR242W	1.046
YPL271W	1.204
YER019W	1.102
YLR108C	1.033
YOR081C	1.005
YDR258C	1.148
YJR011C	1.145
YNL077W	1.155
YNL093W	1.055
YMR010W	1.108
YPL109C	1.185
YML106W	1.138
YER056C	1.440
YAL034C	1.112
YKL174C	1.126
YGR184C	1.287
YMR148W	1.120
YLL014W	1.033
YBR248C	1.000
YER027C	1.031
YDR251W	1.116
YLR450W	1.123
YAL009W	1.139
YDR134C	1.061
YCR023C	0.995
YGR197C	1.170
YIR002C	1.023
YGL180W	1.026
YPR073C	1.107
YOR328W	1.028
YLR271W	1.149
YHR131C	0.977
YMR069W	1.014
YEL043W	1.075
YDR226W	1.579
YOR107W	0.970
YOR140W	1.132
YNL027W	1.127
YJL130C	1.082
YKL015W	1.017
YOR120W	1.082
YJR084W	1.053
YGR207C	1.089
YOR379C	1.029
YDR214W	1.047
YBR278W	1.112
YFL041W	1.072
YLL044W	1.042
YER085C	1.118
YCR022C	1.040
YOR127W	0.958
YPL056C	1.137
YIR029W	1.119
YMR026C	1.035
YMR247C	1.108
YPL246C	1.125
YOR226C	1.088
YNL065W	1.127
YHR033W	1.029
YHR157W	1.114
YOL115W	1.102
YBR233W	1.031
YML012W	1.138
YBR206W	1.250
YKR001C	1.496
YIL047C	1.270
YMR004W	1.147
YJL121C	1.412
YLR416C	1.133
YDR026C	0.969
YCL045C	1.062
YNL009W	1.086
YKR034W	1.058
YBR196C-A	1.161
YLR448W	1.558
YCR019W	1.191
YOR121C	1.086
YKL025C	1.053
YPL004C	1.103
YKL191W	1.378
YGR213C	1.044
YBR180W	1.188
YDR089W	1.095
YPR119W	0.991
YIL023C	1.168
YJL078C	1.124
YBR191W	1.567
YNL266W	1.020
YAR002W	1.390
YAL026C	1.302
YPR135W	1.329
YJL182C	1.137
YJR152W	1.023
YGR163W	1.023
YPL058C	1.088
YPL022W	1.174
YDR076W	1.177
YDR391C	1.159
YGR081C	1.257
YNR052C	1.446
YHR162W	0.942
YNL215W	1.415
YNL334C	1.362
YGR209C	1.083
YIL042C	1.148
YHR015W	1.130
YPL021W	1.087
YBR295W	1.117
YNL311C	1.121
YPR045C	1.474
YMR305C	1.075
YGR286C	1.151
YML071C	1.145
YNL298W	1.019
YBR263W	1.026
YIL110W	1.423
YPL035C	1.031
YOR352W	1.140
YLR300W	1.157
YML054C	1.082
YHL036W	1.183
YKR042W	1.233
YHR132W-A	0.959
YJL020C	1.185
YMR242C	2.086
YDR247W	1.254
YBR044C	1.569
YKR028W	1.092
YGL228W	1.076
YAL021C	1.360
YIL113W	0.960
YBR005W	1.189
YMR255W	1.187
YKL212W	1.577
YDR354W	1.022
YDR415C	1.052
YEL048C	1.213
YHR105W	1.145
YOR273C	1.021
YER005W	1.074
YAR043C	1.190
YJR074W	1.545
YJL164C	1.187
YLR107W	1.011
YBR292C	1.086
YBR229C	1.188
YBR182C	1.121
YKL006W	1.277
YDR154C	1.110
YKR055W	1.186
YDL136W	1.330
YPL018W	1.078
YLR090W	1.129
YJR015W	1.116
YBR114W	1.122
YGR034W	1.225
YHR095W	1.113
YBR009C	1.161
YGR240C	1.465
YDR386W	1.115
YLL042C	1.201
YDR221W	1.074
YGR089W	1.187
YJL073W	1.082
YKL053W	1.117
YKL175W	1.098
YGR173W	1.071
YHL008C	1.063
YJL022W	1.202
YJL185C	1.172
YMR196W	1.112
YDR305C	1.104
YOL106W	1.275
YJR010C-A	0.874
YPL221W	1.169
YPR195C	1.146
YKR012C	1.179
YBR134W	1.077
YML068W	1.153
YOL150C	1.142
YDR401W	1.069
YLR138W	1.048
YJL139C	1.229
YDL083C	1.513
YGL218W	1.603
YIL119C	1.187
YLR177W	1.075
YOR132W	1.357
YML117W	1.117
YOR114W	1.056
YPR174C	1.178
YDR165W	1.106
YHR171W	1.241
YKR041W	1.197
YDR136C	1.277
YIR038C	1.126
YGR238C	1.049
YOR161C	1.070
YOL052C	1.136
YOR320C	1.254
YMR080C	1.198
YLR344W	1.211
YDR219C	1.142
YKL168C	1.107
YAL029C	1.157
YDR537C	1.193
YBR023C	1.173
YBR094W	1.039
YAL017W	1.086
YPL150W	1.106
YBL039C	1.143
YLR092W	0.995
YDL191W	1.178
YHR108W	1.234
YKR056W	1.066
YPL057C	1.169
YOL090W	1.253
YGL053W	0.991
YIL103W	1.191
YDR262W	1.082
YDR130C	1.116
YDR135C	1.062
YAL067C	1.147
YNL192W	1.179
YNL328C	1.037
YIL025C	1.146
YOR096W	1.464
YIL010W	1.114
YJL211C	1.162
YNL079C	1.112
YPR167C	1.136
YLR405W	1.035
YNL099C	1.326
YKR019C	1.146
YER130C	1.135
YFL014W	1.114
YNL142W	1.182
YKR100C	1.106
YJR069C	1.062
YNL175C	1.080
YPL051W	1.134
YMR030W	1.033
YBL071C-B	1.405
YJL128C	1.143
YHL012W	1.140
YNL202W	1.154
YPR003C	1.130
YNL246W	1.120
YOR309C	1.468
YMR209C	1.144
YGR086C	1.207
YGL007W	1.220
YMR160W	1.136
YKR015C	1.226
YNL242W	1.199
YMR075W	1.132
YNL008C	1.150
YER042W	1.104
YHR210C	1.159
YDR387C	1.093
YLR360W	1.047
YBL072C	1.376
YGR189C	1.066
YBR270C	1.140
YER052C	1.055
YIR020C	1.129
YLR137W	1.021
YMR073C	1.150
YAL049C	1.081
YPR122W	1.159
YDR093W	1.052
YDR281C	1.052
YDR129C	0.976
YOR099W	1.074
YDR340W	1.028
YMR215W	1.153
YML027W	1.068
YNL324W	1.142
YMR126C	1.126
YCL063W	1.281
YLR224W	1.062
YDR250C	1.069
YJL053W	1.151
YJL131C	1.150
YPR036W	0.988
YHR113W	1.085
YOR371C	1.203
YBR259W	1.314
YML078W	1.067
YFL049W	1.111
YMR184W	1.149
YLR188W	1.156
YCL057W	1.083
YOR113W	1.285
YJL150W	1.132
YHR093W	1.204
YDL112W	1.097
YAL022C	1.204
YGL221C	1.148
YKL207W	1.182
YCR026C	1.124
YBR186W	1.244
YAL056W	1.208
YHL003C	1.131
YDR107C	1.111
YNL193W	1.070
YNL083W	1.171
YFR056C	1.124
YJL108C	0.986
YFR008W	1.117
YNL070W	1.110
YLR065C	1.044
YKL005C	1.269
YPL164C	1.144
YCL046W	1.137
YDR018C	1.139
YKL085W	1.142
YPL068C	1.283
YNL191W	1.137
YGL084C	1.637
YBL015W	0.985
YGL251C	1.191
YPR147C	1.249
YLR334C	1.148
YGL005C	1.202
YDR263C	1.066
YGR117C	1.093
YPR069C	1.182
YDR205W	1.109
YKR058W	1.247
YJL049W	1.258
YKR047W	1.054
YPR153W	1.206
YBL053W	1.149
YOR267C	1.073
YMR275C	1.241
YKR051W	1.110
YIL171W	1.152
YGR121C	1.234
YJL171C	1.138
YNL144C	1.148
YML108W	1.235
YOL013W-B	1.133
YNL173C	1.132
YAL037W	1.196
YDR005C	1.308
YML032C	1.699
YHL045W	1.131
YBR275C	1.165
YPL182C	1.381
YGL133W	1.413
YPL116W	1.024
YDR254W	1.223
YHR082C	1.239
YFR009W	1.134
YBR291C	1.189
YLR385C	1.086
YDR027C	1.951
YJL197W	1.207
YOR058C	1.123
YPL127C	1.305
YPR146C	1.164
YBR286W	1.146
YGR027C	1.335
YMR242W-A	1.598
YNL001W	1.260
YAL015C	1.164
YOR115C	1.112
YNL078W	1.207
YJR113C	1.106
YML035C	1.264
YEL011W	1.235
YDL230W	1.111
YBR045C	1.128
YBR058C	1.185
YMR085W	1.250
YDR482C	1.104
YLR406C-A	1.282
YDL178W	1.113
YIL148W	1.169
YJR107W	1.215
YGL054C	1.234
YCR098C	1.004
YLL046C	1.084
YAL060W	1.042
YHR044C	1.175
YNL276C	1.359
YMR319C	1.054
YOR238W	1.202
YPR191W	1.120
YGL199C	1.153
YLR164W	1.076
YNL220W	1.000
YGR016W	1.136
YIR030C	1.209
YEL005C	1.189
YKR003W	1.299
YBR276C	1.193
YHR133C	1.153
YML058W	1.138
YHR134W	1.387
YGR146C	1.027
YLR325C	1.184
YOL079W	1.178
YOR024W	1.178
YDL214C	1.153
YOR054C	1.135
YKR017C	1.124
YBR235W	1.158
YDR077W	1.086
YBR144C	1.152
YHR103W	1.249
YIR025W	1.270
YNL051W	1.343
YNL171C	1.294
YGL056C	1.115
YPL069C	1.647
YOL024W	1.144
YFL033C	1.075
YBR164C	1.165
YKR054C	1.204
YMR135C	1.121
YGR289C	1.201
YNR067C	1.075
YIL133C	1.410
YHR155W	1.094
YBR277C	1.162
YML053C	1.197
YJL190C	1.192
YLR250W	1.105
YCR008W	1.185
YER179W	1.171
YKL083W	1.404
YMR199W	1.034
YLR441C	1.405
YJL149W	1.102
YAR018C	1.326
YPL100W	1.184
YJL198W	1.274
YPR062W	1.207
YOL080C	1.158
YPL119C	1.170
YAL051W	1.175
YIR035C	1.184
YPR053C	1.048
YCR024C-A	1.220
YCR095C	1.127
YCR086W	1.147
YLL028W	1.089
YLR452C	1.212
YLL013C	1.211
YMR294W	1.286
YLR017W	1.142
YCR085W	1.205
YIL013C	0.978
YER002W	1.316
YKR046C	1.026
YKL202W	1.354
YKL098W	1.142
YPR179C	1.273
YHR142W	1.174
YJR058C	1.136
YHR039C	1.123
YER030W	1.126
YMR081C	1.242
YHL021C	1.058
YGR092W	1.076
YMR119W	1.121
YHR178W	1.775
YLR426W	1.240
YMR173W	1.218
YNL105W	1.212
YPL183C	1.190
YBL102W	1.113
YDR452W	1.125
YOR229W	1.164
YHL031C	1.301
YLR312C	1.160
YNL230C	1.263
YPL096W	1.176
YJL098W	1.170
YER039C-A	1.140
YJR014W	1.352
YOR186W	1.110
YOR105W	1.133
YPL161C	1.464
YLR213C	1.090
YDR319C	1.073
YGL041C	1.123
YEL033W	1.269
YGL006W	1.231
YIL107C	1.277
YEL037C	1.195
YBL019W	1.172
YJL146W	1.104
YMR254C	1.157
YCL011C	1.053
YNL238W	1.684
YOR228C	1.190
YMR318C	1.099
YMR201C	1.373
YNL020C	1.071
YDR409W	1.318
YDR392W	1.660
YLR375W	1.190
YHL030W	1.207
YML047W-A	1.202
YDR453C	1.107
YPL070W	1.245
YPR039W	1.210
YDL149W	1.225
YDL240W	1.300
YLR270W	1.342
YNL237W	1.085
YJL181W	1.249
YAL014C	1.167
YML052W	1.131
YLR438W	1.234
YAL064C-A	1.232
YDR020C	1.398
YLR154C	1.120
YDR450W	1.333
YBL061C	1.152
YGL110C	1.029
YBL100W-C	1.185
YBL028C	1.232
YNL015W	1.109
YLR458W	1.184
YJL024C	1.076
YGR239C	1.170
YIR039C	1.350
YHR018C	1.074
YNL223W	1.211
YCR076C	1.205
YEL012W	1.271
YNL231C	1.121
YNR061C	1.079
YKR031C	1.134
YGL094C	1.094
YDL133W	1.125
YNL016W	1.148
YKL113C	1.252
YJL115W	1.546
YBR300C	1.202
YML034C-A	1.082
YLR269C	1.318
YBR031W	1.338
YIL001W	1.368
YLR262C	1.680
YIL049W	1.181
YHR138C	1.239
YJR094W-A	1.320
YJL145W	1.169
YDR433W	1.192
YLR039C	1.217
YHR199C	1.209
YML101C-A	1.262
YLR221C	1.169
YML028W	1.522
YLR190W	1.230
YPR141C	1.248
YCR087W	1.210
YGR111W	1.182
YMR153W	1.174
YHR034C	1.756
YKR010C	1.104
YOR235W	1.462
YDR073W	1.355
YPL247C	1.187
YIL024C	1.240
YHR151C	1.192
YPR018W	1.233
YJR153W	1.207
YHR143W	1.186
YDL082W	1.517
YHR139C-A	1.191
YLR315W	1.252
YPL030W	1.140
YGR059W	1.266
YHL009C	1.151
YHR136C	1.178
YFR021W	1.261
YDR178W	1.602
YHR191C	1.362
YHR153C	1.285
YLR367W	1.229
YGL078C	1.483
YHL010C	1.199
YAR030C	1.347
YNR031C	1.100
YJL162C	1.404
YDR071C	1.035
YHR087W	1.262
YGR123C	1.156
YOR378W	1.264
YKL143W	2.063
YKR076W	1.095
YMR006C	1.135
YFR026C	1.327
YKL160W	1.221
YJL137C	1.149
YCL033C	1.202
YKL128C	1.334
YJL124C	1.433
YNL109W	1.266
YLR194C	1.131
YLR288C	1.315
YLR356W	1.144
YGL215W	1.380
YFR013W	1.394
YBR297W	1.164
YNR075W	1.223
YPR011C	1.313
YPL067C	1.383
YPL092W	1.272
YCR100C	1.049
YKL218C	1.218
YNL203C	1.156
YPL023C	1.275
YHL017W	1.174
YAL059W	1.282
YBR246W	1.361
YGL231C	1.186
YAL062W	1.200
YGR190C	1.155
YOL121C	1.382
YDR146C	1.103
YLR191W	1.187
YPL081W	1.238
YDL063C	1.444
YIL112W	1.098
YNR060W	1.211
YLR373C	1.328
YBR175W	1.338
YLR422W	1.107
YHR115C	1.218
YCL061C	1.336
YGR214W	1.460
YDL096C	1.231
YDR108W	1.199
YDR213W	1.243
YBL088C	1.154
YPL095C	1.198
YJL204C	1.640
YOR213C	1.072
YHL015W-A	1.266
YHR125W	1.236
YLR435W	1.377
YGL118C	1.283
YDL081C	1.547
YOR025W	1.283
YJL117W	1.442
YDR525W	1.179
YJL148W	1.396
YPR164W	1.497
YCR027C	1.214
YLR346C	1.183
YOR364W	1.270
YPR058W	1.181
YLR460C	1.173
YML102W	1.194
YJL047C	1.396
YBR217W	1.277
YLR287C-A	1.470
YJL172W	1.180
YPL103C	1.199
YDR061W	1.310
YBR073W	1.151
YBR066C	1.087
YNL104C	1.218
YAR002C-A	1.187
YGL024W	1.519
YDL053C	1.283
YNR073C	1.269
YHR073W	1.236
YLR303W	1.229
YER019C-A	1.190
YKL133C	1.283
YCR030C	1.204
YBL060W	1.097
YLR174W	1.151
YIL153W	1.294
YMR192W	1.220
YBR181C	1.364
YGR199W	1.273
YLL025W	1.265
YDL226C	1.522
YAL058W	1.291
YPL120W	1.206
YLR454W	1.386
YJL160C	1.096
YPR057W	1.377
YLR064W	1.193
YLL012W	1.259
YOR233W	1.331
YBR245C	1.237
YOR153W	1.227
YDL184C	1.078
YDR200C	1.277
YBR199W	1.235
YBR174C	1.357
YCR010C	1.225
YDL162C	1.242
YLR015W	1.339
YBR241C	1.173
YLR232W	1.233
YPL202C	1.210
YKL149C	1.421
YBR214W	1.216
YLR048W	1.414
YOL065C	1.386
YOL118C	1.396
YGR282C	1.056
YNL041C	1.367
YJL217W	1.234
YLR082C	1.211
YJL177W	1.424
YHR094C	1.227
YLR268W	1.242
YJR059W	1.204
YPL015C	1.169
YDR423C	0.999
YLR392C	1.202
YGR288W	1.233
YPL032C	1.303
YDR025W	1.894
YAL061W	1.068
YPL080C	1.419
YNL091W	1.440
YAL030W	1.186
YOR308C	1.286
YGR118W	1.541
YLR376C	1.236
YOR002W	1.239
YHR035W	1.261
YLR410W	1.249
YDL183C	1.229
YKL184W	1.610
YEL057C	1.187
YPL157W	1.470
YOL062C	1.288
YPL238C	4.246
YPL008W	1.176
YBR036C	1.296
YKL138C	1.358
YLR006C	1.156
YDL188C	1.180
YER115C	1.325
YEL059W	1.249
YHR156C	1.290
YJR088C	1.268
YNR012W	1.474
YCL051W	1.092
YOL087C	1.509
YCR082W	1.220
YFL007W	1.336
YLR264W	1.537
YKR013W	1.343
YOL088C	1.284
YLL038C	1.283
YDL035C	1.256
YMR251W-A	1.113
YKR085C	1.391
YMR137C	1.253
YDR318W	1.325
YKL101W	1.213
YOL134C	1.710
YKR018C	1.236
YOR279C	1.314
YGL074C	1.276
YPL152W	1.280
YMR007W	1.188
YMR194W	1.437
YGR134W	1.281
YDR336W	1.203
YDR442W	1.457
YJR124C	1.194
YCL042W	1.264
YNL127W	1.231
YJL200C	2.063
YBR195C	1.291
YMR127C	1.222
YHR037W	1.356
YLR041W	1.231
YPL088W	1.227
YKL076C	1.486
YPR022C	1.250
YJL055W	0.997
YLR089C	1.268
YHR075C	1.378
YPL196W	1.354
YBR093C	1.298
YMR017W	1.118
YJL012C	1.231
YLL041C	1.817
YDR524W-C	1.303
YDR317W	1.257
YPR130C	1.316
YMR186W	1.273
YNR030W	1.205
YCR045C	1.222
YFL034W	1.246
YGR227W	1.241
YML082W	1.287
YGR151C	1.245
YNL233W	1.266
YGL224C	1.206
YHR043C	1.178
YIL135C	1.334
YDR511W	1.553
YOR134W	1.170
YGR284C	1.225
YOR188W	1.291
YOR141C	1.518
YHR066W	1.327
YPR120C	1.275
YBR269C	1.376
YDL192W	1.403
YJL029C	1.693
YBL087C	1.482
YPR002W	1.206
YLR126C	1.281
YHR012W	1.355
YLR055C	1.576
YFR032C-B	1.364
YDR447C	1.338
YGR054W	1.144
YLR283W	1.316
YER166W	1.283
YLR406C	1.363
YJR043C	1.423
YJL133W	1.371
YHL011C	1.100
YEL046C	2.842
YNL071W	1.585
YJR063W	1.502
YMR216C	1.466
YOL032W	1.208
YPR004C	1.348
YPL090C	1.718
YDR297W	1.359
YMR071C	1.255
YAL065C	1.301
YLR204W	2.370
YLR374C	1.375
YLR363C	1.410
YBR224W	1.307
YOR182C	1.263
YER040W	1.588
YBR048W	1.513
YNL204C	1.321
YPL200W	1.269
YER151C	1.664
YDR083W	1.757
YAR014C	1.537
YPR024W	1.201
YDR323C	1.278
YGR193C	1.161
YKL183W	1.258
YMR219W	1.296
YIL101C	1.324
YIL079C	1.331
YKL055C	1.271
YBR178W	1.184
YAL023C	1.324
YOL039W	1.390
YIL055C	1.193
YAL002W	1.106
YPL089C	1.243
YNL205C	1.283
YHR057C	1.394
YKR077W	1.223
YER056C-A	1.372
YBR150C	1.100
YDL243C	1.003
YML026C	1.508
YGL082W	1.219
YMR070W	1.175
YGR176W	1.311
YKL009W	1.387
YNL106C	1.283
YFR032C-A	1.313
YHR161C	1.301
YIL097W	1.313
YIL160C	1.284
YER075C	1.444
YNR004W	1.256
YLR044C	1.379
YMR193C-A	1.585
YNL140C	1.428
YLR309C	1.241
YHR154W	1.330
YMR153C-A	1.274
YER129W	1.286
YOR138C	1.136
YKL068W	1.266
YAR047C	1.390
YGL090W	1.467
YMR158W-B	1.268
YDL130W	1.514
YDR252W	1.335
YAL019W	1.419
YGR228W	1.369
YER067W	1.380
YIL116W	1.291
YIL057C	1.346
YGL140C	1.173
YOR234C	1.655
YGL241W	1.549
YCR017C	1.249
YPR101W	1.428
YAL056C-A	1.298
YGR170W	1.288
YCL056C	1.256
YPL025C	1.330
YDR322W	1.267
YKL048C	1.429
YMR159C	1.340
YPL026C	1.245
YOL089C	1.430
YGR287C	1.288
YCR043C	1.292
YBL094C	1.133
YAL011W	1.409
YHR114W	1.268
YHR139C	1.320
YLR388W	1.559
YPR068C	1.380
YJL136C	1.448
YER020W	1.350
