Piims Datasets Upload Template,,,,,,,,,,,,,,,,
Tube,Tray,Line, Ca44, Cd111, Co59, Cu65, Fe57, K39, Mg25, Mn55, Mo95, Na23, Ni60, P31, S34, Zn66
6,405,BLANK,13.98630569,0.080645033,0.012635097,-0.242770571,4.04885844,-727.5043964,-69.10362781,-0.44012327,0.74722484,-130.8719724,0.360196519,-532.6765387,-224.4284918,1.531393642
18,405,BLANK,1.318053721,0.078407275,0.013356702,-0.056735858,3.620034939,-725.596076,-68.67057089,-0.415748332,1.809802241,-130.4577744,0.229000202,-519.8807699,-189.280595,1.838437857
30,405,BLANK,1.467246883,0.108381313,0.014523568,0.212330801,4.032790831,-84.86742391,-37.80218778,-0.383832915,0.51755707,-128.7483969,0.256647838,-284.0423451,-97.57948729,8.355616152
62,408,BLANK,-1.125700089,0.015977623,-0.011268129,0.206575668,4.332942334,313.8575617,-45.33625277,0.008113215,0.480100876,-79.86725857,0.469217701,-477.0292406,-158.7280896,-1.032357905
74,408,BLANK,12.38874077,0.011851205,-0.010706266,0.257517183,5.153006106,252.3341097,-53.27618995,-0.010358397,0.537372709,-85.83802955,0.575773032,-534.5762483,-192.926968,-1.025359603
86,408,BLANK,7.014776967,0.01662644,-0.010541243,0.199691235,3.02458916,329.2115091,-43.62950113,0.006759959,0.230781131,-80.84156784,0.216315198,-455.4028937,-156.6737369,-0.699606226
5,408,BLANK,4.805819413,0.023917844,-0.01067525,0.207030331,2.686806526,327.3732905,-45.47981306,-0.006228391,0.17717807,-84.91998485,0.266481836,-487.6863924,-59.59521434,-0.505098383
17,408,BLANK,3.416732258,0.021327374,-0.010623747,0.214144417,4.937696791,324.1680227,-45.96096224,-0.000881733,0.453843086,-83.39598668,0.22669474,-484.5402078,-92.29362044,-0.890194024
29,408,BLANK,-1.023670906,0.021034633,-0.011022727,0.203865824,3.803022494,303.5945196,-47.97418753,0.004414306,0.241496737,-84.42250755,0.244694607,-496.6530669,-62.39730264,-0.792457659
41,408,BLANK,-4.245231378,0.017355618,-0.010936656,0.510464875,2.395581055,313.267293,-46.7281199,0.000643067,0.949376058,-83.97161482,0.258357693,-485.7691393,-65.58902774,-0.991743708
66,410,BLANK,4.615138977,-0.005119172,-0.014195891,0.307271064,4.449147947,192.8376886,-103.6937418,-0.171363201,1.194453541,-111.696449,0.237078089,-837.9580269,-270.9117067,-0.096462864
90,410,BLANK,5.197533685,-0.007369914,-0.012067864,0.53641139,11.92274163,251.9677705,-90.53194105,-0.141658121,0.433698115,-106.3430841,2.50585771,-751.5711839,-226.6452395,0.490684477
34,412,BLANK,68.51292207,-0.006254832,0.004730061,0.512632007,5.967832533,272.2177471,56.5840773,0.173717269,0.328353676,-28.1861767,0.338069205,-50.05654852,217.8155178,-0.282770336
33,413,BLANK,-8.351551592,-0.001115959,0.005749297,0.51792368,7.12670111,368.9017062,67.10154363,0.175631133,1.412959391,-23.47609192,0.318195174,5.244623425,147.148419,-0.644923941
45,413,BLANK,-10.1947492,0.006019136,0.003935896,0.101368194,4.351188009,487.7571362,58.2247993,0.117389536,0.790366775,-35.60929338,-0.084365831,-30.29146097,128.6987233,1.949937768
3,415,BLANK,-10.85618911,-0.176944368,-0.01879799,0.112214906,4.007939794,-2595.119402,-155.8538367,-0.297014858,0.428286627,116.8704761,-0.072076163,-1533.761236,-149.744222,-4.228667577
15,415,BLANK,-7.768646305,-0.178159537,-0.020338367,0.101120101,1.444627017,-2635.774247,-157.3609953,-0.278225445,0.376236204,100.1715062,-0.092623699,-1530.785756,-146.6646254,-4.166400631
27,415,BLANK,-11.3893904,-0.181469917,-0.02084818,0.108469788,5.484217266,-2659.299254,-161.0179916,-0.286864,0.475903471,99.47889198,-0.068825166,-1558.45618,-153.0040876,-4.281013488
39,415,BLANK,-11.46899375,-0.178295959,-0.019910909,0.077772342,4.60341819,-2608.388107,-158.1997327,-0.285463085,0.757497206,103.0227115,-0.09161604,-1520.950011,-151.6821144,-4.156678801
59,415,BLANK,-11.29093362,-0.177095832,-0.020805376,0.104000673,1.50513665,-2639.839829,-156.8843726,-0.287867589,0.208265054,125.9309335,0.046321623,-1526.756364,-145.8383922,-4.397617055
83,415,BLANK,-8.387773657,-0.179760713,-0.020784136,0.287691495,1.854780782,-2654.706839,-158.2015845,-0.296055873,0.294280715,99.77960963,-0.087735839,-1528.124841,-148.1218004,-4.341359887
95,415,BLANK,3.566463967,-0.177953263,-0.021568668,0.12140726,3.391364149,-2623.519667,-155.2551894,-0.2852402,0.576507067,105.4068879,0.026723099,-1515.844314,-143.0141768,-4.247872696
39,416,BLANK,-1.464994532,-0.175484396,-0.019075989,0.558777465,7.974365233,-2643.368191,-154.1436357,-0.267957486,0.532444244,98.45118826,0.116176445,-1483.779097,-191.1905739,-4.034658861
58,416,BLANK,-8.691480389,0.010959762,-0.008247955,0.112868076,8.564605718,-15.66005772,3.122995022,-0.073594431,0.400936755,108.0127224,-0.032802346,-41.7334088,171.4420035,-3.250674331
82,416,BLANK,-6.05012717,-0.17071187,-0.018324627,0.114833047,7.195501323,-2614.50359,-151.8731783,-0.267679621,0.80247671,101.8947345,-0.028803415,-1460.81195,-187.2546993,-3.895271615
94,416,BLANK,11.285892,-0.172682862,-0.019212775,0.20536006,0.667169293,-2621.369667,-151.5872046,-0.246588093,0.44330379,101.5580072,0.25297584,-1442.553676,-186.7589594,-3.43714439
18,417,BLANK,11.64258929,-0.176085278,-0.019632163,0.351394554,1.589371971,-2603.394589,-151.7085268,-0.223110697,1.052225619,105.8573109,0.313530566,-1460.160432,-186.9692733,-0.624048474
42,417,BLANK,12.34902609,-0.105119304,-0.000427058,0.430606576,0.963521359,-711.081793,-30.71867099,-0.057717089,0.373622547,-1.776972667,0.195495415,-628.4273574,80.87656669,2.51522792
6,418,BLANK,12.53494182,-0.104745871,0.000374541,0.327936668,0.967530778,-597.7112944,-20.78095853,-0.018836074,0.425267338,14.81389455,0.18586099,-553.5977896,271.4765379,-1.249735461
18,418,BLANK,12.34012309,-0.093956133,-0.000155892,0.338174378,0.963329359,-705.4884209,-14.0835336,-0.035188841,0.320309515,5.73784144,0.2014807,-524.3372435,-21.65526192,-1.447151175
9,418,BLANK,12.5747435,-0.092006592,0.000218858,0.322078328,0.968389132,-686.8291116,-11.29235609,-0.002447205,0.333216443,6.668942141,0.200284099,-499.1187534,-16.32230205,-0.737066092
21,418,BLANK,12.11231086,-0.094049492,-0.000229534,0.342686151,0.958416409,-722.0938635,-14.79836675,-0.018690446,0.91226301,4.298990884,0.19857405,-531.8389223,-21.9106431,-1.21191855
33,418,BLANK,12.61664,-0.091589225,0.000254961,0.349193097,0.969292663,-687.5264705,-10.79756595,-0.00389851,0.268816478,7.094945371,0.198701274,-501.7475635,-15.18059796,-0.459991998
11,418,BLANK,12.55117671,-0.096438366,-0.000085688,0.346420709,0.967880896,-649.9406545,-13.17767857,-0.013145735,0.330132837,4.108262861,0.191033612,-504.54026,-28.44539674,-0.491533841
23,418,BLANK,12.6585365,-0.091149892,-0.000134575,0.342811692,0.970196194,-691.0119288,-9.824664665,-0.008353497,0.409639778,6.504312698,0.23155415,-492.8865015,-13.97880419,-0.568696186
35,418,BLANK,12.63496972,-0.09183635,-0.000495248,0.340680373,0.969687958,-700.7798521,-10.83173708,-0.005659086,0.428429818,6.578169036,0.178214343,-497.2120273,-15.85660696,-1.16875949
47,418,BLANK,12.63496972,-0.090710559,-0.00020178,0.347286454,0.969687958,-690.9982613,-9.319658515,-0.002023145,0.428429818,8.665551525,0.178214343,-484.7814464,-12.77701042,-1.398917982
47,418,BLANK,12.63496972,-0.090957684,-0.000771196,0.347286454,0.969687958,-702.7371487,-10.45726222,-0.008640379,0.428429818,7.517088255,0.178214343,-488.7122246,-13.45301941,-1.398917982
1,360,BY4743_ko,-10.38515253,0.269826331,0.060037209,0.990488576,11.10142156,-3074.751369,47.41389325,-1.14580491,0.241064069,90.36065793,1.36703824,-1429.667866,-772.1863332,10.14795731
13,360,BY4743_ko,-26.24450278,0.153489777,0.040068447,0.618322563,11.94760989,-3029.838589,8.939112559,-1.289226307,0.320513277,117.4536334,1.305830417,-1352.417073,-544.2322467,8.765511041
25,360,BY4743_ko,-33.15844974,0.224804517,0.052031215,0.973012364,11.67580778,-2155.102096,53.66862415,-1.146977425,0.41923978,194.7199593,1.411309736,-758.839168,-507.8161127,8.676694425
37,360,BY4743_ko,-35.60734176,0.189900133,0.046018174,0.725042861,11.40221124,-2267.0548,-10.61894697,-1.276331004,0.303442503,135.6210103,1.15300475,-1028.683705,-555.0695563,8.822262914
1,361,BY4743_ko,69.45275785,0.316918846,0.067000595,1.319764657,13.23720113,-2951.711329,112.8283342,-0.920430439,0.412688381,97.75536339,1.352555511,-728.3666719,-711.9229282,11.11743837
13,361,BY4743_ko,-31.96471106,0.282155258,0.060204208,0.983155035,12.2878309,-1715.155226,152.6485889,-1.057643202,0.287433354,176.6143523,1.342008367,-656.6290971,-498.5172,10.41678865
25,361,BY4743_ko,-37.77810212,0.215258699,0.04759959,0.770259882,10.43553119,-2568.184263,38.70147034,-1.160091667,0.279744344,128.4402484,1.446761483,-1095.739956,-553.2569187,7.666055109
37,361,BY4743_ko,-32.21356016,0.252468335,0.050466186,0.791139648,11.9774811,-2312.259121,105.1148653,-1.134526925,0.288608733,160.4192349,1.218822763,-779.3356399,-532.9916653,9.365450739
1,362,BY4743_ko,-10.02170143,0.263404796,0.060642693,0.98095334,10.02676143,-3202.08364,3.445999691,-1.216063683,0.353670907,87.25493615,1.369415906,-1452.757549,-726.4886914,10.0529314
13,362,BY4743_ko,-29.11797196,0.204819002,0.054003232,0.838145043,16.97172556,-2173.527284,72.25571912,-1.213273737,0.299997629,120.8355576,1.254153212,-1135.823121,-573.774567,9.073249612
25,362,BY4743_ko,-31.89211916,0.173575937,0.042584319,0.722781143,10.49557781,-2840.916678,34.20540357,-1.259522817,0.244604321,104.1331277,1.281816401,-1137.702904,-534.361074,7.749334
37,362,BY4743_ko,-41.33330084,0.231307456,0.054514584,0.749333944,10.70842562,-2001.533981,36.27931937,-1.081796913,0.269796923,137.2870595,1.230162285,-717.0945879,-500.4624116,8.823828889
1,363,BY4743_ko,-15.96569314,0.137165428,0.046041446,0.660439157,13.41650064,-1874.423934,61.78932862,-1.150031138,0.176862191,106.015775,1.291670135,-909.1455681,-557.5262983,9.810980255
13,363,BY4743_ko,-22.56663034,0.279531412,0.059113159,1.031010714,11.43332005,-2607.860938,16.79120143,-1.248339039,0.407113836,123.0353055,1.277178326,-1031.17133,-672.160424,8.23910929
25,363,BY4743_ko,-17.83126902,0.283495224,0.05168955,0.904829411,11.99281402,-2256.610971,147.2372016,-1.077943632,0.400383534,175.3527288,1.616583617,-1296.453289,-391.4523547,10.67139382
37,363,BY4743_ko,-23.42897556,0.289760487,0.057853435,0.859479162,11.58883359,-2245.13334,18.46209615,-1.220244205,0.301671177,4.634449005,1.438669922,-787.5708693,-571.09334,8.93089827
1,364,BY4743_ko,-10.71099807,0.208489596,0.049646225,0.737870195,11.66541436,-3288.794162,36.58285049,-1.051028404,0.279234532,168.1317424,1.148993323,-775.2399955,-651.9419158,10.79195906
13,364,BY4743_ko,-27.02466534,0.24756344,0.052489657,0.892294851,13.40950155,-2354.36248,26.72514105,-1.08535451,0.311728849,96.43577908,1.316304233,-1432.102853,-625.5919193,9.67961171
25,364,BY4743_ko,-20.04860852,0.249529884,0.051655306,0.992382673,11.74645405,-2199.830939,95.03911747,-1.253144221,0.469796299,98.01435414,1.500364289,-690.0729045,-491.6708759,8.660774416
37,364,BY4743_ko,-26.19090195,0.25710108,0.062553753,0.949463723,10.91997507,-2331.321432,82.28885714,-1.102735541,0.25579835,137.6904054,1.35260509,-1028.888359,-605.0078312,8.828070677
1,365,BY4743_ko,-1.651231222,0.218697412,0.055121447,0.759517618,11.60265849,-2495.803508,55.32972983,-1.144980254,0.265838335,154.782129,1.203171785,-788.3468072,-583.8184873,10.49132695
13,365,BY4743_ko,-24.92918978,0.1958264,0.045445558,0.755960089,9.942781609,-2792.143844,-51.42714817,-1.366188712,0.16835997,119.059468,1.076379535,-1693.701998,-701.4383523,8.570158375
25,365,BY4743_ko,-28.17377628,0.284998548,0.050267383,1.227186836,11.56320554,-2521.873529,33.46616519,-1.201051778,0.228351656,137.7648542,1.379223285,-1122.437032,-641.8978393,8.822744574
37,365,BY4743_ko,-25.16525177,0.195918572,0.058640032,0.743365765,12.72742895,-3175.025415,171.9241906,-0.918557919,0.46147224,216.019729,1.177834043,-595.7736185,-502.2317569,8.865995606
1,366,BY4743_ko,-17.28973484,0.268367554,0.066135361,1.177161536,13.55163357,-5728.910981,40.57582454,-1.07818228,1.290277443,19.89918899,1.364766218,-986.950121,-434.3803426,9.750910647
13,366,BY4743_ko,-28.28655193,0.192963651,0.03904263,0.832194719,10.19624824,-1931.838729,13.81138045,-1.24583803,0.330533025,183.203064,1.258919033,-1311.880465,-645.0509679,7.889766497
25,366,BY4743_ko,-26.91087552,0.234701977,0.058409089,0.996314084,15.71018551,-1667.46473,60.56321239,-1.03975601,0.272642828,209.3373302,1.605200901,-1105.233795,-665.5914028,9.562043979
37,366,BY4743_ko,-17.86761689,0.262699562,0.058171972,1.111418516,11.31193968,-1053.986592,120.481897,-1.185998803,0.175107533,218.5933713,1.314081395,-873.7332861,-451.291758,10.48451014
1,367,BY4743_ko,-25.16383631,0.222736876,0.049577458,0.591724258,9.450359513,-2858.90888,42.21262175,-1.242277862,0.122358712,167.2342159,1.199175014,-1171.875966,-654.776013,9.426408876
13,367,BY4743_ko,-26.79339142,0.265366342,0.054201645,0.941854282,12.65527493,-2098.440039,111.6630114,-1.163198705,0.258469147,123.5524845,1.445456086,-1272.188608,-546.1937392,9.831384172
25,367,BY4743_ko,-29.47931813,0.233515751,0.05342651,0.908118693,12.28950578,-2249.159785,-7.226415402,-1.268728845,0.218278219,152.6277742,1.409113269,-972.926474,-656.9160006,8.329705817
37,367,BY4743_ko,-28.2719303,0.175983444,0.055684918,0.975495754,12.45175346,-2263.709222,6.339806381,-1.21487108,0.421506396,23.16012735,1.149738158,-1160.873032,-655.3740461,7.721922253
1,368,BY4743_ko,-6.411196492,0.238713025,0.052201572,0.663264047,10.74923522,-2844.938989,38.34443095,-1.203489468,0.25928327,203.2870162,1.172466464,-790.192959,-568.2612938,11.23150074
13,368,BY4743_ko,-12.67351685,0.238359711,0.046972529,0.950295227,13.19605148,-2531.841211,97.0221724,-1.081018654,0.134316111,64.94312478,1.134158137,-1080.250823,-579.083186,9.854789232
25,368,BY4743_ko,-19.06825727,0.267096891,0.054253514,0.720107739,9.501210353,-2280.137871,110.9510711,-1.00955959,0.160107942,-85.56826761,1.501143551,-639.9126347,-512.4570114,9.411721398
37,368,BY4743_ko,-19.38574086,0.239308466,0.052475182,0.615245407,11.15753796,-2615.92042,49.89161767,-1.099593439,0.214768041,233.2079324,1.218922705,-808.4512073,-634.8667885,8.132657128
1,369,BY4743_ko,-23.07504537,0.287626572,0.05707093,0.949612436,12.41200239,-2539.096265,101.8486668,-1.351342148,0.50227908,161.4972044,1.405641097,-759.212129,-562.525467,10.31586789
13,369,BY4743_ko,-21.75144636,0.156512032,0.039450153,0.601163426,19.64878373,-3104.344137,-12.48844155,1.589689722,0.339423007,-69.46969126,0.998745369,-1936.125138,-706.5683302,6.169896863
25,369,BY4743_ko,-15.58210521,0.225247993,0.056469874,0.972460301,9.290211809,-2123.549298,49.30632238,-1.332378896,0.305874205,119.4397225,1.452388261,-699.3221634,-590.9929386,8.813077743
37,369,BY4743_ko,-19.85969339,0.269135451,0.048040198,0.867970237,10.7541205,-1763.365554,60.14184587,-1.486504879,0.334921934,122.7728022,1.295151397,-834.4205517,-470.9451954,9.182776654
1,370,BY4743_ko,-20.45200503,0.208404548,0.04956312,0.812610692,12.42137136,-3634.339673,13.54434304,-1.577970897,0.343399756,204.0828922,1.191921266,-1288.464224,-646.3475191,10.45426105
13,370,BY4743_ko,-22.10593825,0.215075901,0.051553696,0.945351227,10.48106833,-2656.845102,67.72485499,-1.295212624,0.372303415,154.4345844,1.24468673,-902.8345055,-572.2980049,8.828711263
25,370,BY4743_ko,-20.24163344,0.260772339,0.06085904,0.918168026,9.542885174,-2041.680802,130.9778882,-1.281076183,0.165548801,210.9272728,1.563877368,-941.1975025,-480.3046462,10.03396951
37,370,BY4743_ko,-19.25729161,0.275349818,0.058480363,0.917207056,13.58825152,-1826.725987,117.9084255,-1.394916951,0.503041462,137.6605468,1.418217847,-725.3082956,-583.3846594,9.103704511
1,371,BY4743_ko,-26.68646473,0.225316436,0.050033912,0.870738037,9.603705478,-2795.64436,45.00188318,-1.389727211,0.121160024,160.0017168,1.198122879,-987.0726505,-590.1441778,9.487201943
13,371,BY4743_ko,-23.66590749,0.172092773,0.044575148,0.722263788,9.094121269,-3318.454207,4.570881166,-1.497759005,0.17818026,85.39347512,1.180248319,-1491.36141,-566.3115043,8.666821884
25,371,BY4743_ko,-15.3867476,0.235601429,0.050217346,0.757048974,10.90644197,-2740.747696,26.54787734,-1.495492566,0.271758652,103.9478747,1.509521612,-960.3640563,-669.5662346,8.765409846
37,371,BY4743_ko,-17.74339682,0.289432542,0.071004456,1.110844583,13.06249741,-1614.17508,53.01843421,-1.275071363,0.208378454,122.4866443,1.291096808,-638.9482125,-556.6464928,11.10481069
1,372,BY4743_ko,-21.5200268,0.206009263,0.044892426,0.826758404,9.95849335,-2810.747759,-8.426135631,-1.24378434,0.173322341,103.426142,1.109870203,-1425.844475,-563.4763305,10.02486367
13,372,BY4743_ko,-25.04897309,0.27407264,0.056812022,0.932796191,11.44430844,-2953.353894,141.2823336,-1.276574808,0.312187297,142.2207324,1.199009446,-1223.452147,-599.8276595,9.284345747
25,372,BY4743_ko,-26.35644773,0.238150127,0.052286882,0.800130889,11.25359791,-2408.155225,93.72664959,-1.104524825,0.328447444,167.5488717,1.303566575,-824.1275824,-578.2751488,8.911641043
37,372,BY4743_ko,-19.5070134,0.217447555,0.05006245,0.854659326,13.2717893,-1999.538025,39.29848638,-1.087068381,0.751795862,141.1681333,1.224326852,-802.6837775,-588.6642221,8.315283181
1,373,BY4743_ko,-27.56765334,0.216037095,0.048290795,0.847403639,10.53939108,-2445.52473,26.08329678,-1.142971201,0.205135752,97.93726106,1.227809843,-1467.272048,-565.447655,9.188205695
13,373,BY4743_ko,-27.37192943,0.265829239,0.045783476,0.842477689,12.41053935,-2547.003755,8.11155419,-1.261431827,0.395224628,137.5566094,1.124030013,-1256.013751,-643.5970046,8.610282513
25,373,BY4743_ko,-1.489555796,0.192622656,0.052296424,0.807451236,10.91219582,-2783.281615,97.29018523,-1.229827255,0.262077415,124.770883,2.161558945,-1099.767182,-631.4626171,7.420476696
37,373,BY4743_ko,-14.78831158,0.23156236,0.058271921,0.923923925,12.81235338,-2297.90167,62.03551726,-1.020330166,0.315276742,165.5953344,1.24894747,-692.3855642,-558.8766154,11.21234429
1,374,BY4743_ko,-23.61415411,0.256807852,0.061011001,1.00369332,12.01665238,-2869.853523,1.472980888,-1.197358258,0.267324912,143.2472039,1.303191656,-642.8616404,-535.4200879,9.479604568
13,374,BY4743_ko,-25.6801359,0.261621819,0.062546199,0.920618533,11.46008619,-2458.862568,24.67930622,-1.132172103,0.227121992,138.4957133,1.265086396,-825.8245322,-551.1165889,9.516428263
25,374,BY4743_ko,-25.68578126,0.213337297,0.054261733,0.781290199,11.35780423,-2466.900214,141.7523563,-1.142523108,0.316915255,133.589503,1.227213947,-933.2627737,-577.4252105,9.916449647
37,374,BY4743_ko,-26.89790652,0.259972361,0.055409857,0.863726186,12.52265563,-2460.436815,82.35864473,-1.062088563,0.237347328,19.41853959,1.290267908,-896.0417561,-589.8965434,8.880037088
1,375,BY4743_ko,-29.64426583,0.274488606,0.056195219,0.916263763,12.19506555,-2285.848046,56.87941794,-1.198392805,0.512251243,198.3273391,1.371946737,-1007.062813,-583.7437092,7.722000693
13,375,BY4743_ko,-27.62183676,0.240864867,0.052061633,0.767431634,10.76535121,-2547.707843,-12.63703431,-1.321909969,0.196204818,147.5910804,1.22085837,-1589.854212,-623.1680055,6.619779138
25,375,BY4743_ko,-25.91685171,0.265988224,0.057186849,0.804831576,10.97569269,-2529.293646,107.3153899,-1.148569175,0.137300739,177.5666457,1.422284409,-1020.527202,-608.2933963,8.554753191
37,375,BY4743_ko,-24.19772338,0.302659323,0.067527811,0.954947034,11.85894827,-1891.497608,82.01295588,-1.091030532,0.293321716,61.61041485,1.395208859,-402.8552494,-564.2816975,9.505300383
1,376,BY4743_ko,-31.38564762,0.245107886,0.061253978,0.75941485,12.98380901,-2994.082293,92.62704689,-1.106814171,0.442472261,89.47206527,1.266789954,-716.4225487,-536.0900294,8.792935543
13,376,BY4743_ko,-31.15143078,0.225660362,0.049326761,0.886611253,11.85322808,-2377.184073,5.505924772,-1.188678504,0.403390146,92.69771955,1.346950774,-1269.129667,-603.3904377,8.551209984
25,376,BY4743_ko,-32.81213901,0.230144631,0.052151399,0.84066041,11.1768392,-2339.973889,17.01666261,-1.126431277,0.259438587,176.8019883,1.214906054,-1068.927817,-574.3604509,7.857974693
37,376,BY4743_ko,-10.44935572,0.191497632,0.052625572,0.971557567,11.00548776,-2505.42504,44.13362664,-1.2086319,0.276015039,196.006434,1.225030116,-1053.210988,-657.8220998,7.492719717
1,377,BY4743_ko,-15.86423951,0.254363146,0.032667719,0.706125832,11.59830313,-3166.990076,22.65849825,-1.291564913,0.408555417,202.0760951,1.319346781,-1034.689249,-475.1169661,10.62688158
